fire_exposure_id,기상셀ID,기준시각,기후지형유형,date,month,hour,matched_control_n,full_5_matched,is_ys0071,is_less_than_5_matched,is_2021_feb_cluster,control_row_n,fire_value,control_mean,feature,variable,window_h,risk_direction,feature_family,delta,risk_direction_match
FE_00757,YS_0026,2020-05-06 11:00:00,영서 내륙형,2020-05-06,5,11,5,True,False,False,False,5,80.01666666666667,82.525,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-2.50833333333334,True
FE_00758,YS_0026,2020-06-21 17:00:00,영서 내륙형,2020-06-21,6,17,5,True,False,False,False,5,48.696666666666665,64.96166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-16.265000000000008,True
FE_00759,YS_0026,2021-02-14 18:00:00,영서 내륙형,2021-02-14,2,18,5,True,False,False,True,5,36.90833333333333,37.35133333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-0.44299999999999784,True
FE_00760,YS_0026,2021-03-14 11:00:00,영서 내륙형,2021-03-14,3,11,5,True,False,False,False,5,96.14333333333333,86.174,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,9.969333333333324,False
FE_00761,YS_0026,2021-04-22 13:00:00,영서 내륙형,2021-04-22,4,13,5,True,False,False,False,5,54.94,69.16266666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-14.222666666666669,True
FE_00762,YS_0026,2021-04-22 14:00:00,영서 내륙형,2021-04-22,4,14,5,True,False,False,False,5,48.748333333333335,58.71833333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-9.970000000000006,True
FE_00763,YS_0026,2021-05-09 13:00:00,영서 내륙형,2021-05-09,5,13,5,True,False,False,False,5,56.43333333333334,80.25999999999999,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-23.826666666666654,True
FE_00764,YS_0027,2020-01-26 06:00:00,고지·산간형,2020-01-26,1,6,5,True,False,False,False,5,94.71666666666668,79.73866666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,14.978000000000023,False
FE_00765,YS_0027,2021-01-26 09:00:00,고지·산간형,2021-01-26,1,9,5,True,False,False,False,5,92.89666666666666,54.026666666666664,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,38.87,False
FE_00766,YS_0027,2021-02-01 09:00:00,고지·산간형,2021-02-01,2,9,5,True,False,False,True,5,94.36166666666666,81.991,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,12.370666666666665,False
FE_00767,YS_0027,2021-02-05 14:00:00,고지·산간형,2021-02-05,2,14,5,True,False,False,True,5,63.00000000000001,57.986666666666665,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,5.0133333333333425,False
FE_00768,YS_0027,2021-02-05 15:00:00,고지·산간형,2021-02-05,2,15,5,True,False,False,True,5,58.955000000000005,53.98333333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,4.971666666666678,False
FE_00769,YS_0027,2021-02-20 15:00:00,고지·산간형,2021-02-20,2,15,5,True,False,False,True,5,42.401666666666664,44.213,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-1.8113333333333372,True
FE_00770,YS_0027,2021-02-20 16:00:00,고지·산간형,2021-02-20,2,16,5,True,False,False,True,5,35.85,49.73433333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-13.884333333333338,True
FE_00771,YS_0027,2021-04-21 08:00:00,고지·산간형,2021-04-21,4,8,5,True,False,False,False,5,87.19166666666666,74.40066666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,12.790999999999997,False
FE_00772,YS_0028,2020-02-09 18:00:00,영서 내륙형,2020-02-09,2,18,5,True,False,False,False,5,31.728333333333328,46.86333333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-15.135000000000002,True
FE_00773,YS_0028,2020-02-09 19:00:00,영서 내륙형,2020-02-09,2,19,5,True,False,False,False,5,30.395,52.037,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-21.642,True
FE_00774,YS_0028,2020-02-23 15:00:00,영서 내륙형,2020-02-23,2,15,5,True,False,False,False,5,41.38,55.80733333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-14.427333333333337,True
FE_00775,YS_0028,2020-04-08 12:00:00,영서 내륙형,2020-04-08,4,12,5,True,False,False,False,5,58.43,62.27,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-3.8400000000000034,True
FE_00776,YS_0028,2020-04-08 13:00:00,영서 내륙형,2020-04-08,4,13,5,True,False,False,False,5,44.961666666666666,49.78966666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-4.827999999999996,True
FE_00777,YS_0028,2020-05-06 14:00:00,영서 내륙형,2020-05-06,5,14,5,True,False,False,False,5,69.35666666666667,71.25300000000001,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-1.8963333333333452,True
FE_00778,YS_0028,2020-10-21 14:00:00,영서 내륙형,2020-10-21,10,14,5,True,False,False,False,5,86.02999999999999,70.896,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,15.133999999999986,False
FE_00779,YS_0028,2020-10-21 15:00:00,영서 내륙형,2020-10-21,10,15,5,True,False,False,False,5,83.18333333333334,58.474666666666664,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,24.708666666666673,False
FE_00780,YS_0028,2020-12-04 22:00:00,영서 내륙형,2020-12-04,12,22,5,True,False,False,False,5,48.07333333333333,65.612,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-17.538666666666664,True
FE_00781,YS_0028,2021-01-04 11:00:00,영서 내륙형,2021-01-04,1,11,5,True,False,False,False,5,76.63166666666667,80.708,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-4.076333333333324,True
FE_00782,YS_0028,2021-01-27 10:00:00,영서 내륙형,2021-01-27,1,10,5,True,False,False,False,5,93.94833333333334,80.01566666666668,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,13.932666666666663,False
FE_00783,YS_0028,2021-01-29 10:00:00,영서 내륙형,2021-01-29,1,10,5,True,False,False,False,5,40.25333333333333,79.24466666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-38.991333333333344,True
FE_00784,YS_0028,2021-02-01 11:00:00,영서 내륙형,2021-02-01,2,11,5,True,False,False,True,5,94.04333333333334,64.114,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,29.929333333333332,False
FE_00785,YS_0028,2021-02-13 08:00:00,영서 내륙형,2021-02-13,2,8,5,True,False,False,True,5,87.25333333333333,75.679,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,11.574333333333328,False
FE_00786,YS_0028,2021-02-14 10:00:00,영서 내륙형,2021-02-14,2,10,5,True,False,False,True,5,73.90166666666666,72.548,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,1.3536666666666548,False
FE_00787,YS_0028,2021-02-24 17:00:00,영서 내륙형,2021-02-24,2,17,5,True,False,False,True,5,12.743333333333332,44.42966666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-31.686333333333337,True
FE_00788,YS_0028,2021-03-30 11:00:00,영서 내륙형,2021-03-30,3,11,5,True,False,False,False,5,73.56833333333333,82.619,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-9.050666666666672,True
FE_00789,YS_0029,2020-03-19 21:00:00,영서 내륙형,2020-03-19,3,21,5,True,False,False,False,5,55.83666666666667,54.33566666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,1.5010000000000048,False
FE_00790,YS_0029,2020-04-27 17:00:00,영서 내륙형,2020-04-27,4,17,5,True,False,False,False,5,51.10166666666667,44.116,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,6.985666666666667,False
FE_00791,YS_0029,2020-06-05 16:00:00,영서 내륙형,2020-06-05,6,16,5,True,False,False,False,5,64.165,76.54233333333335,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-12.37733333333334,True
FE_00792,YS_0029,2020-12-03 10:00:00,영서 내륙형,2020-12-03,12,10,5,True,False,False,False,5,55.18666666666667,82.818,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-27.63133333333333,True
FE_00793,YS_0029,2021-02-03 09:00:00,영서 내륙형,2021-02-03,2,9,5,True,False,False,True,5,66.67999999999999,46.582,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,20.097999999999992,False
FE_00794,YS_0029,2021-03-19 11:00:00,영서 내륙형,2021-03-19,3,11,5,True,False,False,False,5,71.06,86.79100000000001,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-15.731000000000009,True
FE_00795,YS_0029,2021-03-19 12:00:00,영서 내륙형,2021-03-19,3,12,5,True,False,False,False,5,66.19,57.66933333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,8.52066666666667,False
FE_00796,YS_0030,2020-01-21 14:00:00,영서 내륙형,2020-01-21,1,14,5,True,False,False,False,5,66.52833333333334,85.70833333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-19.180000000000007,True
FE_00797,YS_0030,2020-01-21 15:00:00,영서 내륙형,2020-01-21,1,15,5,True,False,False,False,5,56.50333333333334,72.329,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-15.825666666666656,True
FE_00798,YS_0030,2020-03-07 16:00:00,영서 내륙형,2020-03-07,3,16,5,True,False,False,False,5,42.79333333333333,43.25866666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-0.4653333333333336,True
FE_00799,YS_0030,2020-05-17 10:00:00,영서 내륙형,2020-05-17,5,10,5,True,False,False,False,5,96.96666666666665,96.74833333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,0.2183333333333195,False
FE_00800,YS_0030,2020-11-15 21:00:00,영서 내륙형,2020-11-15,11,21,5,True,False,False,False,5,54.165,41.435,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,12.729999999999997,False
FE_00801,YS_0030,2020-11-26 12:00:00,영서 내륙형,2020-11-26,11,12,5,True,False,False,False,5,91.80666666666667,79.60466666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,12.201999999999998,False
FE_00802,YS_0030,2021-01-27 17:00:00,영서 내륙형,2021-01-27,1,17,5,True,False,False,False,5,27.173333333333336,37.75166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-10.578333333333337,True
FE_00803,YS_0030,2021-02-07 18:00:00,영서 내륙형,2021-02-07,2,18,5,True,False,False,True,5,33.98666666666667,38.187333333333335,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-4.200666666666663,True
FE_00804,YS_0030,2021-03-10 09:00:00,영서 내륙형,2021-03-10,3,9,5,True,False,False,False,5,97.34833333333331,95.833,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,1.5153333333333165,False
FE_00805,YS_0030,2021-03-22 15:00:00,영서 내륙형,2021-03-22,3,15,5,True,False,False,False,5,30.599999999999998,80.051,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-49.45100000000001,True
FE_00806,YS_0030,2021-05-06 17:00:00,영서 내륙형,2021-05-06,5,17,5,True,False,False,False,5,33.678333333333335,55.617666666666665,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-21.93933333333333,True
FE_00807,YS_0031,2020-10-31 15:00:00,고지·산간형,2020-10-31,10,15,5,True,False,False,False,5,66.81833333333333,56.099666666666664,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,10.718666666666664,False
FE_00808,YS_0032,2020-05-17 20:00:00,고지·산간형,2020-05-17,5,20,5,True,False,False,False,5,48.86833333333333,60.649,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-11.780666666666669,True
FE_00809,YS_0032,2021-01-27 14:00:00,고지·산간형,2021-01-27,1,14,5,True,False,False,False,5,56.98666666666666,54.81166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,2.17499999999999,False
FE_00810,YS_0032,2021-02-01 09:00:00,고지·산간형,2021-02-01,2,9,5,True,False,False,True,5,90.37666666666667,69.16766666666668,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,21.20899999999999,False
FE_00811,YS_0032,2021-02-01 11:00:00,고지·산간형,2021-02-01,2,11,5,True,False,False,True,5,90.42,61.70866666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,28.711333333333343,False
FE_00812,YS_0032,2021-02-12 09:00:00,고지·산간형,2021-02-12,2,9,5,True,False,False,True,5,50.63166666666667,61.15666666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-10.524999999999991,True
FE_00813,YS_0032,2021-02-16 09:00:00,고지·산간형,2021-02-16,2,9,5,True,False,False,True,5,53.29000000000001,65.08399999999999,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-11.793999999999976,True
FE_00814,YS_0032,2021-02-25 16:00:00,고지·산간형,2021-02-25,2,16,5,True,False,False,True,5,38.903333333333336,34.879666666666665,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,4.023666666666671,False
FE_00815,YS_0032,2021-03-24 15:00:00,고지·산간형,2021-03-24,3,15,5,True,False,False,False,5,20.293333333333333,51.947,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-31.65366666666667,True
FE_00816,YS_0032,2021-04-24 19:00:00,고지·산간형,2021-04-24,4,19,5,True,False,False,False,5,22.53333333333333,43.446999999999996,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-20.913666666666664,True
FE_00817,YS_0033,2020-04-15 11:00:00,고지·산간형,2020-04-15,4,11,5,True,False,False,False,5,63.945,67.38433333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-3.4393333333333302,True
FE_00818,YS_0033,2020-10-21 14:00:00,고지·산간형,2020-10-21,10,14,5,True,False,False,False,5,89.44500000000001,62.88966666666668,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,26.55533333333333,False
FE_00819,YS_0033,2021-01-18 23:00:00,고지·산간형,2021-01-18,1,23,5,True,False,False,False,5,65.95166666666667,64.264,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,1.6876666666666722,False
FE_00820,YS_0033,2021-02-02 10:00:00,고지·산간형,2021-02-02,2,10,5,True,False,False,True,5,21.99166666666667,79.696,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-57.704333333333324,True
FE_00821,YS_0034,2020-11-26 13:00:00,영서 내륙형,2020-11-26,11,13,5,True,False,False,False,5,83.015,78.83166666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,4.183333333333337,False
FE_00822,YS_0034,2021-01-01 22:00:00,영서 내륙형,2021-01-01,1,22,5,True,False,False,False,5,42.150000000000006,55.686,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-13.535999999999994,True
FE_00823,YS_0034,2021-03-31 07:00:00,영서 내륙형,2021-03-31,3,7,5,True,False,False,False,5,85.72666666666665,85.00833333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,0.7183333333333053,False
FE_00824,YS_0034,2021-04-21 13:00:00,영서 내륙형,2021-04-21,4,13,5,True,False,False,False,5,55.163333333333334,65.07166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-9.908333333333339,True
FE_00825,YS_0034,2021-04-21 14:00:00,영서 내륙형,2021-04-21,4,14,5,True,False,False,False,5,42.568333333333335,55.138999999999996,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-12.57066666666666,True
FE_00826,YS_0035,2020-06-10 09:00:00,고지·산간형,2020-06-10,6,9,5,True,False,False,False,5,60.78666666666666,69.44466666666668,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-8.658000000000015,True
FE_00827,YS_0035,2020-07-10 11:00:00,고지·산간형,2020-07-10,7,11,5,True,False,False,False,5,95.43,82.55033333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,12.87966666666668,False
FE_00828,YS_0035,2021-02-01 10:00:00,고지·산간형,2021-02-01,2,10,5,True,False,False,True,5,82.99499999999999,60.56333333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,22.431666666666658,False
FE_00829,YS_0035,2021-02-01 11:00:00,고지·산간형,2021-02-01,2,11,5,True,False,False,True,5,80.08666666666667,64.84700000000001,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,15.239666666666665,False
FE_00830,YS_0035,2021-02-13 20:00:00,고지·산간형,2021-02-13,2,20,5,True,False,False,True,5,32.936666666666675,41.815333333333335,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-8.87866666666666,True
FE_00831,YS_0035,2021-02-20 04:00:00,고지·산간형,2021-02-20,2,4,5,True,False,False,True,5,61.51333333333334,52.94833333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,8.565000000000005,False
FE_00832,YS_0035,2021-03-24 18:00:00,고지·산간형,2021-03-24,3,18,5,True,False,False,False,5,11.506666666666668,57.08533333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-45.57866666666667,True
FE_00833,YS_0035,2021-03-28 09:00:00,고지·산간형,2021-03-28,3,9,5,True,False,False,False,5,84.37500000000001,79.27966666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,5.0953333333333575,False
FE_00834,YS_0035,2021-03-30 09:00:00,고지·산간형,2021-03-30,3,9,5,True,False,False,False,5,33.92166666666667,76.143,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-42.221333333333334,True
FE_00835,YS_0035,2021-05-07 11:00:00,고지·산간형,2021-05-07,5,11,5,True,False,False,False,5,37.64333333333334,55.996,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-18.352666666666664,True
FE_00836,YS_0035,2021-05-13 09:00:00,고지·산간형,2021-05-13,5,9,5,True,False,False,False,5,55.105,69.24833333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-14.143333333333338,True
FE_00837,YS_0036,2021-04-10 18:00:00,고지·산간형,2021-04-10,4,18,5,True,False,False,False,5,38.35166666666667,53.04466666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-14.693000000000005,True
FE_00838,YS_0037,2020-01-03 12:00:00,영서 내륙형,2020-01-03,1,12,5,True,False,False,False,5,88.81166666666667,75.63633333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,13.175333333333327,False
FE_00839,YS_0037,2020-01-04 13:00:00,영서 내륙형,2020-01-04,1,13,5,True,False,False,False,5,70.775,80.94733333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-10.172333333333327,True
FE_00840,YS_0037,2020-01-04 15:00:00,영서 내륙형,2020-01-04,1,15,5,True,False,False,False,5,56.48999999999999,64.411,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-7.921000000000014,True
FE_00841,YS_0037,2020-01-05 06:00:00,영서 내륙형,2020-01-05,1,6,5,True,False,False,False,5,76.38833333333334,78.83066666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-2.4423333333333375,True
FE_00842,YS_0037,2020-01-06 00:00:00,영서 내륙형,2020-01-06,1,0,5,True,False,False,False,5,55.05166666666667,64.46666666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-9.415,True
FE_00843,YS_0037,2020-01-06 12:00:00,영서 내륙형,2020-01-06,1,12,5,True,False,False,False,5,74.985,83.46366666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-8.478666666666669,True
FE_00844,YS_0037,2020-03-08 18:00:00,영서 내륙형,2020-03-08,3,18,5,True,False,False,False,5,30.18166666666666,38.069,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-7.887333333333341,True
FE_00845,YS_0037,2020-04-04 16:00:00,영서 내륙형,2020-04-04,4,16,5,True,False,False,False,5,42.678333333333335,41.95166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,0.7266666666666666,False
FE_00846,YS_0037,2020-04-04 17:00:00,영서 내륙형,2020-04-04,4,17,5,True,False,False,False,5,37.68,37.69866666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-0.018666666666668164,True
FE_00847,YS_0037,2020-05-01 14:00:00,영서 내륙형,2020-05-01,5,14,5,True,False,False,False,5,64.315,63.23033333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,1.0846666666666565,False
FE_00848,YS_0037,2020-06-13 15:00:00,영서 내륙형,2020-06-13,6,15,5,True,False,False,False,5,46.94833333333333,58.42166666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-11.473333333333336,True
FE_00849,YS_0037,2020-10-06 14:00:00,영서 내륙형,2020-10-06,10,14,5,True,False,False,False,5,72.43333333333334,73.87733333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-1.4439999999999884,True
FE_00850,YS_0037,2020-12-10 10:00:00,영서 내륙형,2020-12-10,12,10,5,True,False,False,False,5,75.31666666666666,78.66533333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-3.3486666666666736,True
FE_00851,YS_0037,2021-01-29 10:00:00,영서 내륙형,2021-01-29,1,10,5,True,False,False,False,5,45.595,78.89966666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-33.30466666666666,True
FE_00852,YS_0037,2021-02-02 11:00:00,영서 내륙형,2021-02-02,2,11,5,True,False,False,True,5,38.745,63.01300000000001,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-24.268000000000015,True
FE_00853,YS_0037,2021-04-02 11:00:00,영서 내륙형,2021-04-02,4,11,5,True,False,False,False,5,46.916666666666664,63.51233333333332,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-16.59566666666666,True
FE_00854,YS_0037,2021-05-11 17:00:00,영서 내륙형,2021-05-11,5,17,5,True,False,False,False,5,28.511666666666667,58.24666666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-29.735000000000003,True
FE_00855,YS_0037,2021-05-12 10:00:00,영서 내륙형,2021-05-12,5,10,5,True,False,False,False,5,70.79833333333333,90.05133333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-19.253,True
FE_00856,YS_0038,2020-10-17 09:00:00,영서 내륙형,2020-10-17,10,9,5,True,False,False,False,5,94.32000000000001,90.659,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,3.6610000000000014,False
FE_00857,YS_0038,2021-02-01 09:00:00,영서 내륙형,2021-02-01,2,9,5,True,False,False,True,5,89.33166666666666,76.317,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,13.01466666666667,False
FE_00858,YS_0038,2021-02-01 11:00:00,영서 내륙형,2021-02-01,2,11,5,True,False,False,True,5,92.98500000000001,63.522000000000006,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,29.463000000000008,False
FE_00859,YS_0038,2021-02-02 14:00:00,영서 내륙형,2021-02-02,2,14,5,True,False,False,True,5,22.84,49.50933333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-26.66933333333333,True
FE_00860,YS_0038,2021-02-03 16:00:00,영서 내륙형,2021-02-03,2,16,5,True,False,False,True,5,28.646666666666665,28.65233333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-0.005666666666666487,True
FE_00861,YS_0038,2021-02-05 16:00:00,영서 내륙형,2021-02-05,2,16,5,True,False,False,True,5,50.501666666666665,30.96,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,19.541666666666664,False
FE_00862,YS_0038,2021-02-07 09:00:00,영서 내륙형,2021-02-07,2,9,5,True,False,False,True,5,90.56333333333333,69.13033333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,21.433000000000007,False
FE_00863,YS_0038,2021-02-12 15:00:00,영서 내륙형,2021-02-12,2,15,5,True,False,False,True,5,45.421666666666674,34.80733333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,10.614333333333342,False
FE_00864,YS_0038,2021-02-15 18:00:00,영서 내륙형,2021-02-15,2,18,5,True,False,False,True,5,45.34166666666666,25.810333333333336,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,19.531333333333325,False
FE_00865,YS_0038,2021-02-18 13:00:00,영서 내륙형,2021-02-18,2,13,5,True,False,False,True,5,43.14833333333333,49.34733333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-6.199000000000005,True
FE_00866,YS_0038,2021-02-21 08:00:00,영서 내륙형,2021-02-21,2,8,5,True,False,False,True,5,83.795,73.47233333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,10.322666666666663,False
FE_00867,YS_0038,2021-03-06 08:00:00,영서 내륙형,2021-03-06,3,8,5,True,False,False,False,5,84.00666666666667,78.79400000000001,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,5.212666666666664,False
FE_00868,YS_0038,2021-03-06 09:00:00,영서 내륙형,2021-03-06,3,9,5,True,False,False,False,5,79.03833333333334,70.68,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,8.358333333333334,False
FE_00869,YS_0038,2021-03-06 10:00:00,영서 내륙형,2021-03-06,3,10,5,True,False,False,False,5,73.57333333333334,73.41966666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,0.15366666666666617,False
FE_00870,YS_0038,2021-03-06 18:00:00,영서 내륙형,2021-03-06,3,18,5,True,False,False,False,5,57.973333333333336,32.669333333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,25.304000000000002,False
FE_00871,YS_0038,2021-03-25 08:00:00,영서 내륙형,2021-03-25,3,8,5,True,False,False,False,5,80.33,80.612,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-0.2819999999999965,True
FE_00872,YS_0038,2021-04-06 08:00:00,영서 내륙형,2021-04-06,4,8,5,True,False,False,False,5,77.73166666666667,78.853,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-1.1213333333333253,True
FE_00873,YS_0038,2021-04-06 21:00:00,영서 내륙형,2021-04-06,4,21,5,True,False,False,False,5,23.299999999999997,40.00566666666666,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-16.705666666666666,True
FE_00874,YS_0038,2021-04-21 13:00:00,영서 내륙형,2021-04-21,4,13,5,True,False,False,False,5,48.23833333333332,49.53033333333333,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-1.2920000000000087,True
FE_00875,YS_0038,2021-04-23 14:00:00,영서 내륙형,2021-04-23,4,14,5,True,False,False,False,5,29.308333333333334,43.96366666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-14.655333333333335,True
FE_00876,YS_0039,2020-04-14 15:00:00,고지·산간형,2020-04-14,4,15,5,True,False,False,False,5,31.06833333333333,46.08,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-15.011666666666667,True
FE_00877,YS_0039,2020-11-01 17:00:00,고지·산간형,2020-11-01,11,17,5,True,False,False,False,5,81.95,58.937666666666665,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,23.012333333333338,False
FE_00878,YS_0039,2020-11-06 17:00:00,고지·산간형,2020-11-06,11,17,5,True,False,False,False,5,28.183333333333326,58.20799999999999,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-30.024666666666665,True
FE_00879,YS_0039,2021-05-09 11:00:00,고지·산간형,2021-05-09,5,11,5,True,False,False,False,5,52.82833333333334,82.99866666666667,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,-30.170333333333325,True
FE_00880,YS_0040,2020-07-19 19:00:00,영서 내륙형,2020-07-19,7,19,5,True,False,False,False,5,70.58166666666666,70.196,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,0.3856666666666655,False
FE_00881,YS_0040,2021-02-01 09:00:00,영서 내륙형,2021-02-01,2,9,5,True,False,False,True,5,94.27833333333332,74.57633333333334,humidity_mean_6h,humidity_mean,6.0,lower,hourly_window,19.701999999999984,False
