fire_exposure_id,기상셀ID,기준시각,기후지형유형,date,month,hour,matched_control_n,full_5_matched,is_ys0071,is_less_than_5_matched,is_2021_feb_cluster,control_row_n,fire_value,control_mean,feature,variable,window_h,risk_direction,feature_family,delta,risk_direction_match
FE_01074,YS_0064,2020-04-30 18:00:00,영서 내륙형,2020-04-30,4,18,5,True,False,False,False,5,4.17,4.91,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.7400000000000002,False
FE_01075,YS_0064,2020-10-10 16:00:00,영서 내륙형,2020-10-10,10,16,5,True,False,False,False,5,2.26,2.71,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.4500000000000002,False
FE_01076,YS_0064,2020-10-19 18:00:00,영서 내륙형,2020-10-19,10,18,5,True,False,False,False,5,2.97,2.748,wind_max_3h,wind_max,3.0,higher,hourly_window,0.22199999999999998,True
FE_01077,YS_0064,2021-02-01 10:00:00,영서 내륙형,2021-02-01,2,10,5,True,False,False,True,5,0.88,1.75,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.87,False
FE_01078,YS_0064,2021-02-03 16:00:00,영서 내륙형,2021-02-03,2,16,5,True,False,False,True,5,3.48,3.3939999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,0.0860000000000003,True
FE_01079,YS_0064,2021-02-05 09:00:00,영서 내륙형,2021-02-05,2,9,5,True,False,False,True,5,0.94,2.196,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.2560000000000002,False
FE_01080,YS_0064,2021-02-05 10:00:00,영서 내륙형,2021-02-05,2,10,5,True,False,False,True,5,0.94,1.9260000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.9860000000000002,False
FE_01081,YS_0064,2021-02-05 13:00:00,영서 내륙형,2021-02-05,2,13,5,True,False,False,True,5,3.39,3.9219999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.5319999999999996,False
FE_01082,YS_0064,2021-03-06 11:00:00,영서 내륙형,2021-03-06,3,11,5,True,False,False,False,5,6.28,2.166,wind_max_3h,wind_max,3.0,higher,hourly_window,4.114000000000001,True
FE_01083,YS_0064,2021-03-08 14:00:00,영서 내륙형,2021-03-08,3,14,5,True,False,False,False,5,2.32,2.776,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.45599999999999996,False
FE_01084,YS_0064,2021-03-10 13:00:00,영서 내륙형,2021-03-10,3,13,5,True,False,False,False,5,1.53,3.038,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.5079999999999998,False
FE_01085,YS_0064,2021-03-10 14:00:00,영서 내륙형,2021-03-10,3,14,5,True,False,False,False,5,1.53,3.1399999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.6099999999999997,False
FE_01086,YS_0064,2021-03-12 11:00:00,영서 내륙형,2021-03-12,3,11,5,True,False,False,False,5,0.98,1.738,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.758,False
FE_01087,YS_0064,2021-04-07 11:00:00,영서 내륙형,2021-04-07,4,11,5,True,False,False,False,5,1.44,2.532,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.092,False
FE_01088,YS_0064,2021-04-09 17:00:00,영서 내륙형,2021-04-09,4,17,5,True,False,False,False,5,2.5,3.5840000000000005,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.0840000000000005,False
FE_01089,YS_0064,2021-04-09 18:00:00,영서 내륙형,2021-04-09,4,18,5,True,False,False,False,5,3.51,3.944,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.43400000000000016,False
FE_01090,YS_0064,2021-04-28 13:00:00,영서 내륙형,2021-04-28,4,13,5,True,False,False,False,5,3.35,3.376,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.0259999999999998,False
FE_01091,YS_0064,2021-04-29 21:00:00,영서 내륙형,2021-04-29,4,21,5,True,False,False,False,5,1.94,3.6439999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.7039999999999997,False
FE_01092,YS_0064,2021-05-12 19:00:00,영서 내륙형,2021-05-12,5,19,5,True,False,False,False,5,2.19,3.508,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.318,False
FE_01093,YS_0065,2020-03-08 13:00:00,영서 내륙형,2020-03-08,3,13,5,True,False,False,False,5,2.63,2.644,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.014000000000000234,False
FE_01094,YS_0065,2020-05-01 14:00:00,영서 내륙형,2020-05-01,5,14,5,True,False,False,False,5,4.92,3.25,wind_max_3h,wind_max,3.0,higher,hourly_window,1.67,True
FE_01095,YS_0065,2020-05-07 19:00:00,영서 내륙형,2020-05-07,5,19,5,True,False,False,False,5,3.32,3.732,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.41200000000000037,False
FE_01096,YS_0065,2020-06-08 15:00:00,영서 내륙형,2020-06-08,6,15,5,True,False,False,False,5,4.11,3.5840000000000005,wind_max_3h,wind_max,3.0,higher,hourly_window,0.5259999999999998,True
FE_01097,YS_0065,2020-06-08 16:00:00,영서 내륙형,2020-06-08,6,16,5,True,False,False,False,5,4.11,3.524,wind_max_3h,wind_max,3.0,higher,hourly_window,0.5860000000000003,True
FE_01098,YS_0065,2020-10-11 07:00:00,영서 내륙형,2020-10-11,10,7,5,True,False,False,False,5,1.87,0.674,wind_max_3h,wind_max,3.0,higher,hourly_window,1.1960000000000002,True
FE_01099,YS_0065,2020-10-13 14:00:00,영서 내륙형,2020-10-13,10,14,5,True,False,False,False,5,3.52,3.882,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.3620000000000001,False
FE_01100,YS_0065,2020-10-18 13:00:00,영서 내륙형,2020-10-18,10,13,5,True,False,False,False,5,3.03,2.718,wind_max_3h,wind_max,3.0,higher,hourly_window,0.31199999999999983,True
FE_01101,YS_0065,2020-12-10 10:00:00,영서 내륙형,2020-12-10,12,10,5,True,False,False,False,5,0.32,0.546,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.22600000000000003,False
FE_01102,YS_0065,2021-02-01 10:00:00,영서 내륙형,2021-02-01,2,10,5,True,False,False,True,5,0.7,1.068,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.3680000000000001,False
FE_01103,YS_0065,2021-02-02 10:00:00,영서 내륙형,2021-02-02,2,10,5,True,False,False,True,5,3.22,1.194,wind_max_3h,wind_max,3.0,higher,hourly_window,2.0260000000000002,True
FE_01104,YS_0065,2021-02-02 11:00:00,영서 내륙형,2021-02-02,2,11,5,True,False,False,True,5,4.13,2.252,wind_max_3h,wind_max,3.0,higher,hourly_window,1.8780000000000001,True
FE_01105,YS_0065,2021-02-25 06:00:00,영서 내륙형,2021-02-25,2,6,5,True,False,False,True,5,0.21,1.2520000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.0420000000000003,False
FE_01106,YS_0065,2021-03-14 12:00:00,영서 내륙형,2021-03-14,3,12,5,True,False,False,False,5,1.69,2.3440000000000003,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.6540000000000004,False
FE_01107,YS_0065,2021-03-23 15:00:00,영서 내륙형,2021-03-23,3,15,5,True,False,False,False,5,5.63,3.274,wind_max_3h,wind_max,3.0,higher,hourly_window,2.356,True
FE_01108,YS_0065,2021-03-23 18:00:00,영서 내륙형,2021-03-23,3,18,5,True,False,False,False,5,5.84,2.59,wind_max_3h,wind_max,3.0,higher,hourly_window,3.25,True
FE_01109,YS_0065,2021-03-23 21:00:00,영서 내륙형,2021-03-23,3,21,5,True,False,False,False,5,5.97,2.252,wind_max_3h,wind_max,3.0,higher,hourly_window,3.718,True
FE_01110,YS_0066,2020-02-03 10:00:00,고지·산간형,2020-02-03,2,10,5,True,False,False,False,5,3.91,4.036,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.12599999999999945,False
FE_01111,YS_0066,2021-02-01 13:00:00,고지·산간형,2021-02-01,2,13,5,True,False,False,True,5,7.26,6.496,wind_max_3h,wind_max,3.0,higher,hourly_window,0.7639999999999993,True
FE_01112,YS_0068,2020-03-25 16:00:00,고지·산간형,2020-03-25,3,16,5,True,False,False,False,5,2.99,2.9419999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,0.04800000000000049,True
FE_01113,YS_0068,2020-03-25 23:00:00,고지·산간형,2020-03-25,3,23,5,True,False,False,False,5,1.1,1.1940000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.09400000000000008,False
FE_01114,YS_0068,2020-10-21 14:00:00,고지·산간형,2020-10-21,10,14,5,True,False,False,False,5,2.29,3.182,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.8919999999999999,False
FE_01115,YS_0068,2021-02-01 10:00:00,고지·산간형,2021-02-01,2,10,5,True,False,False,True,5,0.87,2.0580000000000003,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.1880000000000002,False
FE_01116,YS_0068,2021-02-01 11:00:00,고지·산간형,2021-02-01,2,11,5,True,False,False,True,5,0.87,1.786,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.916,False
FE_01117,YS_0068,2021-02-26 09:00:00,고지·산간형,2021-02-26,2,9,5,True,False,False,True,5,0.11,1.7380000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.6280000000000001,False
FE_01118,YS_0069,2020-03-08 16:00:00,영서 내륙형,2020-03-08,3,16,5,True,False,False,False,5,2.14,3.1079999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.9679999999999995,False
FE_01119,YS_0069,2020-03-28 19:00:00,영서 내륙형,2020-03-28,3,19,5,True,False,False,False,5,2.27,3.7159999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.4459999999999997,False
FE_01120,YS_0069,2021-02-01 13:00:00,영서 내륙형,2021-02-01,2,13,5,True,False,False,True,5,0.32,2.452,wind_max_3h,wind_max,3.0,higher,hourly_window,-2.132,False
FE_01121,YS_0069,2021-02-08 08:00:00,영서 내륙형,2021-02-08,2,8,5,True,False,False,True,5,0.81,0.984,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.17399999999999993,False
FE_01122,YS_0069,2021-02-11 14:00:00,영서 내륙형,2021-02-11,2,14,5,True,False,False,True,5,1.58,2.3920000000000003,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.8120000000000003,False
FE_01123,YS_0069,2021-02-11 19:00:00,영서 내륙형,2021-02-11,2,19,5,True,False,False,True,5,2.3,2.83,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.5300000000000002,False
FE_01124,YS_0069,2021-03-09 09:00:00,영서 내륙형,2021-03-09,3,9,5,True,False,False,False,5,0.2,1.44,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.24,False
FE_01125,YS_0069,2021-03-14 13:00:00,영서 내륙형,2021-03-14,3,13,5,True,False,False,False,5,1.57,1.434,wind_max_3h,wind_max,3.0,higher,hourly_window,0.13600000000000012,True
FE_01126,YS_0069,2021-03-24 22:00:00,영서 내륙형,2021-03-24,3,22,5,True,False,False,False,5,2.34,1.284,wind_max_3h,wind_max,3.0,higher,hourly_window,1.0559999999999998,True
FE_01127,YS_0069,2021-04-02 13:00:00,영서 내륙형,2021-04-02,4,13,5,True,False,False,False,5,3.3,2.664,wind_max_3h,wind_max,3.0,higher,hourly_window,0.6359999999999997,True
FE_01128,YS_0069,2021-04-14 08:00:00,영서 내륙형,2021-04-14,4,8,5,True,False,False,False,5,0.87,0.636,wind_max_3h,wind_max,3.0,higher,hourly_window,0.23399999999999999,True
FE_01129,YS_0069,2021-04-18 14:00:00,영서 내륙형,2021-04-18,4,14,5,True,False,False,False,5,4.55,3.004,wind_max_3h,wind_max,3.0,higher,hourly_window,1.5459999999999998,True
FE_01130,YS_0070,2020-02-11 11:00:00,영서 내륙형,2020-02-11,2,11,5,True,False,False,False,5,2.37,3.728,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.358,False
FE_01131,YS_0070,2020-04-14 16:00:00,영서 내륙형,2020-04-14,4,16,5,True,False,False,False,5,3.55,3.9659999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.4159999999999999,False
FE_01132,YS_0070,2020-04-14 17:00:00,영서 내륙형,2020-04-14,4,17,5,True,False,False,False,5,3.66,4.186,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.5259999999999998,False
FE_01133,YS_0070,2020-04-14 18:00:00,영서 내륙형,2020-04-14,4,18,5,True,False,False,False,5,3.66,3.3619999999999997,wind_max_3h,wind_max,3.0,higher,hourly_window,0.2980000000000005,True
FE_01134,YS_0070,2021-02-17 16:00:00,영서 내륙형,2021-02-17,2,16,5,True,False,False,True,5,6.24,4.938000000000001,wind_max_3h,wind_max,3.0,higher,hourly_window,1.3019999999999996,True
FE_01135,YS_0070,2021-02-25 11:00:00,영서 내륙형,2021-02-25,2,11,5,True,False,False,True,5,1.95,3.342,wind_max_3h,wind_max,3.0,higher,hourly_window,-1.3920000000000001,False
FE_01136,YS_0070,2021-05-10 10:00:00,영서 내륙형,2021-05-10,5,10,5,True,False,False,False,5,2.4,3.158,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.758,False
FE_01137,YS_0070,2021-05-11 17:00:00,영서 내륙형,2021-05-11,5,17,5,True,False,False,False,5,3.49,3.654,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.1639999999999997,False
FE_01138,YS_0070,2021-05-14 15:00:00,영서 내륙형,2021-05-14,5,15,5,True,False,False,False,5,1.14,3.8299999999999996,wind_max_3h,wind_max,3.0,higher,hourly_window,-2.6899999999999995,False
FE_01139,YS_0071,2020-01-31 11:00:00,영서 내륙형,2020-01-31,1,11,5,True,True,False,False,5,0.1,0.10600000000000001,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.006000000000000005,False
FE_01140,YS_0071,2020-02-18 14:00:00,영서 내륙형,2020-02-18,2,14,5,True,True,False,False,5,0.23,0.21600000000000003,wind_max_3h,wind_max,3.0,higher,hourly_window,0.013999999999999985,True
FE_01141,YS_0071,2020-04-13 17:00:00,영서 내륙형,2020-04-13,4,17,5,True,True,False,False,5,0.49,0.446,wind_max_3h,wind_max,3.0,higher,hourly_window,0.043999999999999984,True
FE_01142,YS_0071,2020-11-01 15:00:00,영서 내륙형,2020-11-01,11,15,5,True,True,False,False,5,0.17,0.21600000000000003,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.04600000000000001,False
FE_01143,YS_0071,2021-02-02 12:00:00,영서 내륙형,2021-02-02,2,12,5,True,True,False,True,5,0.37,0.23399999999999999,wind_max_3h,wind_max,3.0,higher,hourly_window,0.136,True
FE_01144,YS_0071,2021-02-23 12:00:00,영서 내륙형,2021-02-23,2,12,5,True,True,False,True,5,0.25,0.20600000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,0.043999999999999984,True
FE_01145,YS_0071,2021-02-28 14:00:00,영서 내륙형,2021-02-28,2,14,5,True,True,False,True,5,0.25,0.23400000000000004,wind_max_3h,wind_max,3.0,higher,hourly_window,0.01599999999999996,True
FE_01146,YS_0071,2021-03-10 18:00:00,영서 내륙형,2021-03-10,3,18,5,True,True,False,False,5,0.2,0.294,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.09399999999999997,False
FE_01147,YS_0071,2021-03-10 19:00:00,영서 내륙형,2021-03-10,3,19,5,True,True,False,False,5,0.2,0.284,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.08399999999999996,False
FE_01148,YS_0071,2021-04-20 15:00:00,영서 내륙형,2021-04-20,4,15,5,True,True,False,False,5,0.26,0.306,wind_max_3h,wind_max,3.0,higher,hourly_window,-0.045999999999999985,False
FE_01149,YS_0071,2021-05-09 13:00:00,영서 내륙형,2021-05-09,5,13,5,True,True,False,False,5,0.5,0.236,wind_max_3h,wind_max,3.0,higher,hourly_window,0.264,True
FE_01150,YS_0071,2021-05-14 10:00:00,영서 내륙형,2021-05-14,5,10,5,True,True,False,False,5,0.12,0.11200000000000002,wind_max_3h,wind_max,3.0,higher,hourly_window,0.00799999999999998,True
FE_00001,YD_0001,2020-01-01 12:00:00,영동 해안형,2020-01-01,1,12,5,True,False,False,False,5,4.06,3.7800000000000002,wind_max_6h,wind_max,6.0,higher,hourly_window,0.27999999999999936,True
FE_00002,YD_0001,2020-01-13 11:00:00,영동 해안형,2020-01-13,1,11,5,True,False,False,False,5,4.43,3.0460000000000003,wind_max_6h,wind_max,6.0,higher,hourly_window,1.3839999999999995,True
FE_00003,YD_0001,2020-02-08 12:00:00,영동 해안형,2020-02-08,2,12,5,True,False,False,False,5,3.79,2.822,wind_max_6h,wind_max,6.0,higher,hourly_window,0.968,True
FE_00004,YD_0001,2020-03-24 11:00:00,영동 해안형,2020-03-24,3,11,5,True,False,False,False,5,2.14,3.3240000000000003,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.1840000000000002,False
FE_00005,YD_0001,2020-03-26 18:00:00,영동 해안형,2020-03-26,3,18,5,True,False,False,False,5,2.83,5.946,wind_max_6h,wind_max,6.0,higher,hourly_window,-3.1159999999999997,False
FE_00006,YD_0001,2020-04-04 18:00:00,영동 해안형,2020-04-04,4,18,5,True,False,False,False,5,4.23,3.7340000000000004,wind_max_6h,wind_max,6.0,higher,hourly_window,0.496,True
FE_00007,YD_0001,2020-04-11 13:00:00,영동 해안형,2020-04-11,4,13,5,True,False,False,False,5,2.63,3.786,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.1560000000000001,False
FE_00008,YD_0001,2020-06-04 17:00:00,영동 해안형,2020-06-04,6,17,5,True,False,False,False,5,4.52,3.03,wind_max_6h,wind_max,6.0,higher,hourly_window,1.4899999999999998,True
FE_00009,YD_0001,2020-06-17 20:00:00,영동 해안형,2020-06-17,6,20,5,True,False,False,False,5,3.4,3.2439999999999998,wind_max_6h,wind_max,6.0,higher,hourly_window,0.15600000000000014,True
FE_00010,YD_0001,2020-11-19 15:00:00,영동 해안형,2020-11-19,11,15,5,True,False,False,False,5,3.85,2.88,wind_max_6h,wind_max,6.0,higher,hourly_window,0.9700000000000002,True
FE_00011,YD_0001,2020-11-30 11:00:00,영동 해안형,2020-11-30,11,11,5,True,False,False,False,5,3.99,2.414,wind_max_6h,wind_max,6.0,higher,hourly_window,1.576,True
FE_00012,YD_0001,2020-12-10 10:00:00,영동 해안형,2020-12-10,12,10,5,True,False,False,False,5,2.88,3.286,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.40600000000000014,False
FE_00013,YD_0001,2020-12-15 09:00:00,영동 해안형,2020-12-15,12,9,5,True,False,False,False,5,3.98,3.822,wind_max_6h,wind_max,6.0,higher,hourly_window,0.15799999999999992,True
FE_00014,YD_0001,2020-12-18 11:00:00,영동 해안형,2020-12-18,12,11,5,True,False,False,False,5,3.43,2.862,wind_max_6h,wind_max,6.0,higher,hourly_window,0.5680000000000001,True
FE_00015,YD_0001,2021-01-15 12:00:00,영동 해안형,2021-01-15,1,12,5,True,False,False,False,5,2.08,3.732,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.6520000000000001,False
FE_00016,YD_0001,2021-01-28 13:00:00,영동 해안형,2021-01-28,1,13,5,True,False,False,False,5,5.95,3.5740000000000003,wind_max_6h,wind_max,6.0,higher,hourly_window,2.376,True
FE_00017,YD_0001,2021-01-29 14:00:00,영동 해안형,2021-01-29,1,14,5,True,False,False,False,5,5.78,3.376,wind_max_6h,wind_max,6.0,higher,hourly_window,2.4040000000000004,True
FE_00018,YD_0001,2021-01-29 19:00:00,영동 해안형,2021-01-29,1,19,5,True,False,False,False,5,4.94,3.194,wind_max_6h,wind_max,6.0,higher,hourly_window,1.7460000000000004,True
FE_00019,YD_0001,2021-02-01 11:00:00,영동 해안형,2021-02-01,2,11,3,False,False,True,True,3,4.7,2.35,wind_max_6h,wind_max,6.0,higher,hourly_window,2.35,True
FE_00020,YD_0001,2021-02-01 13:00:00,영동 해안형,2021-02-01,2,13,3,False,False,True,True,3,4.83,2.723333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,2.106666666666667,True
FE_00021,YD_0001,2021-02-01 14:00:00,영동 해안형,2021-02-01,2,14,3,False,False,True,True,3,4.83,2.783333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,2.046666666666667,True
FE_00022,YD_0001,2021-02-02 08:00:00,영동 해안형,2021-02-02,2,8,2,False,False,True,True,2,4.28,1.815,wind_max_6h,wind_max,6.0,higher,hourly_window,2.4650000000000003,True
FE_00023,YD_0001,2021-02-02 16:00:00,영동 해안형,2021-02-02,2,16,3,False,False,True,True,3,5.83,2.8466666666666662,wind_max_6h,wind_max,6.0,higher,hourly_window,2.983333333333334,True
FE_00024,YD_0001,2021-02-02 17:00:00,영동 해안형,2021-02-02,2,17,3,False,False,True,True,3,5.83,2.9433333333333334,wind_max_6h,wind_max,6.0,higher,hourly_window,2.8866666666666667,True
FE_00025,YD_0001,2021-02-03 09:00:00,영동 해안형,2021-02-03,2,9,2,False,False,True,True,2,3.57,1.98,wind_max_6h,wind_max,6.0,higher,hourly_window,1.5899999999999999,True
FE_00026,YD_0001,2021-02-05 14:00:00,영동 해안형,2021-02-05,2,14,3,False,False,True,True,3,5.19,2.783333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,2.406666666666667,True
FE_00027,YD_0001,2021-02-07 10:00:00,영동 해안형,2021-02-07,2,10,2,False,False,True,True,2,2.69,1.76,wind_max_6h,wind_max,6.0,higher,hourly_window,0.9299999999999999,True
FE_00028,YD_0001,2021-02-11 18:00:00,영동 해안형,2021-02-11,2,18,2,False,False,True,True,2,3.03,2.83,wind_max_6h,wind_max,6.0,higher,hourly_window,0.19999999999999973,True
FE_00029,YD_0001,2021-02-13 13:00:00,영동 해안형,2021-02-13,2,13,3,False,False,True,True,3,1.88,2.723333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.8433333333333333,False
FE_00030,YD_0001,2021-02-13 14:00:00,영동 해안형,2021-02-13,2,14,3,False,False,True,True,3,2.06,2.783333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.7233333333333332,False
FE_00031,YD_0001,2021-02-15 13:00:00,영동 해안형,2021-02-15,2,13,3,False,False,True,True,3,4.67,2.723333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,1.9466666666666668,True
FE_00032,YD_0001,2021-02-15 14:00:00,영동 해안형,2021-02-15,2,14,3,False,False,True,True,3,6.81,2.783333333333333,wind_max_6h,wind_max,6.0,higher,hourly_window,4.026666666666666,True
FE_00033,YD_0001,2021-02-18 15:00:00,영동 해안형,2021-02-18,2,15,3,False,False,True,True,3,3.76,2.9266666666666663,wind_max_6h,wind_max,6.0,higher,hourly_window,0.8333333333333335,True
FE_00034,YD_0001,2021-02-18 16:00:00,영동 해안형,2021-02-18,2,16,3,False,False,True,True,3,3.7,2.8466666666666662,wind_max_6h,wind_max,6.0,higher,hourly_window,0.8533333333333339,True
FE_00035,YD_0001,2021-02-18 17:00:00,영동 해안형,2021-02-18,2,17,3,False,False,True,True,3,3.45,2.9433333333333334,wind_max_6h,wind_max,6.0,higher,hourly_window,0.5066666666666668,True
FE_00036,YD_0001,2021-02-22 17:00:00,영동 해안형,2021-02-22,2,17,3,False,False,True,True,3,3.73,2.9433333333333334,wind_max_6h,wind_max,6.0,higher,hourly_window,0.7866666666666666,True
FE_00037,YD_0001,2021-02-22 18:00:00,영동 해안형,2021-02-22,2,18,2,False,False,True,True,2,3.73,2.83,wind_max_6h,wind_max,6.0,higher,hourly_window,0.8999999999999999,True
FE_00038,YD_0001,2021-02-24 18:00:00,영동 해안형,2021-02-24,2,18,2,False,False,True,True,2,2.69,2.83,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.14000000000000012,False
FE_00039,YD_0001,2021-02-24 20:00:00,영동 해안형,2021-02-24,2,20,2,False,False,True,True,2,2.69,2.83,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.14000000000000012,False
FE_00040,YD_0001,2021-03-30 16:00:00,영동 해안형,2021-03-30,3,16,5,True,False,False,False,5,3.41,3.622,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.21199999999999974,False
FE_00041,YD_0001,2021-04-22 11:00:00,영동 해안형,2021-04-22,4,11,5,True,False,False,False,5,1.87,3.2159999999999997,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.3459999999999996,False
FE_00042,YD_0001,2021-04-23 13:00:00,영동 해안형,2021-04-23,4,13,5,True,False,False,False,5,3.05,2.9539999999999997,wind_max_6h,wind_max,6.0,higher,hourly_window,0.09600000000000009,True
FE_00043,YD_0001,2021-05-06 14:00:00,영동 해안형,2021-05-06,5,14,5,True,False,False,False,5,3.96,3.192,wind_max_6h,wind_max,6.0,higher,hourly_window,0.7679999999999998,True
FE_00044,YD_0002,2020-01-25 09:00:00,영동 해안형,2020-01-25,1,9,5,True,False,False,False,5,1.36,3.2,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.84,False
FE_00045,YD_0002,2020-03-05 16:00:00,영동 해안형,2020-03-05,3,16,5,True,False,False,False,5,3.44,4.18,wind_max_6h,wind_max,6.0,higher,hourly_window,-0.7399999999999998,False
FE_00046,YD_0002,2020-05-01 20:00:00,영동 해안형,2020-05-01,5,20,5,True,False,False,False,5,6.61,4.386,wind_max_6h,wind_max,6.0,higher,hourly_window,2.224,True
FE_00047,YD_0002,2020-05-01 21:00:00,영동 해안형,2020-05-01,5,21,5,True,False,False,False,5,7.68,3.592,wind_max_6h,wind_max,6.0,higher,hourly_window,4.087999999999999,True
FE_00048,YD_0002,2021-01-06 13:00:00,영동 해안형,2021-01-06,1,13,5,True,False,False,False,5,7.18,3.768,wind_max_6h,wind_max,6.0,higher,hourly_window,3.412,True
FE_00049,YD_0002,2021-01-29 15:00:00,영동 해안형,2021-01-29,1,15,5,True,False,False,False,5,7.37,4.336,wind_max_6h,wind_max,6.0,higher,hourly_window,3.034,True
FE_00050,YD_0002,2021-01-30 09:00:00,영동 해안형,2021-01-30,1,9,5,True,False,False,False,5,6.16,4.644,wind_max_6h,wind_max,6.0,higher,hourly_window,1.516,True
FE_00051,YD_0002,2021-02-06 15:00:00,영동 해안형,2021-02-06,2,15,5,True,False,False,True,5,6.06,4.7700000000000005,wind_max_6h,wind_max,6.0,higher,hourly_window,1.2899999999999991,True
FE_00052,YD_0002,2021-02-27 09:00:00,영동 해안형,2021-02-27,2,9,5,True,False,False,True,5,2.36,4.632,wind_max_6h,wind_max,6.0,higher,hourly_window,-2.272,False
FE_00053,YD_0002,2021-02-27 14:00:00,영동 해안형,2021-02-27,2,14,5,True,False,False,True,5,2.45,5.282,wind_max_6h,wind_max,6.0,higher,hourly_window,-2.832,False
FE_00054,YD_0002,2021-03-13 16:00:00,영동 해안형,2021-03-13,3,16,5,True,False,False,False,5,2.67,5.846,wind_max_6h,wind_max,6.0,higher,hourly_window,-3.176,False
FE_00055,YD_0002,2021-03-14 14:00:00,영동 해안형,2021-03-14,3,14,5,True,False,False,False,5,2.8,4.0120000000000005,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.2120000000000006,False
FE_00056,YD_0002,2021-03-27 09:00:00,영동 해안형,2021-03-27,3,9,5,True,False,False,False,5,1.44,3.56,wind_max_6h,wind_max,6.0,higher,hourly_window,-2.12,False
FE_00057,YD_0002,2021-04-24 09:00:00,영동 해안형,2021-04-24,4,9,5,True,False,False,False,5,1.9,3.832,wind_max_6h,wind_max,6.0,higher,hourly_window,-1.932,False
FE_00058,YD_0002,2021-05-08 15:00:00,영동 해안형,2021-05-08,5,15,5,True,False,False,False,5,6.86,3.918,wind_max_6h,wind_max,6.0,higher,hourly_window,2.942,True
FE_00059,YD_0003,2020-01-31 14:00:00,영동 해안형,2020-01-31,1,14,5,True,False,False,False,5,2.95,2.85,wind_max_6h,wind_max,6.0,higher,hourly_window,0.10000000000000009,True
