습도_구간,< 1일,1~3일,3~7일,7~30일,> 30일
< 30%,0.891619151054394,3.142424242424242,0.4004588614783517,0.4682676518883415,
30~45%,2.279188571089132,0.2508320755447192,0.5894278135657446,0.21069894345756413,0.0
45~60%,1.585967930795517,0.33955468238375897,0.32983460559796435,1.6525301749840642,1.7027914614121509
> 60%,0.5170576812050595,0.6507794953098164,0.6970491362505881,1.8916676474049663,0.0
