analysis_id,fire_exposure_id,sample_group,target,기상셀ID,기준시각,기후지형유형,date,month,hour,rh_mean_3h_drop_le_m5,rh_mean_3h_drop_le_m10,rh_mean_6h_drop_le_m5,rh_mean_6h_drop_le_m10,rh_min_6h_drop_le_m10,wind_mean_3h_inc_ge_0p5,wind_max_6h_inc_ge_1p0,pressure_abs_change_3h_ge_1p0,ffmc_1d_change_ge_3,isi_1d_change_ge_0p5
FE_00591_C01,FE_00591,matched_control,0,YS_0012,2021-02-01 15:00:00,영서 내륙형,2021-02-01,2,15,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00591_C02,FE_00591,matched_control,0,YS_0012,2021-02-02 15:00:00,영서 내륙형,2021-02-02,2,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00591_C03,FE_00591,matched_control,0,YS_0012,2021-02-10 15:00:00,영서 내륙형,2021-02-10,2,15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00591_C04,FE_00591,matched_control,0,YS_0012,2021-02-26 15:00:00,영서 내륙형,2021-02-26,2,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00591_C05,FE_00591,matched_control,0,YS_0012,2021-02-27 15:00:00,영서 내륙형,2021-02-27,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00592_C01,FE_00592,matched_control,0,YS_0012,2021-02-05 09:00:00,영서 내륙형,2021-02-05,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00592_C02,FE_00592,matched_control,0,YS_0012,2021-02-13 09:00:00,영서 내륙형,2021-02-13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00592_C03,FE_00592,matched_control,0,YS_0012,2021-02-15 09:00:00,영서 내륙형,2021-02-15,2,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00592_C04,FE_00592,matched_control,0,YS_0012,2021-02-26 09:00:00,영서 내륙형,2021-02-26,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00592_C05,FE_00592,matched_control,0,YS_0012,2021-02-27 09:00:00,영서 내륙형,2021-02-27,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00593_C01,FE_00593,matched_control,0,YS_0012,2021-03-01 13:00:00,영서 내륙형,2021-03-01,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00593_C02,FE_00593,matched_control,0,YS_0012,2021-03-02 13:00:00,영서 내륙형,2021-03-02,3,13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00593_C03,FE_00593,matched_control,0,YS_0012,2021-03-06 13:00:00,영서 내륙형,2021-03-06,3,13,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00593_C04,FE_00593,matched_control,0,YS_0012,2021-03-12 13:00:00,영서 내륙형,2021-03-12,3,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
FE_00593_C05,FE_00593,matched_control,0,YS_0012,2021-03-13 13:00:00,영서 내륙형,2021-03-13,3,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00594_C01,FE_00594,matched_control,0,YS_0012,2021-03-01 16:00:00,영서 내륙형,2021-03-01,3,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00594_C02,FE_00594,matched_control,0,YS_0012,2021-03-07 16:00:00,영서 내륙형,2021-03-07,3,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00594_C03,FE_00594,matched_control,0,YS_0012,2021-03-09 16:00:00,영서 내륙형,2021-03-09,3,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00594_C04,FE_00594,matched_control,0,YS_0012,2021-03-10 16:00:00,영서 내륙형,2021-03-10,3,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00594_C05,FE_00594,matched_control,0,YS_0012,2021-03-13 16:00:00,영서 내륙형,2021-03-13,3,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00595_C01,FE_00595,matched_control,0,YS_0013,2020-03-02 01:00:00,고지·산간형,2020-03-02,3,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
FE_00595_C02,FE_00595,matched_control,0,YS_0013,2020-03-12 01:00:00,고지·산간형,2020-03-12,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00595_C03,FE_00595,matched_control,0,YS_0013,2020-03-19 01:00:00,고지·산간형,2020-03-19,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00595_C04,FE_00595,matched_control,0,YS_0013,2020-03-23 01:00:00,고지·산간형,2020-03-23,3,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00595_C05,FE_00595,matched_control,0,YS_0013,2020-03-24 01:00:00,고지·산간형,2020-03-24,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
FE_00596_C01,FE_00596,matched_control,0,YS_0013,2020-04-07 11:00:00,고지·산간형,2020-04-07,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00596_C02,FE_00596,matched_control,0,YS_0013,2020-04-11 11:00:00,고지·산간형,2020-04-11,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00596_C03,FE_00596,matched_control,0,YS_0013,2020-04-12 11:00:00,고지·산간형,2020-04-12,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00596_C04,FE_00596,matched_control,0,YS_0013,2020-04-26 11:00:00,고지·산간형,2020-04-26,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00596_C05,FE_00596,matched_control,0,YS_0013,2020-04-27 11:00:00,고지·산간형,2020-04-27,4,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00597_C01,FE_00597,matched_control,0,YS_0013,2020-12-01 10:00:00,고지·산간형,2020-12-01,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00597_C02,FE_00597,matched_control,0,YS_0013,2020-12-16 10:00:00,고지·산간형,2020-12-16,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00597_C03,FE_00597,matched_control,0,YS_0013,2020-12-19 10:00:00,고지·산간형,2020-12-19,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00597_C04,FE_00597,matched_control,0,YS_0013,2020-12-24 10:00:00,고지·산간형,2020-12-24,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00597_C05,FE_00597,matched_control,0,YS_0013,2020-12-25 10:00:00,고지·산간형,2020-12-25,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00598_C01,FE_00598,matched_control,0,YS_0013,2020-12-13 13:00:00,고지·산간형,2020-12-13,12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00598_C02,FE_00598,matched_control,0,YS_0013,2020-12-15 13:00:00,고지·산간형,2020-12-15,12,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00598_C03,FE_00598,matched_control,0,YS_0013,2020-12-16 13:00:00,고지·산간형,2020-12-16,12,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00598_C04,FE_00598,matched_control,0,YS_0013,2020-12-17 13:00:00,고지·산간형,2020-12-17,12,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00598_C05,FE_00598,matched_control,0,YS_0013,2020-12-19 13:00:00,고지·산간형,2020-12-19,12,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00599_C01,FE_00599,matched_control,0,YS_0013,2021-01-08 17:00:00,고지·산간형,2021-01-08,1,17,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
FE_00599_C02,FE_00599,matched_control,0,YS_0013,2021-01-10 17:00:00,고지·산간형,2021-01-10,1,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00599_C03,FE_00599,matched_control,0,YS_0013,2021-01-13 17:00:00,고지·산간형,2021-01-13,1,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
FE_00599_C04,FE_00599,matched_control,0,YS_0013,2021-01-22 17:00:00,고지·산간형,2021-01-22,1,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00599_C05,FE_00599,matched_control,0,YS_0013,2021-01-28 17:00:00,고지·산간형,2021-01-28,1,17,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00600_C01,FE_00600,matched_control,0,YS_0013,2021-01-09 13:00:00,고지·산간형,2021-01-09,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00600_C02,FE_00600,matched_control,0,YS_0013,2021-01-10 13:00:00,고지·산간형,2021-01-10,1,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00600_C03,FE_00600,matched_control,0,YS_0013,2021-01-12 13:00:00,고지·산간형,2021-01-12,1,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00600_C04,FE_00600,matched_control,0,YS_0013,2021-01-16 13:00:00,고지·산간형,2021-01-16,1,13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00600_C05,FE_00600,matched_control,0,YS_0013,2021-01-27 13:00:00,고지·산간형,2021-01-27,1,13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00601_C01,FE_00601,matched_control,0,YS_0013,2021-01-01 10:00:00,고지·산간형,2021-01-01,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00601_C02,FE_00601,matched_control,0,YS_0013,2021-01-07 10:00:00,고지·산간형,2021-01-07,1,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
FE_00601_C03,FE_00601,matched_control,0,YS_0013,2021-01-08 10:00:00,고지·산간형,2021-01-08,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00601_C04,FE_00601,matched_control,0,YS_0013,2021-01-14 10:00:00,고지·산간형,2021-01-14,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00601_C05,FE_00601,matched_control,0,YS_0013,2021-01-15 10:00:00,고지·산간형,2021-01-15,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
FE_00602_C01,FE_00602,matched_control,0,YS_0013,2021-01-02 11:00:00,고지·산간형,2021-01-02,1,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00602_C02,FE_00602,matched_control,0,YS_0013,2021-01-07 11:00:00,고지·산간형,2021-01-07,1,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
FE_00602_C03,FE_00602,matched_control,0,YS_0013,2021-01-11 11:00:00,고지·산간형,2021-01-11,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00602_C04,FE_00602,matched_control,0,YS_0013,2021-01-15 11:00:00,고지·산간형,2021-01-15,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
FE_00602_C05,FE_00602,matched_control,0,YS_0013,2021-01-17 11:00:00,고지·산간형,2021-01-17,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00603_C01,FE_00603,matched_control,0,YS_0013,2021-02-06 09:00:00,고지·산간형,2021-02-06,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00603_C02,FE_00603,matched_control,0,YS_0013,2021-02-08 09:00:00,고지·산간형,2021-02-08,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00603_C03,FE_00603,matched_control,0,YS_0013,2021-02-10 09:00:00,고지·산간형,2021-02-10,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00603_C04,FE_00603,matched_control,0,YS_0013,2021-02-16 09:00:00,고지·산간형,2021-02-16,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00603_C05,FE_00603,matched_control,0,YS_0013,2021-02-21 09:00:00,고지·산간형,2021-02-21,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00604_C01,FE_00604,matched_control,0,YS_0013,2021-02-07 11:00:00,고지·산간형,2021-02-07,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00604_C02,FE_00604,matched_control,0,YS_0013,2021-02-17 11:00:00,고지·산간형,2021-02-17,2,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00604_C03,FE_00604,matched_control,0,YS_0013,2021-02-18 11:00:00,고지·산간형,2021-02-18,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
FE_00604_C04,FE_00604,matched_control,0,YS_0013,2021-02-19 11:00:00,고지·산간형,2021-02-19,2,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00604_C05,FE_00604,matched_control,0,YS_0013,2021-02-28 11:00:00,고지·산간형,2021-02-28,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00605_C01,FE_00605,matched_control,0,YS_0013,2021-02-07 14:00:00,고지·산간형,2021-02-07,2,14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00605_C02,FE_00605,matched_control,0,YS_0013,2021-02-17 14:00:00,고지·산간형,2021-02-17,2,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FE_00605_C03,FE_00605,matched_control,0,YS_0013,2021-02-20 14:00:00,고지·산간형,2021-02-20,2,14,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FE_00605_C04,FE_00605,matched_control,0,YS_0013,2021-02-22 14:00:00,고지·산간형,2021-02-22,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00605_C05,FE_00605,matched_control,0,YS_0013,2021-02-25 14:00:00,고지·산간형,2021-02-25,2,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00606_C01,FE_00606,matched_control,0,YS_0013,2021-02-06 17:00:00,고지·산간형,2021-02-06,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00606_C02,FE_00606,matched_control,0,YS_0013,2021-02-09 17:00:00,고지·산간형,2021-02-09,2,17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00606_C03,FE_00606,matched_control,0,YS_0013,2021-02-18 17:00:00,고지·산간형,2021-02-18,2,17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00606_C04,FE_00606,matched_control,0,YS_0013,2021-02-21 17:00:00,고지·산간형,2021-02-21,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00606_C05,FE_00606,matched_control,0,YS_0013,2021-02-24 17:00:00,고지·산간형,2021-02-24,2,17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00607_C01,FE_00607,matched_control,0,YS_0013,2021-02-08 14:00:00,고지·산간형,2021-02-08,2,14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00607_C02,FE_00607,matched_control,0,YS_0013,2021-02-17 14:00:00,고지·산간형,2021-02-17,2,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FE_00607_C03,FE_00607,matched_control,0,YS_0013,2021-02-21 14:00:00,고지·산간형,2021-02-21,2,14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00607_C04,FE_00607,matched_control,0,YS_0013,2021-02-25 14:00:00,고지·산간형,2021-02-25,2,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00607_C05,FE_00607,matched_control,0,YS_0013,2021-02-28 14:00:00,고지·산간형,2021-02-28,2,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00608_C01,FE_00608,matched_control,0,YS_0013,2021-03-01 14:00:00,고지·산간형,2021-03-01,3,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FE_00608_C02,FE_00608,matched_control,0,YS_0013,2021-03-11 14:00:00,고지·산간형,2021-03-11,3,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00608_C03,FE_00608,matched_control,0,YS_0013,2021-03-17 14:00:00,고지·산간형,2021-03-17,3,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00608_C04,FE_00608,matched_control,0,YS_0013,2021-03-21 14:00:00,고지·산간형,2021-03-21,3,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00608_C05,FE_00608,matched_control,0,YS_0013,2021-03-31 14:00:00,고지·산간형,2021-03-31,3,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
FE_00609_C01,FE_00609,matched_control,0,YS_0013,2021-04-06 13:00:00,고지·산간형,2021-04-06,4,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
FE_00609_C02,FE_00609,matched_control,0,YS_0013,2021-04-10 13:00:00,고지·산간형,2021-04-10,4,13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00609_C03,FE_00609,matched_control,0,YS_0013,2021-04-28 13:00:00,고지·산간형,2021-04-28,4,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00609_C04,FE_00609,matched_control,0,YS_0013,2021-04-29 13:00:00,고지·산간형,2021-04-29,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00609_C05,FE_00609,matched_control,0,YS_0013,2021-04-30 13:00:00,고지·산간형,2021-04-30,4,13,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00610_C01,FE_00610,matched_control,0,YS_0013,2021-05-01 09:00:00,고지·산간형,2021-05-01,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00610_C02,FE_00610,matched_control,0,YS_0013,2021-05-11 09:00:00,고지·산간형,2021-05-11,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00610_C03,FE_00610,matched_control,0,YS_0013,2021-05-13 09:00:00,고지·산간형,2021-05-13,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00610_C04,FE_00610,matched_control,0,YS_0013,2021-05-21 09:00:00,고지·산간형,2021-05-21,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
FE_00610_C05,FE_00610,matched_control,0,YS_0013,2021-05-31 09:00:00,고지·산간형,2021-05-31,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00611_C01,FE_00611,matched_control,0,YS_0014,2020-01-01 12:00:00,영서 내륙형,2020-01-01,1,12,,,,,,,,0.0,,
FE_00611_C02,FE_00611,matched_control,0,YS_0014,2020-01-12 12:00:00,영서 내륙형,2020-01-12,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00611_C03,FE_00611,matched_control,0,YS_0014,2020-01-18 12:00:00,영서 내륙형,2020-01-18,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00611_C04,FE_00611,matched_control,0,YS_0014,2020-01-21 12:00:00,영서 내륙형,2020-01-21,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00611_C05,FE_00611,matched_control,0,YS_0014,2020-01-24 12:00:00,영서 내륙형,2020-01-24,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00612_C01,FE_00612,matched_control,0,YS_0014,2020-03-05 14:00:00,영서 내륙형,2020-03-05,3,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00612_C02,FE_00612,matched_control,0,YS_0014,2020-03-18 14:00:00,영서 내륙형,2020-03-18,3,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00612_C03,FE_00612,matched_control,0,YS_0014,2020-03-21 14:00:00,영서 내륙형,2020-03-21,3,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00612_C04,FE_00612,matched_control,0,YS_0014,2020-03-30 14:00:00,영서 내륙형,2020-03-30,3,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00612_C05,FE_00612,matched_control,0,YS_0014,2020-03-31 14:00:00,영서 내륙형,2020-03-31,3,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00613_C01,FE_00613,matched_control,0,YS_0014,2020-03-06 13:00:00,영서 내륙형,2020-03-06,3,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00613_C02,FE_00613,matched_control,0,YS_0014,2020-03-14 13:00:00,영서 내륙형,2020-03-14,3,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00613_C03,FE_00613,matched_control,0,YS_0014,2020-03-17 13:00:00,영서 내륙형,2020-03-17,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00613_C04,FE_00613,matched_control,0,YS_0014,2020-03-19 13:00:00,영서 내륙형,2020-03-19,3,13,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00613_C05,FE_00613,matched_control,0,YS_0014,2020-03-21 13:00:00,영서 내륙형,2020-03-21,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00614_C01,FE_00614,matched_control,0,YS_0014,2020-10-02 13:00:00,영서 내륙형,2020-10-02,10,13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00614_C02,FE_00614,matched_control,0,YS_0014,2020-10-12 13:00:00,영서 내륙형,2020-10-12,10,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00614_C03,FE_00614,matched_control,0,YS_0014,2020-10-15 13:00:00,영서 내륙형,2020-10-15,10,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00614_C04,FE_00614,matched_control,0,YS_0014,2020-10-17 13:00:00,영서 내륙형,2020-10-17,10,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00614_C05,FE_00614,matched_control,0,YS_0014,2020-10-24 13:00:00,영서 내륙형,2020-10-24,10,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00615_C01,FE_00615,matched_control,0,YS_0014,2020-10-14 06:00:00,영서 내륙형,2020-10-14,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00615_C02,FE_00615,matched_control,0,YS_0014,2020-10-15 06:00:00,영서 내륙형,2020-10-15,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00615_C03,FE_00615,matched_control,0,YS_0014,2020-10-16 06:00:00,영서 내륙형,2020-10-16,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00615_C04,FE_00615,matched_control,0,YS_0014,2020-10-26 06:00:00,영서 내륙형,2020-10-26,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00615_C05,FE_00615,matched_control,0,YS_0014,2020-10-30 06:00:00,영서 내륙형,2020-10-30,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00616_C01,FE_00616,matched_control,0,YS_0014,2020-10-03 13:00:00,영서 내륙형,2020-10-03,10,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00616_C02,FE_00616,matched_control,0,YS_0014,2020-10-11 13:00:00,영서 내륙형,2020-10-11,10,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00616_C03,FE_00616,matched_control,0,YS_0014,2020-10-24 13:00:00,영서 내륙형,2020-10-24,10,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00616_C04,FE_00616,matched_control,0,YS_0014,2020-10-28 13:00:00,영서 내륙형,2020-10-28,10,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00616_C05,FE_00616,matched_control,0,YS_0014,2020-10-29 13:00:00,영서 내륙형,2020-10-29,10,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00617_C01,FE_00617,matched_control,0,YS_0014,2020-10-11 14:00:00,영서 내륙형,2020-10-11,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00617_C02,FE_00617,matched_control,0,YS_0014,2020-10-13 14:00:00,영서 내륙형,2020-10-13,10,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00617_C03,FE_00617,matched_control,0,YS_0014,2020-10-24 14:00:00,영서 내륙형,2020-10-24,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00617_C04,FE_00617,matched_control,0,YS_0014,2020-10-25 14:00:00,영서 내륙형,2020-10-25,10,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00617_C05,FE_00617,matched_control,0,YS_0014,2020-10-30 14:00:00,영서 내륙형,2020-10-30,10,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00618_C01,FE_00618,matched_control,0,YS_0014,2020-11-06 09:00:00,영서 내륙형,2020-11-06,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00618_C02,FE_00618,matched_control,0,YS_0014,2020-11-08 09:00:00,영서 내륙형,2020-11-08,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00618_C03,FE_00618,matched_control,0,YS_0014,2020-11-13 09:00:00,영서 내륙형,2020-11-13,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
