analysis_id,fire_exposure_id,sample_group,target,기상셀ID,기준시각,기후지형유형,date,month,hour,rh_mean_3h_drop_le_m5,rh_mean_3h_drop_le_m10,rh_mean_6h_drop_le_m5,rh_mean_6h_drop_le_m10,rh_min_6h_drop_le_m10,wind_mean_3h_inc_ge_0p5,wind_max_6h_inc_ge_1p0,pressure_abs_change_3h_ge_1p0,ffmc_1d_change_ge_3,isi_1d_change_ge_0p5
FE_00647,FE_00647,fire,1,YS_0019,2020-02-02 09:00:00,고지·산간형,2020-02-02,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00648,FE_00648,fire,1,YS_0019,2020-10-21 14:00:00,고지·산간형,2020-10-21,10,14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00649,FE_00649,fire,1,YS_0019,2020-10-29 14:00:00,고지·산간형,2020-10-29,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00650,FE_00650,fire,1,YS_0019,2021-02-01 11:00:00,고지·산간형,2021-02-01,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00651,FE_00651,fire,1,YS_0019,2021-02-03 11:00:00,고지·산간형,2021-02-03,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00652,FE_00652,fire,1,YS_0019,2021-02-23 09:00:00,고지·산간형,2021-02-23,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00653,FE_00653,fire,1,YS_0019,2021-03-01 01:00:00,고지·산간형,2021-03-01,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00654,FE_00654,fire,1,YS_0019,2021-03-01 09:00:00,고지·산간형,2021-03-01,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00655,FE_00655,fire,1,YS_0019,2021-03-31 15:00:00,고지·산간형,2021-03-31,3,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00656,FE_00656,fire,1,YS_0019,2021-03-31 16:00:00,고지·산간형,2021-03-31,3,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00657,FE_00657,fire,1,YS_0019,2021-03-31 19:00:00,고지·산간형,2021-03-31,3,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00658,FE_00658,fire,1,YS_0019,2021-04-15 07:00:00,고지·산간형,2021-04-15,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00659,FE_00659,fire,1,YS_0019,2021-04-27 09:00:00,고지·산간형,2021-04-27,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00660,FE_00660,fire,1,YS_0020,2020-04-15 14:00:00,고지·산간형,2020-04-15,4,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
FE_00661,FE_00661,fire,1,YS_0020,2020-04-16 14:00:00,고지·산간형,2020-04-16,4,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00662,FE_00662,fire,1,YS_0020,2020-06-01 11:00:00,고지·산간형,2020-06-01,6,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00663,FE_00663,fire,1,YS_0020,2020-10-20 08:00:00,고지·산간형,2020-10-20,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00664,FE_00664,fire,1,YS_0020,2020-10-20 10:00:00,고지·산간형,2020-10-20,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00665,FE_00665,fire,1,YS_0020,2020-10-20 11:00:00,고지·산간형,2020-10-20,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00666,FE_00666,fire,1,YS_0020,2020-10-22 09:00:00,고지·산간형,2020-10-22,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00667,FE_00667,fire,1,YS_0020,2020-10-22 10:00:00,고지·산간형,2020-10-22,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00668,FE_00668,fire,1,YS_0020,2020-10-29 10:00:00,고지·산간형,2020-10-29,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00669,FE_00669,fire,1,YS_0020,2020-10-29 11:00:00,고지·산간형,2020-10-29,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00670,FE_00670,fire,1,YS_0020,2020-12-10 10:00:00,고지·산간형,2020-12-10,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00671,FE_00671,fire,1,YS_0020,2021-02-01 16:00:00,고지·산간형,2021-02-01,2,16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FE_00672,FE_00672,fire,1,YS_0020,2021-02-02 09:00:00,고지·산간형,2021-02-02,2,9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00673,FE_00673,fire,1,YS_0020,2021-02-03 09:00:00,고지·산간형,2021-02-03,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00674,FE_00674,fire,1,YS_0020,2021-02-15 10:00:00,고지·산간형,2021-02-15,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00675,FE_00675,fire,1,YS_0020,2021-03-09 14:00:00,고지·산간형,2021-03-09,3,14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00676,FE_00676,fire,1,YS_0020,2021-04-02 15:00:00,고지·산간형,2021-04-02,4,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00677,FE_00677,fire,1,YS_0020,2021-04-19 09:00:00,고지·산간형,2021-04-19,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00678,FE_00678,fire,1,YS_0021,2020-01-24 17:00:00,고지·산간형,2020-01-24,1,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00679,FE_00679,fire,1,YS_0021,2020-04-10 11:00:00,고지·산간형,2020-04-10,4,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00680,FE_00680,fire,1,YS_0021,2020-04-10 12:00:00,고지·산간형,2020-04-10,4,12,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00681,FE_00681,fire,1,YS_0021,2020-05-16 15:00:00,고지·산간형,2020-05-16,5,15,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00682,FE_00682,fire,1,YS_0021,2020-10-20 15:00:00,고지·산간형,2020-10-20,10,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00683,FE_00683,fire,1,YS_0021,2020-10-24 14:00:00,고지·산간형,2020-10-24,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00684,FE_00684,fire,1,YS_0021,2020-10-30 14:00:00,고지·산간형,2020-10-30,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00685,FE_00685,fire,1,YS_0021,2021-01-17 14:00:00,고지·산간형,2021-01-17,1,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00686,FE_00686,fire,1,YS_0021,2021-02-07 13:00:00,고지·산간형,2021-02-07,2,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00687,FE_00687,fire,1,YS_0021,2021-03-14 13:00:00,고지·산간형,2021-03-14,3,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00688,FE_00688,fire,1,YS_0022,2020-03-08 18:00:00,영서 내륙형,2020-03-08,3,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00689,FE_00689,fire,1,YS_0022,2020-03-21 15:00:00,영서 내륙형,2020-03-21,3,15,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00690,FE_00690,fire,1,YS_0022,2020-04-02 19:00:00,영서 내륙형,2020-04-02,4,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00691,FE_00691,fire,1,YS_0022,2020-04-11 14:00:00,영서 내륙형,2020-04-11,4,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00692,FE_00692,fire,1,YS_0022,2021-01-12 11:00:00,영서 내륙형,2021-01-12,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00693,FE_00693,fire,1,YS_0022,2021-01-24 16:00:00,영서 내륙형,2021-01-24,1,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00694,FE_00694,fire,1,YS_0022,2021-02-01 10:00:00,영서 내륙형,2021-02-01,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00695,FE_00695,fire,1,YS_0022,2021-02-02 11:00:00,영서 내륙형,2021-02-02,2,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00696,FE_00696,fire,1,YS_0022,2021-02-03 10:00:00,영서 내륙형,2021-02-03,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00697,FE_00697,fire,1,YS_0022,2021-02-10 14:00:00,영서 내륙형,2021-02-10,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00698,FE_00698,fire,1,YS_0022,2021-02-13 15:00:00,영서 내륙형,2021-02-13,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00699,FE_00699,fire,1,YS_0022,2021-04-27 12:00:00,영서 내륙형,2021-04-27,4,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00700,FE_00700,fire,1,YS_0022,2021-04-27 13:00:00,영서 내륙형,2021-04-27,4,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00701,FE_00701,fire,1,YS_0022,2021-05-02 17:00:00,영서 내륙형,2021-05-02,5,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00702,FE_00702,fire,1,YS_0022,2021-05-02 18:00:00,영서 내륙형,2021-05-02,5,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00703,FE_00703,fire,1,YS_0023,2020-01-23 12:00:00,영서 내륙형,2020-01-23,1,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00704,FE_00704,fire,1,YS_0023,2020-02-02 23:00:00,영서 내륙형,2020-02-02,2,23,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00705,FE_00705,fire,1,YS_0023,2020-04-04 05:00:00,영서 내륙형,2020-04-04,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00706,FE_00706,fire,1,YS_0023,2020-04-11 14:00:00,영서 내륙형,2020-04-11,4,14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00707,FE_00707,fire,1,YS_0023,2020-04-30 14:00:00,영서 내륙형,2020-04-30,4,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00708,FE_00708,fire,1,YS_0023,2020-06-13 16:00:00,영서 내륙형,2020-06-13,6,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00709,FE_00709,fire,1,YS_0023,2020-10-20 13:00:00,영서 내륙형,2020-10-20,10,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00710,FE_00710,fire,1,YS_0023,2020-12-01 21:00:00,영서 내륙형,2020-12-01,12,21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00711,FE_00711,fire,1,YS_0023,2021-01-29 10:00:00,영서 내륙형,2021-01-29,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00712,FE_00712,fire,1,YS_0023,2021-02-01 11:00:00,영서 내륙형,2021-02-01,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00713,FE_00713,fire,1,YS_0023,2021-02-03 09:00:00,영서 내륙형,2021-02-03,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00714,FE_00714,fire,1,YS_0023,2021-02-03 10:00:00,영서 내륙형,2021-02-03,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00715,FE_00715,fire,1,YS_0023,2021-02-05 16:00:00,영서 내륙형,2021-02-05,2,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
FE_00716,FE_00716,fire,1,YS_0023,2021-03-26 09:00:00,영서 내륙형,2021-03-26,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00717,FE_00717,fire,1,YS_0023,2021-04-24 09:00:00,영서 내륙형,2021-04-24,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00718,FE_00718,fire,1,YS_0023,2021-05-08 12:00:00,영서 내륙형,2021-05-08,5,12,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00719,FE_00719,fire,1,YS_0023,2021-05-08 13:00:00,영서 내륙형,2021-05-08,5,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00720,FE_00720,fire,1,YS_0023,2021-05-14 11:00:00,영서 내륙형,2021-05-14,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00721,FE_00721,fire,1,YS_0023,2021-05-14 12:00:00,영서 내륙형,2021-05-14,5,12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00722,FE_00722,fire,1,YS_0023,2021-05-15 10:00:00,영서 내륙형,2021-05-15,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00723,FE_00723,fire,1,YS_0024,2020-01-31 12:00:00,영서 내륙형,2020-01-31,1,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00724,FE_00724,fire,1,YS_0024,2020-03-28 19:00:00,영서 내륙형,2020-03-28,3,19,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00725,FE_00725,fire,1,YS_0024,2020-04-04 20:00:00,영서 내륙형,2020-04-04,4,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00726,FE_00726,fire,1,YS_0024,2020-04-30 14:00:00,영서 내륙형,2020-04-30,4,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00727,FE_00727,fire,1,YS_0024,2020-10-09 16:00:00,영서 내륙형,2020-10-09,10,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00728,FE_00728,fire,1,YS_0024,2020-12-10 10:00:00,영서 내륙형,2020-12-10,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00729,FE_00729,fire,1,YS_0024,2021-02-02 10:00:00,영서 내륙형,2021-02-02,2,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00730,FE_00730,fire,1,YS_0024,2021-02-02 11:00:00,영서 내륙형,2021-02-02,2,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00731,FE_00731,fire,1,YS_0024,2021-02-02 13:00:00,영서 내륙형,2021-02-02,2,13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00732,FE_00732,fire,1,YS_0024,2021-02-03 10:00:00,영서 내륙형,2021-02-03,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00733,FE_00733,fire,1,YS_0024,2021-02-05 09:00:00,영서 내륙형,2021-02-05,2,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00734,FE_00734,fire,1,YS_0024,2021-02-05 10:00:00,영서 내륙형,2021-02-05,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00735,FE_00735,fire,1,YS_0024,2021-02-05 11:00:00,영서 내륙형,2021-02-05,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00736,FE_00736,fire,1,YS_0024,2021-02-06 11:00:00,영서 내륙형,2021-02-06,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00737,FE_00737,fire,1,YS_0025,2020-03-26 13:00:00,고지·산간형,2020-03-26,3,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00738,FE_00738,fire,1,YS_0025,2020-09-10 19:00:00,고지·산간형,2020-09-10,9,19,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00739,FE_00739,fire,1,YS_0025,2020-10-20 10:00:00,고지·산간형,2020-10-20,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00740,FE_00740,fire,1,YS_0025,2020-10-20 11:00:00,고지·산간형,2020-10-20,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00741,FE_00741,fire,1,YS_0025,2020-10-20 14:00:00,고지·산간형,2020-10-20,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00742,FE_00742,fire,1,YS_0025,2020-10-20 15:00:00,고지·산간형,2020-10-20,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00743,FE_00743,fire,1,YS_0025,2021-01-29 14:00:00,고지·산간형,2021-01-29,1,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00744,FE_00744,fire,1,YS_0025,2021-02-03 08:00:00,고지·산간형,2021-02-03,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00745,FE_00745,fire,1,YS_0025,2021-02-05 14:00:00,고지·산간형,2021-02-05,2,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00746,FE_00746,fire,1,YS_0025,2021-02-07 16:00:00,고지·산간형,2021-02-07,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00747,FE_00747,fire,1,YS_0025,2021-02-11 06:00:00,고지·산간형,2021-02-11,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00748,FE_00748,fire,1,YS_0025,2021-02-12 10:00:00,고지·산간형,2021-02-12,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00749,FE_00749,fire,1,YS_0025,2021-02-12 16:00:00,고지·산간형,2021-02-12,2,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00750,FE_00750,fire,1,YS_0025,2021-02-12 17:00:00,고지·산간형,2021-02-12,2,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00751,FE_00751,fire,1,YS_0025,2021-02-13 10:00:00,고지·산간형,2021-02-13,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00752,FE_00752,fire,1,YS_0025,2021-02-14 17:00:00,고지·산간형,2021-02-14,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00753,FE_00753,fire,1,YS_0025,2021-04-25 12:00:00,고지·산간형,2021-04-25,4,12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
FE_00754,FE_00754,fire,1,YS_0025,2021-05-02 08:00:00,고지·산간형,2021-05-02,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00755,FE_00755,fire,1,YS_0026,2020-01-26 13:00:00,영서 내륙형,2020-01-26,1,13,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00756,FE_00756,fire,1,YS_0026,2020-01-26 14:00:00,영서 내륙형,2020-01-26,1,14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00757,FE_00757,fire,1,YS_0026,2020-05-06 11:00:00,영서 내륙형,2020-05-06,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00758,FE_00758,fire,1,YS_0026,2020-06-21 17:00:00,영서 내륙형,2020-06-21,6,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00759,FE_00759,fire,1,YS_0026,2021-02-14 18:00:00,영서 내륙형,2021-02-14,2,18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00760,FE_00760,fire,1,YS_0026,2021-03-14 11:00:00,영서 내륙형,2021-03-14,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00761,FE_00761,fire,1,YS_0026,2021-04-22 13:00:00,영서 내륙형,2021-04-22,4,13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00762,FE_00762,fire,1,YS_0026,2021-04-22 14:00:00,영서 내륙형,2021-04-22,4,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00763,FE_00763,fire,1,YS_0026,2021-05-09 13:00:00,영서 내륙형,2021-05-09,5,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00764,FE_00764,fire,1,YS_0027,2020-01-26 06:00:00,고지·산간형,2020-01-26,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00765,FE_00765,fire,1,YS_0027,2021-01-26 09:00:00,고지·산간형,2021-01-26,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00766,FE_00766,fire,1,YS_0027,2021-02-01 09:00:00,고지·산간형,2021-02-01,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00767,FE_00767,fire,1,YS_0027,2021-02-05 14:00:00,고지·산간형,2021-02-05,2,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FE_00768,FE_00768,fire,1,YS_0027,2021-02-05 15:00:00,고지·산간형,2021-02-05,2,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FE_00769,FE_00769,fire,1,YS_0027,2021-02-20 15:00:00,고지·산간형,2021-02-20,2,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00770,FE_00770,fire,1,YS_0027,2021-02-20 16:00:00,고지·산간형,2021-02-20,2,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00771,FE_00771,fire,1,YS_0027,2021-04-21 08:00:00,고지·산간형,2021-04-21,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00772,FE_00772,fire,1,YS_0028,2020-02-09 18:00:00,영서 내륙형,2020-02-09,2,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00773,FE_00773,fire,1,YS_0028,2020-02-09 19:00:00,영서 내륙형,2020-02-09,2,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00774,FE_00774,fire,1,YS_0028,2020-02-23 15:00:00,영서 내륙형,2020-02-23,2,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
FE_00775,FE_00775,fire,1,YS_0028,2020-04-08 12:00:00,영서 내륙형,2020-04-08,4,12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00776,FE_00776,fire,1,YS_0028,2020-04-08 13:00:00,영서 내륙형,2020-04-08,4,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00777,FE_00777,fire,1,YS_0028,2020-05-06 14:00:00,영서 내륙형,2020-05-06,5,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00778,FE_00778,fire,1,YS_0028,2020-10-21 14:00:00,영서 내륙형,2020-10-21,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00779,FE_00779,fire,1,YS_0028,2020-10-21 15:00:00,영서 내륙형,2020-10-21,10,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00780,FE_00780,fire,1,YS_0028,2020-12-04 22:00:00,영서 내륙형,2020-12-04,12,22,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00781,FE_00781,fire,1,YS_0028,2021-01-04 11:00:00,영서 내륙형,2021-01-04,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00782,FE_00782,fire,1,YS_0028,2021-01-27 10:00:00,영서 내륙형,2021-01-27,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00783,FE_00783,fire,1,YS_0028,2021-01-29 10:00:00,영서 내륙형,2021-01-29,1,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00784,FE_00784,fire,1,YS_0028,2021-02-01 11:00:00,영서 내륙형,2021-02-01,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00785,FE_00785,fire,1,YS_0028,2021-02-13 08:00:00,영서 내륙형,2021-02-13,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00786,FE_00786,fire,1,YS_0028,2021-02-14 10:00:00,영서 내륙형,2021-02-14,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00787,FE_00787,fire,1,YS_0028,2021-02-24 17:00:00,영서 내륙형,2021-02-24,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00788,FE_00788,fire,1,YS_0028,2021-03-30 11:00:00,영서 내륙형,2021-03-30,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00789,FE_00789,fire,1,YS_0029,2020-03-19 21:00:00,영서 내륙형,2020-03-19,3,21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00790,FE_00790,fire,1,YS_0029,2020-04-27 17:00:00,영서 내륙형,2020-04-27,4,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00791,FE_00791,fire,1,YS_0029,2020-06-05 16:00:00,영서 내륙형,2020-06-05,6,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
