analysis_id,fire_exposure_id,control_rank,sample_group,target,기상셀ID,기준시각,기후지형유형,month,hour,date,temp,rh,ah,vpd,rh_z,rh_pct,ah_z,ah_pct,vpd_z,vpd_pct
FE_00019,FE_00019,,fire,1,YD_0001,2021-02-01 11:00:00,영동 해안형,2,11,2021-02-01,11.58,50.9,0.5284501089020626,0.6697951805958187,0.239764620731171,0.7017543859649122,1.0150838055410447,0.8245614035087719,0.6904534943842859,0.8070175438596491
FE_00020,FE_00020,,fire,1,YD_0001,2021-02-01 13:00:00,영동 해안형,2,13,2021-02-01,11.48,47.75,0.4926489901250944,0.7080636136622124,0.19287986969992618,0.6491228070175439,0.7421521463497256,0.7543859649122807,0.44655809023656046,0.7192982456140351
FE_00021,FE_00021,,fire,1,YD_0001,2021-02-01 14:00:00,영동 해안형,2,14,2021-02-01,11.81,44.88,0.47270595780011065,0.7634356345607196,-0.008622992018867303,0.631578947368421,0.5760230044793323,0.7017543859649122,0.6251616036165895,0.7543859649122807
FE_00022,FE_00022,,fire,1,YD_0001,2021-02-02 08:00:00,영동 해안형,2,8,2021-02-02,-3.78,27.2,0.10105463041509384,0.33620874716158944,-1.8044690653678093,0.017543859649122806,-1.4431425486110632,0.03508771929824561,0.6254165759235345,0.7894736842105263
FE_00023,FE_00023,,fire,1,YD_0001,2021-02-02 16:00:00,영동 해안형,2,16,2021-02-02,0.18,19.98,0.09802498671611769,0.49518587182514723,-1.5388414056059023,0.017543859649122806,-1.6829296594379153,0.017543859649122806,-0.2302272650189241,0.40350877192982454
FE_00024,FE_00024,,fire,1,YD_0001,2021-02-02 17:00:00,영동 해안형,2,17,2021-02-02,-1.18,23.85,0.1064703866782447,0.4266506833667157,-1.440555074817384,0.03508771929824561,-1.6307038228257835,0.03508771929824561,-0.25502636957645536,0.40350877192982454
FE_00025,FE_00025,,fire,1,YD_0001,2021-02-03 09:00:00,영동 해안형,2,9,2021-02-03,-4.68,31.22,0.10873907792964387,0.29679171287749107,-1.3010615588275827,0.10526315789473684,-1.411188606200154,0.07017543859649122,-0.22234133412485863,0.40350877192982454
FE_00026,FE_00026,,fire,1,YD_0001,2021-02-05 14:00:00,영동 해안형,2,14,2021-02-05,6.86,42.87,0.3291952826844418,0.5668641266470824,-0.12679717809562166,0.543859649122807,-0.29085000147931067,0.43859649122807015,-0.12380818624018497,0.47368421052631576
FE_00027,FE_00027,,fire,1,YD_0001,2021-02-07 10:00:00,영동 해안형,2,10,2021-02-07,6.29,74.87,0.5539051793225139,0.2397451017528902,1.3051189183268033,0.8771929824561403,1.1346508885203501,0.7894736842105263,-0.9868859542271226,0.14035087719298245
FE_00028,FE_00028,,fire,1,YD_0001,2021-02-11 18:00:00,영동 해안형,2,18,2021-02-11,9.17,53.04,0.4727761067775445,0.5453343155923185,-0.07513247357512422,0.5087719298245614,0.4962050586016468,0.6491228070175439,0.7011006392243259,0.7894736842105263
FE_00029,FE_00029,,fire,1,YD_0001,2021-02-13 13:00:00,영동 해안형,2,13,2021-02-13,12.94,52.25,0.5904304689562475,0.7123601366510123,0.4621097705381454,0.7368421052631579,1.3333979369767215,0.9122807017543859,0.46339152178199644,0.7368421052631579
FE_00030,FE_00030,,fire,1,YD_0001,2021-02-13 14:00:00,영동 해안형,2,14,2021-02-13,13.49,51.71,0.6045342767655164,0.7467607472699433,0.3929340681324909,0.7368421052631579,1.3723290008096283,0.9298245614035088,0.5616275392823775,0.7368421052631579
FE_00031,FE_00031,,fire,1,YD_0001,2021-02-15 13:00:00,영동 해안형,2,13,2021-02-15,8.04,49.88,0.4134855757088631,0.5391206188588458,0.32031535609668343,0.7017543859649122,0.2634824012737782,0.631578947368421,-0.21534697707410572,0.42105263157894735
FE_00032,FE_00032,,fire,1,YD_0001,2021-02-15 14:00:00,영동 해안형,2,14,2021-02-15,6.8,40.32,0.3084053749628108,0.5897280565054626,-0.27671965296911544,0.5087719298245614,-0.41643097157597625,0.3684210526315789,-0.03669285135220855,0.49122807017543857
FE_00033,FE_00033,,fire,1,YD_0001,2021-02-18 15:00:00,영동 해안형,2,15,2021-02-18,1.45,29.55,0.15818016462141965,0.47787813156354664,-0.9453843073929651,0.14035087719298245,-1.343016391474345,0.10526315789473684,-0.3992249315291781,0.3508771929824561
FE_00034,FE_00034,,fire,1,YD_0001,2021-02-18 16:00:00,영동 해안형,2,16,2021-02-18,1.37,27.89,0.1484809860099864,0.486332063343974,-1.094417115625674,0.14035087719298245,-1.3853000252593246,0.05263157894736842,-0.26395667350002183,0.38596491228070173
FE_00035,FE_00035,,fire,1,YD_0001,2021-02-18 17:00:00,영동 해안형,2,17,2021-02-18,0.53,29.83,0.14992295106520107,0.44540028977910273,-1.1145226840239593,0.12280701754385964,-1.374426840793457,0.07017543859649122,-0.1799149921902509,0.42105263157894735
FE_00036,FE_00036,,fire,1,YD_0001,2021-02-22 17:00:00,영동 해안형,2,17,2021-02-22,7.36,77.4,0.6139931855939269,0.23207078242557344,1.4790159163177183,0.9122807017543859,1.362592730639626,0.9122807017543859,-1.0345181652924877,0.14035087719298245
FE_00037,FE_00037,,fire,1,YD_0001,2021-02-22 18:00:00,영동 해안형,2,18,2021-02-22,7.06,74.24,0.5775561610916344,0.2591354537877866,1.0993834522745558,0.8421052631578947,1.105889627118966,0.8947368421052632,-0.7255711596304523,0.22807017543859648
FE_00038,FE_00038,,fire,1,YD_0001,2021-02-24 18:00:00,영동 해안형,2,18,2021-02-24,3.41,58.63,0.3583654998643233,0.3227173205606845,0.23456299932580582,0.6842105263157895,-0.16951688596420833,0.49122807017543857,-0.4086221135319094,0.3508771929824561
FE_00039,FE_00039,,fire,1,YD_0001,2021-02-24 20:00:00,영동 해안형,2,20,2021-02-24,0.9,68.17,0.3514355911439884,0.20752001095136074,0.5287481878446734,0.6842105263157895,-0.14508508655165178,0.49122807017543857,-0.6829024438771717,0.21052631578947367
FE_00040,FE_00040,,fire,1,YD_0001,2021-03-30 16:00:00,영동 해안형,3,16,2021-03-30,16.75,28.03,0.3995999207264855,1.37259718019658,-1.3274502094586402,0.11290322580645161,-0.8012948735270499,0.2903225806451613,1.8220448858313159,0.967741935483871
FE_00041,FE_00041,,fire,1,YD_0001,2021-04-22 11:00:00,영동 해안형,4,11,2021-04-22,18.57,62.14,0.987387051267447,0.8098490588153953,0.7580230786452834,0.7666666666666667,2.269571757329613,0.9833333333333333,-0.21963595294107488,0.4666666666666667
FE_00042,FE_00042,,fire,1,YD_0001,2021-04-23 13:00:00,영동 해안형,4,13,2021-04-23,13.83,82.56,0.9856199714351782,0.2757268194416329,2.0696479469957323,0.95,2.2658210090012463,1.0,-1.4704017220341092,0.08333333333333333
FE_00043,FE_00043,,fire,1,YD_0001,2021-05-06 14:00:00,영동 해안형,5,14,2021-05-06,24.03,27.2,0.592874474575156,2.1761353060935793,-1.5218638223694658,0.06451612903225806,-1.6078814392206322,0.06451612903225806,1.6109666077069322,0.9516129032258065
