analysis_id,fire_exposure_id,control_rank,sample_group,target,기상셀ID,기준시각,기후지형유형,month,hour,date,temp,rh,ah,vpd,rh_z,rh_pct,ah_z,ah_pct,vpd_z,vpd_pct
FE_00426,FE_00426,,fire,1,YS_0003,2020-12-08 20:00:00,영서 내륙형,12,20,2020-12-08,-2.64,55.48,0.22352003699037898,0.22390282697756664,-0.5625778888530193,0.3064516129032258,-0.5638701619490468,0.3548387096774194,0.529001453000882,0.7580645161290323
FE_00427,FE_00427,,fire,1,YS_0003,2021-01-05 14:00:00,영서 내륙형,1,14,2021-01-05,-2.3,25.27,0.10428293966712855,0.3854543347950571,-1.1798196797743112,0.06451612903225806,-1.2967286030387175,0.11290322580645161,-0.0933234284421654,0.46774193548387094
FE_00428,FE_00428,,fire,1,YS_0003,2021-01-14 16:00:00,영서 내륙형,1,16,2021-01-14,6.32,32.03,0.2374311314988738,0.6497918756382978,-0.776899164160033,0.24193548387096775,-0.35427508496433213,0.43548387096774194,1.2218714888488147,0.9032258064516129
FE_00429,FE_00429,,fire,1,YS_0003,2021-01-24 17:00:00,영서 내륙형,1,17,2021-01-24,8.47,56.53,0.4817722006528995,0.4814564111053814,0.3592230915433705,0.7258064516129032,1.2164445655568703,0.9032258064516129,0.7418021496250161,0.7903225806451613
FE_00430,FE_00430,,fire,1,YS_0003,2021-01-28 10:00:00,영서 내륙형,1,10,2021-01-28,-0.54,67.07,0.3130572071274121,0.1933614981454041,-0.6831790361931517,0.22580645161290322,0.21121809547792614,0.6290322580645161,1.1013920248971703,0.8870967741935484
FE_00431,FE_00431,,fire,1,YS_0003,2021-02-01 09:00:00,영서 내륙형,2,9,2021-02-01,1.32,96.58,0.512419993642156,0.022982694422434724,1.3498205631442728,0.9298245614035088,1.2813779293280412,0.8947368421052632,-1.257858119557896,0.07017543859649122
FE_00432,FE_00432,,fire,1,YS_0003,2021-02-01 10:00:00,영서 내륙형,2,10,2021-02-01,2.29,92.88,0.5264127715817674,0.05129231522957478,1.4627870110692631,0.8947368421052632,1.2346902370740813,0.8771929824561403,-1.371857134183947,0.12280701754385964
FE_00433,FE_00433,,fire,1,YS_0003,2021-02-02 10:00:00,영서 내륙형,2,10,2021-02-02,-5.42,32.21,0.10634694103186132,0.27652731584497886,-1.9640045359603304,0.03508771929824561,-1.496817871823153,0.03508771929824561,0.9257450192883685,0.8245614035087719
FE_00434,FE_00434,,fire,1,YS_0003,2021-02-02 11:00:00,영서 내륙형,2,11,2021-02-02,-4.71,29.26,0.10169245622456972,0.30455644166739704,-1.6589512576734413,0.03508771929824561,-1.498560781165915,0.03508771929824561,0.1396013955825529,0.6140350877192983
FE_00435,FE_00435,,fire,1,YS_0003,2021-02-02 17:00:00,영서 내륙형,2,17,2021-02-02,-3.28,34.0,0.13090163839376942,0.3164505089876968,-0.41950535212650364,0.38596491228070173,-1.1893213986594828,0.10526315789473684,-0.9000040607718727,0.15789473684210525
FE_00436,FE_00436,,fire,1,YS_0003,2021-02-03 16:00:00,영서 내륙형,2,16,2021-02-03,0.54,36.11,0.1816105757946146,0.40583224762729964,-0.24414463710660428,0.5263157894736842,-0.8729884366273583,0.21052631578947367,-0.6911845773995825,0.22807017543859648
FE_00437,FE_00437,,fire,1,YS_0003,2021-02-10 14:00:00,영서 내륙형,2,14,2021-02-10,6.08,52.83,0.3855051808258661,0.4435255565149547,0.5803911760455519,0.7543859649122807,0.3706703486281768,0.7017543859649122,-0.4789066566737196,0.38596491228070173
FE_00438,FE_00438,,fire,1,YS_0003,2021-02-17 08:00:00,영서 내륙형,2,8,2021-02-17,-10.24,40.95,0.09461106860192564,0.1655221570898487,-2.813466293597131,0.03508771929824561,-1.6910966132489234,0.017543859649122806,1.1736533328595558,0.8771929824561403
FE_00439,FE_00439,,fire,1,YS_0003,2021-02-17 11:00:00,영서 내륙형,2,11,2021-02-17,-7.96,34.1,0.09345865622669047,0.221028766454079,-1.3779160398272075,0.07017543859649122,-1.5505058072239526,0.017543859649122806,-0.5255583435073125,0.2982456140350877
FE_00440,FE_00440,,fire,1,YS_0003,2021-02-17 18:00:00,영서 내륙형,2,18,2021-02-17,-5.96,28.23,0.08962010626190216,0.28093044766729797,-1.02908209032775,0.12280701754385964,-1.5275380009186303,0.017543859649122806,-0.8486898286121387,0.17543859649122806
FE_00441,FE_00441,,fire,1,YS_0003,2021-02-19 18:00:00,영서 내륙형,2,18,2021-02-19,4.53,57.57,0.37922030145065333,0.3581410238011455,0.6602093231494705,0.7368421052631579,0.3655218629337108,0.6842105263157895,-0.5332278359518586,0.3684210526315789
FE_00442,FE_00442,,fire,1,YS_0003,2021-02-21 18:00:00,영서 내륙형,2,18,2021-02-21,17.12,36.1,0.5261916503458403,1.2476157544612376,-0.5759558659219651,0.38596491228070173,1.3262448401692057,0.8596491228070176,3.1009306563844183,1.0
FE_00443,FE_00443,,fire,1,YS_0003,2021-02-28 18:00:00,영서 내륙형,2,18,2021-02-28,11.36,33.09,0.33883761865412365,0.8995483430055435,-0.749260813248701,0.2982456140350877,0.10154815964609595,0.5789473684210527,1.6788192735141132,0.9473684210526315
FE_00444,FE_00444,,fire,1,YS_0003,2021-03-21 16:00:00,영서 내륙형,3,16,2021-03-21,8.82,43.73,0.3811545818672873,0.6381790976724888,0.31685748104014827,0.7419354838709677,-0.10296346052853063,0.5806451612903226,-0.7678084794974726,0.25806451612903225
FE_00445,FE_00445,,fire,1,YS_0003,2021-04-17 09:00:00,영서 내륙형,4,9,2021-04-17,7.11,76.14,0.5942670813872845,0.24084711417969784,1.262294862170285,0.9,0.3472002877025488,0.6833333333333333,-1.30061462888057,0.11666666666666667
FE_00446,FE_00446,,fire,1,YS_0003,2021-04-25 19:00:00,영서 내륙형,4,19,2021-04-25,18.01,34.6,0.5318259912422892,1.3506536829239515,-0.3525441608295515,0.4666666666666667,0.1860847451316207,0.6333333333333333,0.7552240644308292,0.8333333333333334
FE_00447,FE_00447,,fire,1,YS_0004,2020-04-06 16:00:00,영서 내륙형,4,16,2020-04-06,16.45,16.38,0.2293417807211368,1.5646568012500364,-1.036362156896985,0.06666666666666667,-1.3537247143407618,0.06666666666666667,0.5516900931678079,0.75
FE_00448,FE_00448,,fire,1,YS_0004,2020-04-16 15:00:00,영서 내륙형,4,15,2020-04-16,18.85,34.62,0.5592811544187656,1.4232198043072002,-0.11903399872584822,0.6416666666666667,0.43888728355106155,0.65,0.29806149363342155,0.6333333333333333
FE_00449,FE_00449,,fire,1,YS_0004,2020-06-12 15:00:00,영서 내륙형,6,15,2020-06-12,26.92,50.06,1.282847417681194,1.7721332084657038,-0.1451483409224379,0.55,0.040360523534145626,0.5333333333333333,-0.01591056297572066,0.48333333333333334
FE_00450,FE_00450,,fire,1,YS_0004,2020-06-19 14:00:00,영서 내륙형,6,14,2020-06-19,25.73,51.36,1.2318545455889505,1.6090366071938635,-0.09691310824291247,0.55,-0.2463556482746755,0.4166666666666667,-0.17531701451438048,0.45
FE_00451,FE_00451,,fire,1,YS_0004,2021-02-01 14:00:00,영서 내륙형,2,14,2021-02-01,9.21,57.61,0.5148255642283466,0.49359404034229504,0.8680959070204589,0.8596491228070176,1.3618755370159465,0.8771929824561403,-0.23242008287211727,0.49122807017543857
FE_00452,FE_00452,,fire,1,YS_0004,2021-02-06 09:00:00,영서 내륙형,2,9,2021-02-06,4.33,72.14,0.4689133901666469,0.23188378631087336,0.007511871429534743,0.43859649122807015,0.9458694977663199,0.7719298245614035,1.1206391381147895,0.8596491228070176
FE_00453,FE_00453,,fire,1,YS_0004,2021-02-28 17:00:00,영서 내륙형,2,17,2021-02-28,11.96,31.49,0.33479724796420735,0.9583336219390514,-0.6390293531973814,0.2982456140350877,0.19963738664408104,0.5789473684210527,1.475684035111692,0.8947368421052632
FE_00454,FE_00454,,fire,1,YS_0004,2021-03-11 13:00:00,영서 내륙형,3,13,2021-03-11,15.17,30.76,0.39858306970336443,1.193728145297136,-0.4778257356648995,0.41935483870967744,0.0916983875832493,0.6290322580645161,0.7319736712673759,0.7903225806451613
FE_00455,FE_00455,,fire,1,YS_0004,2021-04-02 11:00:00,영서 내륙형,4,11,2021-04-02,17.81,36.58,0.5556103730890243,1.293383328238298,-0.4162915014556468,0.45,0.40426035980619035,0.6833333333333333,1.0697687056288983,0.9
FE_00456,FE_00456,,fire,1,YS_0004,2021-04-22 18:00:00,영서 내륙형,4,18,2021-04-22,21.76,33.48,0.6409614029737705,1.7331224872749333,-0.41624050716219874,0.45,0.8108029679274451,0.8,1.338788255963265,0.9333333333333333
FE_00457,FE_00457,,fire,1,YS_0004,2021-05-05 09:00:00,영서 내륙형,5,9,2021-05-05,14.39,62.91,0.7772874041509608,0.608076381692428,-0.818683636675731,0.22580645161290322,-0.7653242077616428,0.27419354838709675,0.6486805011149233,0.7419354838709677
FE_00458,FE_00458,,fire,1,YS_0004,2021-05-06 18:00:00,영서 내륙형,5,18,2021-05-06,20.56,34.61,0.6180828372827909,1.5827642943841502,-1.1176258346563115,0.1774193548387097,-1.1052423184545128,0.16129032258064516,0.8734799023309676,0.7903225806451613
FE_00459,FE_00459,,fire,1,YS_0004,2021-05-11 09:00:00,영서 내륙형,5,9,2021-05-11,12.98,59.53,0.674363950911474,0.6053355109479667,-1.0807124154489511,0.1774193548387097,-1.267651630629056,0.16129032258064516,0.6369418849744903,0.7096774193548387
FE_00460,FE_00460,,fire,1,YS_0005,2020-05-08 10:00:00,고지·산간형,5,10,2020-05-08,19.1,13.33,0.21854279314840652,1.9163319704746957,-1.9178948935488949,0.016129032258064516,-2.068125826849735,0.016129032258064516,1.855158225684226,0.9838709677419355
FE_00461,FE_00461,,fire,1,YS_0005,2020-06-04 12:00:00,고지·산간형,6,12,2020-06-04,26.49,45.2,1.1310061511356828,1.8960420624860665,-0.6295234389467201,0.35,0.00795344569168935,0.45,0.727397593603648,0.8
FE_00462,FE_00462,,fire,1,YS_0005,2020-12-10 10:00:00,고지·산간형,12,10,2020-12-10,3.66,64.14,0.39867064405460667,0.28472031232223893,0.7991959934818073,0.7419354838709677,1.2001573593443249,0.8709677419354839,0.28274817633954685,0.5967741935483871
FE_00463,FE_00463,,fire,1,YS_0005,2020-12-26 11:00:00,고지·산간형,12,11,2020-12-26,0.24,63.96,0.31509933645256044,0.22399974788431076,1.2041198057004086,0.8870967741935484,0.5902752299059317,0.6612903225806451,-1.0492181427005483,0.14516129032258066
FE_00464,FE_00464,,fire,1,YS_0005,2021-01-04 17:00:00,고지·산간형,1,17,2021-01-04,-1.3,46.03,0.20377004134746515,0.2997244712803365,-0.37875641080442296,0.4838709677419355,-0.45500715054197766,0.43548387096774194,0.2515326924972069,0.6129032258064516
FE_00465,FE_00465,,fire,1,YS_0005,2021-02-01 11:00:00,고지·산간형,2,11,2021-02-01,6.98,64.36,0.4980936255379455,0.35656060147323343,0.822146259154426,0.8245614035087719,1.4686519912576794,0.9298245614035088,-0.20061491313112206,0.5087719298245614
FE_00466,FE_00466,,fire,1,YS_0005,2021-02-02 10:00:00,고지·산간형,2,10,2021-02-02,-5.72,22.3,0.07204149835187239,0.3097776676978037,-1.5705167420625823,0.03508771929824561,-1.4512402821704211,0.03508771929824561,0.022064080945715745,0.5789473684210527
FE_00467,FE_00467,,fire,1,YS_0005,2021-02-05 11:00:00,고지·산간형,2,11,2021-02-05,0.42,44.2,0.22046967947487947,0.35137459610509003,-0.171851015104645,0.5350877192982456,-0.4413853289966336,0.42105263157894735,-0.22243276014959076,0.49122807017543857
FE_00468,FE_00468,,fire,1,YS_0005,2021-02-05 12:00:00,고지·산간형,2,12,2021-02-05,2.7,30.41,0.17720058036994987,0.5161900552189719,-0.6452411197652771,0.2982456140350877,-0.6717370972252013,0.3157894736842105,0.13381633660770206,0.6842105263157895
FE_00469,FE_00469,,fire,1,YS_0005,2021-02-05 14:00:00,고지·산간형,2,14,2021-02-05,3.8,31.26,0.1961298622361195,0.5511968608851556,-0.49538629462262385,0.38596491228070173,-0.5344876856014489,0.3508771929824561,0.019139957539877867,0.631578947368421
FE_00470,FE_00470,,fire,1,YS_0005,2021-02-06 10:00:00,고지·산간형,2,10,2021-02-06,2.71,68.09,0.397031800162587,0.23686374058221638,0.7525884114297027,0.7719298245614035,0.7182792352576428,0.7017543859649122,-0.40345552283804537,0.38596491228070173
FE_00471,FE_00471,,fire,1,YS_0005,2021-02-08 10:00:00,고지·산간형,2,10,2021-02-08,-3.91,32.51,0.1196654004106274,0.308653870630208,-1.052523651493545,0.19298245614035087,-1.1333200721306484,0.14035087719298245,0.015505694888980603,0.5614035087719298
FE_00472,FE_00472,,fire,1,YS_0005,2021-02-08 15:00:00,고지·산간형,2,15,2021-02-08,-1.4,22.38,0.0983835038988689,0.4279041351572346,-0.8914016909228483,0.12280701754385964,-1.2212294275869404,0.10526315789473684,-0.3362203123244868,0.43859649122807015
FE_00473,FE_00473,,fire,1,YS_0005,2021-02-13 11:00:00,고지·산간형,2,11,2021-02-13,10.16,19.56,0.18569068931856675,0.9983810579664061,-1.3867365725323988,0.03508771929824561,-0.6806628484661695,0.3157894736842105,2.4995636518796838,0.9824561403508771
FE_00474,FE_00474,,fire,1,YS_0005,2021-02-15 09:00:00,고지·산간형,2,9,2021-02-15,4.01,78.09,0.49687279680801927,0.17830512095335527,0.8128206291917633,0.7543859649122807,1.3791033167402873,0.9122807017543859,-0.26076342967054816,0.45614035087719296
FE_00475,FE_00475,,fire,1,YS_0005,2021-02-15 10:00:00,고지·산간형,2,10,2021-02-15,4.96,77.35,0.5242602191832823,0.197020985372792,1.2223842996441279,0.8771929824561403,1.5676108513059284,0.9473684210526315,-0.6359745227198018,0.2982456140350877
FE_00476,FE_00476,,fire,1,YS_0005,2021-02-15 13:00:00,고지·산간형,2,13,2021-02-15,3.69,61.12,0.38066336497255704,0.30935270813798665,0.8944217904402871,0.8596491228070176,0.7572571893067751,0.7543859649122807,-0.6328125157542432,0.24561403508771928
FE_00477,FE_00477,,fire,1,YS_0005,2021-02-15 14:00:00,고지·산간형,2,14,2021-02-15,1.39,55.12,0.2938493561170662,0.3031203549355975,0.5961779262591699,0.8070175438596491,0.14484776012069916,0.6842105263157895,-0.665192178593873,0.22807017543859648
FE_00478,FE_00478,,fire,1,YS_0005,2021-02-17 08:00:00,고지·산간형,2,8,2021-02-17,-13.51,53.02,0.09528566767768709,0.10116110385499522,-0.7178025778850627,0.24561403508771928,-1.3036750959258865,0.08771929824561403,-0.4758273902036429,0.38596491228070173
FE_00479,FE_00479,,fire,1,YS_0005,2021-02-17 11:00:00,고지·산간형,2,11,2021-02-17,-10.03,39.24,0.09211135248049626,0.173179656854631,-0.41640590004140066,0.42105263157894735,-1.3244834853386123,0.07017543859649122,-0.9721099486681379,0.17543859649122806
FE_00480,FE_00480,,fire,1,YS_0005,2021-02-19 11:00:00,고지·산간형,2,11,2021-02-19,2.77,28.41,0.16633057813137042,0.5336757827880549,-0.9503836024335506,0.17543859649122806,-0.8138593375162093,0.22807017543859648,0.5445196666193299,0.7368421052631579
FE_00481,FE_00481,,fire,1,YS_0005,2021-02-20 09:00:00,고지·산간형,2,9,2021-02-20,6.19,61.15,0.4494472428482163,0.3680844746533637,-0.008033588472134872,0.47368421052631576,1.0623925539880723,0.7894736842105263,0.9830945101344786,0.9122807017543859
FE_00482,FE_00482,,fire,1,YS_0005,2021-02-22 17:00:00,고지·산간형,2,17,2021-02-22,12.75,28.46,0.31783485563312225,1.0540732859358402,-0.8990288701346161,0.17543859649122806,0.2891188732353915,0.7017543859649122,2.089062849304557,0.9473684210526315
FE_00483,FE_00483,,fire,1,YS_0005,2021-02-26 08:00:00,고지·산간형,2,8,2021-02-26,1.34,82.12,0.4362960372091208,0.12032821051172216,0.7274918975734331,0.7192982456140351,1.0227193157771548,0.8070175438596491,-0.32726755843913996,0.43859649122807015
FE_00484,FE_00484,,fire,1,YS_0005,2021-03-08 15:00:00,고지·산간형,3,15,2021-03-08,5.54,68.7,0.4838218134955955,0.28348854812774105,1.0217816595894362,0.8064516129032258,0.6617794914815133,0.7096774193548387,-1.029693895350336,0.1774193548387097
FE_00485,FE_00485,,fire,1,YS_0005,2021-03-11 13:00:00,고지·산간형,3,13,2021-03-11,14.77,18.31,0.2315458807284621,1.372557455827832,-1.0272337688263196,0.11290322580645161,-0.8559217605783171,0.27419354838709675,1.2665915416761488,0.8709677419354839
FE_00486,FE_00486,,fire,1,YS_0005,2021-03-11 15:00:00,고지·산간형,3,15,2021-03-11,15.98,9.58,0.13038407796744508,1.641941949512093,-1.4174405609633065,0.016129032258064516,-1.5034513669753893,0.04838709677419355,1.9967104880869821,0.9838709677419355
FE_00487,FE_00487,,fire,1,YS_0005,2021-04-02 10:00:00,고지·산간형,4,10,2021-04-02,10.94,47.04,0.46913053805235083,0.6924228689746597,0.14799995535615348,0.6666666666666666,0.372616499659492,0.6833333333333333,-0.20103514265092498,0.43333333333333335
FE_00488,FE_00488,,fire,1,YS_0005,2021-04-22 15:00:00,고지·산간형,4,15,2021-04-22,21.02,29.12,0.5341311338009195,1.7648983641786105,-0.6782226807663486,0.2833333333333333,0.43329359840649867,0.65,1.676474948812621,0.95
FE_00489,FE_00489,,fire,1,YS_0005,2021-04-28 17:00:00,고지·산간형,4,17,2021-04-28,15.64,28.14,0.37518756286007104,1.276835040592893,-0.8358006929874754,0.2833333333333333,-0.4756897737266202,0.4166666666666667,1.012470814574188,0.85
FE_00490,FE_00490,,fire,1,YS_0006,2020-03-26 12:00:00,영서 내륙형,3,12,2020-03-26,18.68,38.23,0.6114287485336162,1.330424340828258,-0.7160634886026728,0.25806451612903225,0.9465880679981423,0.8225806451612904,2.073696920567657,0.967741935483871
FE_00491,FE_00491,,fire,1,YS_0006,2020-03-26 20:00:00,영서 내륙형,3,20,2020-03-26,15.32,54.19,0.7086171767431849,0.7974336524004298,-0.45914864714402215,0.3870967741935484,1.609469823350889,0.9354838709677419,1.6291115190699097,0.967741935483871
FE_00492,FE_00492,,fire,1,YS_0006,2020-04-16 05:00:00,영서 내륙형,4,5,2020-04-16,5.67,76.77,0.545304579330598,0.2123057837106781,-0.5107921763764721,0.31666666666666665,-0.08954430303999315,0.5833333333333334,0.42598289838752995,0.75
FE_00493,FE_00493,,fire,1,YS_0006,2020-04-24 11:00:00,영서 내륙형,4,11,2020-04-24,11.36,42.0,0.4300749466144814,0.7797609310166124,-0.4126267815006619,0.4166666666666667,-0.713395385716357,0.2833333333333333,-0.05467399151385067,0.48333333333333334
FE_00494,FE_00494,,fire,1,YS_0006,2020-05-07 13:00:00,영서 내륙형,5,13,2020-05-07,22.66,27.22,0.548777848504292,2.0029699936190433,-1.553473440865058,0.03225806451612903,-1.6610761250848949,0.03225806451612903,1.539116951906033,0.9354838709677419
FE_00495,FE_00495,,fire,1,YS_0006,2020-10-26 14:00:00,영서 내륙형,10,14,2020-10-26,17.34,49.15,0.7258972744923738,1.0067343245643572,-0.21328707549037385,0.5,-0.2504601121482829,0.5161290322580645,0.19672779701943316,0.5806451612903226
FE_00496,FE_00496,,fire,1,YS_0006,2021-02-01 09:00:00,영서 내륙형,2,9,2021-02-01,4.95,96.8,0.6556533591670096,0.0278157637567793,0.9642661974415093,0.9649122807017544,1.8377300095745814,1.0,-0.8307847943998465,0.24561403508771928
FE_00497,FE_00497,,fire,1,YS_0006,2021-02-01 13:00:00,영서 내륙형,2,13,2021-02-01,8.54,79.29,0.6787897012967784,0.2304673690322665,1.290074115967199,0.9122807017543859,1.723927541773235,0.9824561403508771,-0.63339398023792,0.2631578947368421
FE_00498,FE_00498,,fire,1,YS_0006,2021-02-02 08:00:00,영서 내륙형,2,8,2021-02-02,-10.48,57.47,0.13038627469382794,0.11696007160340999,-2.386693445314926,0.03508771929824561,-1.3429244451966174,0.08771929824561403,1.5585909012515249,0.8947368421052632
FE_00499,FE_00499,,fire,1,YS_0006,2021-02-09 10:00:00,영서 내륙형,2,10,2021-02-09,-4.57,58.76,0.2062875197991643,0.17944219870794448,-0.8436050925005754,0.24561403508771928,-0.950602502991742,0.24561403508771928,0.3953222575525301,0.7368421052631579
FE_00500,FE_00500,,fire,1,YS_0006,2021-02-11 10:00:00,영서 내륙형,2,10,2021-02-11,-1.42,94.65,0.4155038694975502,0.029450109494472243,1.1173173652948802,0.8596491228070176,0.2676766535628234,0.543859649122807,-1.0843227282532353,0.10526315789473684
FE_00501,FE_00501,,fire,1,YS_0006,2021-02-23 09:00:00,영서 내륙형,2,9,2021-02-23,-3.98,53.55,0.19612643092140997,0.211314895579205,-1.9267030015353255,0.08771929824561403,-0.9991111340607889,0.21052631578947367,2.1779511699060414,0.9824561403508771
FE_00502,FE_00502,,fire,1,YS_0006,2021-03-30 17:00:00,영서 내륙형,3,17,2021-03-30,17.01,26.35,0.3815540744910039,1.4279955645235562,-0.9757453598784589,0.12903225806451613,-0.4117553851040879,0.43548387096774194,1.494002171876024,0.9516129032258065
FE_00503,FE_00503,,fire,1,YS_0006,2021-03-31 10:00:00,영서 내륙형,3,10,2021-03-31,11.43,50.65,0.5209329518059218,0.6665534809470659,-0.999571348279017,0.22580645161290322,0.1971952984781978,0.6612903225806451,1.5841026026538692,0.9516129032258065
FE_00504,FE_00504,,fire,1,YS_0007,2020-04-13 12:00:00,영서 내륙형,4,12,2020-04-13,13.85,29.21,0.3491447237782631,1.1206469776926138,-0.7169154634904522,0.25,-0.9973670312056099,0.11666666666666667,0.10038613218486388,0.6333333333333333
FE_00505,FE_00505,,fire,1,YS_0007,2020-04-27 11:00:00,영서 내륙형,4,11,2020-04-27,13.08,49.96,0.5694680142826656,0.7533910321238527,0.27068821706948676,0.7,0.2137380698666113,0.65,-0.3727829992944073,0.35
FE_00506,FE_00506,,fire,1,YS_0007,2020-05-08 15:00:00,영서 내륙형,5,15,2020-05-08,25.11,18.38,0.425788834633797,2.602444367936463,-1.5557297591652168,0.03225806451612903,-1.7756164697525925,0.03225806451612903,1.6800295951261144,1.0
FE_00507,FE_00507,,fire,1,YS_0007,2020-05-08 16:00:00,영서 내륙형,5,16,2020-05-08,23.95,21.28,0.461739318450338,2.341822961084238,-1.407850298965389,0.04838709677419355,-1.6544467100841702,0.04838709677419355,1.3377670408864146,0.9193548387096774
FE_00508,FE_00508,,fire,1,YS_0007,2020-07-03 16:00:00,영서 내륙형,7,16,2020-07-03,26.74,38.36,0.9732653233535633,2.1643044606503503,-1.6969967867021685,0.03225806451612903,-3.4223470140015158,0.016129032258064516,0.7943768897301619,0.7903225806451613
FE_00509,FE_00509,,fire,1,YS_0007,2020-10-16 17:00:00,영서 내륙형,10,17,2020-10-16,13.63,72.69,0.8571730129752926,0.4261921730834639,0.7157993652132738,0.8064516129032258,-0.11893136100185187,0.6290322580645161,-1.0278686718207133,0.16129032258064516
FE_00510,FE_00510,,fire,1,YS_0007,2020-11-14 17:00:00,영서 내륙형,11,17,2020-11-14,13.05,56.63,0.6442985703881546,0.6516895339416163,-0.05873897242745258,0.5,0.4286955445159889,0.65,0.5499441662591964,0.7166666666666667
FE_00511,FE_00511,,fire,1,YS_0007,2021-01-20 14:00:00,영서 내륙형,1,14,2021-01-20,3.86,32.75,0.20630445785790244,0.5415345035828025,-0.9696409498394949,0.14516129032258066,-0.7127799244501963,0.27419354838709675,0.825676287806026,0.7903225806451613
FE_00512,FE_00512,,fire,1,YS_0007,2021-01-20 15:00:00,영서 내륙형,1,15,2021-01-20,5.43,33.7,0.23561809665931857,0.5959135953595134,-0.8757837385620353,0.16129032258064516,-0.5381781044867897,0.3387096774193548,0.9581757262466392,0.8387096774193549
FE_00513,FE_00513,,fire,1,YS_0007,2021-01-20 16:00:00,영서 내륙형,1,16,2021-01-20,5.72,27.77,0.19790316358166907,0.6624259803557917,-1.1720031858874234,0.03225806451612903,-0.738184429638232,0.27419354838709675,1.3149790517762825,0.9354838709677419
FE_00514,FE_00514,,fire,1,YS_0007,2021-02-02 08:00:00,영서 내륙형,2,8,2021-02-02,-6.6,46.79,0.1417575199455914,0.1982924121746811,-3.2991346585329935,0.03508771929824561,-1.520886435528593,0.03508771929824561,2.3285311714833803,0.9824561403508771
FE_00515,FE_00515,,fire,1,YS_0007,2021-02-03 10:00:00,영서 내륙형,2,10,2021-02-03,-7.62,59.77,0.16798871684191719,0.13854841879546634,-0.573193958279036,0.2982456140350877,-1.2600315865953533,0.08771929824561403,-0.3730790156361209,0.42105263157894735
FE_00516,FE_00516,,fire,1,YS_0007,2021-02-03 11:00:00,영서 내륙형,2,11,2021-02-03,-5.16,52.6,0.17696819620804016,0.1972184309005084,-0.42078177835066133,0.38596491228070173,-1.1451807665493814,0.15789473684210525,-0.5927610752827585,0.2631578947368421
FE_00517,FE_00517,,fire,1,YS_0007,2021-02-03 16:00:00,영서 내륙형,2,16,2021-02-03,0.39,40.96,0.20388684475998659,0.3709689297789578,-0.1548383161493976,0.543859649122807,-0.8282366255871759,0.21052631578947367,-0.6956404770731965,0.2631578947368421
FE_00518,FE_00518,,fire,1,YS_0007,2021-02-03 19:00:00,영서 내륙형,2,19,2021-02-03,-0.84,54.48,0.24904240392783986,0.2614828038026868,-0.28609708325710836,0.43859649122807015,-0.738433681122554,0.2982456140350877,-0.26434126414754516,0.47368421052631576
FE_00519,FE_00519,,fire,1,YS_0007,2021-02-06 13:00:00,영서 내륙형,2,13,2021-02-06,5.92,67.72,0.48899538491005595,0.30017573173925105,0.9507419489359464,0.8596491228070176,0.7319203850949841,0.7894736842105263,-0.6615116197181434,0.22807017543859648
FE_00520,FE_00520,,fire,1,YS_0007,2021-02-07 19:00:00,영서 내륙형,2,19,2021-02-07,4.15,40.85,0.26236092525694504,0.4861304221763487,-1.055362968746413,0.19298245614035087,-0.6519464030368701,0.3157894736842105,0.8684056951735896,0.8771929824561403
FE_00521,FE_00521,,fire,1,YS_0007,2021-02-17 17:00:00,영서 내륙형,2,17,2021-02-17,-4.95,29.59,0.10107499918620261,0.2976685746241989,-0.8275839965035054,0.17543859649122806,-1.448314010578871,0.03508771929824561,-0.846574294351749,0.12280701754385964
FE_00522,FE_00522,,fire,1,YS_0007,2021-02-24 14:00:00,영서 내륙형,2,14,2021-02-24,8.81,10.52,0.09163449236284123,1.0141397474534883,-1.903137201082755,0.017543859649122806,-1.573657027141761,0.017543859649122806,1.4836985634238071,0.8947368421052632
FE_00523,FE_00523,,fire,1,YS_0007,2021-02-24 15:00:00,영서 내륙형,2,15,2021-02-24,9.68,10.3,0.0948455176412171,1.078049224947715,-1.7970970193090041,0.017543859649122806,-1.5273621099031505,0.017543859649122806,1.4825035730780132,0.8947368421052632
FE_00524,FE_00524,,fire,1,YS_0007,2021-03-04 17:00:00,영서 내륙형,3,17,2021-03-04,9.55,59.06,0.539358587235443,0.48775181088187813,0.7709044456604909,0.8225806451612904,0.6261662702042584,0.7580645161290323,-0.8547470291282427,0.22580645161290322
FE_00525,FE_00525,,fire,1,YS_0007,2021-03-20 12:00:00,영서 내륙형,3,12,2021-03-20,7.66,89.07,0.7204419559062466,0.11456220511628956,2.081678476518607,0.9193548387096774,1.5789377634975637,0.9354838709677419,-1.62297135457072,0.0967741935483871
FE_00526,FE_00526,,fire,1,YS_0007,2021-04-19 16:00:00,영서 내륙형,4,16,2021-04-19,20.25,31.16,0.5465039075208225,1.6346993214771615,-0.2800878311522844,0.5166666666666667,0.1935615966833557,0.65,0.5274060163987541,0.6833333333333333
FE_00527,FE_00527,,fire,1,YS_0007,2021-04-19 17:00:00,영서 내륙형,4,17,2021-04-19,19.84,28.42,0.4866408833680821,1.6571815851555995,-0.46251332806222184,0.43333333333333335,-0.0771564408945011,0.55,0.7088049674503141,0.7666666666666667
