analysis_id,fire_exposure_id,control_rank,sample_group,target,기상셀ID,기준시각,기후지형유형,month,hour,date,matched_control_n,full_5_matched,is_less_than_5_matched,is_february,is_2021_feb_cluster,is_ys0071,has_exact_hourly_row
FE_00230_C02,FE_00230,2.0,matched_control,0,YD_0014,2020-06-03 17:00:00,영동 해안형,6,17,2020-06-03,5,True,False,False,False,False,True
FE_00230_C03,FE_00230,3.0,matched_control,0,YD_0014,2020-06-23 17:00:00,영동 해안형,6,17,2020-06-23,5,True,False,False,False,False,True
FE_00230_C04,FE_00230,4.0,matched_control,0,YD_0014,2020-06-26 17:00:00,영동 해안형,6,17,2020-06-26,5,True,False,False,False,False,True
FE_00230_C05,FE_00230,5.0,matched_control,0,YD_0014,2020-06-28 17:00:00,영동 해안형,6,17,2020-06-28,5,True,False,False,False,False,True
FE_00231_C01,FE_00231,1.0,matched_control,0,YD_0014,2020-06-01 14:00:00,영동 해안형,6,14,2020-06-01,5,True,False,False,False,False,True
FE_00231_C02,FE_00231,2.0,matched_control,0,YD_0014,2020-06-03 14:00:00,영동 해안형,6,14,2020-06-03,5,True,False,False,False,False,True
FE_00231_C03,FE_00231,3.0,matched_control,0,YD_0014,2020-06-16 14:00:00,영동 해안형,6,14,2020-06-16,5,True,False,False,False,False,True
FE_00231_C04,FE_00231,4.0,matched_control,0,YD_0014,2020-06-17 14:00:00,영동 해안형,6,14,2020-06-17,5,True,False,False,False,False,True
FE_00231_C05,FE_00231,5.0,matched_control,0,YD_0014,2020-06-28 14:00:00,영동 해안형,6,14,2020-06-28,5,True,False,False,False,False,True
FE_00232_C01,FE_00232,1.0,matched_control,0,YD_0014,2020-09-16 15:00:00,영동 해안형,9,15,2020-09-16,5,True,False,False,False,False,True
FE_00232_C02,FE_00232,2.0,matched_control,0,YD_0014,2020-09-23 15:00:00,영동 해안형,9,15,2020-09-23,5,True,False,False,False,False,True
FE_00232_C03,FE_00232,3.0,matched_control,0,YD_0014,2020-09-24 15:00:00,영동 해안형,9,15,2020-09-24,5,True,False,False,False,False,True
FE_00232_C04,FE_00232,4.0,matched_control,0,YD_0014,2020-09-26 15:00:00,영동 해안형,9,15,2020-09-26,5,True,False,False,False,False,True
FE_00232_C05,FE_00232,5.0,matched_control,0,YD_0014,2020-09-29 15:00:00,영동 해안형,9,15,2020-09-29,5,True,False,False,False,False,True
FE_00233_C01,FE_00233,1.0,matched_control,0,YD_0014,2020-11-02 16:00:00,영동 해안형,11,16,2020-11-02,5,True,False,False,False,False,True
FE_00233_C02,FE_00233,2.0,matched_control,0,YD_0014,2020-11-05 16:00:00,영동 해안형,11,16,2020-11-05,5,True,False,False,False,False,True
FE_00233_C03,FE_00233,3.0,matched_control,0,YD_0014,2020-11-14 16:00:00,영동 해안형,11,16,2020-11-14,5,True,False,False,False,False,True
FE_00233_C04,FE_00233,4.0,matched_control,0,YD_0014,2020-11-16 16:00:00,영동 해안형,11,16,2020-11-16,5,True,False,False,False,False,True
FE_00233_C05,FE_00233,5.0,matched_control,0,YD_0014,2020-11-22 16:00:00,영동 해안형,11,16,2020-11-22,5,True,False,False,False,False,True
FE_00234_C01,FE_00234,1.0,matched_control,0,YD_0014,2021-01-03 21:00:00,영동 해안형,1,21,2021-01-03,5,True,False,False,False,False,True
FE_00234_C02,FE_00234,2.0,matched_control,0,YD_0014,2021-01-11 21:00:00,영동 해안형,1,21,2021-01-11,5,True,False,False,False,False,True
FE_00234_C03,FE_00234,3.0,matched_control,0,YD_0014,2021-01-12 21:00:00,영동 해안형,1,21,2021-01-12,5,True,False,False,False,False,True
FE_00234_C04,FE_00234,4.0,matched_control,0,YD_0014,2021-01-25 21:00:00,영동 해안형,1,21,2021-01-25,5,True,False,False,False,False,True
FE_00234_C05,FE_00234,5.0,matched_control,0,YD_0014,2021-01-26 21:00:00,영동 해안형,1,21,2021-01-26,5,True,False,False,False,False,True
FE_00235_C01,FE_00235,1.0,matched_control,0,YD_0014,2021-01-01 13:00:00,영동 해안형,1,13,2021-01-01,5,True,False,False,False,False,True
FE_00235_C02,FE_00235,2.0,matched_control,0,YD_0014,2021-01-03 13:00:00,영동 해안형,1,13,2021-01-03,5,True,False,False,False,False,True
FE_00235_C03,FE_00235,3.0,matched_control,0,YD_0014,2021-01-10 13:00:00,영동 해안형,1,13,2021-01-10,5,True,False,False,False,False,True
FE_00235_C04,FE_00235,4.0,matched_control,0,YD_0014,2021-01-12 13:00:00,영동 해안형,1,13,2021-01-12,5,True,False,False,False,False,True
FE_00235_C05,FE_00235,5.0,matched_control,0,YD_0014,2021-01-13 13:00:00,영동 해안형,1,13,2021-01-13,5,True,False,False,False,False,True
FE_00236_C01,FE_00236,1.0,matched_control,0,YD_0014,2021-01-02 19:00:00,영동 해안형,1,19,2021-01-02,5,True,False,False,False,False,True
FE_00236_C02,FE_00236,2.0,matched_control,0,YD_0014,2021-01-13 19:00:00,영동 해안형,1,19,2021-01-13,5,True,False,False,False,False,True
FE_00236_C03,FE_00236,3.0,matched_control,0,YD_0014,2021-01-14 19:00:00,영동 해안형,1,19,2021-01-14,5,True,False,False,False,False,True
FE_00236_C04,FE_00236,4.0,matched_control,0,YD_0014,2021-01-18 19:00:00,영동 해안형,1,19,2021-01-18,5,True,False,False,False,False,True
FE_00236_C05,FE_00236,5.0,matched_control,0,YD_0014,2021-01-25 19:00:00,영동 해안형,1,19,2021-01-25,5,True,False,False,False,False,True
FE_00237_C01,FE_00237,1.0,matched_control,0,YD_0014,2021-01-04 11:00:00,영동 해안형,1,11,2021-01-04,5,True,False,False,False,False,True
FE_00237_C02,FE_00237,2.0,matched_control,0,YD_0014,2021-01-08 11:00:00,영동 해안형,1,11,2021-01-08,5,True,False,False,False,False,True
FE_00237_C03,FE_00237,3.0,matched_control,0,YD_0014,2021-01-10 11:00:00,영동 해안형,1,11,2021-01-10,5,True,False,False,False,False,True
FE_00237_C04,FE_00237,4.0,matched_control,0,YD_0014,2021-01-11 11:00:00,영동 해안형,1,11,2021-01-11,5,True,False,False,False,False,True
FE_00237_C05,FE_00237,5.0,matched_control,0,YD_0014,2021-01-26 11:00:00,영동 해안형,1,11,2021-01-26,5,True,False,False,False,False,True
FE_00238_C01,FE_00238,1.0,matched_control,0,YD_0014,2021-02-08 10:00:00,영동 해안형,2,10,2021-02-08,5,True,False,True,True,False,True
FE_00238_C02,FE_00238,2.0,matched_control,0,YD_0014,2021-02-09 10:00:00,영동 해안형,2,10,2021-02-09,5,True,False,True,True,False,True
FE_00238_C03,FE_00238,3.0,matched_control,0,YD_0014,2021-02-13 10:00:00,영동 해안형,2,10,2021-02-13,5,True,False,True,True,False,True
FE_00238_C04,FE_00238,4.0,matched_control,0,YD_0014,2021-02-27 10:00:00,영동 해안형,2,10,2021-02-27,5,True,False,True,True,False,True
FE_00238_C05,FE_00238,5.0,matched_control,0,YD_0014,2021-02-28 10:00:00,영동 해안형,2,10,2021-02-28,5,True,False,True,True,False,True
FE_00239_C01,FE_00239,1.0,matched_control,0,YD_0014,2021-02-10 11:00:00,영동 해안형,2,11,2021-02-10,5,True,False,True,True,False,True
FE_00239_C02,FE_00239,2.0,matched_control,0,YD_0014,2021-02-13 11:00:00,영동 해안형,2,11,2021-02-13,5,True,False,True,True,False,True
FE_00239_C03,FE_00239,3.0,matched_control,0,YD_0014,2021-02-14 11:00:00,영동 해안형,2,11,2021-02-14,5,True,False,True,True,False,True
FE_00239_C04,FE_00239,4.0,matched_control,0,YD_0014,2021-02-23 11:00:00,영동 해안형,2,11,2021-02-23,5,True,False,True,True,False,True
FE_00239_C05,FE_00239,5.0,matched_control,0,YD_0014,2021-02-24 11:00:00,영동 해안형,2,11,2021-02-24,5,True,False,True,True,False,True
FE_00240_C01,FE_00240,1.0,matched_control,0,YD_0014,2021-02-07 12:00:00,영동 해안형,2,12,2021-02-07,5,True,False,True,True,False,True
FE_00240_C02,FE_00240,2.0,matched_control,0,YD_0014,2021-02-09 12:00:00,영동 해안형,2,12,2021-02-09,5,True,False,True,True,False,True
FE_00240_C03,FE_00240,3.0,matched_control,0,YD_0014,2021-02-10 12:00:00,영동 해안형,2,12,2021-02-10,5,True,False,True,True,False,True
FE_00240_C04,FE_00240,4.0,matched_control,0,YD_0014,2021-02-14 12:00:00,영동 해안형,2,12,2021-02-14,5,True,False,True,True,False,True
FE_00240_C05,FE_00240,5.0,matched_control,0,YD_0014,2021-02-19 12:00:00,영동 해안형,2,12,2021-02-19,5,True,False,True,True,False,True
FE_00241_C01,FE_00241,1.0,matched_control,0,YD_0014,2021-02-07 11:00:00,영동 해안형,2,11,2021-02-07,5,True,False,True,True,False,True
FE_00241_C02,FE_00241,2.0,matched_control,0,YD_0014,2021-02-13 11:00:00,영동 해안형,2,11,2021-02-13,5,True,False,True,True,False,True
FE_00241_C03,FE_00241,3.0,matched_control,0,YD_0014,2021-02-19 11:00:00,영동 해안형,2,11,2021-02-19,5,True,False,True,True,False,True
FE_00241_C04,FE_00241,4.0,matched_control,0,YD_0014,2021-02-22 11:00:00,영동 해안형,2,11,2021-02-22,5,True,False,True,True,False,True
FE_00241_C05,FE_00241,5.0,matched_control,0,YD_0014,2021-02-25 11:00:00,영동 해안형,2,11,2021-02-25,5,True,False,True,True,False,True
FE_00242_C01,FE_00242,1.0,matched_control,0,YD_0014,2021-02-10 14:00:00,영동 해안형,2,14,2021-02-10,5,True,False,True,True,False,True
FE_00242_C02,FE_00242,2.0,matched_control,0,YD_0014,2021-02-19 14:00:00,영동 해안형,2,14,2021-02-19,5,True,False,True,True,False,True
FE_00242_C03,FE_00242,3.0,matched_control,0,YD_0014,2021-02-23 14:00:00,영동 해안형,2,14,2021-02-23,5,True,False,True,True,False,True
FE_00242_C04,FE_00242,4.0,matched_control,0,YD_0014,2021-02-25 14:00:00,영동 해안형,2,14,2021-02-25,5,True,False,True,True,False,True
FE_00242_C05,FE_00242,5.0,matched_control,0,YD_0014,2021-02-26 14:00:00,영동 해안형,2,14,2021-02-26,5,True,False,True,True,False,True
FE_00243_C01,FE_00243,1.0,matched_control,0,YD_0014,2021-02-07 15:00:00,영동 해안형,2,15,2021-02-07,5,True,False,True,True,False,True
FE_00243_C02,FE_00243,2.0,matched_control,0,YD_0014,2021-02-09 15:00:00,영동 해안형,2,15,2021-02-09,5,True,False,True,True,False,True
FE_00243_C03,FE_00243,3.0,matched_control,0,YD_0014,2021-02-13 15:00:00,영동 해안형,2,15,2021-02-13,5,True,False,True,True,False,True
FE_00243_C04,FE_00243,4.0,matched_control,0,YD_0014,2021-02-23 15:00:00,영동 해안형,2,15,2021-02-23,5,True,False,True,True,False,True
FE_00243_C05,FE_00243,5.0,matched_control,0,YD_0014,2021-02-25 15:00:00,영동 해안형,2,15,2021-02-25,5,True,False,True,True,False,True
FE_00244_C01,FE_00244,1.0,matched_control,0,YD_0014,2021-03-02 08:00:00,영동 해안형,3,8,2021-03-02,5,True,False,False,False,False,True
FE_00244_C02,FE_00244,2.0,matched_control,0,YD_0014,2021-03-04 08:00:00,영동 해안형,3,8,2021-03-04,5,True,False,False,False,False,True
FE_00244_C03,FE_00244,3.0,matched_control,0,YD_0014,2021-03-07 08:00:00,영동 해안형,3,8,2021-03-07,5,True,False,False,False,False,True
FE_00244_C04,FE_00244,4.0,matched_control,0,YD_0014,2021-03-23 08:00:00,영동 해안형,3,8,2021-03-23,5,True,False,False,False,False,True
FE_00244_C05,FE_00244,5.0,matched_control,0,YD_0014,2021-03-25 08:00:00,영동 해안형,3,8,2021-03-25,5,True,False,False,False,False,True
FE_00245_C01,FE_00245,1.0,matched_control,0,YD_0014,2021-03-01 15:00:00,영동 해안형,3,15,2021-03-01,5,True,False,False,False,False,True
FE_00245_C02,FE_00245,2.0,matched_control,0,YD_0014,2021-03-04 15:00:00,영동 해안형,3,15,2021-03-04,5,True,False,False,False,False,True
FE_00245_C03,FE_00245,3.0,matched_control,0,YD_0014,2021-03-10 15:00:00,영동 해안형,3,15,2021-03-10,5,True,False,False,False,False,True
FE_00245_C04,FE_00245,4.0,matched_control,0,YD_0014,2021-03-25 15:00:00,영동 해안형,3,15,2021-03-25,5,True,False,False,False,False,True
FE_00245_C05,FE_00245,5.0,matched_control,0,YD_0014,2021-03-30 15:00:00,영동 해안형,3,15,2021-03-30,5,True,False,False,False,False,True
FE_00246_C01,FE_00246,1.0,matched_control,0,YD_0014,2021-03-04 18:00:00,영동 해안형,3,18,2021-03-04,5,True,False,False,False,False,True
FE_00246_C02,FE_00246,2.0,matched_control,0,YD_0014,2021-03-05 18:00:00,영동 해안형,3,18,2021-03-05,5,True,False,False,False,False,True
FE_00246_C03,FE_00246,3.0,matched_control,0,YD_0014,2021-03-09 18:00:00,영동 해안형,3,18,2021-03-09,5,True,False,False,False,False,True
FE_00246_C04,FE_00246,4.0,matched_control,0,YD_0014,2021-03-23 18:00:00,영동 해안형,3,18,2021-03-23,5,True,False,False,False,False,True
FE_00246_C05,FE_00246,5.0,matched_control,0,YD_0014,2021-03-24 18:00:00,영동 해안형,3,18,2021-03-24,5,True,False,False,False,False,True
FE_00247_C01,FE_00247,1.0,matched_control,0,YD_0014,2021-04-11 12:00:00,영동 해안형,4,12,2021-04-11,5,True,False,False,False,False,True
FE_00247_C02,FE_00247,2.0,matched_control,0,YD_0014,2021-04-18 12:00:00,영동 해안형,4,12,2021-04-18,5,True,False,False,False,False,True
FE_00247_C03,FE_00247,3.0,matched_control,0,YD_0014,2021-04-20 12:00:00,영동 해안형,4,12,2021-04-20,5,True,False,False,False,False,True
FE_00247_C04,FE_00247,4.0,matched_control,0,YD_0014,2021-04-26 12:00:00,영동 해안형,4,12,2021-04-26,5,True,False,False,False,False,True
FE_00247_C05,FE_00247,5.0,matched_control,0,YD_0014,2021-04-28 12:00:00,영동 해안형,4,12,2021-04-28,5,True,False,False,False,False,True
FE_00248_C01,FE_00248,1.0,matched_control,0,YD_0014,2021-04-02 11:00:00,영동 해안형,4,11,2021-04-02,5,True,False,False,False,False,True
FE_00248_C02,FE_00248,2.0,matched_control,0,YD_0014,2021-04-04 11:00:00,영동 해안형,4,11,2021-04-04,5,True,False,False,False,False,True
FE_00248_C03,FE_00248,3.0,matched_control,0,YD_0014,2021-04-08 11:00:00,영동 해안형,4,11,2021-04-08,5,True,False,False,False,False,True
FE_00248_C04,FE_00248,4.0,matched_control,0,YD_0014,2021-04-27 11:00:00,영동 해안형,4,11,2021-04-27,5,True,False,False,False,False,True
FE_00248_C05,FE_00248,5.0,matched_control,0,YD_0014,2021-04-28 11:00:00,영동 해안형,4,11,2021-04-28,5,True,False,False,False,False,True
FE_00249_C01,FE_00249,1.0,matched_control,0,YD_0015,2020-02-05 13:00:00,영동 해안형,2,13,2020-02-05,5,True,False,True,False,False,True
FE_00249_C02,FE_00249,2.0,matched_control,0,YD_0015,2020-02-07 13:00:00,영동 해안형,2,13,2020-02-07,5,True,False,True,False,False,True
FE_00249_C03,FE_00249,3.0,matched_control,0,YD_0015,2020-02-11 13:00:00,영동 해안형,2,13,2020-02-11,5,True,False,True,False,False,True
FE_00249_C04,FE_00249,4.0,matched_control,0,YD_0015,2020-02-12 13:00:00,영동 해안형,2,13,2020-02-12,5,True,False,True,False,False,True
FE_00249_C05,FE_00249,5.0,matched_control,0,YD_0015,2020-02-25 13:00:00,영동 해안형,2,13,2020-02-25,5,True,False,True,False,False,True
FE_00250_C01,FE_00250,1.0,matched_control,0,YD_0015,2020-03-02 18:00:00,영동 해안형,3,18,2020-03-02,5,True,False,False,False,False,True
FE_00250_C02,FE_00250,2.0,matched_control,0,YD_0015,2020-03-13 18:00:00,영동 해안형,3,18,2020-03-13,5,True,False,False,False,False,True
FE_00250_C03,FE_00250,3.0,matched_control,0,YD_0015,2020-03-15 18:00:00,영동 해안형,3,18,2020-03-15,5,True,False,False,False,False,True
FE_00250_C04,FE_00250,4.0,matched_control,0,YD_0015,2020-03-23 18:00:00,영동 해안형,3,18,2020-03-23,5,True,False,False,False,False,True
FE_00250_C05,FE_00250,5.0,matched_control,0,YD_0015,2020-03-27 18:00:00,영동 해안형,3,18,2020-03-27,5,True,False,False,False,False,True
FE_00251_C01,FE_00251,1.0,matched_control,0,YD_0015,2020-04-01 17:00:00,영동 해안형,4,17,2020-04-01,5,True,False,False,False,False,True
FE_00251_C02,FE_00251,2.0,matched_control,0,YD_0015,2020-04-21 17:00:00,영동 해안형,4,17,2020-04-21,5,True,False,False,False,False,True
FE_00251_C03,FE_00251,3.0,matched_control,0,YD_0015,2020-04-25 17:00:00,영동 해안형,4,17,2020-04-25,5,True,False,False,False,False,True
FE_00251_C04,FE_00251,4.0,matched_control,0,YD_0015,2020-04-27 17:00:00,영동 해안형,4,17,2020-04-27,5,True,False,False,False,False,True
FE_00251_C05,FE_00251,5.0,matched_control,0,YD_0015,2020-04-30 17:00:00,영동 해안형,4,17,2020-04-30,5,True,False,False,False,False,True
FE_00252_C01,FE_00252,1.0,matched_control,0,YD_0015,2020-12-02 10:00:00,영동 해안형,12,10,2020-12-02,5,True,False,False,False,False,True
FE_00252_C02,FE_00252,2.0,matched_control,0,YD_0015,2020-12-16 10:00:00,영동 해안형,12,10,2020-12-16,5,True,False,False,False,False,True
FE_00252_C03,FE_00252,3.0,matched_control,0,YD_0015,2020-12-17 10:00:00,영동 해안형,12,10,2020-12-17,5,True,False,False,False,False,True
FE_00252_C04,FE_00252,4.0,matched_control,0,YD_0015,2020-12-20 10:00:00,영동 해안형,12,10,2020-12-20,5,True,False,False,False,False,True
FE_00252_C05,FE_00252,5.0,matched_control,0,YD_0015,2020-12-26 10:00:00,영동 해안형,12,10,2020-12-26,5,True,False,False,False,False,True
FE_00253_C01,FE_00253,1.0,matched_control,0,YD_0015,2021-01-09 12:00:00,영동 해안형,1,12,2021-01-09,5,True,False,False,False,False,True
FE_00253_C02,FE_00253,2.0,matched_control,0,YD_0015,2021-01-17 12:00:00,영동 해안형,1,12,2021-01-17,5,True,False,False,False,False,True
FE_00253_C03,FE_00253,3.0,matched_control,0,YD_0015,2021-01-22 12:00:00,영동 해안형,1,12,2021-01-22,5,True,False,False,False,False,True
FE_00253_C04,FE_00253,4.0,matched_control,0,YD_0015,2021-01-24 12:00:00,영동 해안형,1,12,2021-01-24,5,True,False,False,False,False,True
FE_00253_C05,FE_00253,5.0,matched_control,0,YD_0015,2021-01-29 12:00:00,영동 해안형,1,12,2021-01-29,5,True,False,False,False,False,True
FE_00254_C01,FE_00254,1.0,matched_control,0,YD_0015,2021-01-13 16:00:00,영동 해안형,1,16,2021-01-13,5,True,False,False,False,False,True
FE_00254_C02,FE_00254,2.0,matched_control,0,YD_0015,2021-01-14 16:00:00,영동 해안형,1,16,2021-01-14,5,True,False,False,False,False,True
FE_00254_C03,FE_00254,3.0,matched_control,0,YD_0015,2021-01-15 16:00:00,영동 해안형,1,16,2021-01-15,5,True,False,False,False,False,True
FE_00254_C04,FE_00254,4.0,matched_control,0,YD_0015,2021-01-21 16:00:00,영동 해안형,1,16,2021-01-21,5,True,False,False,False,False,True
FE_00254_C05,FE_00254,5.0,matched_control,0,YD_0015,2021-01-24 16:00:00,영동 해안형,1,16,2021-01-24,5,True,False,False,False,False,True
FE_00255_C01,FE_00255,1.0,matched_control,0,YD_0015,2021-01-01 10:00:00,영동 해안형,1,10,2021-01-01,5,True,False,False,False,False,True
FE_00255_C02,FE_00255,2.0,matched_control,0,YD_0015,2021-01-02 10:00:00,영동 해안형,1,10,2021-01-02,5,True,False,False,False,False,True
FE_00255_C03,FE_00255,3.0,matched_control,0,YD_0015,2021-01-17 10:00:00,영동 해안형,1,10,2021-01-17,5,True,False,False,False,False,True
FE_00255_C04,FE_00255,4.0,matched_control,0,YD_0015,2021-01-20 10:00:00,영동 해안형,1,10,2021-01-20,5,True,False,False,False,False,True
FE_00255_C05,FE_00255,5.0,matched_control,0,YD_0015,2021-01-24 10:00:00,영동 해안형,1,10,2021-01-24,5,True,False,False,False,False,True
FE_00256_C01,FE_00256,1.0,matched_control,0,YD_0015,2021-02-11 11:00:00,영동 해안형,2,11,2021-02-11,5,True,False,True,True,False,True
FE_00256_C02,FE_00256,2.0,matched_control,0,YD_0015,2021-02-12 11:00:00,영동 해안형,2,11,2021-02-12,5,True,False,True,True,False,True
FE_00256_C03,FE_00256,3.0,matched_control,0,YD_0015,2021-02-15 11:00:00,영동 해안형,2,11,2021-02-15,5,True,False,True,True,False,True
FE_00256_C04,FE_00256,4.0,matched_control,0,YD_0015,2021-02-19 11:00:00,영동 해안형,2,11,2021-02-19,5,True,False,True,True,False,True
FE_00256_C05,FE_00256,5.0,matched_control,0,YD_0015,2021-02-26 11:00:00,영동 해안형,2,11,2021-02-26,5,True,False,True,True,False,True
FE_00257_C01,FE_00257,1.0,matched_control,0,YD_0015,2021-05-03 14:00:00,영동 해안형,5,14,2021-05-03,5,True,False,False,False,False,True
FE_00257_C02,FE_00257,2.0,matched_control,0,YD_0015,2021-05-08 14:00:00,영동 해안형,5,14,2021-05-08,5,True,False,False,False,False,True
FE_00257_C03,FE_00257,3.0,matched_control,0,YD_0015,2021-05-10 14:00:00,영동 해안형,5,14,2021-05-10,5,True,False,False,False,False,True
FE_00257_C04,FE_00257,4.0,matched_control,0,YD_0015,2021-05-11 14:00:00,영동 해안형,5,14,2021-05-11,5,True,False,False,False,False,True
FE_00257_C05,FE_00257,5.0,matched_control,0,YD_0015,2021-05-17 14:00:00,영동 해안형,5,14,2021-05-17,5,True,False,False,False,False,True
FE_00258_C01,FE_00258,1.0,matched_control,0,YD_0016,2020-04-01 09:00:00,영동 해안형,4,9,2020-04-01,5,True,False,False,False,False,True
FE_00258_C02,FE_00258,2.0,matched_control,0,YD_0016,2020-04-04 09:00:00,영동 해안형,4,9,2020-04-04,5,True,False,False,False,False,True
FE_00258_C03,FE_00258,3.0,matched_control,0,YD_0016,2020-04-13 09:00:00,영동 해안형,4,9,2020-04-13,5,True,False,False,False,False,True
FE_00258_C04,FE_00258,4.0,matched_control,0,YD_0016,2020-04-16 09:00:00,영동 해안형,4,9,2020-04-16,5,True,False,False,False,False,True
FE_00258_C05,FE_00258,5.0,matched_control,0,YD_0016,2020-04-27 09:00:00,영동 해안형,4,9,2020-04-27,5,True,False,False,False,False,True
FE_00259_C01,FE_00259,1.0,matched_control,0,YD_0016,2020-04-05 14:00:00,영동 해안형,4,14,2020-04-05,5,True,False,False,False,False,True
FE_00259_C02,FE_00259,2.0,matched_control,0,YD_0016,2020-04-13 14:00:00,영동 해안형,4,14,2020-04-13,5,True,False,False,False,False,True
FE_00259_C03,FE_00259,3.0,matched_control,0,YD_0016,2020-04-16 14:00:00,영동 해안형,4,14,2020-04-16,5,True,False,False,False,False,True
FE_00259_C04,FE_00259,4.0,matched_control,0,YD_0016,2020-04-18 14:00:00,영동 해안형,4,14,2020-04-18,5,True,False,False,False,False,True
FE_00259_C05,FE_00259,5.0,matched_control,0,YD_0016,2020-04-19 14:00:00,영동 해안형,4,14,2020-04-19,5,True,False,False,False,False,True
FE_00260_C01,FE_00260,1.0,matched_control,0,YD_0016,2020-04-03 15:00:00,영동 해안형,4,15,2020-04-03,5,True,False,False,False,False,True
FE_00260_C02,FE_00260,2.0,matched_control,0,YD_0016,2020-04-05 15:00:00,영동 해안형,4,15,2020-04-05,5,True,False,False,False,False,True
FE_00260_C03,FE_00260,3.0,matched_control,0,YD_0016,2020-04-14 15:00:00,영동 해안형,4,15,2020-04-14,5,True,False,False,False,False,True
FE_00260_C04,FE_00260,4.0,matched_control,0,YD_0016,2020-04-27 15:00:00,영동 해안형,4,15,2020-04-27,5,True,False,False,False,False,True
FE_00260_C05,FE_00260,5.0,matched_control,0,YD_0016,2020-04-29 15:00:00,영동 해안형,4,15,2020-04-29,5,True,False,False,False,False,True
FE_00261_C01,FE_00261,1.0,matched_control,0,YD_0016,2020-04-01 13:00:00,영동 해안형,4,13,2020-04-01,5,True,False,False,False,False,True
FE_00261_C02,FE_00261,2.0,matched_control,0,YD_0016,2020-04-14 13:00:00,영동 해안형,4,13,2020-04-14,5,True,False,False,False,False,True
FE_00261_C03,FE_00261,3.0,matched_control,0,YD_0016,2020-04-19 13:00:00,영동 해안형,4,13,2020-04-19,5,True,False,False,False,False,True
FE_00261_C04,FE_00261,4.0,matched_control,0,YD_0016,2020-04-25 13:00:00,영동 해안형,4,13,2020-04-25,5,True,False,False,False,False,True
FE_00261_C05,FE_00261,5.0,matched_control,0,YD_0016,2020-04-29 13:00:00,영동 해안형,4,13,2020-04-29,5,True,False,False,False,False,True
FE_00262_C01,FE_00262,1.0,matched_control,0,YD_0016,2020-04-03 14:00:00,영동 해안형,4,14,2020-04-03,5,True,False,False,False,False,True
FE_00262_C02,FE_00262,2.0,matched_control,0,YD_0016,2020-04-05 14:00:00,영동 해안형,4,14,2020-04-05,5,True,False,False,False,False,True
FE_00262_C03,FE_00262,3.0,matched_control,0,YD_0016,2020-04-11 14:00:00,영동 해안형,4,14,2020-04-11,5,True,False,False,False,False,True
FE_00262_C04,FE_00262,4.0,matched_control,0,YD_0016,2020-04-26 14:00:00,영동 해안형,4,14,2020-04-26,5,True,False,False,False,False,True
FE_00262_C05,FE_00262,5.0,matched_control,0,YD_0016,2020-04-27 14:00:00,영동 해안형,4,14,2020-04-27,5,True,False,False,False,False,True
FE_00263_C01,FE_00263,1.0,matched_control,0,YD_0016,2021-01-01 13:00:00,영동 해안형,1,13,2021-01-01,5,True,False,False,False,False,True
FE_00263_C02,FE_00263,2.0,matched_control,0,YD_0016,2021-01-04 13:00:00,영동 해안형,1,13,2021-01-04,5,True,False,False,False,False,True
FE_00263_C03,FE_00263,3.0,matched_control,0,YD_0016,2021-01-05 13:00:00,영동 해안형,1,13,2021-01-05,5,True,False,False,False,False,True
FE_00263_C04,FE_00263,4.0,matched_control,0,YD_0016,2021-01-06 13:00:00,영동 해안형,1,13,2021-01-06,5,True,False,False,False,False,True
FE_00263_C05,FE_00263,5.0,matched_control,0,YD_0016,2021-01-09 13:00:00,영동 해안형,1,13,2021-01-09,5,True,False,False,False,False,True
FE_00264_C01,FE_00264,1.0,matched_control,0,YD_0016,2021-02-06 14:00:00,영동 해안형,2,14,2021-02-06,5,True,False,True,True,False,True
FE_00264_C02,FE_00264,2.0,matched_control,0,YD_0016,2021-02-07 14:00:00,영동 해안형,2,14,2021-02-07,5,True,False,True,True,False,True
FE_00264_C03,FE_00264,3.0,matched_control,0,YD_0016,2021-02-23 14:00:00,영동 해안형,2,14,2021-02-23,5,True,False,True,True,False,True
FE_00264_C04,FE_00264,4.0,matched_control,0,YD_0016,2021-02-24 14:00:00,영동 해안형,2,14,2021-02-24,5,True,False,True,True,False,True
FE_00264_C05,FE_00264,5.0,matched_control,0,YD_0016,2021-02-28 14:00:00,영동 해안형,2,14,2021-02-28,5,True,False,True,True,False,True
FE_00265_C01,FE_00265,1.0,matched_control,0,YD_0016,2021-02-05 19:00:00,영동 해안형,2,19,2021-02-05,5,True,False,True,True,False,True
FE_00265_C02,FE_00265,2.0,matched_control,0,YD_0016,2021-02-06 19:00:00,영동 해안형,2,19,2021-02-06,5,True,False,True,True,False,True
FE_00265_C03,FE_00265,3.0,matched_control,0,YD_0016,2021-02-17 19:00:00,영동 해안형,2,19,2021-02-17,5,True,False,True,True,False,True
FE_00265_C04,FE_00265,4.0,matched_control,0,YD_0016,2021-02-25 19:00:00,영동 해안형,2,19,2021-02-25,5,True,False,True,True,False,True
FE_00265_C05,FE_00265,5.0,matched_control,0,YD_0016,2021-02-26 19:00:00,영동 해안형,2,19,2021-02-26,5,True,False,True,True,False,True
FE_00266_C01,FE_00266,1.0,matched_control,0,YD_0016,2021-02-05 10:00:00,영동 해안형,2,10,2021-02-05,5,True,False,True,True,False,True
