group,feature,n,fire_mean,control_mean,mean_delta,median_delta,sd_delta,mean_delta_ci_low_t,mean_delta_ci_high_t,date_boot_ci_low,date_boot_ci_high,cell_boot_ci_low,cell_boot_ci_high,cohen_dz,direction_match_pct,paired_t_p,wilcoxon_p,date_n,cell_n,support_flag,paired_t_q,wilcoxon_q
전체,wind_duration_3m_s,1150,18.651304347826088,18.894318840579707,-0.2430144927536231,0.0,159.7999053096224,-9.48857851245995,9.002549526952704,-11.75128716048507,8.21356901660085,-2.958134984025558,1.4263407975909346,-0.0015207424077177468,22.086956521739133,0.9588795833676027,5.528803347435889e-07,282,87,ok,0.9867383835098521,2.98555380761538e-06
전체,wind_duration_5m_s,1150,16.076521739130435,16.987130434782614,-0.910608695652174,0.0,159.48593181250925,-10.138007109675405,8.316789718371057,-11.900957858861265,7.276166854234555,-3.1746000413153763,0.17462533333333324,-0.005709649028622038,5.913043478260869,0.8465048254688334,0.016618005554502262,282,87,ok,0.9561802705915964,0.03739051249763009
전체,wind_duration_local_p90,1150,0.5191304347826087,0.38660869565217393,0.1325217391304348,0.0,2.513622361788245,-0.012909238580408933,0.27795271684127854,-0.12553222772171155,0.5144852294207785,-0.0021806749320269917,0.27491756737787754,0.052721419551724547,11.73913043478261,0.07406038429771383,1.169697543109352e-10,282,87,ok,0.1750906996030834,3.1581833663952506e-09
전체,wind_mean_6h,1150,2.125640579710145,2.0091376328502415,0.1165029468599034,-0.05966666666666692,1.184085111644,0.04799517970400817,0.1850107140157986,-0.032692654959080227,0.2742110448614474,0.01707795379152418,0.21571406772234836,0.09839068637401335,47.21739130434783,0.0008752623151439449,0.1916541070297264,282,87,ok,0.004296742274343002,0.24641242332393395
전체,wind_max_6h,1150,3.0068869565217393,2.8643785507246378,0.14250840579710145,0.012999999999999998,1.4945531708901503,0.05603784753521292,0.22897896405899,-0.04047338126889675,0.3579030768857428,0.009394905603798638,0.27485617804451107,0.0953518473432591,50.60869565217392,0.0012574539410534706,0.046961455121153094,282,87,ok,0.005658542734740618,0.08744546815662989
전체,wind_mean_24h,1150,2.0820152173913042,1.9706846573498964,0.11133056004140787,-0.026250000000000002,0.9929052310629586,0.053883912238287354,0.16877720784452838,-0.05413786756447441,0.28454300501329577,0.031050082091336542,0.19426020519201595,0.11212606858987187,48.608695652173914,0.00015084419878735381,0.14170264029602078,282,87,ok,0.0008792095622068242,0.19129856439962806
전체,wind_max_24h,1150,4.118226086956522,4.006464347826087,0.11176173913043484,0.03799999999999959,1.5936364699579724,0.019558505476528446,0.20396497278434123,-0.08718314003106488,0.2990491202391265,-0.022794386505134413,0.23656067965229566,0.07013000846634881,51.04347826086957,0.017558993017826045,0.09824758531016836,282,87,ok,0.06321237486417376,0.14338836774997546
전체,풍향_sin_current,1150,-0.21293646472301572,-0.17334398451291833,-0.039592480210097425,-0.07938963230979086,0.6751802973766814,-0.07865647497370742,-0.0005284854464874186,-0.10009844734599596,0.02057241185253282,-0.08054887059929362,0.004092046223887373,-0.05863986310608954,44.086956521739125,0.0469850906110364,0.006220970134294284,282,87,ok,0.14924675841152737,0.016796619362594568
전체,풍향_cos_current,1150,0.00687659050595542,0.0442072334383463,-0.03733064293239089,-0.026745017313604062,0.7086353536917823,-0.07833025126438717,0.0036689653996053798,-0.09285651073697862,0.01964231304385411,-0.08546502888402556,0.010883512135904154,-0.05267962251376423,47.21739130434783,0.07428954638402227,0.06126769074202017,282,87,ok,0.1750906996030834,0.09787915467740749
영동 해안형,wind_duration_3m_s,354,57.355932203389834,57.96177024482108,-0.6058380414312634,-0.1,288.13129723797203,-30.724000321552403,29.512324238689878,-35.546731816273905,25.00164046067819,-9.483475673377908,4.604071278112028,-0.002102645728662001,35.31073446327684,0.9684654504818919,0.7727745338267014,165,21,ok,0.9867383835098521,0.8024966312815744
영동 해안형,wind_duration_5m_s,354,51.7909604519774,54.759322033898314,-2.9683615819209037,0.0,287.71648878659624,-33.04316422574615,27.106441061904345,-34.89727968196155,24.893693395516774,-10.529012403307544,0.5011167271318373,-0.010316967214633928,10.734463276836157,0.8461993876589401,0.8335452405908361,165,21,ok,0.9561802705915964,0.8492725092812292
영동 해안형,wind_duration_local_p90,354,0.6666666666666666,0.3762711864406779,0.2903954802259887,0.0,3.055180592870139,-0.028960402918985273,0.6097513633709627,-0.1464091667802153,0.8984443660315218,0.019228253760627853,0.5836914950340253,0.0950501848904393,13.27683615819209,0.07457566834946146,0.018419212092425724,165,21,ok,0.1750906996030834,0.039785498119639565
영동 해안형,wind_mean_6h,354,2.961195856873823,2.563873195229127,0.3973226616446956,0.2426666666666666,1.2438032547967708,0.2673087803634395,0.5273365429259517,0.17536480780942681,0.6241916305468723,0.24360441117690826,0.5300913367057423,0.3194417285148651,58.47457627118644,4.618677865214609e-09,1.5649726992696077e-07,165,21,ok,5.729824610715712e-08,1.0563565720069852e-06
영동 해안형,wind_max_6h,354,3.8473728813559323,3.3544020715630882,0.49297080979284363,0.4909999999999999,1.4481843536058319,0.3415931156945551,0.6443485038911322,0.24295474318658283,0.7046208017534303,0.3128766993755576,0.6779294868973454,0.3404061151229789,62.71186440677966,4.811340097228353e-10,2.5035163767149854e-09,165,21,ok,1.2990618262516553e-08,2.7037976868521845e-08
영동 해안형,wind_mean_24h,354,2.869979990583804,2.5088880649717513,0.3610919256120528,0.2136944444444444,1.1350704978936934,0.24244380309759636,0.47974004812650917,0.1509337200356013,0.6301045669396869,0.23157494205985585,0.4878830119781187,0.3181229062706829,56.779661016949156,5.305393158070104e-09,7.562880247926202e-07,165,21,ok,5.729824610715712e-08,3.403296111566791e-06
영동 해안형,wind_max_24h,354,4.806045197740112,4.312375706214689,0.4936694915254238,0.355,1.5840075637148179,0.32809429259970646,0.6592446904511411,0.2268234174701188,0.7688204556450972,0.27536402143049,0.7105495982142855,0.3116585443365365,60.16949152542372,1.0399760256465485e-08,2.519324206431505e-07,165,21,ok,9.359784230818935e-08,1.5115945238589033e-06
영동 해안형,풍향_sin_current,354,-0.25332116934294835,-0.15525231227521272,-0.0980688570677356,-0.07745496109076455,0.7646592007881226,-0.1779981466627617,-0.018139567472709506,-0.205453018007021,0.014650039286808013,-0.18029707350101007,-0.02111523102489701,-0.12825171915365371,44.35028248587571,0.01632891289130496,0.024839281567697668,165,21,ok,0.06298294972360485,0.04790432873770265
영동 해안형,풍향_cos_current,354,-0.02481780718899684,0.03984183187282983,-0.06465963906182669,-0.08132637008096019,0.6577497797574324,-0.13341376190911575,0.004094483785462372,-0.1448348392392821,0.013723602871053625,-0.16636674095431153,0.021384344311011945,-0.09830431123165427,44.632768361581924,0.06520914608745794,0.07646034863463945,165,21,ok,0.1750906996030834,0.11469052295195918
영서 내륙형,wind_duration_3m_s,615,0.8780487804878049,0.8933333333333333,-0.015284552845528442,0.0,3.2603971314440248,-0.27347368995633325,0.2429045842652764,-0.2948360042735042,0.3014661452753374,-0.2579154889228419,0.27934422451110275,-0.004687942060223485,14.959349593495935,0.9074867323925009,1.0573485224104728e-07,208,41,ok,0.9867383835098521,8.156688601452219e-07
