변수,H_stat,p_value,epsilon_squared
DEM_고도_m,56.60495103307164,5.109648894617317e-13,0.6220324289348532
평균기온_C,51.224872784480056,7.527663667053675e-12,0.5629106899393412
평균_일최저기온_C,47.59374078728922,4.625412838179798e-11,0.5230081405196617
평균_일교차_C,37.333585133374754,7.818347931322419e-09,0.41025917728983247
평균습도_pct,22.114789280637808,1.5770102768227416e-05,0.2430196624245913
평균풍속_m_s,34.05248319028118,4.0327121868388736e-08,0.3742031119811119
연평균강수량_mm,15.683624463428146,0.00039295626718517115,0.17234752157613348
