기후지형유형,계절,기상변수,FWI지수,N_셀일,Spearman_rho,p_value,q_FDR_global
영서 내륙형,여름,기온_C,DC,8096,0.039243753749400166,0.00041261517193313225,0.00045012564210887156
영서 내륙형,여름,기온_C,ISI,8096,0.5077811341388432,0.0,0.0
영서 내륙형,여름,기온_C,BUI,8096,0.3189801292522613,7.005899210987516e-191,1.5887393486333895e-190
영서 내륙형,여름,기온_C,FWI,8096,0.4840163482025341,0.0,0.0
영서 내륙형,여름,습도_pct,FFMC,8096,-0.7869191551653,0.0,0.0
영서 내륙형,여름,습도_pct,DMC,8096,-0.6427854023786875,0.0,0.0
영서 내륙형,여름,습도_pct,DC,8096,-0.2428902819230548,4.862295913304318e-109,8.435790500190625e-109
영서 내륙형,여름,습도_pct,ISI,8096,-0.784333709492903,0.0,0.0
영서 내륙형,여름,습도_pct,BUI,8096,-0.5940772498224918,0.0,0.0
영서 내륙형,여름,습도_pct,FWI,8096,-0.7725472737116962,0.0,0.0
영서 내륙형,여름,풍속_km_h,FFMC,8096,0.1587239213606213,7.913585307105507e-47,1.1117622285104322e-46
영서 내륙형,여름,풍속_km_h,DMC,8096,0.1185379168728172,9.973343410811474e-27,1.2938391451863534e-26
영서 내륙형,여름,풍속_km_h,DC,8096,-0.05822900861653969,1.5802396933385304e-07,1.798849927594849e-07
영서 내륙형,여름,풍속_km_h,ISI,8096,0.26272060380530227,6.6870982493728e-128,1.2345412152688247e-127
영서 내륙형,여름,풍속_km_h,BUI,8096,0.10233273640795772,2.693964907973976e-20,3.3733125804195875e-20
영서 내륙형,여름,풍속_km_h,FWI,8096,0.22192191302648276,6.859585552923622e-91,1.1036651615877113e-90
영서 내륙형,여름,강수량_mm,FFMC,8096,-0.7505971064877545,0.0,0.0
영서 내륙형,여름,강수량_mm,DMC,8096,-0.4879152035213447,0.0,0.0
영서 내륙형,여름,강수량_mm,DC,8096,-0.3241924058604157,1.8476282469268712e-197,4.2912656057656364e-197
영서 내륙형,여름,강수량_mm,ISI,8096,-0.7404278193702265,0.0,0.0
영서 내륙형,여름,강수량_mm,BUI,8096,-0.47137455231061653,0.0,0.0
영서 내륙형,여름,강수량_mm,FWI,8096,-0.7106560999420148,0.0,0.0
