fire_id,연도,월,일,시간,진화소요시간(HH),위도,경도,발생지역시도명,발생지역시군구명,발생지역읍면동명,발생지역리명,발생지역번지,발생원인명,피해면적(ha),피해금액,위도_topo,경도_topo,고도(m),경사도(도),사면방향_sin,사면방향_cos,TPI(지형위치지수),TWI(지형다습지수),nearest_station_dist_km,nearest_station_name,nearest_facility_dist_km,nearest_facility_remote,nearest_water_dist_km,nearest_road_dist_km,nearest_road_width_m,nearest_road_length_km,nearest_trail_dist_km,nearest_trail_difficulty,nearest_trail_material,나지,농업지역,산림지역,수역,습지,시가화건조지역,초지,침엽수림,혼효림,활엽수림,시가화/건조지역,total_lc_area,total_lc_area_norm,나지_ratio,농업지역_ratio,산림지역_ratio,수역_ratio,습지_ratio,시가화건조지역_ratio,초지_ratio,침엽수림_ratio,혼효림_ratio,활엽수림_ratio,시가화/건조지역_ratio,is_gangwon
F_000010,2007,2,7,19,0.25,37.50081031511574,127.15649701481564,서울특별시,송파,마천,0,산2-5,입산자실화,0.02,0.0,37.50081031511574,127.15649701481564,79.49881,9.622342142200411,-0.1861354832543729,0.9825240871722488,6.0275116,1.736233472824097,0.8439273979374446,송파소방서-거여-119 안전센터,7.752231852271129,가능,0.14871829322705554,16.599408525760328,4.5,2.26464202569,0.8424700864277834,쉬움,0,1739.8363945133206,3427.1867681254485,163956.79253887726,0.0,0.0,73626.52458114628,39539.02309661708,24754.715668977104,16004.591912162023,123197.48495773811,0.0,282289.3633792794,282289.3633792794,0.0061633083644590065,0.012140686872146636,0.5808110889342564,0.0,0.0,0.26081933693769,0.14006557889144797,0.08769269721196357,0.056695695936153694,0.43642269578613907,0.0,False
F_000011,2001,11,27,9,0.35,37.61986843671525,127.0411297642329,서울특별시,강북,번,0,산28-6,입산자실화추정,0.01,0.0,37.61986843671525,127.0411297642329,56.309757,10.577479788791992,-0.957329767106515,-0.2889977802886829,-1.0916519,4.250023365020752,1.1292097925229219,강북소방서_서울-미아-119 안전센터,2.6148450892346435,불가능,0.2846512076214459,15.500728227042066,4.0,3.65211727358,1.5253538544471728,쉬움,0,2792.520975116949,0.0,174422.95639491713,9613.751424400003,0.0,44163.485818375455,51296.64953631236,1261.6519238250735,8899.736324777665,164261.5681463144,0.0,282289.3641491219,282289.3641491219,0.009892405913110401,0.0,0.617887099362258,0.03405637138819531,0.0,0.1564475726936906,0.18171655064274558,0.0044693569225604775,0.03152699837488847,0.5818907440648091,0.0,False
F_000012,2002,3,23,15,0.4,37.62949359709475,127.03334377566404,서울특별시,강북,번,0,산20-1,담뱃불실화추정,0.01,0.0,37.62949359709475,127.03334377566404,76.04435,10.274550445801207,-0.7544346136401747,-0.6563752080491769,0.7861862,2.972132682800293,0.5813219971347698,강북소방서,3.8102917712636106,불가능,0.2276293372872302,15.278475169736366,4.0,3.65211727358,0.9931273881580471,쉬움,0,4519.758521251195,152.82803357517278,211815.2192834311,0.0,0.0,59464.295687523554,6337.262623339982,71181.72580564179,12214.478040454364,128419.01543733497,0.0,282289.364149121,282289.364149121,0.01601108328992376,0.0005413878558118133,0.7503478564340755,0.0,0.0,0.21065014569982593,0.022449526720363034,0.25215872379817905,0.04326935262783048,0.45491978000806604,0.0,False
F_000013,2002,4,28,16,0.1666666666666666,37.62415182884196,127.03884649144705,서울특별시,강북,번,0,산28-1,어린이불장난,0.01,0.0,37.62415182884196,127.03884649144705,66.05452,6.192064424345017,0.8119058767091589,-0.5837883583672528,2.5617218,3.9096274375915527,0.9912993841707332,강북소방서,3.1182533560549275,불가능,0.1333676336057532,15.313309304650595,4.0,3.65211727358,1.1117838061374632,쉬움,0,9456.20662754425,619.940878167613,145309.42769367056,1691.2005811782965,0.0,76274.08157051328,48938.50679804921,17648.99568170844,8017.618031042526,119642.81398091957,0.0,282289.3641491232,282289.3641491232,0.03349827456676292,0.002196118440509579,0.5147534627514655,0.005991017714308559,0.0,0.27019821239251673,0.1733629141344368,0.0625209374604178,0.02840212579460525,0.42383039949644236,0.0,False
F_000014,2003,4,4,20,0.3666666666666666,37.62949359709475,127.03334377566404,서울특별시,강북,번2,0,산20-1,입산자실화추정,0.03,0.0,37.62949359709475,127.03334377566404,76.04435,10.274550445801207,-0.7544346136401747,-0.6563752080491769,0.7861862,2.972132682800293,0.5813219971347698,강북소방서,3.8102917712636106,불가능,0.2276293372872302,15.278475169736366,4.0,3.65211727358,0.9931273881580471,쉬움,0,4519.758521251195,152.82803357517278,211815.2192834311,0.0,0.0,59464.295687523554,6337.262623339982,71181.72580564179,12214.478040454364,128419.01543733497,0.0,282289.364149121,282289.364149121,0.01601108328992376,0.0005413878558118133,0.7503478564340755,0.0,0.0,0.21065014569982593,0.022449526720363034,0.25215872379817905,0.04326935262783048,0.45491978000806604,0.0,False
F_000015,2006,3,7,16,0.0833333333333333,37.62509354737103,127.03511592701204,서울특별시,강북,번,0,산27-3,어린이불장난,0.01,0.0,37.62509354737103,127.03511592701204,54.641544,7.869404581928345,-0.9849205855256672,-0.1730070524798829,-4.8142395,3.530670166015625,0.8230674604742185,강북소방서_서울-미아-119 안전센터,3.296905806753858,불가능,0.0866252920666934,15.483813234264682,4.0,3.65211727358,1.1850280134240727,쉬움,0,6933.542284801468,0.0,100732.68056515617,242.6594514791109,0.0,156134.95511737483,18245.526730312304,35966.41252926107,9502.823705652878,55263.44433024222,0.0,282289.3641491239,282289.3641491239,0.02456182614495781,0.0,0.3568419266123768,0.0008596124484198496,0.0,0.5531025073792508,0.06463412741499468,0.12740973305059142,0.03366341390259698,0.19576877965918837,0.0,False
F_000016,2008,3,8,15,0.4,37.61736842867098,127.0406380423295,서울특별시,강북,번,0,산28-8,방화추정,0.02,0.0,37.61736842867098,127.0406380423295,74.42301,11.527694250457897,-0.9306491202413189,0.3659128516382822,0.7559128,2.686619997024536,1.1251352442906213,강북소방서_서울-미아-119 안전센터,2.3477912137460413,불가능,0.11716183906003366,15.72890061836938,4.0,3.65211727358,1.4118780539409275,쉬움,토사,5290.840223783115,0.0,165274.16855791557,573.5393269544969,0.0,103114.19643398964,8036.61960648313,2901.971136474933,0.0,162372.19742144065,0.0,282289.36414912593,282289.36414912593,0.01874261270781745,0.0,0.5854778448918311,0.0020317426010124542,0.0,0.3652783616017398,0.02846943819759925,0.010280129204378735,0.0,0.5751977156874524,0.0,False
F_000017,2002,3,11,22,0.6333333333333333,37.622832178568935,127.0554660282264,서울특별시,노원,월계,0,산130,입산자실화추정,0.05,0.0,37.622832178568935,127.0554660282264,46.55847,4.541791223747467,0.5043659238340059,0.8634900201363475,3.352951,2.7900187969207764,0.6707852398872678,노원소방서-월계-119 안전센터,3.0448083556509644,불가능,0.08711194911858526,14.390412704170068,4.0,3.65211727358,1.5658115426769992,쉬움,0,6273.408912487987,1323.1230686013605,98359.74112123977,2833.389729928599,0.0,136490.2090018107,37009.49231505588,33690.633893462444,0.0,64669.107227777335,0.0,282289.3641491243,282289.3641491243,0.022223327228063573,0.004687116259549891,0.34843587330225984,0.010037182018773514,0.0,0.4835116952181994,0.13110480597315374,0.11934786843639202,0.0,0.22908800486586786,0.0,False
F_000018,2002,3,17,16,0.8666666666666667,37.62252940951719,127.05454101515576,서울특별시,노원,월계,0,산130-1,입산자실화추정,0.07,0.0,37.62252940951719,127.05454101515576,38.032276,6.131127490101801,0.8642225157752392,0.5031097725418544,-0.07783127,7.693926811218262,0.7182542395901319,노원소방서-월계-119 안전센터,2.9898808753882142,불가능,0.09091041661768917,14.470217777082592,4.0,3.65211727358,1.5426720716116897,쉬움,0,6467.624431265851,1289.659641805448,75360.47152967448,4621.930830432141,0.0,153420.17190977838,41129.50580616774,30501.799198255318,0.0,44858.67233141916,0.0,282289.36414912407,282289.36414912407,0.022911328773439796,0.004568573264149491,0.2669617814217898,0.01637302504953934,0.0,0.5434854847337841,0.14569980675729743,0.10805153531091675,0.0,0.15891024611087304,0.0,False
F_000019,2009,4,12,14,0.2666666666666666,37.62753186804287,127.08414686079622,서울특별시,노원,공릉,0,산53-6,인근주민불장난추정,0.6,0.0,37.62753186804287,127.08414686079622,50.00014,0.9691296061977744,0.994916707760093,0.1007012642414074,2.3617744,2.675020933151245,0.9889386207090662,노원소방서-공릉-119 안전센터,3.028296083845985,불가능,0.1918778741993155,12.39550602008214,4.0,3.65211727358,0.09770095230605774,쉬움,0,5546.907665953826,608.2827656614022,58706.04593162944,0.0,0.0,170117.70046553222,47310.427320344854,16205.305819877723,4691.187218892771,37809.55289285894,0.0,282289.36414912174,282289.36414912174,0.019649722484845818,0.00215481999293488,0.2079640729950331,0.0,0.0,0.6026358838502541,0.16759550067693205,0.0574067176378531,0.016618363334491806,0.1339389920226882,0.0,False
F_000020,2005,2,1,13,0.3333333333333333,37.63791018035917,127.0452023472494,서울특별시,도봉,창,0,산202-1,입산자실화추정,0.03,0.0,37.63791018035917,127.0452023472494,94.59197,5.76611028478624,0.7145088919781241,0.6996263597694082,3.6995163,2.80879020690918,0.8210927269492402,강북소방서,3.6663046138684465,불가능,0.23709324567623408,13.876737812717625,4.0,3.65211727358,0.10942986430981998,쉬움,0,3641.693971044003,10614.451983647106,227356.35112917717,0.0,0.0,23826.572643871237,16850.294421385417,11488.86748423273,1790.507398187151,214076.9762467573,0.0,282289.36414912494,282289.36414912494,0.012900570951444723,0.03760131741286509,0.805401761467257,0.0,0.0,0.08440478342387842,0.059691566744554767,0.040698903123262936,0.0063428085701496,0.7583600497738444,0.0,False
F_000021,2006,5,9,17,0.3833333333333333,37.64125189232705,127.04292184117024,서울특별시,도봉,창,0,산194-5,방화추정,0.15,0.0,37.64125189232705,127.04292184117024,71.69162,8.38232983395648,0.9340603058399092,-0.3571153105850482,4.75338,4.234011650085449,0.6177215106872589,도봉소방서-창동-119 안전센터,3.6747800903176873,불가능,0.147890696317327,13.796293816524587,4.0,3.65211727358,0.1387577820815198,쉬움,0,4115.5232188791315,1691.7294063369068,145882.44773523285,0.0,0.0,105369.988574985,25229.675213686227,21594.025676544818,0.0,124288.42205868804,0.0,282289.3641491201,282289.3641491201,0.014579094154978845,0.005992891058563744,0.5167833658025106,0.0,0.0,0.3732694247712536,0.08937522421269327,0.076496065452674,0.0,0.4402873003498366,0.0,False
F_000022,2000,3,24,14,1.3333333333333333,37.64467368641287,127.08068883356788,서울특별시,노원,중계본,0,산131,담뱃불실화추정,0.15,0.0,37.64467368641287,127.08068883356788,64.61132,8.272899230682471,-0.6111840447280588,-0.7914885112683887,1.3788528,3.353856325149536,1.1124219293515984,노원소방서-하계-119 안전센터,1.1106089390753793,불가능,0.16605078264118228,11.099274081407822,4.0,3.65211727358,0.26383195364572715,쉬움,0,5678.239806475903,2581.1135410764828,178837.26894209982,0.0,0.0,80083.95935296958,15108.782506502748,71815.5603808431,2371.753027397462,104649.95553385926,0.0,282289.36414912454,282289.36414912454,0.020114961906521806,0.00914350262134907,0.6335246440515051,0.0,0.0,0.2836945684948433,0.05352232292578071,0.25440406016467987,0.008401850471931135,0.3707187334148941,0.0,False
F_000023,2001,11,19,14,1.0,37.66075988926587,127.08220580678194,서울특별시,노원,중계,0,산30-3,담뱃불실화추정,0.02,0.0,37.66075988926587,127.08220580678194,89.56246,15.181032709020316,0.9070599179006674,0.4210015502798469,-4.821968,4.323453903198242,1.124563008104643,노원소방서-상계-119 안전센터,0.23132270996143464,불가능,0.2708158041409453,9.749885690800765,4.0,3.65211727358,0.12529163809544408,쉬움,0,9138.789465030151,6598.280844318826,206167.48738468025,0.0,0.0,46840.84781294241,13543.958642157464,90624.83596736727,11793.826106348393,103748.8253109646,0.0,282289.36414912913,282289.36414912913,0.03237383559446565,0.023374174454667218,0.7303409677020816,0.0,0.0,0.16593203202723963,0.04797899022154586,0.3210352477874142,0.04177920816073643,0.367526511753931,0.0,False
F_000024,2002,4,28,12,1.5333333333333332,37.64491244665935,127.09186391254195,서울특별시,노원,중계본,0,산104-3,담뱃불실화추정,0.2,0.0,37.64491244665935,127.09186391254195,158.24489,17.08564667454753,0.9809935810182252,0.1940401865620595,0.33613586,4.1612958908081055,1.9738738917556053,노원소방서-하계-119 안전센터,1.4410489608706774,불가능,0.25113282151356375,10.441183270796484,4.0,3.65211727358,0.22008907468301153,쉬움,0,861.2722554981865,11218.460893737009,252262.97862022842,0.0,878.4571633618842,8709.115801219026,8359.07941508107,160728.62344867503,5452.476341176912,86081.87883037646,0.0,282289.3641491256,282289.3641491256,0.003051026233645843,0.03974099742493525,0.8936326006493285,0.0,0.003111903156570291,0.03085173197180126,0.029611740563718875,0.5693754135340593,0.01931520288627141,0.30494198422899776,0.0,False
F_000025,2003,5,18,5,0.4666666666666667,37.64555691004935,127.09037224489056,서울특별시,노원,중계본,0,산104,담배불실화,0.03,0.0,37.64555691004935,127.09037224489056,117.90034,13.119826343179856,0.8721585338946686,0.4892233556921647,-2.9846878,1.972358465194702,1.8836636570768444,노원소방서-하계-119 안전센터,1.301605078250236,불가능,0.20329157800043365,10.46773905135163,4.0,3.65211727358,0.2035249560134715,쉬움,0,1474.058818981628,12506.107697346337,235702.37179616813,0.0,878.4571633618842,18515.78237018258,13212.5863030813,127123.86354257475,6404.389042816913,102174.11921077647,0.0,282289.36414912186,282289.36414912186,0.005221800769663229,0.044302440281596564,0.834967241881831,0.0,0.003111903156570332,0.06559149837611825,0.04680511553422053,0.4503317506337945,0.022687319666190957,0.36194817158184567,0.0,False
F_000026,2001,12,18,18,0.3166666666666666,37.66663276421151,127.03044723399512,서울특별시,도봉,방학,0,산36-1,담뱃불실화추정,0.03,0.0,37.66663276421151,127.03044723399512,39.39089,1.9535811927869076,-0.9999323000654255,0.0116359480003855,0.12776184,3.3442084789276123,1.1441594970254516,도봉소방서-도봉-119 안전센터,3.698384211725252,불가능,0.08823159713155235,13.124021975196328,4.0,3.65211727358,0.262127527649561,쉬움,0,10913.70340734925,2358.458062919153,86856.82076203663,0.0,0.0,169743.36656736265,12417.015349456413,0.0,7796.1020162127315,79060.71874582389,0.0,282289.3641491241,282289.3641491241,0.03866140490360063,0.008354753534650556,0.3076871883708415,0.0,0.0,0.6013098193727655,0.04398683381814171,0.0,0.027617413216086698,0.2800697751547548,0.0,False
F_000027,2002,4,5,16,0.1666666666666666,37.65479665866665,127.0232497392336,서울특별시,도봉,방학,0,산90-3,담뱃불실화추정,0.01,0.0,37.65479665866665,127.0232497392336,73.29015,6.853002688009118,0.3195954632081694,-0.9475540828347244,0.37612152,4.540631294250488,0.7980471424253294,도봉소방서-쌍문-119 안전센터,5.0018734443916655,불가능,0.05741819129928805,14.180980164981973,4.0,1.9711254675,0.08521808042723068,쉬움,0,4123.446163209791,2077.470089947914,177839.69357609627,0.0,0.0,90280.0735465455,7968.680773322161,38441.85276404504,14553.521094580236,124844.31971747098,0.0,282289.3641491216,282289.3641491216,0.01460716090256786,0.0073593636664627355,0.6299907689123952,0.0,0.0,0.31981393921329015,0.0282287673052841,0.13617889175497885,0.051555329186586785,0.4422565479708295,0.0,False
F_000028,2003,2,6,15,0.1333333333333333,37.666946685534,127.02815555538352,서울특별시,도봉,방학,0,산56,담배불실화,0.01,0.0,37.666946685534,127.02815555538352,51.269127,6.233300018927606,-0.9824135054892756,0.1867182482572958,-0.16524506,4.373096942901611,1.3352696498009935,도봉소방서-도봉-119 안전센터,3.851658548196778,불가능,0.07318703910943498,13.255589829041899,4.0,1.9711254675,0.10907914343414304,쉬움,0,7674.142038045626,13698.682819043775,174919.8702501204,0.0,0.0,72433.64902405461,13563.02001786171,6408.051259549819,39093.282027490786,129418.5369630798,0.0,282289.3641491261,282289.3641491261,0.027185374345140317,0.04852709509738071,0.6196473989636918,0.0,0.0,0.25659361712894646,0.04804651446484084,0.022700292938293676,0.13848655667678228,0.45846054934861574,0.0,False
F_000029,2003,2,15,14,0.1666666666666666,37.6711549168477,127.03883070684988,서울특별시,도봉,방학2,0,산2-1,쓰레기소각,0.01,0.0,37.6711549168477,127.03883070684988,31.206657,3.7336202170384833,-0.9474838283696226,0.319803681933219,-1.0978737,2.3221120834350586,0.4505709184108221,도봉소방서-도봉-119 안전센터,2.8058748501648254,불가능,0.07374627252549061,12.236066359567834,4.0,3.65211727358,0.08166858923347603,쉬움,0,7357.256126863273,7805.928378372656,97007.550701969,0.0,0.0,159976.39061302622,10142.238328888254,8641.797450427122,5426.175188387111,82939.57806315475,0.0,282289.3641491194,282289.3641491194,0.026062817311731237,0.02765222275341969,0.3436457869901352,0.0,0.0,0.5667106555545559,0.035928517390157906,0.030613259116139036,0.019222031990977644,0.2938104958830185,0.0,False
F_000030,2003,3,30,12,0.2166666666666666,37.657952270752176,127.0201997767606,서울특별시,도봉,방학,0,산85-1,담배불실화,0.01,0.0,37.657952270752176,127.0201997767606,58.2277,4.344120985639048,-0.9545261650958348,-0.2981271543275439,-0.44852448,2.7031681537628174,1.2310889388878186,도봉소방서-쌍문-119 안전센터,4.989682840088724,불가능,0.11107894016415294,13.74367590970029,4.0,1.9711254675,0.11311556821352749,쉬움,0,11084.643341656636,14616.11556496164,145551.18785445206,0.0,0.0,102246.65916367463,8790.758224378293,893.127998686383,12135.109997478843,132522.94985828683,0.0,282289.36414912326,282289.36414912326,0.039266953521497255,0.05177706786445016,0.5156098894946769,0.0,0.0,0.36220514177665375,0.031140947342721895,0.0031638740672304457,0.042988194167557454,0.469457821259889,0.0,False
F_000031,2005,4,4,14,0.3166666666666666,37.67031329645388,127.03453344368282,서울특별시,도봉,방학,0,산13-1,입산자실화추정,0.01,0.0,37.67031329645388,127.03453344368282,41.11125,3.014829728911246,0.2618386949907807,0.9651116504350804,-0.7083435,3.4669713973999023,0.7707160814552599,도봉소방서-도봉-119 안전센터,3.1780571946847513,불가능,0.08339979364950512,12.6143037127546,4.0,3.65211727358,0.21899823296926904,쉬움,0,1025.1534511021136,10220.052393578224,122094.95461281706,0.0,381.31960344502687,134500.3882726902,14067.49581549348,33291.08056859122,14078.527350924875,74725.34669330098,0.0,282289.3641491261,282289.3641491261,0.0036315695215514807,0.036204170937801386,0.4325170201889629,0.0,0.0013508110891616366,0.4764628262850072,0.04983360197751548,0.11793246503968322,0.049872680798159846,0.2647118743511198,0.0,False
F_000032,2006,3,19,2,0.3,37.66263562985091,127.02049709042856,서울특별시,도봉,방학,0,산69-30,쓰레기소각,0.01,0.0,37.66263562985091,127.02049709042856,48.49383,2.709138673881604,-0.6564603577983354,0.754360522985715,-2.9400291,2.340627431869507,1.6989928559293979,도봉소방서-쌍문-119 안전센터,4.676512450378296,불가능,0.05331987719232933,13.304178508549622,4.0,1.9711254675,0.03062167109104651,쉬움,0,15934.959888390853,11909.20148489321,165771.79728576276,836.579556483404,1362.5777701958582,46154.99663235181,40319.25153104794,0.0,23701.109730114218,142070.68755564853,0.0,282289.3641491258,282289.3641491258,0.056449026821899125,0.04218792132246932,0.5872406769041075,0.0029635532284576676,0.00482688313214679,0.1635024286921748,0.1428295098987448,0.0,0.08396033552859457,0.5032803413755129,0.0,False
