기상셀ID,기준시각,events_per_exposure,fire_ids,first_latitude,first_longitude,climate_type,month,hour
YS_0003,2021-02-17 08:00:00,1,F_010189,37.72134499955301,127.80171999945428,영서 내륙형,2,8
YS_0003,2021-02-17 11:00:00,1,F_010176,37.69741699955094,127.88467200042264,영서 내륙형,2,11
YS_0003,2021-02-17 18:00:00,1,F_010179,37.7257880001938,127.94464399952328,영서 내륙형,2,18
YS_0003,2021-02-19 18:00:00,1,F_010204,37.70920999968841,127.80856300000914,영서 내륙형,2,18
YS_0003,2021-02-21 18:00:00,1,F_010240,37.72328999988676,127.94330000045866,영서 내륙형,2,18
YS_0003,2021-02-28 18:00:00,1,F_010291,37.73534200010968,127.9100739995094,영서 내륙형,2,18
YS_0003,2021-03-21 16:00:00,1,F_010367,37.70624399972842,127.80125000036482,영서 내륙형,3,16
YS_0003,2021-04-17 09:00:00,1,F_010508,37.6327520000173,127.9234240004286,영서 내륙형,4,9
YS_0003,2021-04-25 19:00:00,1,F_011237,37.71565214497408,127.89474566450228,영서 내륙형,4,19
YS_0004,2020-04-06 16:00:00,1,F_007723,38.03274660362784,128.13602413199175,영서 내륙형,4,16
YS_0004,2020-04-16 15:00:00,1,F_007767,38.07539695611188,128.1208764997219,영서 내륙형,4,15
YS_0004,2020-06-12 15:00:00,1,F_010963,38.06470668085788,128.16577997951927,영서 내륙형,6,15
YS_0004,2020-06-19 14:00:00,1,F_010972,38.07069816570413,128.16933936596118,영서 내륙형,6,14
YS_0004,2021-02-01 14:00:00,1,F_009074,38.06999100008534,128.1707570000339,영서 내륙형,2,14
YS_0004,2021-02-06 09:00:00,1,F_010038,38.069205000362565,128.1711069994427,영서 내륙형,2,9
YS_0004,2021-02-28 17:00:00,1,F_010290,38.01895899976928,128.12200800037652,영서 내륙형,2,17
YS_0004,2021-03-11 13:00:00,1,F_010325,38.06611499996443,128.19778700013248,영서 내륙형,3,13
YS_0004,2021-04-02 11:00:00,1,F_010443,38.010118000330365,128.19362699949085,영서 내륙형,4,11
YS_0004,2021-04-22 18:00:00,1,F_010549,38.06570100018502,128.1979379996339,영서 내륙형,4,18
YS_0004,2021-05-05 09:00:00,1,F_010617,38.02903600043228,128.1307540001087,영서 내륙형,5,9
YS_0004,2021-05-06 18:00:00,1,F_010621,38.07458799956925,128.18366400050678,영서 내륙형,5,18
YS_0004,2021-05-11 09:00:00,1,F_010664,38.02018199973955,128.12127599963472,영서 내륙형,5,9
YS_0005,2020-05-08 10:00:00,1,F_010938,37.19791478576731,129.00396795408798,고지·산간형,5,10
YS_0005,2020-06-04 12:00:00,1,F_010947,37.201381133626114,128.95832289500348,고지·산간형,6,12
YS_0005,2020-12-10 10:00:00,1,F_008640,37.16951500042543,128.9859549995746,고지·산간형,12,10
YS_0005,2020-12-26 11:00:00,1,F_011092,37.12331761802623,129.06030030331425,고지·산간형,12,11
YS_0005,2021-01-04 17:00:00,1,F_008726,37.16868700037046,128.98669400034197,고지·산간형,1,17
YS_0005,2021-02-01 11:00:00,1,F_009119,37.22030900033876,129.0158759997577,고지·산간형,2,11
YS_0005,2021-02-02 10:00:00,3,F_009370|F_009371|F_009404,37.17145999974324,128.9887549997614,고지·산간형,2,10
YS_0005,2021-02-05 11:00:00,1,F_009951,37.16472899978561,128.98602700052626,고지·산간형,2,11
YS_0005,2021-02-05 12:00:00,1,F_009952,37.16453899989214,128.9849339996849,고지·산간형,2,12
YS_0005,2021-02-05 14:00:00,1,F_009956,37.18804400013672,128.95181400016523,고지·산간형,2,14
YS_0005,2021-02-06 10:00:00,1,F_010043,37.09474399965467,129.02494199953753,고지·산간형,2,10
YS_0005,2021-02-08 10:00:00,2,F_010068|F_010069,37.1645430002661,128.98603900044986,고지·산간형,2,10
YS_0005,2021-02-08 15:00:00,1,F_010060,37.180456000372594,128.97777199991538,고지·산간형,2,15
YS_0005,2021-02-13 11:00:00,1,F_011120,37.09499709559058,129.02609703092958,고지·산간형,2,11
YS_0005,2021-02-15 09:00:00,2,F_010148|F_010159,37.1004429998529,129.00829099997816,고지·산간형,2,9
YS_0005,2021-02-15 10:00:00,1,F_010151,37.10878800041084,129.0367560002517,고지·산간형,2,10
YS_0005,2021-02-15 13:00:00,1,F_010153,37.14493499993458,128.9731180002107,고지·산간형,2,13
YS_0005,2021-02-15 14:00:00,1,F_010162,37.12850300021057,129.0468829994487,고지·산간형,2,14
YS_0005,2021-02-17 08:00:00,1,F_010190,37.18003699988861,128.979057000064,고지·산간형,2,8
YS_0005,2021-02-17 11:00:00,1,F_010177,37.124548999579744,129.04427400025912,고지·산간형,2,11
YS_0005,2021-02-19 11:00:00,1,F_010203,37.17090600022822,128.96614700044236,고지·산간형,2,11
YS_0005,2021-02-20 09:00:00,1,F_010216,37.105186000380925,129.0445280002134,고지·산간형,2,9
YS_0005,2021-02-22 17:00:00,2,F_010252|F_010255,37.17267399994032,129.0391090002285,고지·산간형,2,17
YS_0005,2021-02-26 08:00:00,1,F_010281,37.09805399990139,129.00280099957877,고지·산간형,2,8
YS_0005,2021-03-08 15:00:00,1,F_010308,37.1856570001991,128.9553710005478,고지·산간형,3,15
YS_0005,2021-03-11 13:00:00,1,F_010320,37.15191299979643,128.98799299958304,고지·산간형,3,13
YS_0005,2021-03-11 15:00:00,1,F_010326,37.1648040003371,128.98609199982494,고지·산간형,3,15
YS_0005,2021-04-02 10:00:00,1,F_010433,37.159839999613936,128.9910459999258,고지·산간형,4,10
YS_0005,2021-04-22 15:00:00,1,F_010551,37.182823000131656,128.9783590002986,고지·산간형,4,15
YS_0005,2021-04-28 17:00:00,1,F_010594,37.13711299955319,128.97757999981553,고지·산간형,4,17
YS_0006,2020-03-26 12:00:00,1,F_007702,38.18919482733525,127.33391377896687,영서 내륙형,3,12
YS_0006,2020-03-26 20:00:00,1,F_010817,38.188749425734,127.33530432501126,영서 내륙형,3,20
YS_0006,2020-04-16 05:00:00,1,F_010888,38.1310766280191,127.3467196424421,영서 내륙형,4,5
YS_0006,2020-04-24 11:00:00,1,F_007772,38.2079397534126,127.35330652057326,영서 내륙형,4,11
YS_0006,2020-05-07 13:00:00,1,F_010932,38.17465575622212,127.30000968884391,영서 내륙형,5,13
YS_0006,2020-10-26 14:00:00,2,F_008530|F_008538,38.15974000044525,127.30129299956786,영서 내륙형,10,14
YS_0006,2021-02-01 09:00:00,1,F_008876,38.14497399975399,127.30639200001606,영서 내륙형,2,9
YS_0006,2021-02-01 13:00:00,1,F_008932,38.20095200038217,127.3398560005646,영서 내륙형,2,13
YS_0006,2021-02-02 08:00:00,1,F_009283,38.14979799955722,127.31341699995328,영서 내륙형,2,8
YS_0006,2021-02-09 10:00:00,1,F_010073,38.14665699979713,127.31687599990592,영서 내륙형,2,10
YS_0006,2021-02-11 10:00:00,1,F_010108,38.13188999968445,127.3439429996736,영서 내륙형,2,10
YS_0006,2021-02-23 09:00:00,1,F_010258,38.12111699959823,127.28361300041584,영서 내륙형,2,9
YS_0006,2021-03-30 17:00:00,2,F_010402|F_010408,38.1329770002419,127.29395200053916,영서 내륙형,3,17
YS_0006,2021-03-31 10:00:00,2,F_010422|F_010424,38.1841769999279,127.31704799980989,영서 내륙형,3,10
YS_0007,2020-04-13 12:00:00,2,F_007753|F_007755,37.5625349995546,128.03436099998473,영서 내륙형,4,12
YS_0007,2020-04-27 11:00:00,2,F_007778|F_010908,37.55019100011084,127.9604180000698,영서 내륙형,4,11
YS_0007,2020-05-08 15:00:00,1,F_007804,37.56234556932876,128.03576421298084,영서 내륙형,5,15
YS_0007,2020-05-08 16:00:00,2,F_007805|F_007806,37.56022799971966,128.0342709996173,영서 내륙형,5,16
YS_0007,2020-07-03 16:00:00,1,F_010981,37.51036552955573,127.95604454165884,영서 내륙형,7,16
YS_0007,2020-10-16 17:00:00,1,F_008021,37.49166099989473,127.98720599959942,영서 내륙형,10,17
YS_0007,2020-11-14 17:00:00,1,F_011056,37.4737431354024,127.95130468728682,영서 내륙형,11,17
YS_0007,2021-01-20 14:00:00,1,F_008753,37.58125162177015,127.96844096861024,영서 내륙형,1,14
YS_0007,2021-01-20 15:00:00,1,F_008754,37.58355000012072,127.971275000011,영서 내륙형,1,15
YS_0007,2021-01-20 16:00:00,1,F_008751,37.58343500025751,127.97115099943798,영서 내륙형,1,16
YS_0007,2021-02-02 08:00:00,1,F_009282,37.4901269997058,127.98851800004432,영서 내륙형,2,8
YS_0007,2021-02-03 10:00:00,15,F_009532|F_009543|F_009548|F_009759|F_009785|F_009827|F_009835|F_009840|F_009890|F_009896|F_009897|F_009909|F_009911|F_009913|F_009920,37.49679699989776,127.99685799992618,영서 내륙형,2,10
YS_0007,2021-02-03 11:00:00,2,F_009565|F_009819,37.46744600003479,127.9876449998718,영서 내륙형,2,11
YS_0007,2021-02-03 16:00:00,1,F_009582,37.47396299982422,127.95584000023231,영서 내륙형,2,16
YS_0007,2021-02-03 19:00:00,1,F_009679,37.49018099972001,127.98868199983434,영서 내륙형,2,19
YS_0007,2021-02-06 13:00:00,1,F_010037,37.441246999697285,127.8896509995277,영서 내륙형,2,13
YS_0007,2021-02-07 19:00:00,1,F_010051,37.490054000252805,127.98860500052449,영서 내륙형,2,19
YS_0007,2021-02-17 17:00:00,1,F_010182,37.49162099977893,128.00326300024912,영서 내륙형,2,17
YS_0007,2021-02-24 14:00:00,1,F_011142,37.4874899127872,127.89150829532971,영서 내륙형,2,14
YS_0007,2021-02-24 15:00:00,1,F_010261,37.48715041702558,127.8915327911051,영서 내륙형,2,15
YS_0007,2021-03-04 17:00:00,1,F_010292,37.4922940001858,127.86566399945306,영서 내륙형,3,17
YS_0007,2021-03-20 12:00:00,1,F_010364,37.47742200037747,128.04243200027898,영서 내륙형,3,12
YS_0007,2021-04-19 16:00:00,1,F_010523,37.54408969980646,127.93568901934282,영서 내륙형,4,16
YS_0007,2021-04-19 17:00:00,3,F_010521|F_010524|F_010531,37.54206099991636,127.93512400015663,영서 내륙형,4,17
YS_0007,2021-04-19 18:00:00,3,F_010525|F_010527|F_010533,37.55126762448987,127.92147609762108,영서 내륙형,4,18
YS_0007,2021-04-19 19:00:00,1,F_010528,37.5496854395554,127.92394982597108,영서 내륙형,4,19
YS_0007,2021-04-27 13:00:00,1,F_010589,37.49183900017432,127.98509099983691,영서 내륙형,4,13
YS_0008,2020-01-20 17:00:00,1,F_007625,37.87413099976224,128.25981799983384,영서 내륙형,1,17
YS_0008,2020-12-06 13:00:00,1,F_008622,38.0150528240918,128.3752918317008,영서 내륙형,12,13
YS_0008,2021-02-09 09:00:00,1,F_010080,37.95585099969432,128.37000300054532,영서 내륙형,2,9
YS_0008,2021-02-09 10:00:00,1,F_010072,37.95766799994486,128.3456629999105,영서 내륙형,2,10
YS_0008,2021-02-09 14:00:00,1,F_010078,37.987173999835626,128.33812899957238,영서 내륙형,2,14
YS_0008,2021-02-16 16:00:00,1,F_010170,37.9570720000724,128.36995599994987,영서 내륙형,2,16
YS_0008,2021-02-17 09:00:00,1,F_010175,37.987385999649966,128.33793599988118,영서 내륙형,2,9
YS_0008,2021-03-10 21:00:00,1,F_010314,37.87382099971596,128.25869000046637,영서 내륙형,3,21
YS_0009,2020-01-06 16:00:00,1,F_010703,37.728605626318725,127.69916055964526,영서 내륙형,1,16
YS_0009,2020-01-31 17:00:00,2,F_010727|F_010729,37.68835250629877,127.68506436227044,영서 내륙형,1,17
YS_0009,2020-02-24 13:00:00,1,F_007660,37.69968600031587,127.66374500036156,영서 내륙형,2,13
YS_0009,2020-03-15 14:00:00,1,F_007681,37.67023962462146,127.57435175834028,영서 내륙형,3,14
YS_0009,2020-04-26 11:00:00,1,F_007775,37.7578530001009,127.7467550003394,영서 내륙형,4,11
YS_0009,2020-11-03 14:00:00,1,F_008599,37.62341957270768,127.71696636642984,영서 내륙형,11,14
YS_0009,2020-11-08 11:00:00,1,F_011049,37.680284809396994,127.6507892192401,영서 내륙형,11,11
YS_0009,2020-12-12 19:00:00,1,F_008684,37.68295318851934,127.58668529659732,영서 내륙형,12,19
YS_0009,2021-02-02 10:00:00,1,F_009287,37.68874499968519,127.66393199992444,영서 내륙형,2,10
YS_0009,2021-02-02 11:00:00,2,F_009346|F_009461,37.72975500020788,127.7256610003241,영서 내륙형,2,11
YS_0009,2021-02-03 17:00:00,1,F_009584,37.68735500037981,127.6880189997741,영서 내륙형,2,17
YS_0009,2021-02-05 08:00:00,1,F_010032,37.67534200039851,127.7632599997441,영서 내륙형,2,8
YS_0009,2021-02-26 13:00:00,2,F_010278|F_010280,37.73473494809807,127.76355790970322,영서 내륙형,2,13
YS_0009,2021-03-07 12:00:00,1,F_010304,37.72949000027715,127.705827999889,영서 내륙형,3,12
YS_0009,2021-03-11 15:00:00,1,F_010322,37.6533220003112,127.55345299954053,영서 내륙형,3,15
YS_0009,2021-03-19 10:00:00,1,F_010362,37.61663106222553,127.71343702967728,영서 내륙형,3,10
YS_0009,2021-03-19 11:00:00,1,F_010363,37.61353299994323,127.71571799948552,영서 내륙형,3,11
YS_0009,2021-04-06 14:00:00,1,F_010448,37.692610912316304,127.70187812778605,영서 내륙형,4,14
YS_0009,2021-04-20 15:00:00,1,F_010535,37.63511836935279,127.762722241679,영서 내륙형,4,15
YS_0010,2020-02-08 11:00:00,1,F_010736,37.17592157421167,128.4954126665644,영서 내륙형,2,11
YS_0010,2020-03-16 11:00:00,3,F_007683|F_007684|F_010782,37.14252261001994,128.4032389334996,영서 내륙형,3,11
YS_0010,2020-04-09 14:00:00,1,F_007744,37.22960606729462,128.50471952331333,영서 내륙형,4,14
YS_0010,2020-10-21 14:00:00,1,F_008287,37.25582899980103,128.4549870001003,영서 내륙형,10,14
YS_0010,2020-10-21 15:00:00,1,F_008281,37.18142300036882,128.45980800049034,영서 내륙형,10,15
YS_0010,2020-10-21 16:00:00,1,F_008284,37.18130499993904,128.45892299953718,영서 내륙형,10,16
YS_0010,2020-11-01 09:00:00,1,F_008595,37.17058800029362,128.45684800012347,영서 내륙형,11,9
YS_0010,2020-12-10 10:00:00,1,F_008628,37.18313299988548,128.4598869994857,영서 내륙형,12,10
YS_0010,2020-12-25 16:00:00,2,F_008718|F_011091,37.20884653192254,128.4590138195594,영서 내륙형,12,16
YS_0010,2021-01-15 08:00:00,1,F_011103,37.1827387384553,128.42775892031264,영서 내륙형,1,8
YS_0010,2021-01-28 16:00:00,1,F_008814,37.2531539996786,128.5054639997506,영서 내륙형,1,16
YS_0010,2021-02-01 10:00:00,1,F_008903,37.18235399956956,128.45988100048325,영서 내륙형,2,10
YS_0010,2021-02-01 11:00:00,3,F_008865|F_008866|F_009280,37.18122850010113,128.4609434997888,영서 내륙형,2,11
YS_0010,2021-02-03 14:00:00,1,F_009903,37.18643299961048,128.40491999973676,영서 내륙형,2,14
YS_0010,2021-02-05 09:00:00,1,F_009936,37.23646699960376,128.5230990003327,영서 내륙형,2,9
YS_0010,2021-02-16 15:00:00,1,F_010173,37.183654799929,128.46163189972833,영서 내륙형,2,15
YS_0010,2021-03-11 14:00:00,1,F_011167,37.11390473965929,128.5571930337522,영서 내륙형,3,14
YS_0010,2021-03-11 15:00:00,1,F_010321,37.11372500022234,128.55701399968387,영서 내륙형,3,15
YS_0010,2021-03-12 19:00:00,1,F_011169,37.11109245953792,128.5607128488783,영서 내륙형,3,19
YS_0010,2021-03-21 09:00:00,1,F_010366,37.15473400012775,128.49385799977708,영서 내륙형,3,9
YS_0010,2021-03-31 16:00:00,1,F_010419,37.27263199964888,128.5245419995534,영서 내륙형,3,16
YS_0010,2021-04-24 05:00:00,1,F_011226,37.198280873295,128.37906937098404,영서 내륙형,4,5
YS_0010,2021-04-29 13:00:00,4,F_010597|F_010598|F_010606|F_011242,37.25736300035221,128.50728500050712,영서 내륙형,4,13
YS_0010,2021-04-29 14:00:00,1,F_010603,37.25835400013993,128.50754600021733,영서 내륙형,4,14
YS_0010,2021-05-25 13:00:00,1,F_010694,37.18335979969677,128.4572257995489,영서 내륙형,5,13
YS_0011,2020-03-24 05:00:00,1,F_010807,37.70104509540272,128.76418625325266,고지·산간형,3,5
YS_0012,2020-06-21 11:00:00,1,F_010973,38.13436823324837,128.0291527324864,영서 내륙형,6,11
YS_0012,2020-10-26 18:00:00,1,F_008564,38.09742600037956,127.98021300024064,영서 내륙형,10,18
YS_0012,2020-11-05 11:00:00,1,F_011041,38.11075123485767,127.9292354640021,영서 내륙형,11,11
YS_0012,2020-11-09 18:00:00,1,F_008607,38.09568800009767,128.032484999882,영서 내륙형,11,18
YS_0012,2020-12-03 17:00:00,1,F_008619,38.09520999964538,127.99639799980407,영서 내륙형,12,17
YS_0012,2020-12-10 10:00:00,1,F_008633,38.077101000175794,127.9844439996159,영서 내륙형,12,10
YS_0012,2021-01-08 10:00:00,1,F_008740,38.07600700022881,127.98519099979517,영서 내륙형,1,10
YS_0012,2021-02-19 15:00:00,1,F_010207,38.071387000376376,128.01508800049015,영서 내륙형,2,15
YS_0012,2021-02-23 09:00:00,1,F_010259,38.05292500044927,127.97594099943998,영서 내륙형,2,9
YS_0012,2021-03-23 13:00:00,1,F_010372,38.07982268438364,127.98465238930784,영서 내륙형,3,13
YS_0012,2021-03-27 16:00:00,1,F_010387,38.12978299988867,128.05411299990752,영서 내륙형,3,16
YS_0013,2020-03-07 01:00:00,1,F_010763,37.37202791069475,128.7197739476546,고지·산간형,3,1
YS_0013,2020-04-01 11:00:00,1,F_007709,37.35452999981791,128.5225180002416,고지·산간형,4,11
YS_0013,2020-12-10 10:00:00,1,F_008629,37.37893099968286,128.66291799968369,고지·산간형,12,10
YS_0013,2020-12-10 13:00:00,1,F_008643,37.37898199960217,128.66281300028675,고지·산간형,12,13
YS_0013,2021-01-04 17:00:00,1,F_008733,37.38250300015217,128.6528820004903,고지·산간형,1,17
YS_0013,2021-01-20 13:00:00,1,F_008752,37.37911099976939,128.66261600019152,고지·산간형,1,13
YS_0013,2021-01-25 10:00:00,1,F_008759,37.37901850025656,128.6628292996403,고지·산간형,1,10
YS_0013,2021-01-25 11:00:00,1,F_008764,37.379098699732864,128.6632125999095,고지·산간형,1,11
YS_0013,2021-02-02 09:00:00,1,F_009474,37.38914199988498,128.6409699998191,고지·산간형,2,9
YS_0013,2021-02-02 11:00:00,1,F_009509,37.38274700006706,128.66922599981518,고지·산간형,2,11
YS_0013,2021-02-03 14:00:00,1,F_009674,37.37019699959059,128.61816400016093,고지·산간형,2,14
YS_0013,2021-02-03 17:00:00,1,F_009904,37.38384499976338,128.5241989998289,고지·산간형,2,17
YS_0013,2021-02-12 14:00:00,1,F_010109,37.37736599974893,128.64903899973586,고지·산간형,2,14
YS_0013,2021-03-27 14:00:00,1,F_010386,37.39687199983031,128.6684700005343,고지·산간형,3,14
YS_0013,2021-04-18 13:00:00,1,F_010519,37.34607500016105,128.5658809995283,고지·산간형,4,13
YS_0013,2021-05-18 09:00:00,1,F_011274,37.39174883204151,128.63989752750885,고지·산간형,5,9
YS_0014,2020-01-29 12:00:00,1,F_007633,38.08907401425449,127.6491647868433,영서 내륙형,1,12
YS_0014,2020-03-08 14:00:00,1,F_007669,38.06913900039119,127.67255800003362,영서 내륙형,3,14
YS_0014,2020-03-24 13:00:00,2,F_007696|F_010808,38.09686799498368,127.62888925637476,영서 내륙형,3,13
YS_0014,2020-10-06 13:00:00,1,F_011000,38.03764691175262,127.74258323614283,영서 내륙형,10,13
YS_0014,2020-10-09 06:00:00,1,F_011001,38.109616419158414,127.68532023969604,영서 내륙형,10,6
YS_0014,2020-10-20 13:00:00,1,F_008134,38.05797199967184,127.6684340001686,영서 내륙형,10,13
YS_0014,2020-10-21 14:00:00,1,F_008270,38.10412200007455,127.70734400031849,영서 내륙형,10,14
YS_0014,2020-11-02 09:00:00,1,F_008598,38.10360000044933,127.705270999898,영서 내륙형,11,9
YS_0014,2021-02-01 09:00:00,2,F_008870|F_008871,38.05715500032539,127.66818699955932,영서 내륙형,2,9
YS_0014,2021-02-01 11:00:00,1,F_008916,38.05785099985861,127.66848699976836,영서 내륙형,2,11
YS_0014,2021-02-02 09:00:00,3,F_009307|F_009314|F_009315,38.1040920003159,127.70724999974192,영서 내륙형,2,9
YS_0014,2021-02-02 14:00:00,1,F_009470,38.059662000030514,127.70133500009132,영서 내륙형,2,14
YS_0014,2021-02-02 18:00:00,1,F_009306,38.06955900010441,127.68240900041596,영서 내륙형,2,18
YS_0014,2021-04-22 07:00:00,1,F_011222,38.051314704123385,127.68297618899588,영서 내륙형,4,7
YS_0015,2020-02-08 07:00:00,1,F_007650,37.80784896117239,127.56566148965648,영서 내륙형,2,7
YS_0015,2020-04-24 13:00:00,1,F_007774,37.74982172425358,127.54002971321198,영서 내륙형,4,13
YS_0015,2020-05-06 19:00:00,1,F_007799,37.73008140520548,127.50974600686187,영서 내륙형,5,19
YS_0015,2020-05-08 15:00:00,1,F_007803,37.714498000205246,127.57903500044874,영서 내륙형,5,15
YS_0015,2021-02-02 13:00:00,1,F_009350,37.72961300011155,127.54292200037744,영서 내륙형,2,13
YS_0015,2021-04-14 14:00:00,1,F_010488,37.730872000245625,127.5600919994657,영서 내륙형,4,14
YS_0015,2021-05-05 13:00:00,1,F_010618,37.72877200032197,127.52790400011573,영서 내륙형,5,13
YS_0016,2021-02-09 12:00:00,1,F_010074,37.66916699981861,128.66570300036864,고지·산간형,2,12
YS_0016,2021-04-21 12:00:00,1,F_010542,37.67871245226368,128.64400417932669,고지·산간형,4,12
YS_0016,2021-05-04 15:00:00,1,F_010616,37.67598400004158,128.62045299997243,고지·산간형,5,15
YS_0017,2020-03-14 09:00:00,1,F_007675,38.2939900000634,127.34898799950898,영서 내륙형,3,9
YS_0017,2020-04-16 15:00:00,1,F_007768,38.31005726068757,127.30808234713224,영서 내륙형,4,15
YS_0017,2020-04-24 12:00:00,1,F_007773,38.22034100002164,127.34412800030717,영서 내륙형,4,12
YS_0017,2020-05-03 13:00:00,1,F_007794,38.28268599997063,127.3180399998474,영서 내륙형,5,13
YS_0017,2020-05-04 17:00:00,2,F_007796|F_007797,38.24048039420512,127.25678045067276,영서 내륙형,5,17
YS_0017,2021-03-08 09:00:00,1,F_010307,38.24474900033683,127.34906499962416,영서 내륙형,3,9
YS_0017,2021-04-08 15:00:00,1,F_010465,38.27820175035979,127.30605721166772,영서 내륙형,4,15
YS_0017,2021-04-08 16:00:00,1,F_010464,38.277246000198936,127.3073920004224,영서 내륙형,4,16
YS_0018,2021-03-31 15:00:00,2,F_010418|F_011194,38.19685497328992,127.98983537880184,영서 내륙형,3,15
YS_0018,2021-03-31 16:00:00,1,F_010414,38.17617900028968,128.00073199980355,영서 내륙형,3,16
YS_0018,2021-04-01 09:00:00,1,F_010426,38.18604800031112,127.98262399974077,영서 내륙형,4,9
YS_0019,2020-01-04 14:00:00,1,F_007621,37.26192932333551,128.58058226491562,고지·산간형,1,14
YS_0019,2020-02-02 09:00:00,1,F_007642,37.192218000340375,128.56248300052974,고지·산간형,2,9
YS_0019,2020-10-21 14:00:00,1,F_008259,37.147774000335296,128.68164100031214,고지·산간형,10,14
YS_0019,2020-10-29 14:00:00,2,F_008575|F_011027,37.19627300037827,128.63776799986428,고지·산간형,10,14
YS_0019,2021-02-01 11:00:00,3,F_008912|F_009231|F_009270,37.17574599975698,128.7142879996543,고지·산간형,2,11
YS_0019,2021-02-03 11:00:00,1,F_009671,37.11969500035328,128.62516300011322,고지·산간형,2,11
YS_0019,2021-02-23 09:00:00,1,F_010257,37.20844400024473,128.66745000050489,고지·산간형,2,9
YS_0019,2021-03-01 01:00:00,1,F_011154,37.19692814401965,128.6374185472073,고지·산간형,3,1
YS_0019,2021-03-01 09:00:00,1,F_011155,37.13801966751808,128.6153848604568,고지·산간형,3,9
YS_0019,2021-03-31 15:00:00,3,F_010411|F_010412|F_011193,37.2544584012409,128.62233298406034,고지·산간형,3,15
YS_0019,2021-03-31 16:00:00,1,F_010417,37.257945000397456,128.62611900041952,고지·산간형,3,16
YS_0019,2021-03-31 19:00:00,1,F_010420,37.259050999981135,128.6302100002899,고지·산간형,3,19
YS_0019,2021-04-15 07:00:00,1,F_010494,37.14363999996869,128.6792119999959,고지·산간형,4,7
YS_0019,2021-04-27 09:00:00,1,F_010585,37.10951405886875,128.631560263398,고지·산간형,4,9
YS_0020,2020-04-15 14:00:00,1,F_007765,37.48411275843006,128.38965446627034,고지·산간형,4,14
YS_0020,2020-04-16 14:00:00,1,F_010892,37.48496450884559,128.38924062329352,고지·산간형,4,14
YS_0020,2020-06-01 11:00:00,1,F_007809,37.49499600011494,128.45137599969078,고지·산간형,6,11
YS_0020,2020-10-20 08:00:00,1,F_008148,37.6047209996761,128.46054100004696,고지·산간형,10,8
YS_0020,2020-10-20 10:00:00,1,F_008125,37.6047209996761,128.46054100004696,고지·산간형,10,10
YS_0020,2020-10-20 11:00:00,1,F_008160,37.6047209996761,128.46054100004696,고지·산간형,10,11
YS_0020,2020-10-22 09:00:00,1,F_008442,37.49527400028964,128.4513700003499,고지·산간형,10,9
YS_0020,2020-10-22 10:00:00,1,F_008398,37.49527400028964,128.4513700003499,고지·산간형,10,10
YS_0020,2020-10-29 10:00:00,1,F_008570,37.49527500022576,128.4513759995399,고지·산간형,10,10
YS_0020,2020-10-29 11:00:00,1,F_008576,37.49527500022576,128.4513759995399,고지·산간형,10,11
YS_0020,2020-12-10 10:00:00,1,F_008626,37.496022999603895,128.45785499960212,고지·산간형,12,10
YS_0020,2021-02-01 16:00:00,2,F_008869|F_009013,37.49622170020703,128.4572089001397,고지·산간형,2,16
YS_0020,2021-02-02 09:00:00,2,F_009316|F_009321,37.50088099962739,128.45850200040184,고지·산간형,2,9
YS_0020,2021-02-03 09:00:00,1,F_009661,37.49481499970344,128.45451100023342,고지·산간형,2,9
YS_0020,2021-02-15 10:00:00,1,F_010150,37.500516000027815,128.45626899960433,고지·산간형,2,10
YS_0020,2021-03-09 14:00:00,1,F_011162,37.57493536167374,128.4986595438795,고지·산간형,3,14
YS_0020,2021-04-02 15:00:00,2,F_010437|F_010439,37.50124600039312,128.4281629999996,고지·산간형,4,15
YS_0020,2021-04-19 09:00:00,1,F_010529,37.55158699996433,128.454026000304,고지·산간형,4,9
YS_0021,2020-01-24 17:00:00,1,F_010714,37.6065391429827,128.52330053229295,고지·산간형,1,17
YS_0021,2020-04-10 11:00:00,1,F_007745,37.68223506877506,128.54460530464084,고지·산간형,4,11
YS_0021,2020-04-10 12:00:00,1,F_007747,37.68218800012471,128.54512499972557,고지·산간형,4,12
YS_0021,2020-05-16 15:00:00,1,F_010939,37.59339027451388,128.57173971221377,고지·산간형,5,15
YS_0021,2020-10-20 15:00:00,1,F_008109,37.63148899958127,128.5551610003455,고지·산간형,10,15
YS_0021,2020-10-24 14:00:00,1,F_011017,37.66156426980993,128.5688133527084,고지·산간형,10,14
YS_0021,2020-10-30 14:00:00,1,F_008592,37.66142038160436,128.56743911406912,고지·산간형,10,14
YS_0021,2021-01-17 14:00:00,1,F_008749,37.634981200326415,128.53764779987634,고지·산간형,1,14
YS_0021,2021-02-07 13:00:00,1,F_010057,37.65356899998608,128.57978799988808,고지·산간형,2,13
YS_0021,2021-03-14 13:00:00,1,F_010350,37.68651499992364,128.55858000047783,고지·산간형,3,13
YS_0022,2020-03-08 18:00:00,1,F_010770,37.57698829605277,128.12130907421394,영서 내륙형,3,18
YS_0022,2020-03-21 15:00:00,1,F_007692,37.563376000426125,128.08891299971995,영서 내륙형,3,15
YS_0022,2020-04-02 19:00:00,1,F_007711,37.56079477691091,128.14972530807796,영서 내륙형,4,19
YS_0022,2020-04-11 14:00:00,1,F_007749,37.52539594265915,128.17952847127142,영서 내륙형,4,14
YS_0022,2021-01-12 11:00:00,1,F_008742,37.6309648165335,128.03648933579998,영서 내륙형,1,11
