fire_exposure_id,기상셀ID,기준시각,raw_event_n,fire_ids,weather_rows_in_window_before_exclusion,candidate_rows_in_window_after_exclusion
FE_00724,YS_0024,2020-03-28 19:00:00,1,F_010828,97,0
FE_00725,YS_0024,2020-04-04 20:00:00,1,F_010845,97,0
FE_00726,YS_0024,2020-04-30 14:00:00,1,F_007782,97,0
FE_00727,YS_0024,2020-10-09 16:00:00,1,F_007824,97,0
FE_00728,YS_0024,2020-12-10 10:00:00,1,F_008625,97,0
FE_00729,YS_0024,2021-02-02 10:00:00,6,F_009298;F_009303;F_009337;F_009437;F_009456;F_009504,97,0
FE_00730,YS_0024,2021-02-02 11:00:00,6,F_009338;F_009339;F_009341;F_009343;F_009377;F_009479,97,0
FE_00731,YS_0024,2021-02-02 13:00:00,1,F_009480,97,0
FE_00732,YS_0024,2021-02-03 10:00:00,1,F_009545,97,0
FE_00733,YS_0024,2021-02-05 09:00:00,1,F_009937,97,0
FE_00734,YS_0024,2021-02-05 10:00:00,2,F_009938;F_009939,97,0
FE_00735,YS_0024,2021-02-05 11:00:00,2,F_009950;F_009981,97,0
FE_00736,YS_0024,2021-02-06 11:00:00,1,F_010039,97,0
FE_00737,YS_0025,2020-03-26 13:00:00,1,F_007701,97,0
FE_00738,YS_0025,2020-09-10 19:00:00,1,F_010994,97,0
FE_00739,YS_0025,2020-10-20 10:00:00,1,F_008124,97,0
FE_00740,YS_0025,2020-10-20 11:00:00,1,F_008161,97,0
FE_00741,YS_0025,2020-10-20 14:00:00,2,F_008107;F_008174,97,0
FE_00742,YS_0025,2020-10-20 15:00:00,2,F_008118;F_008120,97,0
FE_00743,YS_0025,2021-01-29 14:00:00,2,F_008829;F_008838,97,0
FE_00744,YS_0025,2021-02-03 08:00:00,1,F_009516,97,0
FE_00745,YS_0025,2021-02-05 14:00:00,1,F_009977,97,0
FE_00746,YS_0025,2021-02-07 16:00:00,1,F_010052,97,0
FE_00747,YS_0025,2021-02-11 06:00:00,1,F_010092,97,0
FE_00748,YS_0025,2021-02-12 10:00:00,1,F_010116,97,0
FE_00749,YS_0025,2021-02-12 16:00:00,1,F_010111,97,0
FE_00750,YS_0025,2021-02-12 17:00:00,1,F_010118,97,0
FE_00751,YS_0025,2021-02-13 10:00:00,1,F_010120,97,0
FE_00752,YS_0025,2021-02-14 17:00:00,1,F_010134,97,0
FE_00753,YS_0025,2021-04-25 12:00:00,2,F_010569;F_010574,97,0
FE_00754,YS_0025,2021-05-02 08:00:00,1,F_010613,97,0
FE_00755,YS_0026,2020-01-26 13:00:00,1,F_007632,97,0
FE_00756,YS_0026,2020-01-26 14:00:00,1,F_007631,97,0
FE_00757,YS_0026,2020-05-06 11:00:00,1,F_007798,97,0
FE_00758,YS_0026,2020-06-21 17:00:00,1,F_010974,97,0
FE_00759,YS_0026,2021-02-14 18:00:00,1,F_010138,97,0
FE_00760,YS_0026,2021-03-14 11:00:00,1,F_010341,97,0
FE_00761,YS_0026,2021-04-22 13:00:00,2,F_010550;F_010553,97,0
FE_00762,YS_0026,2021-04-22 14:00:00,1,F_010548,97,0
FE_00763,YS_0026,2021-05-09 13:00:00,2,F_010644;F_010653,97,0
FE_00764,YS_0027,2020-01-26 06:00:00,1,F_010717,97,0
FE_00765,YS_0027,2021-01-26 09:00:00,1,F_008792,97,0
FE_00766,YS_0027,2021-02-01 09:00:00,1,F_008872,97,0
FE_00767,YS_0027,2021-02-05 14:00:00,3,F_009935;F_009955;F_010036,97,0
FE_00768,YS_0027,2021-02-05 15:00:00,1,F_009978,97,0
FE_00769,YS_0027,2021-02-20 15:00:00,2,F_010224;F_010235,97,0
FE_00770,YS_0027,2021-02-20 16:00:00,1,F_010214,97,0
FE_00771,YS_0027,2021-04-21 08:00:00,1,F_010546,97,0
FE_00772,YS_0028,2020-02-09 18:00:00,1,F_010739,97,0
FE_00773,YS_0028,2020-02-09 19:00:00,2,F_007651;F_007652,97,0
FE_00774,YS_0028,2020-02-23 15:00:00,1,F_007659,97,0
FE_00775,YS_0028,2020-04-08 12:00:00,1,F_007728,97,0
FE_00776,YS_0028,2020-04-08 13:00:00,1,F_007730,97,0
FE_00777,YS_0028,2020-05-06 14:00:00,1,F_010931,97,0
FE_00778,YS_0028,2020-10-21 14:00:00,1,F_008273,97,0
FE_00779,YS_0028,2020-10-21 15:00:00,1,F_008275,97,0
FE_00780,YS_0028,2020-12-04 22:00:00,1,F_011071,97,0
FE_00781,YS_0028,2021-01-04 11:00:00,1,F_008728,97,0
FE_00782,YS_0028,2021-01-27 10:00:00,1,F_008796,97,0
FE_00783,YS_0028,2021-01-29 10:00:00,1,F_008835,97,0
FE_00784,YS_0028,2021-02-01 11:00:00,6,F_008915;F_009025;F_009127;F_009133;F_009267;F_009272,97,0
FE_00785,YS_0028,2021-02-13 08:00:00,1,F_010130,97,0
FE_00786,YS_0028,2021-02-14 10:00:00,1,F_010140,97,0
FE_00787,YS_0028,2021-02-24 17:00:00,1,F_010262,97,0
FE_00788,YS_0028,2021-03-30 11:00:00,1,F_010396,97,0
FE_00789,YS_0029,2020-03-19 21:00:00,1,F_007690,97,0
FE_00790,YS_0029,2020-04-27 17:00:00,1,F_010909,97,0
FE_00791,YS_0029,2020-06-05 16:00:00,1,F_010950,97,0
FE_00792,YS_0029,2020-12-03 10:00:00,1,F_008621,97,0
FE_00793,YS_0029,2021-02-03 09:00:00,1,F_009887,97,0
FE_00794,YS_0029,2021-03-19 11:00:00,1,F_011175,97,0
FE_00795,YS_0029,2021-03-19 12:00:00,1,F_010358,97,0
FE_00796,YS_0030,2020-01-21 14:00:00,1,F_007626,97,0
FE_00797,YS_0030,2020-01-21 15:00:00,1,F_007627,97,0
FE_00798,YS_0030,2020-03-07 16:00:00,1,F_007668,97,0
FE_00799,YS_0030,2020-05-17 10:00:00,1,F_010940,97,0
FE_00800,YS_0030,2020-11-15 21:00:00,1,F_008609,97,0
FE_00801,YS_0030,2020-11-26 12:00:00,1,F_008614,97,0
FE_00802,YS_0030,2021-01-27 17:00:00,1,F_008795,97,0
FE_00803,YS_0030,2021-02-07 18:00:00,1,F_010050,97,0
FE_00804,YS_0030,2021-03-10 09:00:00,1,F_010310,97,0
FE_00805,YS_0030,2021-03-22 15:00:00,1,F_010369,97,0
FE_00806,YS_0030,2021-05-06 17:00:00,1,F_010620,97,0
FE_00807,YS_0031,2020-10-31 15:00:00,1,F_011034,97,0
FE_00808,YS_0032,2020-05-17 20:00:00,1,F_010941,97,0
FE_00809,YS_0032,2021-01-27 14:00:00,1,F_008794,97,0
FE_00810,YS_0032,2021-02-01 09:00:00,2,F_008874;F_009014,97,0
FE_00811,YS_0032,2021-02-01 11:00:00,1,F_008908,97,0
FE_00812,YS_0032,2021-02-12 09:00:00,1,F_010117,97,0
FE_00813,YS_0032,2021-02-16 09:00:00,1,F_010169,97,0
FE_00814,YS_0032,2021-02-25 16:00:00,1,F_010272,97,0
FE_00815,YS_0032,2021-03-24 15:00:00,1,F_011183,97,0
FE_00816,YS_0032,2021-04-24 19:00:00,1,F_011227,97,0
FE_00817,YS_0033,2020-04-15 11:00:00,2,F_007764;F_010882,97,0
FE_00818,YS_0033,2020-10-21 14:00:00,1,F_008267,97,0
FE_00819,YS_0033,2021-01-18 23:00:00,1,F_008750,97,0
FE_00820,YS_0033,2021-02-02 10:00:00,1,F_009301,97,0
FE_00821,YS_0034,2020-11-26 13:00:00,1,F_008615,97,0
FE_00822,YS_0034,2021-01-01 22:00:00,1,F_011097,97,0
FE_00823,YS_0034,2021-03-31 07:00:00,1,F_011192,97,0
FE_00824,YS_0034,2021-04-21 13:00:00,1,F_010544,97,0
FE_00825,YS_0034,2021-04-21 14:00:00,1,F_010541,97,0
FE_00826,YS_0035,2020-06-10 09:00:00,1,F_010958,97,0
FE_00827,YS_0035,2020-07-10 11:00:00,1,F_010984,97,0
FE_00828,YS_0035,2021-02-01 10:00:00,1,F_008902,97,0
FE_00829,YS_0035,2021-02-01 11:00:00,4,F_009114;F_009123;F_009136;F_009277,97,0
FE_00830,YS_0035,2021-02-13 20:00:00,1,F_010122,97,0
FE_00831,YS_0035,2021-02-20 04:00:00,1,F_010220,97,0
FE_00832,YS_0035,2021-03-24 18:00:00,1,F_010376,97,0
FE_00833,YS_0035,2021-03-28 09:00:00,1,F_010395,97,0
FE_00834,YS_0035,2021-03-30 09:00:00,1,F_010403,97,0
FE_00835,YS_0035,2021-05-07 11:00:00,5,F_010626;F_010627;F_010628;F_010629;F_010630,97,0
FE_00836,YS_0035,2021-05-13 09:00:00,1,F_010671,97,0
FE_00837,YS_0036,2021-04-10 18:00:00,1,F_010471,97,0
FE_00838,YS_0037,2020-01-03 12:00:00,1,F_010698,97,0
FE_00839,YS_0037,2020-01-04 13:00:00,2,F_007618;F_007619,97,0
FE_00840,YS_0037,2020-01-04 15:00:00,1,F_007620,97,0
FE_00841,YS_0037,2020-01-05 06:00:00,1,F_010702,97,0
FE_00842,YS_0037,2020-01-06 00:00:00,1,F_010704,97,0
FE_00843,YS_0037,2020-01-06 12:00:00,1,F_007623,97,0
FE_00844,YS_0037,2020-03-08 18:00:00,1,F_010772,97,0
FE_00845,YS_0037,2020-04-04 16:00:00,2,F_007718;F_007721,97,0
FE_00846,YS_0037,2020-04-04 17:00:00,1,F_007720,97,0
FE_00847,YS_0037,2020-05-01 14:00:00,1,F_007784,97,0
FE_00848,YS_0037,2020-06-13 15:00:00,1,F_007814,97,0
FE_00849,YS_0037,2020-10-06 14:00:00,1,F_007823,97,0
FE_00850,YS_0037,2020-12-10 10:00:00,1,F_008637,97,0
FE_00851,YS_0037,2021-01-29 10:00:00,1,F_008816,97,0
FE_00852,YS_0037,2021-02-02 11:00:00,1,F_009459,97,0
FE_00853,YS_0037,2021-04-02 11:00:00,1,F_010435,97,0
FE_00854,YS_0037,2021-05-11 17:00:00,1,F_010666,97,0
FE_00855,YS_0037,2021-05-12 10:00:00,1,F_010670,97,0
FE_00856,YS_0038,2020-10-17 09:00:00,1,F_011010,97,0
FE_00857,YS_0038,2021-02-01 09:00:00,2,F_009217;F_009264,97,0
FE_00858,YS_0038,2021-02-01 11:00:00,1,F_008867,97,0
FE_00859,YS_0038,2021-02-02 14:00:00,1,F_009467,97,0
FE_00860,YS_0038,2021-02-03 16:00:00,1,F_009854,97,0
FE_00861,YS_0038,2021-02-05 16:00:00,1,F_009957,97,0
FE_00862,YS_0038,2021-02-07 09:00:00,1,F_010049,97,0
FE_00863,YS_0038,2021-02-12 15:00:00,1,F_010115,97,0
FE_00864,YS_0038,2021-02-15 18:00:00,1,F_010156,97,0
FE_00865,YS_0038,2021-02-18 13:00:00,1,F_010194,97,0
FE_00866,YS_0038,2021-02-21 08:00:00,1,F_010241,97,0
FE_00867,YS_0038,2021-03-06 08:00:00,1,F_010301,97,0
FE_00868,YS_0038,2021-03-06 09:00:00,2,F_010294;F_010295,97,0
FE_00869,YS_0038,2021-03-06 10:00:00,1,F_010296,97,0
FE_00870,YS_0038,2021-03-06 18:00:00,1,F_010293,97,0
FE_00871,YS_0038,2021-03-25 08:00:00,1,F_010377,97,0
FE_00872,YS_0038,2021-04-06 08:00:00,1,F_010450,97,0
FE_00873,YS_0038,2021-04-06 21:00:00,1,F_010453,97,0
FE_00874,YS_0038,2021-04-21 13:00:00,1,F_010540,97,0
FE_00875,YS_0038,2021-04-23 14:00:00,1,F_010555,97,0
FE_00876,YS_0039,2020-04-14 15:00:00,2,F_007759;F_007762,97,0
FE_00877,YS_0039,2020-11-01 17:00:00,1,F_008596,97,0
FE_00878,YS_0039,2020-11-06 17:00:00,1,F_008604,97,0
FE_00879,YS_0039,2021-05-09 11:00:00,1,F_010639,97,0
FE_00880,YS_0040,2020-07-19 19:00:00,1,F_010986,97,0
FE_00881,YS_0040,2021-02-01 09:00:00,1,F_009100,97,0
FE_00882,YS_0040,2021-02-02 10:00:00,1,F_009285,97,0
FE_00883,YS_0040,2021-02-03 10:00:00,6,F_009512;F_009537;F_009552;F_009742;F_009756;F_009825,97,0
FE_00884,YS_0040,2021-02-03 11:00:00,1,F_009901,97,0
FE_00885,YS_0040,2021-02-03 12:00:00,1,F_009580,97,0
FE_00886,YS_0040,2021-02-25 10:00:00,1,F_010275,97,0
FE_00887,YS_0040,2021-03-08 15:00:00,1,F_010305,97,0
FE_00888,YS_0040,2021-04-27 11:00:00,1,F_010586,97,0
FE_00889,YS_0041,2021-02-01 13:00:00,3,F_008921;F_008987;F_009187,97,0
FE_00890,YS_0042,2020-04-15 08:00:00,1,F_007763,97,0
FE_00891,YS_0042,2020-04-30 08:00:00,1,F_007781,97,0
FE_00892,YS_0042,2021-02-03 11:00:00,1,F_009576,97,0
FE_00893,YS_0042,2021-02-03 14:00:00,1,F_009581,97,0
FE_00894,YS_0042,2021-02-03 17:00:00,1,F_009585,97,0
FE_00895,YS_0042,2021-02-06 13:00:00,1,F_010040,97,0
FE_00896,YS_0042,2021-02-08 10:00:00,1,F_010066,97,0
FE_00897,YS_0042,2021-02-19 10:00:00,1,F_010200,97,0
FE_00898,YS_0042,2021-02-20 10:00:00,1,F_010212,97,0
FE_00899,YS_0042,2021-02-21 10:00:00,1,F_010236,97,0
FE_00900,YS_0042,2021-03-30 10:00:00,1,F_010405,97,0
FE_00901,YS_0042,2021-04-10 15:00:00,1,F_010476,97,0
FE_00902,YS_0042,2021-04-22 21:00:00,1,F_010552,97,0
FE_00903,YS_0043,2020-04-10 11:00:00,1,F_010868,97,0
FE_00904,YS_0043,2020-04-10 12:00:00,1,F_007746,97,0
FE_00905,YS_0043,2020-04-26 17:00:00,1,F_007777,97,0
FE_00906,YS_0043,2020-12-12 11:00:00,1,F_008685,97,0
FE_00907,YS_0043,2020-12-12 12:00:00,1,F_008686,97,0
FE_00908,YS_0043,2020-12-12 15:00:00,1,F_008683,97,0
FE_00909,YS_0043,2021-02-01 09:00:00,1,F_009265,97,0
FE_00910,YS_0043,2021-02-01 11:00:00,2,F_009274;F_009275,97,0
FE_00911,YS_0043,2021-02-11 10:00:00,1,F_010093,97,0
FE_00912,YS_0043,2021-02-12 18:00:00,1,F_010112,97,0
FE_00913,YS_0043,2021-02-23 08:00:00,1,F_010256,97,0
FE_00914,YS_0043,2021-02-26 10:00:00,1,F_010279,97,0
FE_00915,YS_0043,2021-03-26 18:00:00,1,F_010380,97,0
FE_00916,YS_0043,2021-04-01 17:00:00,1,F_010429,97,0
FE_00917,YS_0043,2021-04-25 14:00:00,1,F_010570,97,0
FE_00918,YS_0043,2021-04-25 15:00:00,1,F_010571,97,0
FE_00919,YS_0043,2021-04-25 16:00:00,1,F_010573,97,0
FE_00920,YS_0043,2021-04-25 17:00:00,1,F_010572,97,0
FE_00921,YS_0047,2020-12-07 09:00:00,1,F_011073,97,0
FE_00922,YS_0049,2020-01-03 12:00:00,1,F_007616,97,0
FE_00923,YS_0049,2021-02-01 11:00:00,2,F_008911;F_009268,97,0
FE_00924,YS_0049,2021-02-09 13:00:00,1,F_010075,97,0
FE_00925,YS_0049,2021-02-15 11:00:00,1,F_010152,97,0
FE_00926,YS_0049,2021-03-30 13:00:00,1,F_010397,97,0
FE_00927,YS_0049,2021-05-08 10:00:00,1,F_010635,97,0
FE_00928,YS_0049,2021-05-08 11:00:00,1,F_010638,97,0
FE_00929,YS_0049,2021-05-13 15:00:00,1,F_010672,97,0
FE_00930,YS_0049,2021-05-13 16:00:00,1,F_010673,97,0
FE_00931,YS_0050,2020-03-28 19:00:00,1,F_007703,97,0
FE_00932,YS_0050,2020-04-03 14:00:00,2,F_007712;F_010837,97,0
FE_00933,YS_0050,2020-04-03 15:00:00,1,F_007713,97,0
FE_00934,YS_0050,2020-04-10 18:00:00,1,F_007748,97,0
FE_00935,YS_0050,2020-06-07 23:00:00,1,F_007810,97,0
FE_00936,YS_0050,2021-02-01 21:00:00,1,F_009078,97,0
FE_00937,YS_0050,2021-02-02 10:00:00,4,F_009289;F_009376;F_009408;F_009430,97,0
FE_00938,YS_0050,2021-02-12 18:00:00,1,F_010113,97,0
FE_00939,YS_0050,2021-02-19 12:00:00,1,F_010205,97,0
FE_00940,YS_0050,2021-02-22 21:00:00,1,F_011139,97,0
FE_00941,YS_0050,2021-02-26 10:00:00,1,F_010277,97,0
FE_00942,YS_0050,2021-02-27 12:00:00,1,F_010283,97,0
FE_00943,YS_0050,2021-03-11 17:00:00,1,F_010330,97,0
FE_00944,YS_0050,2021-03-18 11:00:00,1,F_010356,97,0
FE_00945,YS_0050,2021-03-25 14:00:00,1,F_011185,97,0
FE_00946,YS_0050,2021-04-10 18:00:00,1,F_010477,97,0
FE_00947,YS_0050,2021-04-11 12:00:00,1,F_010478,97,0
FE_00948,YS_0050,2021-04-24 16:00:00,1,F_010562,97,0
FE_00949,YS_0050,2021-05-03 07:00:00,1,F_011249,97,0
FE_00950,YS_0051,2020-04-11 12:00:00,1,F_007751,97,0
FE_00951,YS_0051,2020-09-16 09:00:00,1,F_007819,97,0
FE_00952,YS_0051,2020-10-16 15:00:00,1,F_008010,97,0
FE_00953,YS_0051,2020-10-16 16:00:00,2,F_008011;F_008018,97,0
FE_00954,YS_0051,2021-01-29 14:00:00,1,F_008819,97,0
FE_00955,YS_0051,2021-02-22 14:00:00,1,F_010251,97,0
FE_00956,YS_0051,2021-03-14 18:00:00,1,F_010349,97,0
FE_00957,YS_0051,2021-04-06 09:00:00,1,F_010447,97,0
FE_00958,YS_0051,2021-04-07 18:00:00,2,F_010456;F_010457,97,0
FE_00959,YS_0051,2021-04-14 11:00:00,1,F_011206,97,0
FE_00960,YS_0052,2020-03-05 14:00:00,1,F_010761,97,0
FE_00961,YS_0052,2020-03-08 12:00:00,1,F_007671,97,0
FE_00962,YS_0052,2020-03-09 20:00:00,1,F_010774,97,0
FE_00963,YS_0052,2020-03-31 10:00:00,1,F_007704,97,0
FE_00964,YS_0052,2020-04-24 11:00:00,1,F_010898,97,0
FE_00965,YS_0052,2020-05-01 15:00:00,1,F_007787,97,0
FE_00966,YS_0052,2020-05-03 12:00:00,1,F_007793,97,0
FE_00967,YS_0052,2020-05-03 19:00:00,1,F_010924,97,0
FE_00968,YS_0052,2020-05-07 06:00:00,1,F_007800,97,0
FE_00969,YS_0052,2021-02-01 19:00:00,1,F_009077,97,0
FE_00970,YS_0052,2021-02-14 17:00:00,1,F_010137,97,0
FE_00971,YS_0052,2021-02-14 18:00:00,1,F_010139,97,0
FE_00972,YS_0052,2021-04-01 18:00:00,1,F_010428,97,0
FE_00973,YS_0052,2021-04-15 09:00:00,1,F_010495,97,0
FE_00974,YS_0052,2021-04-15 13:00:00,1,F_010491,97,0
FE_00975,YS_0052,2021-04-29 09:00:00,1,F_010599,97,0
FE_00976,YS_0052,2021-05-11 09:00:00,1,F_010668,97,0
FE_00977,YS_0052,2021-05-14 09:00:00,1,F_010679,97,0
FE_00978,YS_0052,2021-05-14 13:00:00,1,F_010684,97,0
FE_00979,YS_0053,2021-04-08 08:00:00,1,F_010463,97,0
FE_00980,YS_0054,2020-02-11 06:00:00,1,F_010742,97,0
FE_00981,YS_0054,2020-02-11 11:00:00,1,F_007654,97,0
FE_00982,YS_0054,2020-04-13 19:00:00,1,F_010879,97,0
FE_00983,YS_0054,2020-04-13 20:00:00,1,F_007757,97,0
FE_00984,YS_0054,2020-04-22 13:00:00,1,F_010895,97,0
FE_00985,YS_0054,2020-10-15 15:00:00,1,F_007915,97,0
FE_00986,YS_0054,2020-10-30 18:00:00,1,F_011031,97,0
FE_00987,YS_0054,2021-02-08 10:00:00,1,F_010064,97,0
FE_00988,YS_0054,2021-02-08 21:00:00,1,F_010061,97,0
FE_00989,YS_0054,2021-02-17 16:00:00,2,F_010178;F_010183,97,0
FE_00990,YS_0054,2021-02-17 17:00:00,1,F_010187,97,0
FE_00991,YS_0054,2021-04-07 12:00:00,2,F_010460;F_010461,97,0
FE_00992,YS_0055,2021-02-05 13:00:00,1,F_010034,97,0
FE_00993,YS_0055,2021-02-20 00:00:00,1,F_011127,97,0
FE_00994,YS_0056,2021-04-17 12:00:00,3,F_010500;F_010502;F_010503,97,0
FE_00995,YS_0057,2020-04-22 14:00:00,1,F_007771,97,0
FE_00996,YS_0057,2020-12-10 11:00:00,1,F_008642,97,0
FE_00997,YS_0057,2021-01-15 15:00:00,1,F_008745,97,0
FE_00998,YS_0057,2021-02-10 09:00:00,1,F_010090,97,0
FE_00999,YS_0057,2021-02-16 16:00:00,1,F_010168,97,0
FE_01000,YS_0057,2021-02-19 10:00:00,1,F_010202,97,0
FE_01001,YS_0057,2021-03-11 09:00:00,1,F_010319,97,0
FE_01002,YS_0057,2021-03-12 07:00:00,1,F_010335,97,0
FE_01003,YS_0057,2021-03-13 09:00:00,1,F_010339,97,0
FE_01004,YS_0057,2021-03-24 18:00:00,1,F_010375,97,0
FE_01005,YS_0057,2021-03-26 18:00:00,1,F_010379,97,0
FE_01006,YS_0057,2021-03-27 19:00:00,1,F_010391,97,0
FE_01007,YS_0057,2021-04-03 12:00:00,1,F_010446,97,0
FE_01008,YS_0057,2021-04-19 18:00:00,1,F_010530,97,0
FE_01009,YS_0057,2021-04-21 18:00:00,1,F_010545,97,0
FE_01010,YS_0057,2021-04-23 18:00:00,1,F_010558,97,0
FE_01011,YS_0057,2021-04-24 09:00:00,1,F_010564,97,0
FE_01012,YS_0057,2021-04-24 18:00:00,1,F_010559,97,0
FE_01013,YS_0057,2021-04-26 18:00:00,1,F_010581,97,0
FE_01014,YS_0057,2021-04-27 13:00:00,2,F_010592;F_011241,97,0
FE_01015,YS_0057,2021-04-27 14:00:00,1,F_010583,97,0
FE_01016,YS_0057,2021-04-28 18:00:00,1,F_010596,97,0
FE_01017,YS_0057,2021-04-29 18:00:00,1,F_010600,97,0
FE_01018,YS_0057,2021-05-07 18:00:00,1,F_010631,97,0
FE_01019,YS_0057,2021-05-14 18:00:00,1,F_010683,97,0
FE_01020,YS_0058,2020-03-21 11:00:00,1,F_010793,97,0
FE_01021,YS_0058,2021-02-03 10:00:00,1,F_009723,97,0
FE_01022,YS_0058,2021-02-24 11:00:00,1,F_010265,97,0
FE_01023,YS_0058,2021-04-03 17:00:00,1,F_010445,97,0
FE_01024,YS_0058,2021-04-18 09:00:00,1,F_010517,97,0
FE_01025,YS_0058,2021-04-24 11:00:00,1,F_010567,97,0
FE_01026,YS_0059,2020-04-09 10:00:00,1,F_007743,97,0
FE_01027,YS_0059,2020-05-02 15:00:00,1,F_007791,97,0
FE_01028,YS_0059,2020-05-03 07:00:00,1,F_007795,97,0
FE_01029,YS_0059,2021-03-16 16:00:00,1,F_010352,97,0
FE_01030,YS_0060,2020-03-31 12:00:00,1,F_010830,97,0
FE_01031,YS_0060,2020-03-31 13:00:00,2,F_007705;F_007707,97,0
FE_01032,YS_0060,2020-04-02 16:00:00,1,F_010833,97,0
FE_01033,YS_0060,2020-05-25 06:00:00,1,F_007808,97,0
FE_01034,YS_0060,2020-10-14 09:00:00,1,F_011009,97,0
FE_01035,YS_0060,2020-10-26 10:00:00,1,F_008454,97,0
FE_01036,YS_0060,2020-10-26 11:00:00,1,F_008453,97,0
FE_01037,YS_0060,2020-11-04 12:00:00,1,F_008601,97,0
FE_01038,YS_0060,2020-12-16 12:00:00,1,F_011082,97,0
FE_01039,YS_0060,2021-02-05 11:00:00,1,F_009973,97,0
FE_01040,YS_0060,2021-02-08 11:00:00,1,F_010059,97,0
FE_01041,YS_0060,2021-02-11 10:00:00,1,F_010107,97,0
FE_01042,YS_0060,2021-02-15 09:00:00,1,F_010141,97,0
FE_01043,YS_0060,2021-04-10 12:00:00,1,F_010475,97,0
FE_01044,YS_0060,2021-04-10 13:00:00,1,F_010473,97,0
FE_01045,YS_0060,2021-04-22 13:00:00,1,F_010554,97,0
FE_01046,YS_0060,2021-05-09 17:00:00,2,F_010642;F_010660,97,0
FE_01047,YS_0060,2021-05-09 18:00:00,2,F_010641;F_010643,97,0
FE_01048,YS_0061,2020-02-02 19:00:00,1,F_007643,97,0
FE_01049,YS_0061,2020-10-13 16:00:00,1,F_007826,97,0
FE_01050,YS_0061,2020-11-05 13:00:00,1,F_008603,97,0
FE_01051,YS_0061,2020-12-03 21:00:00,1,F_011070,97,0
FE_01052,YS_0061,2021-02-01 17:00:00,1,F_009205,97,0
FE_01053,YS_0061,2021-02-02 09:00:00,1,F_009481,97,0
FE_01054,YS_0061,2021-02-10 11:00:00,1,F_010086,97,0
FE_01055,YS_0061,2021-02-20 13:00:00,2,F_010210;F_010213,97,0
FE_01056,YS_0062,2020-02-02 16:00:00,1,F_007644,97,0
FE_01057,YS_0062,2021-03-06 10:00:00,1,F_010303,97,0
FE_01058,YS_0062,2021-04-02 11:00:00,1,F_010434,97,0
FE_01059,YS_0062,2021-04-07 10:00:00,1,F_010455,97,0
FE_01060,YS_0062,2021-04-10 15:00:00,1,F_010474,97,0
FE_01061,YS_0062,2021-04-14 16:00:00,1,F_010486,97,0
FE_01062,YS_0062,2021-04-16 16:00:00,1,F_010496,97,0
FE_01063,YS_0062,2021-04-17 09:00:00,2,F_010505;F_010507,97,0
FE_01064,YS_0062,2021-04-17 11:00:00,1,F_010498,97,0
FE_01065,YS_0063,2020-08-03 14:00:00,1,F_010990,97,0
FE_01066,YS_0064,2020-01-23 14:00:00,1,F_007628,97,0
FE_01067,YS_0064,2020-01-23 15:00:00,1,F_007629,97,0
FE_01068,YS_0064,2020-03-03 16:00:00,1,F_010756,97,0
FE_01069,YS_0064,2020-03-19 07:00:00,1,F_007691,97,0
FE_01070,YS_0064,2020-03-19 08:00:00,1,F_007687,97,0
FE_01071,YS_0064,2020-03-19 12:00:00,3,F_007686;F_007689;F_010787,97,0
FE_01072,YS_0064,2020-03-19 13:00:00,1,F_007688,97,0
FE_01073,YS_0064,2020-03-23 14:00:00,1,F_010801,97,0
FE_01074,YS_0064,2020-04-30 18:00:00,2,F_003556;F_007783,97,0
FE_01075,YS_0064,2020-10-10 16:00:00,1,F_011003,97,0
FE_01076,YS_0064,2020-10-19 18:00:00,1,F_011014,97,0
FE_01077,YS_0064,2021-02-01 10:00:00,1,F_008899,97,0
FE_01078,YS_0064,2021-02-03 16:00:00,1,F_009677,97,0
FE_01079,YS_0064,2021-02-05 09:00:00,1,F_009959,97,0
FE_01080,YS_0064,2021-02-05 10:00:00,1,F_009941,97,0
FE_01081,YS_0064,2021-02-05 13:00:00,1,F_009953,97,0
FE_01082,YS_0064,2021-03-06 11:00:00,1,F_010297,97,0
FE_01083,YS_0064,2021-03-08 14:00:00,1,F_010306,97,0
FE_01084,YS_0064,2021-03-10 13:00:00,1,F_010317,97,0
FE_01085,YS_0064,2021-03-10 14:00:00,1,F_010312,97,0
FE_01086,YS_0064,2021-03-12 11:00:00,1,F_010333,97,0
FE_01087,YS_0064,2021-04-07 11:00:00,1,F_010459,97,0
FE_01088,YS_0064,2021-04-09 17:00:00,2,F_010466;F_010468,97,0
FE_01089,YS_0064,2021-04-09 18:00:00,1,F_010469,97,0
FE_01090,YS_0064,2021-04-28 13:00:00,1,F_010593,97,0
FE_01091,YS_0064,2021-04-29 21:00:00,1,F_011244,97,0
FE_01092,YS_0064,2021-05-12 19:00:00,1,F_010669,97,0
FE_01093,YS_0065,2020-03-08 13:00:00,2,F_007673;F_010767,97,0
FE_01094,YS_0065,2020-05-01 14:00:00,1,F_007785,97,0
FE_01095,YS_0065,2020-05-07 19:00:00,1,F_010934,97,0
FE_01096,YS_0065,2020-06-08 15:00:00,1,F_010954,97,0
FE_01097,YS_0065,2020-06-08 16:00:00,1,F_007811,97,0
FE_01098,YS_0065,2020-10-11 07:00:00,1,F_007825,97,0
FE_01099,YS_0065,2020-10-13 14:00:00,2,F_007828;F_011008,97,0
