fire_exposure_id,기상셀ID,기준시각,raw_event_n,fire_ids,weather_rows_in_window_before_exclusion,candidate_rows_in_window_after_exclusion
FE_00353,YD_0021,2020-10-25 11:00:00,1,F_008452,97,0
FE_00354,YD_0021,2021-04-29 13:00:00,1,F_010608,97,0
FE_00355,YS_0001,2020-01-03 12:00:00,1,F_007617,97,0
FE_00356,YS_0001,2020-01-04 14:00:00,1,F_010701,97,0
FE_00357,YS_0001,2020-01-05 11:00:00,1,F_007622,97,0
FE_00358,YS_0001,2020-02-11 06:00:00,1,F_010743,97,0
FE_00359,YS_0001,2020-04-26 13:00:00,2,F_007776;F_010904,97,0
FE_00360,YS_0001,2020-05-01 14:00:00,1,F_010918,97,0
FE_00361,YS_0001,2020-05-02 00:00:00,1,F_007792,97,0
FE_00362,YS_0001,2020-11-10 10:00:00,1,F_008608,97,0
FE_00363,YS_0001,2021-01-29 14:00:00,1,F_008853,97,0
FE_00364,YS_0001,2021-02-08 09:00:00,1,F_010063,97,0
FE_00365,YS_0001,2021-02-13 10:00:00,2,F_010119;F_010127,97,0
FE_00366,YS_0001,2021-02-17 12:00:00,1,F_011123,97,0
FE_00367,YS_0001,2021-02-20 14:00:00,1,F_011131,97,0
FE_00368,YS_0001,2021-02-20 15:00:00,2,F_010225;F_010228,97,0
FE_00369,YS_0001,2021-02-20 16:00:00,1,F_010233,97,0
FE_00370,YS_0001,2021-02-24 22:00:00,1,F_011145,97,0
FE_00371,YS_0001,2021-03-11 12:00:00,1,F_010324,97,0
FE_00372,YS_0001,2021-03-11 13:00:00,1,F_010328,97,0
FE_00373,YS_0001,2021-03-12 10:00:00,2,F_010331;F_010334,97,0
FE_00374,YS_0001,2021-03-31 17:00:00,1,F_010425,97,0
FE_00375,YS_0001,2021-04-16 18:00:00,1,F_010497,97,0
FE_00376,YS_0001,2021-04-24 15:00:00,1,F_010560,97,0
FE_00377,YS_0001,2021-05-10 08:00:00,1,F_010663,97,0
FE_00378,YS_0002,2020-03-16 21:00:00,1,F_007685,97,0
FE_00379,YS_0002,2020-04-02 19:00:00,1,F_010836,97,0
FE_00380,YS_0002,2020-04-06 10:00:00,3,F_007724;F_007725;F_007726,97,0
FE_00381,YS_0002,2020-04-06 11:00:00,1,F_007722,97,0
FE_00382,YS_0002,2020-04-08 13:00:00,2,F_007741;F_007742,97,0
FE_00383,YS_0002,2020-04-08 14:00:00,2,F_007731;F_010860,97,0
FE_00384,YS_0002,2020-07-17 21:00:00,1,F_010985,97,0
FE_00385,YS_0002,2021-02-01 10:00:00,1,F_009015,97,0
FE_00386,YS_0002,2021-02-02 09:00:00,1,F_009506,97,0
FE_00387,YS_0002,2021-02-02 10:00:00,1,F_009296,97,0
FE_00388,YS_0002,2021-02-02 14:00:00,1,F_009468,97,0
FE_00389,YS_0002,2021-02-03 09:00:00,5,F_009517;F_009518;F_009522;F_009523;F_009524,97,0
FE_00390,YS_0002,2021-02-03 10:00:00,1,F_009749,97,0
FE_00391,YS_0002,2021-02-03 12:00:00,1,F_009579,97,0
FE_00392,YS_0002,2021-02-03 13:00:00,2,F_009660;F_009921,97,0
FE_00393,YS_0002,2021-02-03 14:00:00,1,F_009673,97,0
FE_00394,YS_0002,2021-02-05 10:00:00,1,F_009940,97,0
FE_00395,YS_0002,2021-02-05 16:00:00,1,F_010033,97,0
FE_00396,YS_0002,2021-02-06 09:00:00,1,F_010041,97,0
FE_00397,YS_0002,2021-02-06 10:00:00,1,F_010044,97,0
FE_00398,YS_0002,2021-02-10 10:00:00,1,F_010091,97,0
FE_00399,YS_0002,2021-02-11 09:00:00,1,F_010103,97,0
FE_00400,YS_0002,2021-02-11 17:00:00,1,F_010098,97,0
FE_00401,YS_0002,2021-02-11 18:00:00,1,F_010094,97,0
FE_00402,YS_0002,2021-02-13 09:00:00,1,F_010123,97,0
FE_00403,YS_0002,2021-02-13 17:00:00,1,F_010121,97,0
FE_00404,YS_0002,2021-02-24 13:00:00,1,F_010266,97,0
FE_00405,YS_0002,2021-02-27 10:00:00,2,F_010287;F_010288,97,0
FE_00406,YS_0002,2021-02-27 18:00:00,1,F_010289,97,0
FE_00407,YS_0002,2021-03-06 18:00:00,1,F_010302,97,0
FE_00408,YS_0002,2021-04-03 08:00:00,1,F_011195,97,0
FE_00409,YS_0002,2021-04-07 09:00:00,1,F_010462,97,0
FE_00410,YS_0002,2021-04-20 09:00:00,1,F_010534,97,0
FE_00411,YS_0002,2021-04-20 17:00:00,1,F_010536,97,0
FE_00412,YS_0002,2021-04-26 17:00:00,1,F_010580,97,0
FE_00413,YS_0002,2021-05-08 11:00:00,1,F_010637,97,0
FE_00414,YS_0002,2021-05-14 10:00:00,1,F_010681,97,0
FE_00415,YS_0003,2020-02-17 16:00:00,1,F_007656,97,0
FE_00416,YS_0003,2020-03-12 12:00:00,1,F_010775,97,0
FE_00417,YS_0003,2020-04-11 09:00:00,1,F_010869,97,0
FE_00418,YS_0003,2020-05-01 15:00:00,1,F_007786,97,0
FE_00419,YS_0003,2020-05-08 14:00:00,1,F_007801,97,0
FE_00420,YS_0003,2020-05-08 15:00:00,1,F_007802,97,0
FE_00421,YS_0003,2020-06-23 09:00:00,1,F_007816,97,0
FE_00422,YS_0003,2020-06-23 10:00:00,1,F_010977,97,0
FE_00423,YS_0003,2020-11-16 11:00:00,1,F_008610,97,0
FE_00424,YS_0003,2020-11-16 12:00:00,1,F_011060,97,0
FE_00425,YS_0003,2020-11-16 18:00:00,1,F_011062,97,0
FE_00426,YS_0003,2020-12-08 20:00:00,2,F_008624;F_011074,97,0
FE_00427,YS_0003,2021-01-05 14:00:00,1,F_008736,97,0
FE_00428,YS_0003,2021-01-14 16:00:00,1,F_008743,97,0
FE_00429,YS_0003,2021-01-24 17:00:00,2,F_008757;F_011111,97,0
FE_00430,YS_0003,2021-01-28 10:00:00,1,F_008798,97,0
FE_00431,YS_0003,2021-02-01 09:00:00,1,F_008878,97,0
FE_00432,YS_0003,2021-02-01 10:00:00,1,F_009261,97,0
FE_00433,YS_0003,2021-02-02 10:00:00,2,F_009295;F_009398,97,0
FE_00434,YS_0003,2021-02-02 11:00:00,2,F_009349;F_009462,97,0
FE_00435,YS_0003,2021-02-02 17:00:00,1,F_009473,97,0
FE_00436,YS_0003,2021-02-03 16:00:00,1,F_009583,97,0
FE_00437,YS_0003,2021-02-10 14:00:00,2,F_010085;F_011116,97,0
FE_00438,YS_0003,2021-02-17 08:00:00,1,F_010189,97,0
FE_00439,YS_0003,2021-02-17 11:00:00,1,F_010176,97,0
FE_00440,YS_0003,2021-02-17 18:00:00,1,F_010179,97,0
FE_00441,YS_0003,2021-02-19 18:00:00,1,F_010204,97,0
FE_00442,YS_0003,2021-02-21 18:00:00,1,F_010240,97,0
FE_00443,YS_0003,2021-02-28 18:00:00,1,F_010291,97,0
FE_00444,YS_0003,2021-03-21 16:00:00,1,F_010367,97,0
FE_00445,YS_0003,2021-04-17 09:00:00,1,F_010508,97,0
FE_00446,YS_0003,2021-04-25 19:00:00,1,F_011237,97,0
FE_00447,YS_0004,2020-04-06 16:00:00,1,F_007723,97,0
FE_00448,YS_0004,2020-04-16 15:00:00,1,F_007767,97,0
FE_00449,YS_0004,2020-06-12 15:00:00,1,F_010963,97,0
FE_00450,YS_0004,2020-06-19 14:00:00,1,F_010972,97,0
FE_00451,YS_0004,2021-02-01 14:00:00,1,F_009074,97,0
FE_00452,YS_0004,2021-02-06 09:00:00,1,F_010038,97,0
FE_00453,YS_0004,2021-02-28 17:00:00,1,F_010290,97,0
FE_00454,YS_0004,2021-03-11 13:00:00,1,F_010325,97,0
FE_00455,YS_0004,2021-04-02 11:00:00,1,F_010443,97,0
FE_00456,YS_0004,2021-04-22 18:00:00,1,F_010549,97,0
FE_00457,YS_0004,2021-05-05 09:00:00,1,F_010617,97,0
FE_00458,YS_0004,2021-05-06 18:00:00,1,F_010621,97,0
FE_00459,YS_0004,2021-05-11 09:00:00,1,F_010664,97,0
FE_00460,YS_0005,2020-05-08 10:00:00,1,F_010938,97,0
FE_00461,YS_0005,2020-06-04 12:00:00,1,F_010947,97,0
FE_00462,YS_0005,2020-12-10 10:00:00,1,F_008640,97,0
FE_00463,YS_0005,2020-12-26 11:00:00,1,F_011092,97,0
FE_00464,YS_0005,2021-01-04 17:00:00,1,F_008726,97,0
FE_00465,YS_0005,2021-02-01 11:00:00,1,F_009119,97,0
FE_00466,YS_0005,2021-02-02 10:00:00,3,F_009370;F_009371;F_009404,97,0
FE_00467,YS_0005,2021-02-05 11:00:00,1,F_009951,97,0
FE_00468,YS_0005,2021-02-05 12:00:00,1,F_009952,97,0
FE_00469,YS_0005,2021-02-05 14:00:00,1,F_009956,97,0
FE_00470,YS_0005,2021-02-06 10:00:00,1,F_010043,97,0
FE_00471,YS_0005,2021-02-08 10:00:00,2,F_010068;F_010069,97,0
FE_00472,YS_0005,2021-02-08 15:00:00,1,F_010060,97,0
FE_00473,YS_0005,2021-02-13 11:00:00,1,F_011120,97,0
FE_00474,YS_0005,2021-02-15 09:00:00,2,F_010148;F_010159,97,0
FE_00475,YS_0005,2021-02-15 10:00:00,1,F_010151,97,0
FE_00476,YS_0005,2021-02-15 13:00:00,1,F_010153,97,0
FE_00477,YS_0005,2021-02-15 14:00:00,1,F_010162,97,0
FE_00478,YS_0005,2021-02-17 08:00:00,1,F_010190,97,0
FE_00479,YS_0005,2021-02-17 11:00:00,1,F_010177,97,0
FE_00480,YS_0005,2021-02-19 11:00:00,1,F_010203,97,0
FE_00481,YS_0005,2021-02-20 09:00:00,1,F_010216,97,0
FE_00482,YS_0005,2021-02-22 17:00:00,2,F_010252;F_010255,97,0
FE_00483,YS_0005,2021-02-26 08:00:00,1,F_010281,97,0
FE_00484,YS_0005,2021-03-08 15:00:00,1,F_010308,97,0
FE_00485,YS_0005,2021-03-11 13:00:00,1,F_010320,97,0
FE_00486,YS_0005,2021-03-11 15:00:00,1,F_010326,97,0
FE_00487,YS_0005,2021-04-02 10:00:00,1,F_010433,97,0
FE_00488,YS_0005,2021-04-22 15:00:00,1,F_010551,97,0
FE_00489,YS_0005,2021-04-28 17:00:00,1,F_010594,97,0
FE_00490,YS_0006,2020-03-26 12:00:00,1,F_007702,97,0
FE_00491,YS_0006,2020-03-26 20:00:00,1,F_010817,97,0
FE_00492,YS_0006,2020-04-16 05:00:00,1,F_010888,97,0
FE_00493,YS_0006,2020-04-24 11:00:00,1,F_007772,97,0
FE_00494,YS_0006,2020-05-07 13:00:00,1,F_010932,97,0
FE_00495,YS_0006,2020-10-26 14:00:00,2,F_008530;F_008538,97,0
FE_00496,YS_0006,2021-02-01 09:00:00,1,F_008876,97,0
FE_00497,YS_0006,2021-02-01 13:00:00,1,F_008932,97,0
FE_00498,YS_0006,2021-02-02 08:00:00,1,F_009283,97,0
FE_00499,YS_0006,2021-02-09 10:00:00,1,F_010073,97,0
FE_00500,YS_0006,2021-02-11 10:00:00,1,F_010108,97,0
FE_00501,YS_0006,2021-02-23 09:00:00,1,F_010258,97,0
FE_00502,YS_0006,2021-03-30 17:00:00,2,F_010402;F_010408,97,0
FE_00503,YS_0006,2021-03-31 10:00:00,2,F_010422;F_010424,97,0
FE_00504,YS_0007,2020-04-13 12:00:00,2,F_007753;F_007755,97,0
FE_00505,YS_0007,2020-04-27 11:00:00,2,F_007778;F_010908,97,0
FE_00506,YS_0007,2020-05-08 15:00:00,1,F_007804,97,0
FE_00507,YS_0007,2020-05-08 16:00:00,2,F_007805;F_007806,97,0
FE_00508,YS_0007,2020-07-03 16:00:00,1,F_010981,97,0
FE_00509,YS_0007,2020-10-16 17:00:00,1,F_008021,97,0
FE_00510,YS_0007,2020-11-14 17:00:00,1,F_011056,97,0
FE_00511,YS_0007,2021-01-20 14:00:00,1,F_008753,97,0
FE_00512,YS_0007,2021-01-20 15:00:00,1,F_008754,97,0
FE_00513,YS_0007,2021-01-20 16:00:00,1,F_008751,97,0
FE_00514,YS_0007,2021-02-02 08:00:00,1,F_009282,97,0
FE_00515,YS_0007,2021-02-03 10:00:00,15,F_009532;F_009543;F_009548;F_009759;F_009785;F_009827;F_009835;F_009840;F_009890;F_009896;F_009897;F_009909;F_009911;F_009913;F_009920,97,0
FE_00516,YS_0007,2021-02-03 11:00:00,2,F_009565;F_009819,97,0
FE_00517,YS_0007,2021-02-03 16:00:00,1,F_009582,97,0
FE_00518,YS_0007,2021-02-03 19:00:00,1,F_009679,97,0
FE_00519,YS_0007,2021-02-06 13:00:00,1,F_010037,97,0
FE_00520,YS_0007,2021-02-07 19:00:00,1,F_010051,97,0
FE_00521,YS_0007,2021-02-17 17:00:00,1,F_010182,97,0
FE_00522,YS_0007,2021-02-24 14:00:00,1,F_011142,97,0
FE_00523,YS_0007,2021-02-24 15:00:00,1,F_010261,97,0
FE_00524,YS_0007,2021-03-04 17:00:00,1,F_010292,97,0
FE_00525,YS_0007,2021-03-20 12:00:00,1,F_010364,97,0
FE_00526,YS_0007,2021-04-19 16:00:00,1,F_010523,97,0
FE_00527,YS_0007,2021-04-19 17:00:00,3,F_010521;F_010524;F_010531,97,0
FE_00528,YS_0007,2021-04-19 18:00:00,3,F_010525;F_010527;F_010533,97,0
FE_00529,YS_0007,2021-04-19 19:00:00,1,F_010528,97,0
FE_00530,YS_0007,2021-04-27 13:00:00,1,F_010589,97,0
FE_00531,YS_0008,2020-01-20 17:00:00,1,F_007625,97,0
FE_00532,YS_0008,2020-12-06 13:00:00,1,F_008622,97,0
FE_00533,YS_0008,2021-02-09 09:00:00,1,F_010080,97,0
FE_00534,YS_0008,2021-02-09 10:00:00,1,F_010072,97,0
FE_00535,YS_0008,2021-02-09 14:00:00,1,F_010078,97,0
FE_00536,YS_0008,2021-02-16 16:00:00,1,F_010170,97,0
FE_00537,YS_0008,2021-02-17 09:00:00,1,F_010175,97,0
FE_00538,YS_0008,2021-03-10 21:00:00,1,F_010314,97,0
FE_00539,YS_0009,2020-01-06 16:00:00,1,F_010703,97,0
FE_00540,YS_0009,2020-01-31 17:00:00,2,F_010727;F_010729,97,0
FE_00541,YS_0009,2020-02-24 13:00:00,1,F_007660,97,0
FE_00542,YS_0009,2020-03-15 14:00:00,1,F_007681,97,0
FE_00543,YS_0009,2020-04-26 11:00:00,1,F_007775,97,0
FE_00544,YS_0009,2020-11-03 14:00:00,1,F_008599,97,0
FE_00545,YS_0009,2020-11-08 11:00:00,1,F_011049,97,0
FE_00546,YS_0009,2020-12-12 19:00:00,1,F_008684,97,0
FE_00547,YS_0009,2021-02-02 10:00:00,1,F_009287,97,0
FE_00548,YS_0009,2021-02-02 11:00:00,2,F_009346;F_009461,97,0
FE_00549,YS_0009,2021-02-03 17:00:00,1,F_009584,97,0
FE_00550,YS_0009,2021-02-05 08:00:00,1,F_010032,97,0
FE_00551,YS_0009,2021-02-26 13:00:00,2,F_010278;F_010280,97,0
FE_00552,YS_0009,2021-03-07 12:00:00,1,F_010304,97,0
FE_00553,YS_0009,2021-03-11 15:00:00,1,F_010322,97,0
FE_00554,YS_0009,2021-03-19 10:00:00,1,F_010362,97,0
FE_00555,YS_0009,2021-03-19 11:00:00,1,F_010363,97,0
FE_00556,YS_0009,2021-04-06 14:00:00,1,F_010448,97,0
FE_00557,YS_0009,2021-04-20 15:00:00,1,F_010535,97,0
FE_00558,YS_0010,2020-02-08 11:00:00,1,F_010736,97,0
FE_00559,YS_0010,2020-03-16 11:00:00,3,F_007683;F_007684;F_010782,97,0
FE_00560,YS_0010,2020-04-09 14:00:00,1,F_007744,97,0
FE_00561,YS_0010,2020-10-21 14:00:00,1,F_008287,97,0
FE_00562,YS_0010,2020-10-21 15:00:00,1,F_008281,97,0
FE_00563,YS_0010,2020-10-21 16:00:00,1,F_008284,97,0
FE_00564,YS_0010,2020-11-01 09:00:00,1,F_008595,97,0
FE_00565,YS_0010,2020-12-10 10:00:00,1,F_008628,97,0
FE_00566,YS_0010,2020-12-25 16:00:00,2,F_008718;F_011091,97,0
FE_00567,YS_0010,2021-01-15 08:00:00,1,F_011103,97,0
FE_00568,YS_0010,2021-01-28 16:00:00,1,F_008814,97,0
FE_00569,YS_0010,2021-02-01 10:00:00,1,F_008903,97,0
FE_00570,YS_0010,2021-02-01 11:00:00,3,F_008865;F_008866;F_009280,97,0
FE_00571,YS_0010,2021-02-03 14:00:00,1,F_009903,97,0
FE_00572,YS_0010,2021-02-05 09:00:00,1,F_009936,97,0
FE_00573,YS_0010,2021-02-16 15:00:00,1,F_010173,97,0
FE_00574,YS_0010,2021-03-11 14:00:00,1,F_011167,97,0
FE_00575,YS_0010,2021-03-11 15:00:00,1,F_010321,97,0
FE_00576,YS_0010,2021-03-12 19:00:00,1,F_011169,97,0
FE_00577,YS_0010,2021-03-21 09:00:00,1,F_010366,97,0
FE_00578,YS_0010,2021-03-31 16:00:00,1,F_010419,97,0
FE_00579,YS_0010,2021-04-24 05:00:00,1,F_011226,97,0
FE_00580,YS_0010,2021-04-29 13:00:00,4,F_010597;F_010598;F_010606;F_011242,97,0
FE_00581,YS_0010,2021-04-29 14:00:00,1,F_010603,97,0
FE_00582,YS_0010,2021-05-25 13:00:00,1,F_010694,97,0
FE_00583,YS_0011,2020-03-24 05:00:00,1,F_010807,97,0
FE_00584,YS_0012,2020-06-21 11:00:00,1,F_010973,97,0
FE_00585,YS_0012,2020-10-26 18:00:00,1,F_008564,97,0
FE_00586,YS_0012,2020-11-05 11:00:00,1,F_011041,97,0
FE_00587,YS_0012,2020-11-09 18:00:00,1,F_008607,97,0
FE_00588,YS_0012,2020-12-03 17:00:00,1,F_008619,97,0
FE_00589,YS_0012,2020-12-10 10:00:00,1,F_008633,97,0
FE_00590,YS_0012,2021-01-08 10:00:00,1,F_008740,97,0
FE_00591,YS_0012,2021-02-19 15:00:00,1,F_010207,97,0
FE_00592,YS_0012,2021-02-23 09:00:00,1,F_010259,97,0
FE_00593,YS_0012,2021-03-23 13:00:00,1,F_010372,97,0
FE_00594,YS_0012,2021-03-27 16:00:00,1,F_010387,97,0
FE_00595,YS_0013,2020-03-07 01:00:00,1,F_010763,97,0
FE_00596,YS_0013,2020-04-01 11:00:00,1,F_007709,97,0
FE_00597,YS_0013,2020-12-10 10:00:00,1,F_008629,97,0
FE_00598,YS_0013,2020-12-10 13:00:00,1,F_008643,97,0
FE_00599,YS_0013,2021-01-04 17:00:00,1,F_008733,97,0
FE_00600,YS_0013,2021-01-20 13:00:00,1,F_008752,97,0
FE_00601,YS_0013,2021-01-25 10:00:00,1,F_008759,97,0
FE_00602,YS_0013,2021-01-25 11:00:00,1,F_008764,97,0
FE_00603,YS_0013,2021-02-02 09:00:00,1,F_009474,97,0
FE_00604,YS_0013,2021-02-02 11:00:00,1,F_009509,97,0
FE_00605,YS_0013,2021-02-03 14:00:00,1,F_009674,97,0
FE_00606,YS_0013,2021-02-03 17:00:00,1,F_009904,97,0
FE_00607,YS_0013,2021-02-12 14:00:00,1,F_010109,97,0
FE_00608,YS_0013,2021-03-27 14:00:00,1,F_010386,97,0
FE_00609,YS_0013,2021-04-18 13:00:00,1,F_010519,97,0
FE_00610,YS_0013,2021-05-18 09:00:00,1,F_011274,97,0
FE_00611,YS_0014,2020-01-29 12:00:00,1,F_007633,97,0
FE_00612,YS_0014,2020-03-08 14:00:00,1,F_007669,97,0
FE_00613,YS_0014,2020-03-24 13:00:00,2,F_007696;F_010808,97,0
FE_00614,YS_0014,2020-10-06 13:00:00,1,F_011000,97,0
FE_00615,YS_0014,2020-10-09 06:00:00,1,F_011001,97,0
FE_00616,YS_0014,2020-10-20 13:00:00,1,F_008134,97,0
FE_00617,YS_0014,2020-10-21 14:00:00,1,F_008270,97,0
FE_00618,YS_0014,2020-11-02 09:00:00,1,F_008598,97,0
FE_00619,YS_0014,2021-02-01 09:00:00,2,F_008870;F_008871,97,0
FE_00620,YS_0014,2021-02-01 11:00:00,1,F_008916,97,0
FE_00621,YS_0014,2021-02-02 09:00:00,3,F_009307;F_009314;F_009315,97,0
FE_00622,YS_0014,2021-02-02 14:00:00,1,F_009470,97,0
FE_00623,YS_0014,2021-02-02 18:00:00,1,F_009306,97,0
FE_00624,YS_0014,2021-04-22 07:00:00,1,F_011222,97,0
FE_00625,YS_0015,2020-02-08 07:00:00,1,F_007650,97,0
FE_00626,YS_0015,2020-04-24 13:00:00,1,F_007774,97,0
FE_00627,YS_0015,2020-05-06 19:00:00,1,F_007799,97,0
FE_00628,YS_0015,2020-05-08 15:00:00,1,F_007803,97,0
FE_00629,YS_0015,2021-02-02 13:00:00,1,F_009350,97,0
FE_00630,YS_0015,2021-04-14 14:00:00,1,F_010488,97,0
FE_00631,YS_0015,2021-05-05 13:00:00,1,F_010618,97,0
FE_00632,YS_0016,2021-02-09 12:00:00,1,F_010074,97,0
FE_00633,YS_0016,2021-04-21 12:00:00,1,F_010542,97,0
FE_00634,YS_0016,2021-05-04 15:00:00,1,F_010616,97,0
FE_00635,YS_0017,2020-03-14 09:00:00,1,F_007675,97,0
FE_00636,YS_0017,2020-04-16 15:00:00,1,F_007768,97,0
FE_00637,YS_0017,2020-04-24 12:00:00,1,F_007773,97,0
FE_00638,YS_0017,2020-05-03 13:00:00,1,F_007794,97,0
FE_00639,YS_0017,2020-05-04 17:00:00,2,F_007796;F_007797,97,0
FE_00640,YS_0017,2021-03-08 09:00:00,1,F_010307,97,0
FE_00641,YS_0017,2021-04-08 15:00:00,1,F_010465,97,0
FE_00642,YS_0017,2021-04-08 16:00:00,1,F_010464,97,0
FE_00643,YS_0018,2021-03-31 15:00:00,2,F_010418;F_011194,97,0
FE_00644,YS_0018,2021-03-31 16:00:00,1,F_010414,97,0
FE_00645,YS_0018,2021-04-01 09:00:00,1,F_010426,97,0
FE_00646,YS_0019,2020-01-04 14:00:00,1,F_007621,97,0
FE_00647,YS_0019,2020-02-02 09:00:00,1,F_007642,97,0
FE_00648,YS_0019,2020-10-21 14:00:00,1,F_008259,97,0
FE_00649,YS_0019,2020-10-29 14:00:00,2,F_008575;F_011027,97,0
FE_00650,YS_0019,2021-02-01 11:00:00,3,F_008912;F_009231;F_009270,97,0
FE_00651,YS_0019,2021-02-03 11:00:00,1,F_009671,97,0
FE_00652,YS_0019,2021-02-23 09:00:00,1,F_010257,97,0
FE_00653,YS_0019,2021-03-01 01:00:00,1,F_011154,97,0
FE_00654,YS_0019,2021-03-01 09:00:00,1,F_011155,97,0
FE_00655,YS_0019,2021-03-31 15:00:00,3,F_010411;F_010412;F_011193,97,0
FE_00656,YS_0019,2021-03-31 16:00:00,1,F_010417,97,0
FE_00657,YS_0019,2021-03-31 19:00:00,1,F_010420,97,0
FE_00658,YS_0019,2021-04-15 07:00:00,1,F_010494,97,0
FE_00659,YS_0019,2021-04-27 09:00:00,1,F_010585,97,0
FE_00660,YS_0020,2020-04-15 14:00:00,1,F_007765,97,0
FE_00661,YS_0020,2020-04-16 14:00:00,1,F_010892,97,0
FE_00662,YS_0020,2020-06-01 11:00:00,1,F_007809,97,0
FE_00663,YS_0020,2020-10-20 08:00:00,1,F_008148,97,0
FE_00664,YS_0020,2020-10-20 10:00:00,1,F_008125,97,0
FE_00665,YS_0020,2020-10-20 11:00:00,1,F_008160,97,0
FE_00666,YS_0020,2020-10-22 09:00:00,1,F_008442,97,0
FE_00667,YS_0020,2020-10-22 10:00:00,1,F_008398,97,0
FE_00668,YS_0020,2020-10-29 10:00:00,1,F_008570,97,0
FE_00669,YS_0020,2020-10-29 11:00:00,1,F_008576,97,0
FE_00670,YS_0020,2020-12-10 10:00:00,1,F_008626,97,0
FE_00671,YS_0020,2021-02-01 16:00:00,2,F_008869;F_009013,97,0
FE_00672,YS_0020,2021-02-02 09:00:00,2,F_009316;F_009321,97,0
FE_00673,YS_0020,2021-02-03 09:00:00,1,F_009661,97,0
FE_00674,YS_0020,2021-02-15 10:00:00,1,F_010150,97,0
FE_00675,YS_0020,2021-03-09 14:00:00,1,F_011162,97,0
FE_00676,YS_0020,2021-04-02 15:00:00,2,F_010437;F_010439,97,0
FE_00677,YS_0020,2021-04-19 09:00:00,1,F_010529,97,0
FE_00678,YS_0021,2020-01-24 17:00:00,1,F_010714,97,0
FE_00679,YS_0021,2020-04-10 11:00:00,1,F_007745,97,0
FE_00680,YS_0021,2020-04-10 12:00:00,1,F_007747,97,0
FE_00681,YS_0021,2020-05-16 15:00:00,1,F_010939,97,0
FE_00682,YS_0021,2020-10-20 15:00:00,1,F_008109,97,0
FE_00683,YS_0021,2020-10-24 14:00:00,1,F_011017,97,0
FE_00684,YS_0021,2020-10-30 14:00:00,1,F_008592,97,0
FE_00685,YS_0021,2021-01-17 14:00:00,1,F_008749,97,0
FE_00686,YS_0021,2021-02-07 13:00:00,1,F_010057,97,0
FE_00687,YS_0021,2021-03-14 13:00:00,1,F_010350,97,0
FE_00688,YS_0022,2020-03-08 18:00:00,1,F_010770,97,0
FE_00689,YS_0022,2020-03-21 15:00:00,1,F_007692,97,0
FE_00690,YS_0022,2020-04-02 19:00:00,1,F_007711,97,0
FE_00691,YS_0022,2020-04-11 14:00:00,1,F_007749,97,0
FE_00692,YS_0022,2021-01-12 11:00:00,1,F_008742,97,0
FE_00693,YS_0022,2021-01-24 16:00:00,2,F_008756;F_011110,97,0
FE_00694,YS_0022,2021-02-01 10:00:00,1,F_009109,97,0
FE_00695,YS_0022,2021-02-02 11:00:00,1,F_009340,97,0
FE_00696,YS_0022,2021-02-03 10:00:00,4,F_009511;F_009649;F_009737;F_009833,97,0
FE_00697,YS_0022,2021-02-10 14:00:00,1,F_010084,97,0
FE_00698,YS_0022,2021-02-13 15:00:00,1,F_010125,97,0
FE_00699,YS_0022,2021-04-27 12:00:00,1,F_010588,97,0
FE_00700,YS_0022,2021-04-27 13:00:00,1,F_010582,97,0
FE_00701,YS_0022,2021-05-02 17:00:00,1,F_010610,97,0
FE_00702,YS_0022,2021-05-02 18:00:00,1,F_010611,97,0
FE_00703,YS_0023,2020-01-23 12:00:00,1,F_007630,97,0
FE_00704,YS_0023,2020-02-02 23:00:00,1,F_010731,97,0
FE_00705,YS_0023,2020-04-04 05:00:00,1,F_007717,97,0
FE_00706,YS_0023,2020-04-11 14:00:00,1,F_007750,97,0
FE_00707,YS_0023,2020-04-30 14:00:00,1,F_007780,97,0
FE_00708,YS_0023,2020-06-13 16:00:00,1,F_010965,97,0
FE_00709,YS_0023,2020-10-20 13:00:00,2,F_008131;F_008164,97,0
FE_00710,YS_0023,2020-12-01 21:00:00,1,F_008618,97,0
FE_00711,YS_0023,2021-01-29 10:00:00,1,F_008849,97,0
FE_00712,YS_0023,2021-02-01 11:00:00,1,F_009281,97,0
FE_00713,YS_0023,2021-02-03 09:00:00,1,F_009592,97,0
FE_00714,YS_0023,2021-02-03 10:00:00,27,F_009510;F_009513;F_009541;F_009542;F_009550;F_009554;F_009599;F_009602;F_009606;F_009609;F_009616;F_009626;F_009645;F_009681;F_009684;F_009686;F_009711;F_009718;F_009735;F_009745;F_009761;F_009769;F_009782;F_009826;F_009891;F_009912;F_009914,97,0
FE_00715,YS_0023,2021-02-05 16:00:00,1,F_010026,97,0
FE_00716,YS_0023,2021-03-26 09:00:00,1,F_010383,97,0
FE_00717,YS_0023,2021-04-24 09:00:00,1,F_010563,97,0
FE_00718,YS_0023,2021-05-08 12:00:00,1,F_010633,97,0
FE_00719,YS_0023,2021-05-08 13:00:00,2,F_010632;F_011259,97,0
FE_00720,YS_0023,2021-05-14 11:00:00,1,F_010676,97,0
FE_00721,YS_0023,2021-05-14 12:00:00,3,F_010675;F_010677;F_010678,97,0
FE_00722,YS_0023,2021-05-15 10:00:00,1,F_011272,97,0
FE_00723,YS_0024,2020-01-31 12:00:00,1,F_007638,97,0
