fire_exposure_id,FFMC,DMC,DC,ISI,BUI,FWI,FFMC_10일평균,Indexed_FFMC,FFMC_논문식_발생확률,기상셀ID,기준시각,기후지형유형,month,hour,date,season
FE_00011,-0.16868145473384288,-14.238248033792836,11.429215384364568,0.6484042214305621,-7.125337580987313,0.7015709984102045,-7.767510505557553,0.20000000000000018,0.016962294267937605,YD_0001,2020-11-30 11:00:00,영동 해안형,11,11,2020-11-30,가을(9-11월)
FE_00012,2.2370185512060488,-6.00142340304,-9.17143999999999,1.65552251931409,-5.38713200610254,2.5713908501444287,0.055554965974039305,0.0,0.0,YD_0001,2020-12-10 10:00:00,영동 해안형,12,10,2020-12-10,겨울(12-2월)
FE_00013,-7.442270442336138,-3.5804650484880014,-4.797799999999967,-4.6258948307687575,-3.1090466712796143,-11.16235890384644,-0.6528193564491289,0.0,0.0,YD_0001,2020-12-15 09:00:00,영동 해안형,12,9,2020-12-15,겨울(12-2월)
FE_00014,1.7309922346384354,2.410448950080003,4.092799999999983,1.1103922929220502,2.26337491560367,2.680167485646983,-0.6341698076749367,0.0,0.0,YD_0001,2020-12-18 11:00:00,영동 해안형,12,11,2020-12-18,겨울(12-2월)
FE_00015,18.317690252811687,11.447458205482178,4.647469506488051,-1.136121311390847,9.34430498510833,-0.5997641942211267,3.7262253889819306,0.20000000000000018,0.016962294267937605,YD_0001,2021-01-15 12:00:00,영동 해안형,1,12,2021-01-15,겨울(12-2월)
FE_00016,4.614015649302715,-24.79362813794456,-3.0715453358800744,-0.3790625223218953,-20.499036891016495,-3.0601904588515847,-18.782727091013953,-2.0,-0.18304572926366913,YD_0001,2021-01-28 13:00:00,영동 해안형,1,13,2021-01-28,겨울(12-2월)
FE_00017,8.19354317895494,-25.854971266504556,-4.3893053358800955,1.6313978447543915,-21.380835727308103,1.0940500804583202,-18.88801562330069,-2.0,-0.18304572926366913,YD_0001,2021-01-29 14:00:00,영동 해안형,1,14,2021-01-29,겨울(12-2월)
FE_00018,10.447159150931597,-23.249306616919817,-3.416876561578789,1.8336850239174733,-18.926660848720424,1.7955187194843205,-17.355668572428115,-1.7999999999999998,-0.16608343499573153,YD_0001,2021-01-29 19:00:00,영동 해안형,1,19,2021-01-29,겨울(12-2월)
FE_00019,12.321681479166116,-9.179490986496795,-19.46979013176528,0.20385402171699685,-10.010740564969723,0.3677629571297345,-18.3661624220658,-2.0,-0.18304572926366913,YD_0001,2021-02-01 11:00:00,영동 해안형,2,11,2021-02-01,겨울(12-2월)
FE_00020,16.702039251387944,-4.569460514093571,-16.8690469301973,4.809543124777875,-5.653987040125827,11.10631463880711,-16.464299682372,-2.0,-0.18304572926366913,YD_0001,2021-02-01 13:00:00,영동 해안형,2,13,2021-02-01,겨울(12-2월)
