variable,fire_mean,fire_median,control_mean,control_median,mean_delta,median_delta,mean_delta_with_median_control,std_delta,cohen_d_paired,cohen_d_paired_ci_lower,cohen_d_paired_ci_upper,cohen_d_pooled,mean_delta_ci_lower,mean_delta_ci_upper,mean_delta_cell_ci_lower,mean_delta_cell_ci_upper,p_value,q_value,expected_direction,expected_direction_match_rate
FFMC,82.81246115303418,86.50074279091288,78.50885947419548,85.18065440232394,4.303601678838684,3.101834449551191,1.0358899285326402,14.786850228465083,0.2910424879095709,0.13472555799050373,0.4855316329849377,0.2657220574421391,2.10669065903028,6.734525219195672,2.891817755944239,5.888190484540728,4.141960264953892e-22,3.727764238458503e-21,higher,68.78260869565217
DMC,24.63106306787927,18.28032115935437,23.39172751995799,16.857862792879097,1.239335547921284,-0.3447399233700006,1.6735753272563096,11.248960675270366,0.11017333811521186,-0.023861147335276004,0.24358450606167015,0.054233906442540815,-0.25080197012325217,2.9195918372245595,0.21508723973218244,2.269679255376465,0.00019603126144732914,0.0004410703382564906,higher,47.30434782608695
DC,113.82231424389443,104.7764529134189,112.00573928537922,102.97655557550786,1.8165749585152164,-1.4814549866460434,2.1968446207584083,24.086763479217815,0.07541797635379975,-0.03628050231282189,0.19159467441904207,0.015611280571332792,-0.7880511891358819,4.852818668059043,-0.22876593897918163,4.0758780205998315,0.010668795986367425,0.016003193979551137,higher,43.30434782608696
ISI,4.513083765483545,4.031152247185338,3.8481654646730545,3.4191237026045638,0.6649183008104912,0.3949327296052646,0.8512136831696271,3.1515068899133643,0.21098424469215424,0.09989043762378795,0.33183587862421576,0.21949343292280268,0.31414277102426136,1.049834586200429,0.36835203136670486,0.9618084848898414,1.4894867152491322e-12,6.702690218621095e-12,higher,55.47826086956522
BUI,29.802944211896975,24.087706841784566,28.82228990956697,21.927341625671204,0.9806543023300053,-0.3152102430124195,1.3459089062336669,11.41107593133149,0.08593881139966952,-0.0536326059509355,0.22772797808789985,0.035056927599944776,-0.5842296970260481,2.726759187119386,-0.04980691581796199,2.0185598961074316,0.003633643756477808,0.006540558761660055,higher,47.82608695652174
FWI,8.739763453250678,7.283857287821838,7.526482449170599,5.767848116919515,1.2132810040800786,0.5238236541731403,1.544241000860283,6.158325557682547,0.19701475550712053,0.090748298218989,0.31520444569225553,0.16750822998104917,0.5569845931641098,1.9518324605227855,0.6324482352157932,1.8384380176514208,3.687908556527538e-11,1.1063725669582614e-10,higher,54.869565217391305
FFMC_10일평균,78.96027059760178,81.73097952072126,79.07780332638791,82.37848394346037,-0.11753272878612922,0.6890282050663217,-0.7857002719323006,10.333362044349006,-0.011374103441038749,-0.19725844494648637,0.19079562398434166,-0.01158282912297556,-2.02628767706015,1.87695023856457,-0.9991276262656824,0.8338594374312742,0.6997794390176952,0.6997794390176952,higher,54.347826086956516
Indexed_FFMC,3.3417391304347825,4.0,3.3660869565217397,4.0,-0.02434782608695651,0.0,-0.10086956521739131,0.9340471568771523,-0.026067020179537662,-0.20292651344833754,0.17493688941470384,-0.027495086842889083,-0.19494905303856494,0.15063097580338955,-0.10507561865599761,0.06226238237752429,0.3768942763676625,0.4845783553298518,higher,45.73913043478261
FFMC_논문식_발생확률,0.7021679346479166,0.7611509621479783,0.7040008849027491,0.7611509621479783,-0.0018329502548325622,0.0,-0.009262361830546214,0.08564128248413974,-0.021402648368466618,-0.19621207892571396,0.17673861519172984,-0.0222957271463584,-0.017094062334534275,0.014020759099224232,-0.009214645228753161,0.006034992703403784,0.4681097328073081,0.5266234494082216,higher,47.130434782608695
