fire_exposure_id,기상셀ID,기준시각,year,month,hour,date,climate_type,raw_event_n,fire_ids,match_key,base_pool_n,canadian_pool_n,matched_control_n,min_abs_date_diff_days,median_abs_date_diff_days,max_abs_date_diff_days,min_abs_time_diff_hours,median_abs_time_diff_hours,max_abs_time_diff_hours,full_5_matched,match_status
FE_00535,YS_0008,2021-02-09 14:00:00,2021,2,14,2021-02-09,영서 내륙형,1,F_010078,YS_0008|2021|2|14,19,19,5,3,5.0,15,72.0,120.0,360.0,True,full_5
FE_00536,YS_0008,2021-02-16 16:00:00,2021,2,16,2021-02-16,영서 내륙형,1,F_010170,YS_0008|2021|2|16,19,19,5,3,7.0,12,72.0,168.0,288.0,True,full_5
FE_00537,YS_0008,2021-02-17 09:00:00,2021,2,9,2021-02-17,영서 내륙형,1,F_010175,YS_0008|2021|2|9,18,18,5,3,7.0,16,72.0,168.0,384.0,True,full_5
FE_00538,YS_0008,2021-03-10 21:00:00,2021,3,21,2021-03-10,영서 내륙형,1,F_010314,YS_0008|2021|3|21,26,26,5,6,17.0,21,144.0,408.0,504.0,True,full_5
FE_00539,YS_0009,2020-01-06 16:00:00,2020,1,16,2020-01-06,영서 내륙형,1,F_010703,YS_0009|2020|1|16,24,24,5,3,5.0,9,72.0,120.0,216.0,True,full_5
FE_00540,YS_0009,2020-01-31 17:00:00,2020,1,17,2020-01-31,영서 내륙형,2,F_010727;F_010729,YS_0009|2020|1|17,24,24,5,3,11.0,23,72.0,264.0,552.0,True,full_5
FE_00541,YS_0009,2020-02-24 13:00:00,2020,2,13,2020-02-24,영서 내륙형,1,F_007660,YS_0009|2020|2|13,22,22,5,3,8.0,19,72.0,192.0,456.0,True,full_5
FE_00542,YS_0009,2020-03-15 14:00:00,2020,3,14,2020-03-15,영서 내륙형,1,F_007681,YS_0009|2020|3|14,26,26,5,7,12.0,14,168.0,288.0,336.0,True,full_5
FE_00543,YS_0009,2020-04-26 11:00:00,2020,4,11,2020-04-26,영서 내륙형,1,F_007775,YS_0009|2020|4|11,25,25,5,3,4.0,24,72.0,96.0,576.0,True,full_5
FE_00544,YS_0009,2020-11-03 14:00:00,2020,11,14,2020-11-03,영서 내륙형,1,F_008599,YS_0009|2020|11|14,21,21,5,7,16.0,19,168.0,384.0,456.0,True,full_5
FE_00545,YS_0009,2020-11-08 11:00:00,2020,11,11,2020-11-08,영서 내륙형,1,F_011049,YS_0009|2020|11|11,21,21,5,9,11.0,14,216.0,264.0,336.0,True,full_5
FE_00546,YS_0009,2020-12-12 19:00:00,2020,12,19,2020-12-12,영서 내륙형,1,F_008684,YS_0009|2020|12|19,26,26,5,5,10.0,18,120.0,240.0,432.0,True,full_5
FE_00547,YS_0009,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,1,F_009287,YS_0009|2021|2|10,18,18,5,6,14.0,22,144.0,336.0,528.0,True,full_5
FE_00548,YS_0009,2021-02-02 11:00:00,2021,2,11,2021-02-02,영서 내륙형,2,F_009346;F_009461,YS_0009|2021|2|11,18,18,5,5,17.0,21,120.0,408.0,504.0,True,full_5
FE_00549,YS_0009,2021-02-03 17:00:00,2021,2,17,2021-02-03,영서 내륙형,1,F_009584,YS_0009|2021|2|17,18,18,5,5,11.0,15,120.0,264.0,360.0,True,full_5
FE_00550,YS_0009,2021-02-05 08:00:00,2021,2,8,2021-02-05,영서 내륙형,1,F_010032,YS_0009|2021|2|8,17,17,5,5,12.0,18,120.0,288.0,432.0,True,full_5
FE_00551,YS_0009,2021-02-26 13:00:00,2021,2,13,2021-02-26,영서 내륙형,2,F_010278;F_010280,YS_0009|2021|2|13,17,17,5,10,17.0,19,240.0,408.0,456.0,True,full_5
FE_00552,YS_0009,2021-03-07 12:00:00,2021,3,12,2021-03-07,영서 내륙형,1,F_010304,YS_0009|2021|3|12,18,18,5,8,14.0,22,192.0,336.0,528.0,True,full_5
FE_00553,YS_0009,2021-03-11 15:00:00,2021,3,15,2021-03-11,영서 내륙형,1,F_010322,YS_0009|2021|3|15,18,18,5,3,14.0,19,72.0,336.0,456.0,True,full_5
FE_00554,YS_0009,2021-03-19 10:00:00,2021,3,10,2021-03-19,영서 내륙형,1,F_010362,YS_0009|2021|3|10,18,18,5,3,7.0,14,72.0,168.0,336.0,True,full_5
FE_00555,YS_0009,2021-03-19 11:00:00,2021,3,11,2021-03-19,영서 내륙형,1,F_010363,YS_0009|2021|3|11,18,18,5,3,16.0,18,72.0,384.0,432.0,True,full_5
FE_00556,YS_0009,2021-04-06 14:00:00,2021,4,14,2021-04-06,영서 내륙형,1,F_010448,YS_0009|2021|4|14,21,21,5,4,7.0,22,96.0,168.0,528.0,True,full_5
FE_00557,YS_0009,2021-04-20 15:00:00,2021,4,15,2021-04-20,영서 내륙형,1,F_010535,YS_0009|2021|4|15,21,21,5,3,10.0,17,72.0,240.0,408.0,True,full_5
FE_00558,YS_0010,2020-02-08 11:00:00,2020,2,11,2020-02-08,영서 내륙형,1,F_010736,YS_0010|2020|2|11,24,24,5,4,9.0,20,96.0,216.0,480.0,True,full_5
FE_00559,YS_0010,2020-03-16 11:00:00,2020,3,11,2020-03-16,영서 내륙형,3,F_007683;F_007684;F_010782,YS_0010|2020|3|11,26,26,5,5,12.0,15,120.0,288.0,360.0,True,full_5
FE_00560,YS_0010,2020-04-09 14:00:00,2020,4,14,2020-04-09,영서 내륙형,1,F_007744,YS_0010|2020|4|14,25,25,5,12,14.0,19,288.0,336.0,456.0,True,full_5
FE_00561,YS_0010,2020-10-21 14:00:00,2020,10,14,2020-10-21,영서 내륙형,1,F_008287,YS_0010|2020|10|14,24,24,5,5,9.0,13,120.0,216.0,312.0,True,full_5
FE_00562,YS_0010,2020-10-21 15:00:00,2020,10,15,2020-10-21,영서 내륙형,1,F_008281,YS_0010|2020|10|15,24,24,5,3,14.0,19,72.0,336.0,456.0,True,full_5
FE_00563,YS_0010,2020-10-21 16:00:00,2020,10,16,2020-10-21,영서 내륙형,1,F_008284,YS_0010|2020|10|16,24,24,5,4,11.0,19,96.0,264.0,456.0,True,full_5
FE_00564,YS_0010,2020-11-01 09:00:00,2020,11,9,2020-11-01,영서 내륙형,1,F_008595,YS_0010|2020|11|9,27,27,5,6,20.0,29,144.0,480.0,696.0,True,full_5
FE_00565,YS_0010,2020-12-10 10:00:00,2020,12,10,2020-12-10,영서 내륙형,1,F_008628,YS_0010|2020|12|10,22,22,5,3,8.0,21,72.0,192.0,504.0,True,full_5
FE_00566,YS_0010,2020-12-25 16:00:00,2020,12,16,2020-12-25,영서 내륙형,2,F_008718;F_011091,YS_0010|2020|12|16,22,22,5,7,12.0,22,168.0,288.0,528.0,True,full_5
FE_00567,YS_0010,2021-01-15 08:00:00,2021,1,8,2021-01-15,영서 내륙형,1,F_011103,YS_0010|2021|1|8,21,21,5,6,9.0,11,144.0,216.0,264.0,True,full_5
FE_00568,YS_0010,2021-01-28 16:00:00,2021,1,16,2021-01-28,영서 내륙형,1,F_008814,YS_0010|2021|1|16,21,21,5,4,16.0,22,96.0,384.0,528.0,True,full_5
FE_00569,YS_0010,2021-02-01 10:00:00,2021,2,10,2021-02-01,영서 내륙형,1,F_008903,YS_0010|2021|2|10,18,18,5,7,18.0,24,168.0,432.0,576.0,True,full_5
FE_00570,YS_0010,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,3,F_008865;F_008866;F_009280,YS_0010|2021|2|11,18,18,5,12,22.0,26,288.0,528.0,624.0,True,full_5
FE_00571,YS_0010,2021-02-03 14:00:00,2021,2,14,2021-02-03,영서 내륙형,1,F_009903,YS_0010|2021|2|14,18,18,5,4,8.0,25,96.0,192.0,600.0,True,full_5
FE_00572,YS_0010,2021-02-05 09:00:00,2021,2,9,2021-02-05,영서 내륙형,1,F_009936,YS_0010|2021|2|9,17,17,5,5,14.0,21,120.0,336.0,504.0,True,full_5
FE_00573,YS_0010,2021-02-16 15:00:00,2021,2,15,2021-02-16,영서 내륙형,1,F_010173,YS_0010|2021|2|15,17,17,5,3,5.0,12,72.0,120.0,288.0,True,full_5
FE_00574,YS_0010,2021-03-11 14:00:00,2021,3,14,2021-03-11,영서 내륙형,1,F_011167,YS_0010|2021|3|14,19,19,5,6,9.0,18,144.0,216.0,432.0,True,full_5
FE_00575,YS_0010,2021-03-11 15:00:00,2021,3,15,2021-03-11,영서 내륙형,1,F_010321,YS_0010|2021|3|15,19,19,5,5,7.0,18,120.0,168.0,432.0,True,full_5
FE_00576,YS_0010,2021-03-12 19:00:00,2021,3,19,2021-03-12,영서 내륙형,1,F_011169,YS_0010|2021|3|19,18,18,5,3,8.0,14,72.0,192.0,336.0,True,full_5
FE_00577,YS_0010,2021-03-21 09:00:00,2021,3,9,2021-03-21,영서 내륙형,1,F_010366,YS_0010|2021|3|9,19,19,5,3,8.0,19,72.0,192.0,456.0,True,full_5
FE_00578,YS_0010,2021-03-31 16:00:00,2021,3,16,2021-03-31,영서 내륙형,1,F_010419,YS_0010|2021|3|16,18,18,5,3,8.0,29,72.0,192.0,696.0,True,full_5
FE_00579,YS_0010,2021-04-24 05:00:00,2021,4,5,2021-04-24,영서 내륙형,1,F_011226,YS_0010|2021|4|5,20,20,5,3,9.0,18,72.0,216.0,432.0,True,full_5
FE_00580,YS_0010,2021-04-29 13:00:00,2021,4,13,2021-04-29,영서 내륙형,4,F_010597;F_010598;F_010606;F_011242,YS_0010|2021|4|13,20,20,5,14,18.0,21,336.0,432.0,504.0,True,full_5
FE_00581,YS_0010,2021-04-29 14:00:00,2021,4,14,2021-04-29,영서 내륙형,1,F_010603,YS_0010|2021|4|14,20,20,5,8,16.0,22,192.0,384.0,528.0,True,full_5
FE_00582,YS_0010,2021-05-25 13:00:00,2021,5,13,2021-05-25,영서 내륙형,1,F_010694,YS_0010|2021|5|13,25,25,5,4,8.0,16,96.0,192.0,384.0,True,full_5
FE_00583,YS_0011,2020-03-24 05:00:00,2020,3,5,2020-03-24,고지·산간형,1,F_010807,YS_0011|2020|3|5,26,26,5,3,6.0,22,72.0,144.0,528.0,True,full_5
FE_00584,YS_0012,2020-06-21 11:00:00,2020,6,11,2020-06-21,영서 내륙형,1,F_010973,YS_0012|2020|6|11,25,25,5,4,8.0,17,96.0,192.0,408.0,True,full_5
FE_00585,YS_0012,2020-10-26 18:00:00,2020,10,18,2020-10-26,영서 내륙형,1,F_008564,YS_0012|2020|10|18,26,26,5,7,12.0,24,168.0,288.0,576.0,True,full_5
FE_00586,YS_0012,2020-11-05 11:00:00,2020,11,11,2020-11-05,영서 내륙형,1,F_011041,YS_0012|2020|11|11,21,21,5,12,15.0,23,288.0,360.0,552.0,True,full_5
FE_00587,YS_0012,2020-11-09 18:00:00,2020,11,18,2020-11-09,영서 내륙형,1,F_008607,YS_0012|2020|11|18,21,21,5,8,11.0,18,192.0,264.0,432.0,True,full_5
FE_00588,YS_0012,2020-12-03 17:00:00,2020,12,17,2020-12-03,영서 내륙형,1,F_008619,YS_0012|2020|12|17,22,22,5,11,20.0,28,264.0,480.0,672.0,True,full_5
FE_00589,YS_0012,2020-12-10 10:00:00,2020,12,10,2020-12-10,영서 내륙형,1,F_008633,YS_0012|2020|12|10,22,22,5,4,9.0,21,96.0,216.0,504.0,True,full_5
FE_00590,YS_0012,2021-01-08 10:00:00,2021,1,10,2021-01-08,영서 내륙형,1,F_008740,YS_0012|2021|1|10,26,26,5,3,11.0,22,72.0,264.0,528.0,True,full_5
FE_00591,YS_0012,2021-02-19 15:00:00,2021,2,15,2021-02-19,영서 내륙형,1,F_010207,YS_0012|2021|2|15,20,20,5,7,9.0,18,168.0,216.0,432.0,True,full_5
FE_00592,YS_0012,2021-02-23 09:00:00,2021,2,9,2021-02-23,영서 내륙형,1,F_010259,YS_0012|2021|2|9,20,20,5,3,8.0,18,72.0,192.0,432.0,True,full_5
FE_00593,YS_0012,2021-03-23 13:00:00,2021,3,13,2021-03-23,영서 내륙형,1,F_010372,YS_0012|2021|3|13,22,22,5,10,17.0,22,240.0,408.0,528.0,True,full_5
FE_00594,YS_0012,2021-03-27 16:00:00,2021,3,16,2021-03-27,영서 내륙형,1,F_010387,YS_0012|2021|3|16,22,22,5,14,18.0,26,336.0,432.0,624.0,True,full_5
FE_00595,YS_0013,2020-03-07 01:00:00,2020,3,1,2020-03-07,고지·산간형,1,F_010763,YS_0013|2020|3|1,25,25,5,5,12.0,17,120.0,288.0,408.0,True,full_5
FE_00596,YS_0013,2020-04-01 11:00:00,2020,4,11,2020-04-01,고지·산간형,1,F_007709,YS_0013|2020|4|11,27,27,5,6,11.0,26,144.0,264.0,624.0,True,full_5
FE_00597,YS_0013,2020-12-10 10:00:00,2020,12,10,2020-12-10,고지·산간형,1,F_008629,YS_0013|2020|12|10,26,26,5,6,9.0,15,144.0,216.0,360.0,True,full_5
FE_00598,YS_0013,2020-12-10 13:00:00,2020,12,13,2020-12-10,고지·산간형,1,F_008643,YS_0013|2020|12|13,26,26,5,3,6.0,9,72.0,144.0,216.0,True,full_5
FE_00599,YS_0013,2021-01-04 17:00:00,2021,1,17,2021-01-04,고지·산간형,1,F_008733,YS_0013|2021|1|17,17,17,5,4,9.0,24,96.0,216.0,576.0,True,full_5
FE_00600,YS_0013,2021-01-20 13:00:00,2021,1,13,2021-01-20,고지·산간형,1,F_008752,YS_0013|2021|1|13,17,17,5,4,8.0,11,96.0,192.0,264.0,True,full_5
FE_00601,YS_0013,2021-01-25 10:00:00,2021,1,10,2021-01-25,고지·산간형,1,F_008759,YS_0013|2021|1|10,17,17,5,10,17.0,24,240.0,408.0,576.0,True,full_5
FE_00602,YS_0013,2021-01-25 11:00:00,2021,1,11,2021-01-25,고지·산간형,1,F_008764,YS_0013|2021|1|11,17,17,5,8,14.0,23,192.0,336.0,552.0,True,full_5
FE_00603,YS_0013,2021-02-02 09:00:00,2021,2,9,2021-02-02,고지·산간형,1,F_009474,YS_0013|2021|2|9,19,19,5,4,8.0,19,96.0,192.0,456.0,True,full_5
FE_00604,YS_0013,2021-02-02 11:00:00,2021,2,11,2021-02-02,고지·산간형,1,F_009509,YS_0013|2021|2|11,19,19,5,5,16.0,26,120.0,384.0,624.0,True,full_5
FE_00605,YS_0013,2021-02-03 14:00:00,2021,2,14,2021-02-03,고지·산간형,1,F_009674,YS_0013|2021|2|14,18,18,5,4,17.0,22,96.0,408.0,528.0,True,full_5
FE_00606,YS_0013,2021-02-03 17:00:00,2021,2,17,2021-02-03,고지·산간형,1,F_009904,YS_0013|2021|2|17,19,19,5,3,15.0,21,72.0,360.0,504.0,True,full_5
FE_00607,YS_0013,2021-02-12 14:00:00,2021,2,14,2021-02-12,고지·산간형,1,F_010109,YS_0013|2021|2|14,18,18,5,4,9.0,16,96.0,216.0,384.0,True,full_5
FE_00608,YS_0013,2021-03-27 14:00:00,2021,3,14,2021-03-27,고지·산간형,1,F_010386,YS_0013|2021|3|14,26,26,5,4,10.0,26,96.0,240.0,624.0,True,full_5
FE_00609,YS_0013,2021-04-18 13:00:00,2021,4,13,2021-04-18,고지·산간형,1,F_010519,YS_0013|2021|4|13,25,25,5,8,11.0,12,192.0,264.0,288.0,True,full_5
FE_00610,YS_0013,2021-05-18 09:00:00,2021,5,9,2021-05-18,고지·산간형,1,F_011274,YS_0013|2021|5|9,26,26,5,3,7.0,17,72.0,168.0,408.0,True,full_5
FE_00611,YS_0014,2020-01-29 12:00:00,2020,1,12,2020-01-29,영서 내륙형,1,F_007633,YS_0014|2020|1|12,26,26,5,5,11.0,28,120.0,264.0,672.0,True,full_5
FE_00612,YS_0014,2020-03-08 14:00:00,2020,3,14,2020-03-08,영서 내륙형,1,F_007669,YS_0014|2020|3|14,22,22,5,3,13.0,23,72.0,312.0,552.0,True,full_5
FE_00613,YS_0014,2020-03-24 13:00:00,2020,3,13,2020-03-24,영서 내륙형,2,F_007696;F_010808,YS_0014|2020|3|13,22,22,5,3,7.0,18,72.0,168.0,432.0,True,full_5
FE_00614,YS_0014,2020-10-06 13:00:00,2020,10,13,2020-10-06,영서 내륙형,1,F_011000,YS_0014|2020|10|13,17,17,5,4,9.0,18,96.0,216.0,432.0,True,full_5
FE_00615,YS_0014,2020-10-09 06:00:00,2020,10,6,2020-10-09,영서 내륙형,1,F_011001,YS_0014|2020|10|6,19,19,5,5,7.0,21,120.0,168.0,504.0,True,full_5
FE_00616,YS_0014,2020-10-20 13:00:00,2020,10,13,2020-10-20,영서 내륙형,1,F_008134,YS_0014|2020|10|13,17,17,5,4,9.0,17,96.0,216.0,408.0,True,full_5
FE_00617,YS_0014,2020-10-21 14:00:00,2020,10,14,2020-10-21,영서 내륙형,1,F_008270,YS_0014|2020|10|14,17,17,5,3,8.0,10,72.0,192.0,240.0,True,full_5
FE_00618,YS_0014,2020-11-02 09:00:00,2020,11,9,2020-11-02,영서 내륙형,1,F_008598,YS_0014|2020|11|9,26,26,5,4,11.0,22,96.0,264.0,528.0,True,full_5
FE_00619,YS_0014,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,2,F_008870;F_008871,YS_0014|2021|2|9,24,24,5,6,16.0,25,144.0,384.0,600.0,True,full_5
FE_00620,YS_0014,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,1,F_008916,YS_0014|2021|2|11,24,24,5,7,13.0,26,168.0,312.0,624.0,True,full_5
FE_00621,YS_0014,2021-02-02 09:00:00,2021,2,9,2021-02-02,영서 내륙형,3,F_009307;F_009314;F_009315,YS_0014|2021|2|9,24,24,5,9,15.0,25,216.0,360.0,600.0,True,full_5
FE_00622,YS_0014,2021-02-02 14:00:00,2021,2,14,2021-02-02,영서 내륙형,1,F_009470,YS_0014|2021|2|14,24,24,5,12,18.0,23,288.0,432.0,552.0,True,full_5
FE_00623,YS_0014,2021-02-02 18:00:00,2021,2,18,2021-02-02,영서 내륙형,1,F_009306,YS_0014|2021|2|18,24,24,5,4,14.0,23,96.0,336.0,552.0,True,full_5
FE_00624,YS_0014,2021-04-22 07:00:00,2021,4,7,2021-04-22,영서 내륙형,1,F_011222,YS_0014|2021|4|7,25,25,5,6,12.0,20,144.0,288.0,480.0,True,full_5
FE_00625,YS_0015,2020-02-08 07:00:00,2020,2,7,2020-02-08,영서 내륙형,1,F_007650,YS_0015|2020|2|7,24,24,5,6,10.0,16,144.0,240.0,384.0,True,full_5
FE_00626,YS_0015,2020-04-24 13:00:00,2020,4,13,2020-04-24,영서 내륙형,1,F_007774,YS_0015|2020|4|13,25,25,5,9,12.0,20,216.0,288.0,480.0,True,full_5
FE_00627,YS_0015,2020-05-06 19:00:00,2020,5,19,2020-05-06,영서 내륙형,1,F_007799,YS_0015|2020|5|19,25,25,5,4,6.0,24,96.0,144.0,576.0,True,full_5
FE_00628,YS_0015,2020-05-08 15:00:00,2020,5,15,2020-05-08,영서 내륙형,1,F_007803,YS_0015|2020|5|15,25,25,5,7,18.0,23,168.0,432.0,552.0,True,full_5
FE_00629,YS_0015,2021-02-02 13:00:00,2021,2,13,2021-02-02,영서 내륙형,1,F_009350,YS_0015|2021|2|13,24,24,5,5,15.0,21,120.0,360.0,504.0,True,full_5
FE_00630,YS_0015,2021-04-14 14:00:00,2021,4,14,2021-04-14,영서 내륙형,1,F_010488,YS_0015|2021|4|14,25,25,5,3,9.0,16,72.0,216.0,384.0,True,full_5
FE_00631,YS_0015,2021-05-05 13:00:00,2021,5,13,2021-05-05,영서 내륙형,1,F_010618,YS_0015|2021|5|13,26,26,5,10,14.0,24,240.0,336.0,576.0,True,full_5
FE_00632,YS_0016,2021-02-09 12:00:00,2021,2,12,2021-02-09,고지·산간형,1,F_010074,YS_0016|2021|2|12,23,23,5,3,8.0,15,72.0,192.0,360.0,True,full_5
FE_00633,YS_0016,2021-04-21 12:00:00,2021,4,12,2021-04-21,고지·산간형,1,F_010542,YS_0016|2021|4|12,25,25,5,4,7.0,13,96.0,168.0,312.0,True,full_5
FE_00634,YS_0016,2021-05-04 15:00:00,2021,5,15,2021-05-04,고지·산간형,1,F_010616,YS_0016|2021|5|15,26,26,5,5,14.0,24,120.0,336.0,576.0,True,full_5
FE_00635,YS_0017,2020-03-14 09:00:00,2020,3,9,2020-03-14,영서 내륙형,1,F_007675,YS_0017|2020|3|9,26,26,5,3,6.0,17,72.0,144.0,408.0,True,full_5
FE_00636,YS_0017,2020-04-16 15:00:00,2020,4,15,2020-04-16,영서 내륙형,1,F_007768,YS_0017|2020|4|15,21,21,5,3,8.0,15,72.0,192.0,360.0,True,full_5
FE_00637,YS_0017,2020-04-24 12:00:00,2020,4,12,2020-04-24,영서 내륙형,1,F_007773,YS_0017|2020|4|12,21,21,5,5,18.0,21,120.0,432.0,504.0,True,full_5
FE_00638,YS_0017,2020-05-03 13:00:00,2020,5,13,2020-05-03,영서 내륙형,1,F_007794,YS_0017|2020|5|13,25,25,5,5,19.0,26,120.0,456.0,624.0,True,full_5
FE_00639,YS_0017,2020-05-04 17:00:00,2020,5,17,2020-05-04,영서 내륙형,2,F_007796;F_007797,YS_0017|2020|5|17,25,25,5,3,9.0,20,72.0,216.0,480.0,True,full_5
FE_00640,YS_0017,2021-03-08 09:00:00,2021,3,9,2021-03-08,영서 내륙형,1,F_010307,YS_0017|2021|3|9,26,26,5,3,9.0,13,72.0,216.0,312.0,True,full_5
FE_00641,YS_0017,2021-04-08 15:00:00,2021,4,15,2021-04-08,영서 내륙형,1,F_010465,YS_0017|2021|4|15,25,25,5,4,7.0,22,96.0,168.0,528.0,True,full_5
FE_00642,YS_0017,2021-04-08 16:00:00,2021,4,16,2021-04-08,영서 내륙형,1,F_010464,YS_0017|2021|4|16,25,25,5,6,13.0,20,144.0,312.0,480.0,True,full_5
FE_00643,YS_0018,2021-03-31 15:00:00,2021,3,15,2021-03-31,영서 내륙형,2,F_010418;F_011194,YS_0018|2021|3|15,28,28,5,8,14.0,28,192.0,336.0,672.0,True,full_5
FE_00644,YS_0018,2021-03-31 16:00:00,2021,3,16,2021-03-31,영서 내륙형,1,F_010414,YS_0018|2021|3|16,28,28,5,3,22.0,25,72.0,528.0,600.0,True,full_5
FE_00645,YS_0018,2021-04-01 09:00:00,2021,4,9,2021-04-01,영서 내륙형,1,F_010426,YS_0018|2021|4|9,27,27,5,11,22.0,28,264.0,528.0,672.0,True,full_5
FE_00646,YS_0019,2020-01-04 14:00:00,2020,1,14,2020-01-04,고지·산간형,1,F_007621,YS_0019|2020|1|14,25,25,5,3,14.0,24,72.0,336.0,576.0,True,full_5
FE_00647,YS_0019,2020-02-02 09:00:00,2020,2,9,2020-02-02,고지·산간형,1,F_007642,YS_0019|2020|2|9,25,25,5,4,10.0,16,96.0,240.0,384.0,True,full_5
FE_00648,YS_0019,2020-10-21 14:00:00,2020,10,14,2020-10-21,고지·산간형,1,F_008259,YS_0019|2020|10|14,21,21,5,3,9.0,16,72.0,216.0,384.0,True,full_5
FE_00649,YS_0019,2020-10-29 14:00:00,2020,10,14,2020-10-29,고지·산간형,2,F_008575;F_011027,YS_0019|2020|10|14,21,21,5,5,16.0,22,120.0,384.0,528.0,True,full_5
FE_00650,YS_0019,2021-02-01 11:00:00,2021,2,11,2021-02-01,고지·산간형,3,F_008912;F_009231;F_009270,YS_0019|2021|2|11,17,17,5,5,16.0,19,120.0,384.0,456.0,True,full_5
FE_00651,YS_0019,2021-02-03 11:00:00,2021,2,11,2021-02-03,고지·산간형,1,F_009671,YS_0019|2021|2|11,17,17,5,5,10.0,22,120.0,240.0,528.0,True,full_5
FE_00652,YS_0019,2021-02-23 09:00:00,2021,2,9,2021-02-23,고지·산간형,1,F_010257,YS_0019|2021|2|9,16,16,5,3,8.0,16,72.0,192.0,384.0,True,full_5
FE_00653,YS_0019,2021-03-01 01:00:00,2021,3,1,2021-03-01,고지·산간형,1,F_011154,YS_0019|2021|3|1,26,26,5,7,12.0,16,168.0,288.0,384.0,True,full_5
FE_00654,YS_0019,2021-03-01 09:00:00,2021,3,9,2021-03-01,고지·산간형,1,F_011155,YS_0019|2021|3|9,26,26,5,8,24.0,27,192.0,576.0,648.0,True,full_5
FE_00655,YS_0019,2021-03-31 15:00:00,2021,3,15,2021-03-31,고지·산간형,3,F_010411;F_010412;F_011193,YS_0019|2021|3|15,26,26,5,11,18.0,24,264.0,432.0,576.0,True,full_5
FE_00656,YS_0019,2021-03-31 16:00:00,2021,3,16,2021-03-31,고지·산간형,1,F_010417,YS_0019|2021|3|16,26,26,5,4,9.0,23,96.0,216.0,552.0,True,full_5
FE_00657,YS_0019,2021-03-31 19:00:00,2021,3,19,2021-03-31,고지·산간형,1,F_010420,YS_0019|2021|3|19,26,26,5,6,10.0,25,144.0,240.0,600.0,True,full_5
FE_00658,YS_0019,2021-04-15 07:00:00,2021,4,7,2021-04-15,고지·산간형,1,F_010494,YS_0019|2021|4|7,19,19,5,5,6.0,10,120.0,144.0,240.0,True,full_5
FE_00659,YS_0019,2021-04-27 09:00:00,2021,4,9,2021-04-27,고지·산간형,1,F_010585,YS_0019|2021|4|9,19,19,5,3,8.0,22,72.0,192.0,528.0,True,full_5
FE_00660,YS_0020,2020-04-15 14:00:00,2020,4,14,2020-04-15,고지·산간형,1,F_007765,YS_0020|2020|4|14,24,24,5,5,9.0,14,120.0,216.0,336.0,True,full_5
FE_00661,YS_0020,2020-04-16 14:00:00,2020,4,14,2020-04-16,고지·산간형,1,F_010892,YS_0020|2020|4|14,24,24,5,6,10.0,14,144.0,240.0,336.0,True,full_5
FE_00662,YS_0020,2020-06-01 11:00:00,2020,6,11,2020-06-01,고지·산간형,1,F_007809,YS_0020|2020|6|11,27,27,5,11,19.0,29,264.0,456.0,696.0,True,full_5
FE_00663,YS_0020,2020-10-20 08:00:00,2020,10,8,2020-10-20,고지·산간형,1,F_008148,YS_0020|2020|10|8,20,20,5,8,11.0,18,192.0,264.0,432.0,True,full_5
FE_00664,YS_0020,2020-10-20 10:00:00,2020,10,10,2020-10-20,고지·산간형,1,F_008125,YS_0020|2020|10|10,19,19,5,4,6.0,19,96.0,144.0,456.0,True,full_5
FE_00665,YS_0020,2020-10-20 11:00:00,2020,10,11,2020-10-20,고지·산간형,1,F_008160,YS_0020|2020|10|11,20,20,5,3,11.0,18,72.0,264.0,432.0,True,full_5
FE_00666,YS_0020,2020-10-22 09:00:00,2020,10,9,2020-10-22,고지·산간형,1,F_008442,YS_0020|2020|10|9,20,20,5,4,10.0,21,96.0,240.0,504.0,True,full_5
FE_00667,YS_0020,2020-10-22 10:00:00,2020,10,10,2020-10-22,고지·산간형,1,F_008398,YS_0020|2020|10|10,19,19,5,3,10.0,18,72.0,240.0,432.0,True,full_5
FE_00668,YS_0020,2020-10-29 10:00:00,2020,10,10,2020-10-29,고지·산간형,1,F_008570,YS_0020|2020|10|10,19,19,5,4,20.0,27,96.0,480.0,648.0,True,full_5
FE_00669,YS_0020,2020-10-29 11:00:00,2020,10,11,2020-10-29,고지·산간형,1,F_008576,YS_0020|2020|10|11,20,20,5,4,19.0,25,96.0,456.0,600.0,True,full_5
FE_00670,YS_0020,2020-12-10 10:00:00,2020,12,10,2020-12-10,고지·산간형,1,F_008626,YS_0020|2020|12|10,26,26,5,6,11.0,20,144.0,264.0,480.0,True,full_5
FE_00671,YS_0020,2021-02-01 16:00:00,2021,2,16,2021-02-01,고지·산간형,2,F_008869;F_009013,YS_0020|2021|2|16,20,20,5,5,19.0,27,120.0,456.0,648.0,True,full_5
FE_00672,YS_0020,2021-02-02 09:00:00,2021,2,9,2021-02-02,고지·산간형,2,F_009316;F_009321,YS_0020|2021|2|9,19,19,5,9,21.0,26,216.0,504.0,624.0,True,full_5
FE_00673,YS_0020,2021-02-03 09:00:00,2021,2,9,2021-02-03,고지·산간형,1,F_009661,YS_0020|2021|2|9,19,19,5,7,18.0,25,168.0,432.0,600.0,True,full_5
