fire_id,연도,월,일,시간,진화소요시간(HH),위도,경도,발생지역시도명,발생지역시군구명,발생지역읍면동명,발생지역리명,발생지역번지,발생원인명,피해면적(ha),피해금액
F_004951,2021,5,15,9,,37.22003899998803,127.58137999958934,경기도,여주시,가남읍,양귀리,29,,,
F_004952,2021,5,22,8,,37.601593999718354,126.86709800046896,경기도,고양시덕양구,화전동,,603-3,,,
F_004953,2021,5,23,9,,37.64729600008253,126.86035900014824,경기도,고양시덕양구,성사동,,산144-12,,,
F_004954,2021,5,26,9,,37.3842099999509,126.95821200031835,경기도,안양시동안구,호계동,,1057,,,
F_004955,2020,1,1,19,,38.33291081465378,127.23449695268894,경기도,광주시,목현동,,산196,,,
F_004956,2020,1,2,13,,38.26509743120579,127.35751392267873,경기도,광주시,곤지암읍,열미리,568-1,,,
F_004957,2020,1,4,8,,38.61398723171935,127.12154525658332,경기도,남양주시,별내면,청학리,257,,,
F_004958,2020,1,4,13,,38.596915368886556,126.56408667617171,경기도,김포시,통진읍,옹정리,132-3,,,
F_004959,2020,1,4,23,,38.22616603094717,127.06310954422499,경기도,용인시수지구,성복동,,산10,,,
F_004960,2020,1,5,15,,38.21316533457647,127.55374678976781,경기도,여주시,흥천면,대당리,산23-5,,,
F_004961,2020,1,5,15,,38.329548678751294,126.9054644046781,경기도,안양시만안구,석수동,,395-10,,,
F_004962,2020,1,5,17,,38.11930745907392,127.01826890741626,경기도,화성시,황계동,,119-2,,,
F_004963,2020,1,5,17,,38.604127632372055,127.15572790546366,경기도,남양주시,진접읍,내각리,621-3,,,
F_004964,2020,1,8,21,,38.55650086042126,127.27719951044368,경기도,남양주시,화도읍,묵현리,408-7,,,
F_004965,2020,1,10,11,,38.318228999842034,126.87207777044692,경기도,광명시,일직동,,산52,,,
F_004966,2020,1,14,13,,38.68808781968146,127.46853272775941,경기도,가평군,청평면,상천리,142-4,,,
F_004967,2020,1,14,18,,38.25481367034035,126.81626390406741,경기도,안산시단원구,화정동,,445,,,
F_004968,2020,1,14,19,,38.25982168572555,127.1306190553108,경기도,성남시분당구,정자동,,산30-1,,,
F_004969,2020,1,15,1,,38.68085064067682,126.85066810884379,경기도,파주시,광탄면,신산리,196-1,,,
F_004970,2020,1,15,8,,38.73213896212931,127.1303936473425,경기도,포천시,소흘읍,송우리,631-2,,,
F_004971,2020,1,15,10,,38.67861916351677,127.13997275701936,경기도,포천시,소흘읍,무림리,75-2,,,
F_004972,2020,1,16,0,,38.327784007198844,127.26452379830103,경기도,광주시,송정동,,279,,,
F_004973,2020,1,16,8,,38.72335178894102,127.14175035856627,경기도,포천시,소흘읍,송우리,642-3,,,
F_004974,2020,1,17,12,,38.004446931953964,126.94541551897586,경기도,화성시,향남읍,상두리,598,,,
F_004975,2020,1,17,12,,38.004446931953964,126.94541551897586,경기도,화성시,향남읍,상두리,598,,,
F_004976,2020,1,18,12,,38.36055287775691,126.84986392564302,경기도,광명시,광명동,,605-1,,,
F_004977,2020,1,18,13,,38.89617708545743,127.19395318331642,경기도,포천시,창수면,주원리,227,,,
F_004978,2020,1,18,13,,38.056320074383244,127.57045130822907,경기도,이천시,장호원읍,선읍리,887-25,,,
F_004979,2020,1,18,14,,38.45768783104858,127.512189857773,경기도,양평군,옥천면,용천리,1037-4,,,
F_004980,2020,1,18,15,,38.72844693000988,127.5046874163256,경기도,가평군,가평읍,읍내리,926-1,,,
F_004981,2020,1,18,16,,38.757847531011144,127.0491711426664,경기도,양주시,은현면,용암리,316,,,
F_004982,2020,1,18,18,,38.427071268949966,127.45688965464362,경기도,양평군,옥천면,아신리,149-40,,,
F_004983,2020,1,19,8,,38.059592330277596,126.94500995612319,경기도,화성시,정남면,백리,산79-9,,,
F_004984,2020,1,20,17,,38.179154187596005,127.17341109109607,경기도,용인시기흥구,동백동,,14,,,
F_004985,2020,1,21,9,,38.24412749647521,126.89570542102359,경기도,군포시,속달동,,267,,,
F_004986,2020,1,21,9,,38.72500482035266,127.13795881049387,경기도,포천시,소흘읍,송우리,641-139,,,
F_004987,2020,1,21,9,,38.18311267634902,127.17100076087381,경기도,용인시기흥구,동백동,,509-3,,,
F_004988,2020,1,21,12,,38.86475446957761,127.21124281634712,경기도,포천시,신북면,삼성당리,174-1,,,
F_004989,2020,1,21,13,,38.49251120033112,126.7811600634321,경기도,김포시,고촌읍,전호리,513-6,,,
F_004990,2020,1,21,14,,38.68296667015297,126.68636418143302,경기도,파주시,탄현면,성동리,671-1,,,
F_004991,2020,1,21,17,,38.56571220824101,127.13704559880728,경기도,남양주시,별내동,,산195-10,,,
F_004992,2020,1,22,9,,38.52203654908033,127.22595861864704,경기도,남양주시,와부읍,율석리,334-4,,,
F_004993,2020,1,22,10,,38.62247652928032,126.94145939504116,경기도,양주시,장흥면,일영리,산30-44,,,
F_004994,2020,1,22,16,,38.743902234196774,126.79877579018142,경기도,파주시,파주읍,봉서리,240,,,
F_004995,2020,1,22,17,,38.76952592603899,126.7498469373077,경기도,파주시,문산읍,사목리,212-12,,,
F_004996,2020,1,23,13,,37.947473508178646,127.31306608793463,경기도,안성시,보개면,오두리,210,,,
F_004997,2020,1,23,11,,38.55325650042369,126.58013586035958,경기도,김포시,대곶면,율생리,산36-2,,,
F_004998,2020,1,24,12,,38.6267583352581,126.93022482190776,경기도,양주시,장흥면,일영리,406,,,
F_004999,2020,1,24,13,,38.781009433786416,127.10178057643948,경기도,동두천시,탑동동,,582-1,,,
F_005000,2020,1,24,15,,38.240933299446326,127.44514488147892,경기도,이천시,신둔면,장동리,산50,,,
F_005001,2020,1,24,15,,37.838256076876924,127.21488195960364,경기도,안성시,서운면,현매리,543-6,,,
F_005002,2020,1,24,16,,38.1095383486897,127.38085873059278,경기도,이천시,호법면,매곡리,411-2,,,
F_005003,2020,1,24,17,,38.5345718111361,127.38620868443189,경기도,양평군,서종면,수입리,609-8,,,
F_005004,2020,1,24,18,,38.20523559223365,126.86850808109384,경기도,안산시상록구,일동,,산97,,,
F_005005,2020,1,24,18,,38.88953587703203,127.08134996755761,경기도,연천군,청산면,초성리,116-1,,,
F_005006,2020,1,24,19,,38.64548654793301,127.31245005839587,경기도,남양주시,수동면,외방리,223-42,,,
F_005007,2020,1,25,17,,38.53473637954383,126.96966425042564,경기도,고양시덕양구,북한동,,산1-1,,,
F_005008,2020,1,25,11,,38.21536783924532,127.75076877290026,경기도,여주시,강천면,도전리,1165-4,,,
F_005009,2020,1,25,12,,38.091153742903586,126.93210495802809,경기도,화성시,봉담읍,왕림리,475-17,,,
F_005010,2020,1,26,14,,38.69574254426814,127.17442140029137,경기도,포천시,소흘읍,고모리,797-93,,,
F_005011,2020,1,26,23,,37.91370281786323,126.91246973154797,경기도,평택시,안중읍,덕우리,486,,,
F_005012,2020,1,27,8,,38.3172712780353,127.50579185523966,경기도,여주시,금사면,소유리,49-9,,,
F_005013,2020,1,27,13,,38.60088944710232,126.8165214155637,경기도,일산동구,문봉동,,243-1,,,
F_005014,2020,1,28,22,,38.466937750761865,127.19213347199043,경기도,하남시,망월동,,180-5,,,
F_005015,2020,1,28,6,,38.38049085245398,127.55624458710766,경기도,양평군,양평읍,대흥리,51,,,
F_005016,2020,1,29,8,,37.93262818843024,127.18413702671508,경기도,안성시,양성면,방신리,316-1,,,
F_005017,2020,1,29,8,,38.494820174341655,126.893407794417,경기도,고양시덕양구,향동동,,270-2,,,
F_005018,2020,1,29,13,,38.15270593845176,126.67484360706521,경기도,화성시,송산면,독지리,902,,,
F_005019,2020,1,29,13,,38.03219553742667,126.83792756157005,경기도,화성시,장안면,석포리,422-16,,,
F_005020,2020,1,29,13,,38.2528931274454,127.1390837432433,경기도,광주시,오포읍,신현리,978,,,
F_005021,2020,1,30,13,,38.407151018178695,127.14605358369333,경기도,하남시,감일동,,376-112,,,
F_005022,2020,1,30,14,,38.32365462806273,126.85842538817013,경기도,광명시,가학동,,78,,,
F_005023,2020,1,30,14,,38.32416612806997,126.85677763487732,경기도,광명시,가학동,,89-1,,,
F_005024,2020,1,31,8,,38.81102183691436,127.02028636621482,경기도,동두천시,상패동,,873-4,,,
F_005025,2020,1,31,13,,38.38099836525976,127.51208352399719,경기도,양평군,양평읍,창대리,581-14,,,
F_005026,2020,1,31,19,,38.927365121187094,126.88236164482034,경기도,연천군,백학면,두현리,산139,,,
F_005027,2020,1,31,15,,38.50193624182626,127.21279260134271,경기도,남양주시,삼패동,,4-3,,,
F_005028,2020,2,1,1,,38.63793081470427,127.01210573637445,경기도,의정부시,가능동,,산56-5,,,
F_005029,2020,2,2,19,,38.161821189957614,126.57796329257381,경기도,안산시단원구,대부북동,,1033,,,
F_005030,2020,2,3,6,,38.430455998935145,127.23940455244463,경기도,하남시,창우동,,산26-6,,,
F_005031,2020,2,3,13,,39.02988992377885,127.25843628816273,경기도,포천시,관인면,사정리,328-1,,,
F_005032,2020,2,3,6,,38.430455998935145,127.23940455244463,경기도,하남시,창우동,,산26-6,,,
F_005033,2020,2,3,7,,38.24925473986907,126.92016848308144,경기도,군포시,산본동,,산144-1,,,
F_005034,2020,2,4,11,,38.006377424444956,127.23529769564739,경기도,안성시,양성면,노곡리,693-4,,,
F_005035,2020,2,4,11,,38.010814935195285,127.23731598467934,경기도,안성시,양성면,난실리,15,,,
F_005036,2020,2,4,11,,38.161032470731875,127.35548761001307,경기도,이천시,마장면,양촌리,114,,,
F_005037,2020,2,4,11,,38.45676800139678,127.81333046949715,경기도,양평군,청운면,도원리,505-3,,,
F_005038,2020,2,4,13,,38.1125830210898,127.23713177425289,경기도,용인시처인구,운학동,,465-28,,,
F_005039,2020,2,4,14,,38.46448301470905,127.65615960578313,경기도,양평군,단월면,향소리,684,,,
F_005040,2020,2,4,18,,38.46606467104227,127.28840282540293,경기도,남양주시,조안면,진중리,511-1,,,
F_005041,2020,2,5,19,,38.567291450377134,127.18137364745122,경기도,남양주시,진건읍,용정리,696,,,
F_005042,2020,2,5,14,,38.09884302790171,127.70639020326092,경기도,여주시,점동면,당진리,산44,,,
F_005043,2020,2,5,19,,38.567291450377134,127.18137364745122,경기도,남양주시,진건읍,용정리,696,,,
F_005044,2020,2,6,7,,38.264235160566805,127.13921963088373,경기도,성남시분당구,분당동,,86,,,
F_005045,2020,2,7,16,,38.602952999972594,127.20481354214728,경기도,남양주시,오남읍,양지리,산18-4,,,
F_005046,2020,2,8,18,,38.42645805827284,127.22006050216504,경기도,하남시,천현동,,499-1,,,
F_005047,2020,2,8,12,,38.731713572428276,126.8036977029443,경기도,파주시,파주읍,봉암리,16,,,
F_005048,2020,2,8,12,,38.72618990321401,126.71530379839112,경기도,파주시,탄현면,오금리,산19,,,
F_005049,2020,2,8,13,,38.31086651373618,127.04590649080028,경기도,성남시수정구,금토동,,산72,,,
F_005050,2020,2,9,3,,38.809509981712104,127.06535939969739,경기도,동두천시,생연동,,221,,,
F_005051,2020,2,9,11,,38.24719569064576,126.96526033008257,경기도,의왕시,고천동,,191-8,,,
F_005052,2020,2,9,16,,38.82847147907503,126.98743596664407,경기도,양주시,남면,황방리,산55,,,
F_005053,2020,2,9,21,,38.34413466949995,127.18468216280213,경기도,성남시중원구,상대원동,,산141,,,
F_005054,2020,2,10,16,,38.62653423967437,126.84643999664537,경기도,고양시덕양구,내유동,,639-2,,,
F_005055,2020,2,10,17,,38.374638704107745,127.41895574255008,경기도,양평군,강하면,성덕리,652-2,,,
F_005056,2020,2,10,11,,38.66548602170064,127.09405647000315,경기도,의정부시,자일동,,224-1,,,
F_005057,2020,2,10,14,,38.304602046880575,126.8670141291651,경기도,광명시,가학동,,1037-1,,,
F_005058,2020,2,10,14,,38.66041992325734,127.08686915233503,경기도,의정부시,자일동,,311-1,,,
F_005059,2020,2,10,13,,38.817949432365076,126.93273301504983,경기도,파주시,적성면,무건리,산134,,,
F_005060,2020,2,11,13,,38.65549662532923,126.68489862012227,경기도,파주시,송촌동,,198-10,,,
F_005061,2020,2,11,13,,37.86156570901916,126.90188338011761,경기도,평택시,현덕면,도대리,산69-4,,,
F_005062,2020,2,11,13,,38.02189376641598,126.95720127011194,경기도,화성시,향남읍,길성리,288,,,
F_005063,2020,2,11,14,,38.80786633206769,127.10754061503101,경기도,동두천시,광암동,,산30,,,
F_005064,2020,2,11,15,,38.283361125731915,127.21640471950447,경기도,광주시,목동,,77-3,,,
F_005065,2020,2,11,16,,38.27538569213429,127.58601183375079,경기도,여주시,대신면,보통리,105-4,,,
F_005066,2020,2,11,16,,38.281451899824376,127.51830944546626,경기도,여주시,금사면,도곡리,619,,,
F_005067,2020,2,11,17,,38.657013215224275,127.06083195250204,경기도,의정부시,금오동,,산45-4,,,
F_005068,2020,2,11,7,,38.23421235288778,126.96058359698507,경기도,의왕시,이동,,572,,,
F_005069,2020,2,11,7,,38.40609418937965,127.19176620450648,경기도,하남시,항동,,234-1,,,
F_005070,2020,2,11,7,,38.682448802025476,127.01904328952817,경기도,양주시,어둔동,,산4-13,,,
F_005071,2020,2,15,16,,38.45424018674002,127.31493436654597,경기도,남양주시,조안면,진중리,274-7,,,
F_005072,2020,2,15,16,,38.5820692483299,127.38462667584852,경기도,가평군,청평면,대성리,392-36,,,
F_005073,2020,2,18,8,,38.70736741753921,127.25540870435977,경기도,포천시,내촌면,소학리,234-3,,,
F_005074,2020,2,19,14,,37.88674458611825,127.18324969385459,경기도,안성시,공도읍,웅교리,214,,,
F_005075,2020,2,19,16,,38.56180745728356,127.1478231663685,경기도,남양주시,퇴계원면,퇴계원리,44,,,
F_005076,2020,2,20,17,,38.81454878252478,127.23241801385586,경기도,포천시,신북면,기지리,483,,,
F_005077,2020,2,20,18,,38.18702871307301,127.61390726407213,경기도,여주시,월송동,,279,,,
F_005078,2020,2,21,8,,38.25511850955492,126.98354799229756,경기도,의왕시,오전동,,418-1,,,
F_005079,2020,2,21,18,,38.55751179638885,127.34124385293896,경기도,남양주시,화도읍,월산리,37-1,,,
F_005080,2020,2,22,14,,38.162131295018526,127.57959294579507,경기도,여주시,능서면,광대리,267-1,,,
F_005081,2020,2,23,11,,38.06501392559709,126.92517794023439,경기도,화성시,봉담읍,덕우리,60,,,
F_005082,2020,2,23,15,,38.05505754456489,127.50995228551554,경기도,이천시,설성면,상봉리,632-8,,,
F_005083,2020,2,23,17,,38.36747454146435,127.47396462443058,경기도,양평군,강상면,신화리,389,,,
F_005084,2020,2,23,17,,38.536312903291126,127.18618177039791,경기도,남양주시,진건읍,배양리,180,,,
F_005085,2020,2,24,14,,38.65461458950774,126.9201571377516,경기도,파주시,광탄면,영장리,10,,,
F_005086,2020,2,24,16,,38.00443664356622,126.90182993381266,경기도,화성시,향남읍,상신리,598-21,,,
F_005087,2020,2,24,18,,37.91512756892732,127.15598130003036,경기도,안성시,원곡면,반제리,561-5,,,
F_005088,2020,2,24,18,,38.408741470178654,127.51899983538975,경기도,양평군,양평읍,공흥리,산49-4,,,
F_005089,2020,2,24,19,,38.51063605883244,127.12767720678578,경기도,구리시,인창동,,650-35,,,
F_005090,2020,2,26,17,,38.07519941566691,127.30551795957791,경기도,용인시처인구,원삼면,고당리,234-23,,,
F_005091,2020,2,27,10,,38.18015843311535,127.65816676677899,경기도,여주시,매룡동,,산4-52,,,
F_005092,2020,2,27,15,,38.45665715828045,127.31055696577698,경기도,남양주시,조안면,진중리,203-3,,,
F_005093,2020,2,28,6,,38.298082363189835,126.9881452857102,경기도,의왕시,포일동,,679-9,,,
F_005094,2020,2,28,18,,38.18441126736982,127.22849579835983,경기도,용인시처인구,포곡읍,전대리,64-35,,,
F_005095,2020,2,28,10,,38.68162287278931,126.82911808697428,경기도,파주시,조리읍,오산리,30-1,,,
F_005096,2020,2,28,18,,38.18441126736982,127.22849579835983,경기도,용인시처인구,포곡읍,전대리,64-35,,,
F_005097,2020,3,1,9,,38.627230388577736,127.40264466449788,경기도,가평군,청평면,대성리,산48-1,,,
F_005098,2020,3,1,16,,38.11695286317809,127.03301297690291,경기도,화성시,진안동,,141,,,
F_005099,2020,3,1,17,,38.100419352780285,127.31109534156835,경기도,용인시처인구,원삼면,사암리,474-1,,,
F_005100,2020,3,2,14,,38.51962345264625,127.34394302091832,경기도,남양주시,화도읍,금남리,산56-144,,,
F_005101,2020,3,2,23,,37.96362567085794,126.94533195311334,경기도,화성시,양감면,신왕리,1004-1,,,
F_005102,2020,3,3,17,,38.627326472529326,126.9054421784245,경기도,고양시덕양구,벽제동,,545-3,,,
F_005103,2020,3,3,18,,37.936790624167045,127.26841735938955,경기도,안성시,사곡동,,39,,,
F_005104,2020,3,3,8,,38.145221412430416,126.96055167266488,경기도,수원시권선구,오목천동,,379-3,,,
F_005105,2020,3,3,12,,38.18166716455458,127.46743971199737,경기도,이천시,갈산동,,710,,,
F_005106,2020,3,4,0,,38.257068598372825,126.87268778633188,경기도,안산시상록구,장상동,,121-5,,,
F_005107,2020,3,4,14,,38.83177913774901,126.85576608203095,경기도,파주시,파평면,눌노리,238-4,,,
F_005108,2020,3,5,17,,38.35377973959165,127.5487068972011,경기도,양평군,개군면,불곡리,80-1,,,
F_005109,2020,3,5,17,,38.87373431152862,127.2648068806905,경기도,포천시,영중면,금주리,518-2,,,
F_005110,2020,3,5,18,,38.22481135596496,127.49157240179633,경기도,이천시,백사면,조읍리,304-1,,,
F_005111,2020,3,5,9,,38.045936561850134,126.94993030551304,경기도,화성시,향남읍,동오리,349-6,,,
F_005112,2020,3,6,11,,38.047710333769224,126.97481074628456,경기도,화성시,정남면,문학리,9-2,,,
F_005113,2020,3,6,13,,37.99459585328311,127.572830390282,경기도,이천시,율면,월포리,529-14,,,
F_005114,2020,3,6,18,,38.20120717026223,127.18586177318147,경기도,용인시처인구,포곡읍,가실리,21,,,
F_005115,2020,3,6,18,,38.284633506212046,127.15191117357608,경기도,성남시분당구,율동,,300-1,,,
F_005116,2020,3,7,11,,38.14689027414246,126.82486283591858,경기도,화성시,비봉면,남전리,444,,,
F_005117,2020,3,7,13,,38.55092979824251,126.56951522497477,경기도,김포시,대곶면,송마리,964-2,,,
F_005118,2020,3,7,14,,38.53667072855362,126.8644431929381,경기도,덕양구,원흥동,,346,,,
F_005119,2020,3,7,15,,38.57327044668295,127.20478661559711,경기도,남양주시,진건읍,송능리,178-1,,,
F_005120,2020,3,7,15,,39.032239196891474,127.1294534722349,경기도,연천군,신서면,내산리,301,,,
F_005121,2020,3,7,16,,38.26053828154389,126.73375497164051,경기도,시흥시,정왕동,,876,,,
F_005122,2020,3,7,18,,38.18456019763662,126.56815315002568,경기도,안산시단원구,대부북동,,산9-6,,,
F_005123,2020,3,7,19,,38.56116465222305,126.6602877641455,경기도,김포시,장기동,,8-7,,,
F_005124,2020,3,7,19,,38.22385290863289,127.65142280994313,경기도,여주시,현암동,,77-17,,,
F_005125,2020,3,7,19,,38.67145109277026,127.12163086752895,경기도,의정부시,자일동,,71,,,
F_005126,2020,3,8,10,,38.003578694886556,126.93863018712165,경기도,화성시,양감면,대양리,1419,,,
F_005127,2020,3,8,12,,38.43149279697411,127.33469451952995,경기도,광주시,남종면,검천리,852-1,,,
F_005128,2020,3,8,14,,39.01167645392328,126.9598786151679,경기도,연천군,왕징면,고잔하리,83,,,
F_005129,2020,3,8,15,,38.512821721360176,127.42623335184474,경기도,양평군,서종면,정배리,388-7,,,
F_005130,2020,3,8,15,,37.99388286277794,127.5288589183519,경기도,이천시,율면,신추리,산15-10,,,
F_005131,2020,3,8,15,,37.9891015668949,127.21927130865669,경기도,안성시,양성면,도곡리,23,,,
F_005132,2020,3,8,15,,38.26273739660614,127.1973532104073,경기도,광주시,오포읍,문형리,11-9,,,
F_005133,2020,3,8,15,,38.327695683335065,127.14476178661738,경기도,성남시중원구,하대원동,,382-2,,,
F_005134,2020,3,8,18,,38.731505151558245,127.49094296506115,경기도,가평군,가평읍,경반리,436,,,
F_005135,2020,3,8,18,,38.284467047078664,126.81960662809054,경기도,시흥시,광석동,,35,,,
F_005136,2020,3,8,19,,38.05620735005914,126.98204303399845,경기도,화성시,정남면,발산리,700,,,
F_005137,2020,3,9,11,,37.979691424319775,126.90591495879072,경기도,화성시,향남읍,구문천리,89-1,,,
F_005138,2020,3,9,16,,37.99610848865232,127.30861637319907,경기도,안성시,보개면,북가현리,710-1,,,
F_005139,2020,3,9,17,,39.01785276076324,126.98561277855116,경기도,연천군,중면,횡산리,250-9,,,
F_005140,2020,3,9,19,,38.58410555723517,126.86141597296375,경기도,고양시덕양구,원당동,,1262-4,,,
F_005141,2020,3,9,21,,38.60863281512245,126.85929077484046,경기도,고양시덕양구,관산동,,산53-3,,,
F_005142,2020,3,9,6,,38.16900314337544,126.90827396486593,경기도,화성시,매송면,숙곡리,28-2,,,
F_005143,2020,3,9,6,,39.030740517546405,126.97280252066813,경기도,연천군,중면,횡산리,산108,,,
F_005144,2020,3,9,13,,38.64572188627786,127.23940694759482,경기도,남양주시,진접읍,팔야리,247-2,,,
F_005145,2020,3,11,8,,37.903233806636855,127.33722248057074,경기도,안성시,금광면,오흥리,산61,,,
F_005146,2020,3,13,17,,38.31669928796335,126.96606192274113,경기도,안양시동안구,관양동,,1776-4,,,
F_005147,2020,3,13,5,,38.73195747487951,126.82693964004723,경기도,파주시,파주읍,연풍리,472-10,,,
F_005148,2020,3,13,6,,38.521428384742855,127.21401961000649,경기도,남양주시,금곡동,,80-1,,,
F_005149,2020,3,13,11,,37.98385430007964,127.4674796460183,경기도,안성시,일죽면,월정리,산87-7,,,
F_005150,2020,3,13,12,,37.97830778372375,126.79537522250446,경기도,화성시,우정읍,조암리,619,,,
F_005151,2020,3,14,10,,37.91176360563247,127.27957298338691,경기도,안성시,봉남동,,산17-3,,,
F_005152,2020,3,14,10,,38.43138994432851,126.80792640464871,경기도,부천시,고강동,,189-3,,,
F_005153,2020,3,14,12,,38.15224448819291,127.44644211178905,경기도,이천시,호법면,유산리,418,,,
F_005154,2020,3,14,12,,37.942876536042924,126.88285626813955,경기도,평택시,청북읍,고잔리,1077-1,,,
F_005155,2020,3,14,13,,38.62268880418672,127.11303949553638,경기도,의정부시,산곡동,,136-17,,,
F_005156,2020,3,14,14,,38.73539267709473,127.27488780453389,경기도,포천시,내촌면,신팔리,308-12,,,
F_005157,2020,3,14,15,,38.35646364696231,127.5806469429554,경기도,양평군,용문면,삼성리,산142-1,,,
F_005158,2020,3,14,15,,38.24757599360622,126.77776104495564,경기도,시흥시,거모동,,1357-1,,,
F_005159,2020,3,15,11,,37.972758449013675,126.84933699381386,경기도,화성시,장안면,독정리,산220-9,,,
F_005160,2020,3,15,12,,38.08044114429709,127.42738136010448,경기도,이천시,모가면,어농리,390-5,,,
F_005161,2020,3,15,14,,38.318142413313126,126.85939663827457,경기도,광명시,가학동,,204-8,,,
F_005162,2020,3,15,15,,38.06838602015959,126.66703496029275,경기도,화성시,서신면,송교리,67-2,,,
F_005163,2020,3,15,16,,38.22248257817954,127.06082238260721,경기도,용인시수지구,성복동,,389,,,
F_005164,2020,3,15,16,,38.310090028288215,127.48038241465848,경기도,여주시,금사면,상호리,154,,,
F_005165,2020,3,15,16,,38.79717035064584,126.75776199261792,경기도,파주시,문산읍,마정리,420-2,,,
F_005166,2020,3,15,17,,38.08764068056224,127.47403299039811,경기도,이천시,모가면,원두리,149-12,,,
F_005167,2020,3,15,17,,38.336323802857464,126.80951586056415,경기도,시흥시,안현동,,127,,,
F_005168,2020,3,15,18,,37.9603915023761,127.30327794939878,경기도,안성시,보개면,적가리,71-6,,,
F_005169,2020,3,15,19,,38.68216382536821,127.16427496838888,경기도,포천시,소흘읍,직동리,289-2,,,
F_005170,2020,3,15,19,,38.6826066917977,127.16323015039715,경기도,포천시,소흘읍,직동리,산110-1,,,
F_005171,2020,3,16,6,,38.04946507971434,127.14205889729297,경기도,용인시처인구,남사면,북리,709-3,,,
F_005172,2020,3,16,6,,38.04946507971434,127.14205889729297,경기도,용인시처인구,남사면,북리,709-3,,,
F_005173,2020,3,16,12,,38.07038807475944,126.62016487528541,경기도,화성시,서신면,제부리,산18,,,
F_005174,2020,3,16,14,,38.45751651981701,127.31596826768869,경기도,남양주시,조안면,진중리,135-6,,,
F_005175,2020,3,16,14,,38.373935011359954,127.56701997785989,경기도,양평군,용문면,삼성리,1025,,,
F_005176,2020,3,16,17,,38.29917271472973,127.29450858374052,경기도,광주시,초월읍,도평리,산27-1,,,
F_005177,2020,3,16,17,,38.63784306878083,126.93823095723737,경기도,양주시,장흥면,석현리,산170-16,,,
F_005178,2020,3,16,18,,38.41563021707807,127.19427610678535,경기도,하남시,항동,,73-1,,,
F_005179,2020,3,16,6,,38.04946507971434,127.14205889729297,경기도,용인시처인구,남사면,북리,709-3,,,
F_005180,2020,3,17,13,,37.932601652133094,127.23898668279337,경기도,안성시,대덕면,모산리,산73-1,,,
F_005181,2020,3,17,14,,38.613117771363584,127.17499041776536,경기도,남양주시,진접읍,내각리,산13-3,,,
F_005182,2020,3,17,20,,38.575692579218384,126.92031342659605,경기도,양주시,장흥면,삼하리,162-3,,,
F_005183,2020,3,17,9,,38.12510514466137,127.28592730442885,경기도,용인시처인구,양지면,남곡리,578-1,,,
F_005184,2020,3,18,13,,38.09297298070439,126.74278833818214,경기도,화성시,마도면,금당리,859,,,
F_005185,2020,3,18,16,,38.66229199018971,126.77620941997914,경기도,파주시,아동동,,산21,,,
F_005186,2020,3,18,21,,38.47344063880288,127.237094327818,경기도,남양주시,와부읍,도곡리,산160-4,,,
F_005187,2020,3,19,5,,38.3150278174791,126.78397000457872,경기도,시흥시,미산동,,501-6,,,
F_005188,2020,3,19,8,,38.46602963407889,127.1152695026624,경기도,구리시,아천동,,320,,,
F_005189,2020,3,19,10,,38.27064950783115,127.38239569623914,경기도,광주시,곤지암읍,오향리,산28,,,
F_005190,2020,3,19,12,,38.21716497256012,127.00376829216943,경기도,수원시장안구,파장동,,362,,,
F_005191,2020,3,19,14,,38.55492385726737,126.56071515513939,경기도,김포시,대곶면,송마리,850-21,,,
F_005192,2020,3,19,14,,38.24060914422893,126.80122166913634,경기도,안산시단원구,선부동,,산124-4,,,
F_005193,2020,3,19,14,,38.48509119299046,127.12460636406884,경기도,구리시,교문동,,708-2,,,
F_005194,2020,3,19,14,,38.31945211025012,127.5592083609871,경기도,양평군,개군면,상자포리,140,,,
F_005195,2020,3,19,14,,38.16336362214578,127.43872788793841,경기도,이천시,증일동,,192-3,,,
F_005196,2020,3,19,15,,38.307472038552916,127.24236108914677,경기도,광주시,장지동,,521,,,
F_005197,2020,3,19,15,,38.23394760409466,127.04871351699424,경기도,용인시수지구,신봉동,,663-2,,,
F_005198,2020,3,19,16,,38.58572171057933,127.13546533671648,경기도,남양주시,별내면,광전리,산121-3,,,
F_005199,2020,3,19,16,,38.498575488051074,127.11731597264013,경기도,구리시,교문동,,산34-3,,,
F_005200,2020,3,20,0,,38.056095999616794,126.69992802746147,경기도,화성시,서신면,용두리,751-1,,,
F_005201,2020,3,20,15,,38.72895075751886,127.51310894459704,경기도,가평군,가평읍,대곡리,290,,,
F_005202,2020,3,20,15,,38.025346128399015,127.11881246231937,경기도,용인시처인구,남사면,봉명리,646-2,,,
F_005203,2020,3,20,16,,38.30127968399623,127.66647329382704,경기도,여주시,북내면,상교리,371-5,,,
F_005204,2020,3,20,16,,38.191650356508674,127.75456607882631,경기도,여주시,강천면,부평리,100,,,
F_005205,2020,3,20,16,,38.72677991694374,126.7897735514046,경기도,파주시,파주읍,봉암리,395-6,,,
F_005206,2020,3,20,16,,37.87274602849432,127.05806736150502,경기도,평택시,팽성읍,근내리,242-1,,,
F_005207,2020,3,21,16,,39.002983924663695,127.24161069977421,경기도,포천시,관인면,사정리,730-3,,,
F_005208,2020,3,21,16,,38.99721980560309,127.24552738000656,경기도,포천시,영북면,소회산리,산151-1,,,
