fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,상대강수부족_score,상대강풍_score,단기상대건조_score
F_008267,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.07768948151050964,-0.6842661182772507,-0.49553731155264163
F_008268,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,0.01830822822346068,-0.1324205236896778,0.7651775331339437
F_008269,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.20617370230991036,-0.609631054728218,-0.2850438111145224
F_008270,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.1608658847011876,-0.5985146660932764,1.8559475477538787
F_008271,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.18131197800176083,-0.7293099646148229,1.1779251171088478
F_008272,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.08688881825578003,-0.6263165864600718,1.4800161049808305
F_008273,2020-10-21 14:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.018784998697170492,-0.8028864941167824,1.2804156946099337
F_008274,2020-10-21 14:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3725813833782991,-0.6635014120961309,1.2877448108039613
F_008275,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2997920232951345,-1.1760429266274455,0.43228684818024604
F_008276,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.06435324077757555,-1.0978430390301304,0.8647409662679226
F_008277,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3669681076387768,-0.8214702724014474,0.3900985586235268
F_008278,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3192563456210108,-1.5164300772373247,0.48071821070040543
F_008279,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3060887033328808,-0.7818311132972823,0.03879697994498342
F_008280,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.10640808088020848,-0.6976679451901359,1.6542761981663276
F_008281,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.061183823253943885,-0.6297000002042943,1.0054620699760641
F_008282,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.27230040508283193,-0.6438496111735316,0.8753294131543699
F_008283,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.1460433203792928,-0.7319170243172983,0.15248325013575142
F_008284,2020-10-21 16:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,16,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3352521119010384,-0.6145290102644283,0.6249769482548269
F_008285,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.32696755991374765,-0.961665049192647,-0.007705166865299192
F_008286,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.21527111142879474,-0.587865030947841,0.8446047172802649
F_008287,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.16453088916757863,-0.13527185937005448,0.8847813079946234
F_008288,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.09884746392270222,-0.8012136026551722,0.7869256300571172
F_008289,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2310253016473087,-1.2361721292970747,0.2853368292864684
F_008290,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.1852031863633925,-0.6455777040880324,0.9975305980482382
F_008291,2020-10-21 14:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9568455168882193,-0.32782254077730166,0.4950715952244902
F_008292,2020-10-21 14:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2378838041380455,-0.34866934508902564,0.28103619743713987
F_008293,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.2760575299456492,-0.7348428952369108,1.3150879988937196
F_008294,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.12562206011301455,-0.810378868504842,0.9986542107740033
F_008295,2020-10-21 14:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3003516909605048,-0.13106953549057304,-0.05970626400874829
F_008296,2020-10-21 14:00:00,YS_0068,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.16369580470786071,-0.03691034473612823,0.3983189700861856
F_008297,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.36546544966584904,-0.9743077355296557,0.46550573013149193
F_008298,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.16916307895550492,-1.4199112416221065,-0.4723011028773167
F_008299,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.3665026166869964,-0.8884396849383728,0.7741286602156812
F_008300,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.16749050414019048,-0.996941623256181,1.370239430364017
F_008301,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.3334812338662283,-1.356343301435412,0.003871286551283608
F_008302,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.16080686984181908,-1.3609807148721507,0.19863493951403016
F_008303,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.28538207222679385,-0.7436568203556384,1.0124908823705463
F_008304,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.20727143674254625,-0.7663636957789983,0.6530269669015737
F_008305,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.19990482859062444,-0.9472401704253472,0.35744394918689504
F_008306,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.023224497368259944,-0.7015041746851877,-0.32041287425616144
F_008307,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.08987816042696617,-0.7487444669374735,0.24531159797189608
F_008308,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.3408066026152394,-0.6851208122066625,0.9376803966007158
F_008309,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,0.004862163050510999,-0.9304016511171241,0.8707941845845657
F_008310,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.16301404621033558,-0.6134177472231378,0.6635534488344047
F_008311,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.07958963124167731,-0.33634517022305355,1.657120830035429
F_008312,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.383724355629547,-0.6128681510101883,0.8269868786429314
F_008313,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.19064111242341725,-0.29498880158688384,0.1566737857571406
F_008314,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,1.0739945877091985,-0.9109797882602634,1.7903711751201394
F_008315,2020-10-21 14:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.26163487476784675,-0.783018852299864,1.295294505762498
F_008316,2020-10-21 14:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.34756187602697663,-0.22608491730069588,1.3003095287759834
F_008317,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.025462104287082284,-0.6972765344433566,1.1940701696168963
F_008318,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.05258504168936806,-0.9925750996309017,0.6922392036475683
F_008319,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.06673350581240002,-0.7748349170367753,1.6256120937155507
F_008320,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.1980323832572993,-1.1952083653090961,0.699319414762283
F_008321,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.09590777470246518,-0.5073819109194369,1.2932862903563458
F_008322,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.15861109007691493,-1.3570121181335395,1.0292812085059295
F_008323,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.25932874479236223,-0.5615407200596609,1.3013210037636083
F_008324,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3844994144361952,-1.1057637449832582,0.7399060763949662
F_008325,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.27228074185190326,-0.8296369206076379,0.3926371768848525
F_008326,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.1097469079405658,-0.9337953634091106,0.43432668068289115
F_008327,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.11754718995363013,-0.5747142476437298,1.2051645706918577
F_008328,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.22061566976195876,-1.0409176965662958,0.18992291497496946
F_008329,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.37283238690569065,-0.7532686008659146,0.5384934802953101
F_008330,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.140394048292776,-0.3319329593707683,1.0557033488681833
F_008331,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3711777630768204,-0.9358128116299569,0.3388842060935369
F_008332,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.20116306224127478,-0.4952029587592583,2.1419559241691943
F_008333,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.40686651857722606,-0.6738984044764846,1.0975085613231366
F_008334,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.27752032061216886,-0.7629215206745529,0.4398010990319166
F_008335,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2161742350320189,-0.8786827950109846,0.502193325503733
F_008336,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2606418872548741,-0.7606165565908047,0.9194942941860629
F_008337,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.0941838023742206,-0.6236502676648618,0.7563615290621113
F_008338,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.21611858135251785,-1.2049183530599163,0.7538837598796958
F_008339,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,문화·체육·휴양지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.08548695556016145,-0.80585051070274,0.5209761249998099
F_008340,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3430940494620013,-0.8204747995218075,0.4952367479599236
F_008341,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.07148476485889844,-0.6977158427286789,0.3277088718633449
F_008342,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.0193449798329975,-1.203750701316793,-0.016460059649597458
F_008343,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.1276955820460194,-1.2838202926772313,0.8391467208839184
F_008344,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.005356749255593308,-1.4328790065297752,-0.1912570141660494
F_008345,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.0993469928610528,-0.5598220787502509,0.2972026888358797
F_008346,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.02218756247946745,-1.6723846805284632,0.8286661186486335
F_008347,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.21159845454243595,-1.2842424431252695,0.2615602703513949
F_008348,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.34034415941364876,-1.5131809044974895,-0.08035857502302444
F_008349,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.39228401073670754,-1.2383925065216035,0.20600181114115101
F_008350,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.2520854760786272,-1.0660519022596857,-0.69699647244214
F_008351,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.35104637437706115,-1.1606978064094278,0.1468084548362348
F_008352,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.05354139424852046,-0.942421227755513,0.4314156352405794
F_008353,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.23273465823332315,-1.0387061565089712,0.5297362154245354
F_008354,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,0.1215765511163325,-0.6941861569944276,0.9869621885393145
F_008355,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,0.005287731898908744,-0.5451491738736381,0.14878568860549243
F_008356,2020-10-21 14:00:00,YS_0033,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,입산활동 발화 후보,0.2097811882111479,-0.8573134227414684,0.5020471324688087
F_008357,2020-10-21 14:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.33470125527342853,-1.0497327524358824,0.4286518805461247
F_008358,2020-10-21 14:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.016306447977130167,-1.2221420771646512,0.2036835926618321
F_008359,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.17298698336376522,-0.5725203147547594,1.1651659748397896
F_008360,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2326335760831029,-0.440892429742319,1.9239267909263165
F_008361,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.16167449568350375,-0.5948130163674474,0.8580651703373501
F_008362,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.25669731870595636,-0.884119051964108,0.9387829879536462
F_008363,2020-10-21 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.09639901166805827,-0.900115490921975,0.28177464966670485
F_008364,2020-10-21 15:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,문화·체육·휴양지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.35038989946525,-0.9299635820906973,0.4689728291006751
F_008365,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.023182135584257996,-0.8420151854284437,0.09201958169979577
F_008366,2020-10-21 14:00:00,YS_0010,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2938553219471311,-0.7103363430685677,-0.3443199329096732
F_008367,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.3365837694352135,-0.6974363323682693,0.2869547088408928
F_008368,2020-10-21 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.10681063379219483,-1.0587822757728331,0.10641382674754031
