메타데이터,그룹,n,score_n,비중_pct,요인점수,평균,중앙값,표준편차,최소,최대,전체평균,평균차,평균차_sd,전체중앙값,중앙값차,중앙값차_sd,abs_평균차_sd,판정,토지피복해석판정,방향
L1_NAME,초지,568,568,21.273408239700377,산지접근성_score,-0.09645639253758345,-0.10471804902698312,0.735324922736328,-1.304976804317694,3.4686124112424523,-3.1934504977982034e-17,-0.09645639253758342,-0.11765013447411365,-0.13578513427763134,0.03106708525064822,0.03789325581540236,0.11765013447411365,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,낮음
L2_NAME,공공시설지역,33,33,1.2359550561797752,생활권접점_score,0.47172077656348904,0.46829135842956665,0.18878988917649933,0.23575854370397445,0.8777460996310898,0.0,0.47172077656348904,0.49657049784988505,0.2626361970861386,0.20565516134342804,0.2164888445187231,0.49657049784988505,높음,높음,높음
L2_NAME,공공시설지역,33,33,1.2359550561797752,산지접근성_score,-0.10347533337116131,-0.07671120216075311,0.54489955339557,-1.1510471302240868,1.8449644551175413,-3.1934504977982034e-17,-0.10347533337116128,-0.12621130197386776,-0.13578513427763134,0.059073932116878225,0.07205386677463968,0.12621130197386776,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,낮음
L2_NAME,과수원,12,12,0.44943820224719105,선행건조_score,0.7298603277663848,1.4056474988585796,1.3152658067838627,-3.0599575895854794,1.4063509845502324,-3.1934504977982034e-17,0.7298603277663848,0.7439238957815748,0.09018719614625645,1.3154603027123233,1.3408077078728335,0.7439238957815748,높음,높음,높음
L2_NAME,과수원,12,12,0.44943820224719105,강풍_score,0.6002617107554976,0.7557927493973609,0.43326653103649576,-0.30109624972151067,0.8961684518102868,1.0644834992660677e-17,0.6002617107554976,0.6355077980399385,-0.09702517976127435,0.8528179291586352,0.9028935788798699,0.6355077980399385,높음,높음,높음
L2_NAME,내륙습지,55,55,2.0599250936329585,강풍_score,0.20150706387134779,0.10269315563490285,0.8469774307668252,-1.3771817320520299,1.7812695160345622,1.0644834992660677e-17,0.20150706387134779,0.21333912884297795,-0.09702517976127435,0.1997183353961772,0.21144537004714162,0.21333912884297795,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,높음
L2_NAME,내륙습지,55,55,2.0599250936329585,산지접근성_score,-0.1651241845202627,-0.2812026043693225,0.7129600086507667,-1.2539089942742867,2.094175819339526,-3.1934504977982034e-17,-0.16512418452026267,-0.20140585815675968,-0.13578513427763134,-0.14541747009169115,-0.1773691142814275,0.20140585815675968,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,낮음
L2_NAME,논,23,23,0.8614232209737828,산지접근성_score,-0.2660472492162284,-0.4492255872372794,0.6656888187986109,-1.1799645971207153,0.646653884641062,-3.1934504977982034e-17,-0.26604724921622835,-0.3245040978964802,-0.13578513427763134,-0.31344045295964806,-0.3823107050780605,0.3245040978964802,낮음,낮음,낮음
L2_NAME,논,23,23,0.8614232209737828,강풍_score,0.24023275231862587,0.1362091662404077,0.7119471461344548,-1.1781808617221818,1.4253970269236609,1.0644834992660677e-17,0.24023275231862587,0.254338707113155,-0.09702517976127435,0.23323434600168202,0.24692936930503118,0.254338707113155,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,높음
L2_NAME,도로,847,847,31.722846441947567,생활권접점_score,0.87186174343574,0.8921759248030698,0.17846250428408683,0.2836209761403043,1.4940231235037063,0.0,0.87186174343574,0.9177904419392995,0.2626361970861386,0.6295397277169312,0.6627031742932001,0.9177904419392995,높음,높음,높음
L2_NAME,도로,847,847,31.722846441947567,산지접근성_score,-0.15801714411338286,-0.39260533501127687,0.8036741989589075,-1.2890186086741304,4.497850542395713,-3.1934504977982034e-17,-0.15801714411338283,-0.19273723353183836,-0.13578513427763134,-0.25682020073364553,-0.3132496494745982,0.19273723353183836,전체 평균과 큰 차이 작음,전체 평균과 큰 차이 작음,낮음
L2_NAME,문화·체육·휴양지역,53,53,1.9850187265917603,강풍_score,-0.8619186279591645,-0.8527450506285792,0.30376780047693225,-1.5179527820401266,0.16041437013469792,1.0644834992660677e-17,-0.8619186279591645,-0.9125286513019802,-0.09702517976127435,-0.7557198708673049,-0.8000941297179165,0.9125286513019802,낮음,낮음,낮음
L2_NAME,문화·체육·휴양지역,53,53,1.9850187265917603,생활권접점_score,0.45443753614465754,0.5148305191096082,0.3152892996994262,-0.19764823124640749,0.9116057078723052,0.0,0.45443753614465754,0.478376795715836,0.2626361970861386,0.2521943220234696,0.26547963597116114,0.478376795715836,높음,높음,높음
