source_index,fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
3063,F_010680,2021-05-14 10:00:00,YS_0071,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),5,10,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,-0.1929554757892203,-3.0357244193593087,-1.8182145907256337,0.17834629133054417,1.6240455476478404
3064,F_010681,2021-05-14 10:00:00,YS_0002,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),5,10,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.7673638265716007,0.07561844723567203,-1.0305917608217514,0.10449534505746103,0.8935947549533987
3066,F_010683,2021-05-14 18:00:00,YS_0057,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,5,18,산불위험계절(11~5월),저녁(18~23시),미분류,미분류,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.5770254415375542,-1.7040443694501881,-0.9059416625274586,0.1261600113154526,1.5763700481379415
3068,F_010685,2021-05-15 13:00:00,YD_0020,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,5,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.1012555625238927,-2.413480927103306,-0.7296547590439103,0.15345193119039524,-0.6917176190916954
3069,F_010686,2021-05-15 14:00:00,YD_0012,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,5,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.8735609999221585,-2.1409497294880184,-1.1213109082679307,0.12075193207063163,-0.6108990339909495
3070,F_010687,2021-05-15 14:00:00,YD_0012,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,5,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.8735609999221585,-2.1409497294880184,-1.1213109082679307,0.12075193207063163,-0.6108990339909495
3071,F_010688,2021-05-15 14:00:00,YD_0012,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,5,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,0.8735609999221585,-2.1409497294880184,-1.1213109082679307,0.12075193207063163,-0.6108990339909495
3072,F_010689,2021-05-15 09:00:00,YD_0017,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,5,9,산불위험계절(11~5월),아침(6~9시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.04052668996337201,-2.363763812513781,-1.2299738799682727,0.20353855928695225,-1.1150608280219358
3074,F_010691,2021-05-25 14:00:00,YD_0015,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),5,14,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6647655421459313,0.5492862966625681,0.952158576847713,0.018623638169802958,-0.4780457812542202
3075,F_010692,2021-05-25 14:00:00,YD_0015,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),5,14,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6647655421459313,0.5492862966625681,0.952158576847713,0.018623638169802958,-0.4780457812542202
3076,F_010693,2021-05-25 14:00:00,YD_0015,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),5,14,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.7834397922721799,0.545042408338539,0.9438603818201773,0.02396863720325165,-0.49785710821047224
3077,F_010694,2021-05-25 13:00:00,YS_0010,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),5,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.9626697983316704,0.9701976405933076,-0.05651968265089982,-0.2758570059430617,-0.4819204211964655
3078,F_010695,2021-05-25 14:00:00,YD_0015,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),5,14,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.6647655421459313,0.5492862966625681,0.952158576847713,0.018623638169802958,-0.4780457812542202
3082,F_010699,2020-01-04 13:00:00,YS_0037,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.05502618926503566,0.2082237932902493,-0.854799391212226,0.14713071078642673,0.5070552927500248
3083,F_010700,2020-01-04 14:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,1,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.3705814790929827,-0.29863664949949564,-0.05968762288424655,0.1896549199508198,-0.5475623288581777
3084,F_010701,2020-01-04 14:00:00,YS_0001,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,주거지역,도로/시가화/농업 인접,입산활동 발화 후보,0.3101881057109728,0.027312281812438683,-1.09987609991904,0.215599671560307,-0.6649812246216797
3085,F_010702,2020-01-05 06:00:00,YS_0037,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),1,6,산불위험계절(11~5월),아침(6~9시),산림지역,활엽수림,비인접,입산활동 발화 후보,-2.5560355506443133,0.6112360974631438,-1.1837849776685385,0.03199544330621105,1.0837031125170749
3086,F_010703,2020-01-06 16:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.12493149631619897,-0.3429169796731256,-1.5259243238569222,0.15561173028935493,-0.8000683082135723
3087,F_010704,2020-01-06 00:00:00,YS_0037,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),1,0,산불위험계절(11~5월),야간(0~5시),산림지역,활엽수림,비인접,입산활동 발화 후보,-2.577673434860466,0.07490817341264114,-1.195704408811445,0.15803957601799645,1.0839961889257366
3088,F_010705,2020-01-13 11:00:00,YD_0001,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),1,11,산불위험계절(11~5월),한낮(10~13시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.38305120302346585,0.24999358403235766,1.3322235264877034,0.15788213908032214,-0.29598927992753105
3089,F_010707,2020-01-15 13:00:00,YD_0020,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,1,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.1317823114075671,0.2779915277321544,0.7275813947976257,0.10449993986050524,-0.2686708790651192
3090,F_010710,2020-01-23 12:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,12,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.671665511170868,-1.1741539843984647,-1.2812760235818428,0.1525887334554374,0.26345988501515655
3091,F_010712,2020-01-23 14:00:00,YS_0064,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,14,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.7705462427309078,-0.7636739560599317,-0.5386763178669179,0.3849985279608145,-1.2110971362911664
3092,F_010714,2020-01-24 17:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,1,17,산불위험계절(11~5월),오후(14~17시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3895520039152662,0.048401155248344305,-0.08804391465532246,0.07669677928225745,0.5352475529065911
3093,F_010716,2020-01-25 09:00:00,YD_0002,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,1,9,산불위험계절(11~5월),아침(6~9시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5486505457848811,-1.453058098356711,-0.8996797368316488,-1.1167382411615725,-0.8295381243342458
3094,F_010717,2020-01-26 06:00:00,YS_0027,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,1,6,산불위험계절(11~5월),아침(6~9시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.13721220164411,-1.7046638388806565,-0.8694213039203581,0.07033874140006231,-0.42185278806143106
3096,F_010722,2020-01-29 12:00:00,YS_0014,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),1,12,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.7873637965467228,-0.7628593606537508,-0.8082436396286549,0.1665169488802096,0.8807656101485262
3097,F_010724,2020-01-31 11:00:00,YS_0071,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),1,11,산불위험계절(11~5월),한낮(10~13시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.3472457959247235,-3.1203064797248725,-1.8752294866557995,0.2380532776893475,-0.2010244281809185
3098,F_010726,2020-01-31 12:00:00,YS_0024,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,12,산불위험계절(11~5월),한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,입산활동 발화 후보,-0.9924332333760902,-1.7004560190275606,-1.0290224600927245,0.24282953412824962,0.1145993125316794
3099,F_010727,2020-01-31 17:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,1,17,산불위험계절(11~5월),오후(14~17시),나지,인공나지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7217560896987606,-0.7896771847204853,-0.6635461441875644,0.16062524695090794,-0.33318260012630657
3101,F_010731,2020-02-02 23:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,23,산불위험계절(11~5월),저녁(18~23시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.015555629904824205,-1.9140514954433858,-1.385796169769946,0.19498185020095815,0.54570139713991
3102,F_010734,2020-02-08 18:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,18,산불위험계절(11~5월),저녁(18~23시),시가화건조지역,공공시설지역,도로/시가화/농업 인접,입산활동 발화 후보,0.7408557073872415,0.23839368678836548,1.3077502838126376,0.11766282352027846,-0.8456329313063268
3103,F_010735,2020-02-08 07:00:00,YS_0015,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,7,산불위험계절(11~5월),아침(6~9시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.3092577505844127,0.09711209229277509,-0.8066066985406516,0.09085370351955777,0.9711818580058524
3105,F_010737,2020-02-08 12:00:00,YD_0001,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,12,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.8147245147621763,0.22258922946840942,0.9373668398969481,0.20113028115818563,-0.7183602651964857
3106,F_010739,2020-02-09 18:00:00,YS_0028,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,18,산불위험계절(11~5월),저녁(18~23시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.7602932683311239,0.3071231927891132,-0.7702699633218901,0.19211209585276776,0.5840545500350682
3107,F_010741,2020-02-11 20:00:00,YD_0017,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,20,산불위험계절(11~5월),저녁(18~23시),시가화건조지역,상업지역,도로/시가화/농업 인접,입산활동 발화 후보,0.8285482029562825,-0.5061708851783997,-0.4897623423238844,-0.03220618592323693,-1.2103213940110658
3108,F_010742,2020-02-11 06:00:00,YS_0054,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,6,산불위험계절(11~5월),아침(6~9시),농업지역,밭,도로/시가화/농업 인접,입산활동 발화 후보,-0.2167790614472268,-0.17226121709164025,-1.076520279068658,0.06711530230196873,0.053409212760579784
3110,F_010745,2020-02-12 07:00:00,YD_0005,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,7,산불위험계절(11~5월),아침(6~9시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.566710268268265,0.3434629507674774,-0.03869836617382949,0.18599524965500125,-0.21573301108982076
3111,F_010749,2020-02-19 11:00:00,YD_0014,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.49377232086290435,0.08547341820257189,0.9396889311006975,0.18506598069745578,-0.6475231069767141
3112,F_010750,2020-02-23 07:00:00,YD_0007,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,7,산불위험계절(11~5월),아침(6~9시),나지,인공나지,도로/시가화/농업 인접,입산활동 발화 후보,0.04482309712186495,0.005166225042487503,1.7401228512688791,0.18077884324032728,-1.0350738577409004
3113,F_010756,2020-03-03 16:00:00,YS_0064,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,3,16,산불위험계절(11~5월),오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.840725618043982,-0.27737963453260656,-0.021901628741421965,0.11762485794842667,-0.771327012876345
3114,F_010759,2020-03-05 06:00:00,YD_0017,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,3,6,산불위험계절(11~5월),아침(6~9시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,1.1571488758819388,0.7513864316725276,0.5382207817995966,0.08722556060059829,-1.0386857531055567
3117,F_010762,2020-03-06 13:00:00,YD_0017,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),3,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.6619270261711123,0.0904482665722518,-0.2618369047350423,0.24279625204771385,-0.9794646555363281
