,n,전체평균,전체중앙값,전체표준편차,전체최소,전체최대,왜도,첨도
생활권접점_score,2670.0,0.0,0.2626361970861386,0.9499573144317,-3.4153378903179794,1.4940231235037063,-0.904746620477317,0.16864977824669936
선행건조_score,2670.0,-3.1934504977982034e-17,0.09018719614625645,0.9810954210572645,-4.3640072721620555,2.015425165126857,-0.8735113644035817,1.0704569289221229
강풍_score,2670.0,1.0644834992660677e-17,-0.09702517976127435,0.94453870213214,-1.8801823148768573,4.559097189271202,0.6411047149173466,0.5889578940485642
강수부족_score,2670.0,3.1934504977982034e-17,0.14032611471253795,0.975739552820597,-31.964313861167327,0.3849985279608145,-27.05482063484888,866.14004018158
산지접근성_score,2670.0,-3.1934504977982034e-17,-0.13578513427763134,0.819857902999733,-1.544114268105195,4.497850542395713,1.1881193021529604,2.289853921612511
