fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,상대강수부족_score,상대강풍_score,단기상대건조_score,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
F_007642,2020-02-02 09:00:00,YS_0019,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,2,9,산불위험계절(11~5월),아침(6~9시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.06115423562896065,-1.67527016410078,-1.8178209467279058,0.0824942527228964,-1.370338075924008,-0.8459512305436832,0.1130369477422823,-0.0126670420878364
F_007645,2020-02-03 09:00:00,YD_0005,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,9,산불위험계절(11~5월),아침(6~9시),미분류,미분류,도로/시가화/농업 인접,입산활동 발화 후보,-0.07547752704608822,-0.11761785728771307,-0.3776954808735346,-1.1787104251653568,-0.1706037275843626,0.5500327678334309,0.1816726713467056,-1.3229351895383337
F_007646,2020-02-03 10:00:00,YS_0066,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,2,10,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.22726177269816936,-0.06459597752002495,-1.0733882394209688,0.898304519642051,0.0662848920700254,1.6123924165299304,0.0635540885169002,0.9844049551410732
F_007647,2020-02-07 17:00:00,YD_0003,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,17,산불위험계절(11~5월),오후(14~17시),산림지역,활엽수림,도로/시가화/농업 인접,입산활동 발화 후보,-0.25841452380079966,-0.09491281212756773,-0.03509804605029001,-0.7907198228841593,0.4621142700486645,0.3537903801628082,0.067003100805739,-0.5126414354576675
F_007648,2020-02-08 08:00:00,YD_0007,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,8,산불위험계절(11~5월),아침(6~9시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.02270431833157196,0.1775000676757464,1.0682944964974928,-0.1765609308477111,0.6956502940126763,0.8988702615733326,0.1611928020429826,-1.2691481175873385
F_007649,2020-02-08 12:00:00,YD_0001,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),2,12,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.27812976961198044,0.2503744907526802,-0.1804204896512141,0.1370125665721981,0.201530513202401,0.8922704859238683,0.2298115868406005,-0.8305419382893561
F_007650,2020-02-08 07:00:00,YS_0015,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,7,산불위험계절(11~5월),아침(6~9시),초지,인공초지,도로/시가화/농업 인접,입산활동 발화 후보,-0.1050002841910159,0.037161110676479675,0.26761967899204925,-0.3092577505844127,0.097112092292775,-0.8066066985406516,0.0908537035195577,0.9711818580058524
F_007651,2020-02-09 19:00:00,YS_0028,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,19,산불위험계절(11~5월),저녁(18~23시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.25246912456665777,-0.23960428015974428,-0.3362937038689638,-0.7178001228966011,0.3809241924620163,-0.6459219575140759,0.1425285458633014,0.8452612546119331
F_007652,2020-02-09 19:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,19,산불위험계절(11~5월),저녁(18~23시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.18183904868230139,-0.11518182455942128,-0.1359905563290367,-0.0054613297189179,0.2428810894990158,-0.7020458825999613,0.1682880925007563,0.1249823134724261
F_007653,2020-02-09 19:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,19,산불위험계절(11~5월),저녁(18~23시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.2786204628795019,-0.5811213384244646,0.5982254813032921,-0.0391551196723602,0.2432866992083237,-0.703161670259383,0.1691186821209633,0.1218318441086522
F_007654,2020-02-11 11:00:00,YS_0054,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,11,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.13632217509630326,0.036124528775382136,0.41116765004252376,-0.78385264781161,-0.3359685075514284,-1.0368039202181971,0.1797446278609825,0.1787745296858776
F_007655,2020-02-11 11:00:00,YS_0070,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,11,산불위험계절(11~5월),한낮(10~13시),산림지역,활엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2048788378328239,-1.0093985121786408,-0.7778299660981896,-1.854545149030639,-1.2093682936504375,-0.237358990643942,0.1477813308806569,1.4145698968462757
F_007656,2020-02-17 16:00:00,YS_0003,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,16,산불위험계절(11~5월),오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,입산활동 발화 후보,-1.5297104574670695,0.06864857154337213,-2.7233024387975435,0.4827350203382505,-1.368391016881604,-0.0070659150928755,-3.127740807637623,-0.5772253023036193
F_007657,2020-02-18 14:00:00,YS_0071,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,14,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,입산활동 발화 후보,-0.2645583147958744,-0.2504063595460014,-0.6984568216438145,0.4932872953454929,-3.1240771901934314,-1.685770582645555,0.1199300223580179,1.5871142515662466
F_007658,2020-02-20 13:00:00,YD_0015,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,주거지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.2434540469365568,-1.7467317127137096,-0.9612454121905782,0.5022153121268919,-0.2123974966132422,-0.372997252142547,0.2338324702063755,-0.7992220329085221
F_007659,2020-02-23 15:00:00,YS_0028,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,15,산불위험계절(11~5월),오후(14~17시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.460060235707105,0.22781399270523103,-1.288490694487964,-0.0538402949744217,0.3963650868608949,0.3544444692026651,-0.6198892516113785,-0.5457486140704878
F_007660,2020-02-24 13:00:00,YS_0009,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,13,산불위험계절(11~5월),한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.40797319225421086,-0.8520439941409519,-0.6698271940847731,0.4105699721131565,0.3617125158144831,-0.9712060281149644,-0.0205685311095327,0.9748621745094868
F_007661,2020-02-24 13:00:00,YS_0009,영서,영서 내륙형,임야번지(산),영서 내륙형 / 임야번지(산),2,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.4715292588050292,-0.9303001159969061,0.21149574084058864,0.7615772006184137,0.279092946929556,-0.9725133066439128,0.0250334065271253,0.1983841380473894
F_007662,2020-02-24 13:00:00,YS_0009,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,2,13,산불위험계절(11~5월),한낮(10~13시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.41839036851053074,-0.7702962976137974,0.31397490723032706,0.581393055261947,0.2755051173263906,-0.9819685072549562,0.036006304968408,0.1990308726089767
F_007665,2020-02-24 17:00:00,YD_0006,영동,영동 해안형,일반번지,영동 해안형 / 일반번지,2,17,산불위험계절(11~5월),오후(14~17시),시가화건조지역,주거지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.11069587587640338,-0.23808276283080215,0.02688863611782997,0.2086024375003954,1.0089539048790328,-0.0533757616573207,0.1432103535464542,-0.6498049929295124
F_007667,2020-03-05 16:00:00,YD_0002,영동,영동 해안형,임야번지(산),영동 해안형 / 임야번지(산),3,16,산불위험계절(11~5월),오후(14~17시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.059366490834786276,-0.20713413102800732,-0.288761739024311,0.892277694541859,-0.2786602765197247,0.6298296998689371,0.1666085558349277,-0.9856467419305752
